"","004170","069960","037710","067830","019010","006370"
"2018-04-05",366500,90900,228500,4320,1280,10200
"2018-04-06",377500,90500,232500,4240,1265,10250
"2018-04-09",384500,91400,231000,4240,1255,10250
"2018-04-10",399000,91700,228000,4260,1255,10050
"2018-04-11",390500,90900,228000,4240,1250,10100
"2018-04-12",399500,90800,232000,4235,1215,10200
"2018-04-13",398000,90200,232500,4270,1240,10200
"2018-04-16",396500,89500,233500,4270,1265,10000
"2018-04-17",396000,89500,236500,4330,1280,9970
"2018-04-18",407500,90800,237000,4330,1305,10000
"2018-04-19",389000,90300,237500,4315,1295,10050
"2018-04-20",395000,91200,236500,4350,1320,10050
"2018-04-23",387500,90400,234500,4340,1335,9980
"2018-04-24",387500,90900,234000,4375,1340,10000
"2018-04-25",396500,97200,233000,4390,1330,10000
"2018-04-26",396500,100500,232500,4450,1385,9990
"2018-04-27",404500,101500,229500,4440,1430,10150
"2018-04-30",417500,103500,229000,4430,1400,10150
"2018-05-02",417500,102500,232000,4430,1360,10100
"2018-05-03",400000,98800,232000,4400,1310,10100
"2018-05-04",398000,98300,231000,4325,1360,10050
"2018-05-08",401500,103500,234500,4415,1330,9990
"2018-05-09",394500,102000,232500,4520,1345,9940
"2018-05-10",421000,102500,231500,4400,1350,9930
"2018-05-11",428000,109500,232500,4490,1405,9980
"2018-05-14",428000,109500,233000,4500,1445,9830
"2018-05-15",438500,108500,233000,4515,1440,9860
"2018-05-16",447500,107500,234000,4350,1430,9610
"2018-05-17",449000,108000,233500,4385,1430,9450
"2018-05-18",439500,109000,231500,4360,1430,9510
"2018-05-21",442500,107000,233500,4395,1410,9500
"2018-05-23",445000,107000,234000,4395,1405,9530
"2018-05-24",465500,106500,236000,4405,1390,9690
"2018-05-25",439000,104000,233000,4395,1390,9690
"2018-05-28",439000,107500,240000,4430,1420,9930
"2018-05-29",459500,108500,231500,4420,1395,9990
"2018-05-30",451500,106500,230500,4385,1410,10150
"2018-05-31",439000,112500,232000,4470,1460,10100
"2018-06-01",445000,115500,232000,4415,1435,10000
"2018-06-04",435500,116000,233000,4480,1435,10100
"2018-06-05",440000,117500,237500,4500,1425,9950
"2018-06-07",426500,119000,237000,4505,1420,9900
"2018-06-08",415500,117000,236000,4505,1450,9750
"2018-06-11",430500,119500,237500,4530,1455,9690
"2018-06-12",431500,119500,241000,4590,1475,9820
"2018-06-14",417000,115000,245500,4530,1460,9840
"2018-06-15",418500,117000,242000,4470,1450,9860
"2018-06-18",392000,114000,237500,4410,1390,9840
"2018-06-19",382500,109000,241000,4365,1390,9850
"2018-06-20",398000,111000,241000,4330,1420,9820
"2018-06-21",389000,109500,239000,4330,1425,9730
"2018-06-22",391500,111000,234500,4350,1420,9680
"2018-06-25",419500,114500,232500,4330,1415,9760
"2018-06-26",397500,115500,228000,4305,1415,9700
"2018-06-27",402000,111500,226500,4240,1410,9650
"2018-06-28",401000,111000,226500,4280,1390,9710
"2018-06-29",401500,115500,226000,4315,1415,9700
"2018-07-02",387500,111500,222500,4270,1400,9650
"2018-07-03",358500,107000,222000,4245,1400,9700
"2018-07-04",353500,106000,221000,4250,1385,9760
"2018-07-05",358000,105500,220500,4410,1385,9660
"2018-07-06",360500,106000,222000,4360,1380,9830
"2018-07-09",331000,103500,220500,4175,1375,9900
"2018-07-10",341000,104000,221500,4220,1385,10050
"2018-07-11",330000,105000,222500,4210,1385,10050
"2018-07-12",329000,103000,225500,4200,1385,10050
"2018-07-13",331000,101000,224000,4235,1370,10100
"2018-07-16",314000,99400,224500,4205,1370,10000
"2018-07-17",320000,100000,222500,4190,1415,9920
"2018-07-18",320500,98800,224000,4190,1395,9990
"2018-07-19",308000,96500,219500,4195,1425,9900
"2018-07-20",303500,96200,219500,4175,1430,10000
"2018-07-23",305500,94900,214000,4190,1420,9900
"2018-07-24",323500,96700,213000,4150,1360,9780
"2018-07-25",324500,95200,212000,4125,1330,9630
"2018-07-26",319000,96800,213500,4145,1345,9900
"2018-07-27",334000,97900,210000,4150,1375,9800
"2018-07-30",326000,96600,206500,4120,1370,9940
"2018-07-31",332000,98400,207000,4160,1380,9940
"2018-08-01",346500,98200,210000,4190,1385,9930
"2018-08-02",338500,97300,207500,4230,1395,9960
"2018-08-03",342000,100500,209500,4230,1395,9750
"2018-08-06",337000,101500,211000,4250,1390,9870
"2018-08-07",322000,98700,211000,4250,1380,9860
"2018-08-08",321000,98200,211000,4205,1365,9860
"2018-08-09",310000,98200,213000,4215,1365,9900
"2018-08-10",310000,100000,211500,4220,1385,9940
"2018-08-13",300500,96500,209500,4200,1375,9910
"2018-08-14",298000,97900,208000,4200,1380,9960
"2018-08-16",291000,96000,206500,4145,1390,9820
"2018-08-17",296500,96000,205000,4100,1385,9990
"2018-08-20",280500,95600,206000,4070,1400,9860
"2018-08-21",283000,97300,207500,4095,1405,9860
"2018-08-22",284000,95800,208500,4080,1415,9950
"2018-08-23",310000,99600,210000,4070,1415,9980
"2018-08-24",313500,99200,209000,4075,1410,9710
"2018-08-27",305500,98300,207000,4045,1410,9700
"2018-08-28",316000,99500,207500,4090,1415,9640
"2018-08-29",316000,98500,205000,4150,1435,9580
"2018-08-30",317500,97500,209000,4085,1465,9600
"2018-08-31",324500,99600,210000,4060,1470,9540
"2018-09-03",322500,97500,208000,4060,1455,9420
"2018-09-04",326500,98300,206500,3975,1465,9400
"2018-09-05",322500,95700,205000,4030,1440,9350
"2018-09-06",316500,96700,204000,3965,1440,9350
"2018-09-07",320500,97400,204000,3965,1420,9420
"2018-09-10",310000,96200,207000,3950,1425,9430
"2018-09-11",309000,96500,207000,3950,1425,9420
"2018-09-12",319500,97100,207500,3950,1420,9440
"2018-09-13",338000,98200,207000,3990,1445,9410
"2018-09-14",348500,98700,206500,4000,1445,9370
"2018-09-17",341500,96700,209000,3980,1430,9300
"2018-09-18",361000,99300,210500,3975,1435,9330
"2018-09-19",357000,99100,208000,3890,1430,9300
"2018-09-20",349500,97900,205000,3890,1425,9150
"2018-09-21",347500,96700,205500,3900,1430,9260
"2018-09-27",359000,99400,209000,3990,1460,9280
"2018-09-28",362500,99400,207000,3995,1475,9200
"2018-10-01",363500,100000,207000,3970,1495,9200
"2018-10-02",347500,99200,207500,3925,1505,9390
"2018-10-04",303500,94200,206000,3810,1505,9230
"2018-10-05",312000,95800,207500,3900,1475,9240
"2018-10-08",301000,93800,206500,3880,1495,9140
"2018-10-10",295500,93400,202500,3730,1475,9200
"2018-10-11",288000,88100,196000,3465,1440,8950
"2018-10-12",296000,91000,190000,3420,1430,8860
"2018-10-15",282500,90200,190000,3515,1425,8900
"2018-10-16",289000,90900,188000,3625,1425,8970
"2018-10-17",290000,93000,188500,3660,1420,8970
"2018-10-18",286000,92700,187000,3735,1420,9000
"2018-10-19",278500,92400,185000,3700,1415,9060
"2018-10-22",290500,93700,183500,3675,1430,9060
"2018-10-23",275500,91500,178500,3615,1420,9070
"2018-10-24",274000,92400,178000,3545,1420,9080
"2018-10-25",269500,91200,173500,3500,1385,8950
"2018-10-26",254500,87700,169000,3495,1370,8950
"2018-10-29",252000,87000,167000,3295,1355,8870
"2018-10-30",255500,84200,167500,3235,1380,8920
"2018-10-31",258500,86700,167500,3325,1440,8900
"2018-11-01",263500,86000,172000,3420,1440,8900
"2018-11-02",275500,87700,173500,3525,1475,8880
"2018-11-05",267000,86200,173000,3470,1490,9000
"2018-11-06",270000,86700,173000,3535,1490,9010
"2018-11-07",262500,86300,174500,3465,1500,9000
"2018-11-08",259500,87000,179000,3520,1530,8870
"2018-11-09",264000,87400,179500,3555,1580,8930
"2018-11-12",254500,87500,179500,3460,1660,8830
"2018-11-13",252500,86200,179500,3510,1660,8810
"2018-11-14",254000,85000,177000,3515,1720,8810
"2018-11-15",280500,90900,176000,3490,1720,8910
"2018-11-16",279000,89800,178000,3600,1740,8970
"2018-11-19",290000,92000,178000,3615,1725,9090
"2018-11-20",288000,91900,174000,3570,1755,8960
"2018-11-21",286000,92100,174000,3560,1770,8900
"2018-11-22",286000,91500,173500,3545,1750,8820
"2018-11-23",299000,91500,174500,3475,1725,8760
"2018-11-26",303000,92500,179000,3485,1680,8800
"2018-11-27",297500,91700,179000,3535,1700,8970
"2018-11-28",289000,91500,182000,3550,1770,9000
"2018-11-29",284000,93400,182500,3560,1770,8980
"2018-11-30",291000,93900,174000,3560,1765,8890
"2018-12-03",294000,93500,176000,3570,1785,8870
"2018-12-04",287500,93300,175500,3540,1785,8760
"2018-12-05",284000,92000,179500,3495,1790,8820
"2018-12-06",266500,92000,179500,3470,1755,8820
"2018-12-07",268000,91500,179000,3485,1755,8820
"2018-12-10",269500,91600,181000,3365,1805,8870
"2018-12-11",263500,93200,179500,3400,1780,8950
"2018-12-12",267500,94500,183000,3390,1785,8960
"2018-12-13",260500,94300,183000,3390,1825,9000
"2018-12-14",256500,94000,185000,3530,1800,8910
"2018-12-17",263500,94200,181500,3450,1930,9100
"2018-12-18",263000,95100,179500,3465,1885,9190
"2018-12-19",262500,94500,179500,3390,1860,9090
"2018-12-20",256500,94400,178000,3385,1880,9150
"2018-12-21",255500,91600,181000,3400,1850,8840
"2018-12-24",251000,91400,180000,3390,1810,8750
"2018-12-26",246500,89800,175500,3380,1800,9000
"2018-12-27",254000,90200,180000,3375,1800,9080
"2018-12-28",256000,90400,180000,3435,1770,8800
"2019-01-02",248000,87700,177500,3400,1760,8960
"2019-01-03",241000,87500,178000,3315,1740,9060
"2019-01-04",239500,88200,177500,3270,1760,8800
"2019-01-07",240500,88400,179000,3280,1765,8880
"2019-01-08",236500,87100,178000,3250,1740,8880
"2019-01-09",240500,88400,178500,3330,1775,8930
"2019-01-10",241000,88600,179000,3295,1785,8890
"2019-01-11",245000,89900,179500,3375,1850,8770
"2019-01-14",253500,90400,195000,3370,1965,8740
"2019-01-15",256000,91100,196000,3380,1970,8700
"2019-01-16",250000,89400,194000,3380,1965,10450
"2019-01-17",242000,90900,198500,3360,1940,10150
"2019-01-18",250500,91800,199500,3485,1960,9810
"2019-01-21",249000,92600,198000,3490,1920,10000
"2019-01-22",252000,92800,198500,3495,1925,9980
"2019-01-23",265000,93300,201500,3545,1940,10150
"2019-01-24",265500,93500,201500,3670,1930,9950
"2019-01-25",273500,93600,202500,3670,1910,11500
"2019-01-28",274500,95700,200000,3590,1845,12500
"2019-01-29",274000,95100,200500,3690,1845,12200
"2019-01-30",266000,94100,199500,3800,1845,12000
"2019-01-31",264500,95600,199000,3835,1870,12000
"2019-02-01",272000,95500,204500,3810,1870,11850
"2019-02-07",265500,95900,204000,3840,1845,11400
"2019-02-08",257000,91800,203000,3785,1970,11450
"2019-02-11",251500,91100,203500,3905,2025,11450
"2019-02-12",256500,92400,205000,3985,2175,11650
"2019-02-13",254500,92800,205000,4135,2130,11500
"2019-02-14",255000,95200,205000,4140,2095,11200
"2019-02-15",266000,94100,205500,3940,2150,10550
"2019-02-18",270000,95000,203500,3875,2190,10300
"2019-02-19",271000,95500,204500,3805,2150,10400
"2019-02-20",284000,96400,208000,3965,2160,10250
"2019-02-21",283500,96300,205500,3910,2195,10200
"2019-02-22",285000,97600,203000,4000,2220,9890
"2019-02-25",290000,97500,201500,4005,2170,9020
"2019-02-26",293000,96700,201500,3980,2130,9050
"2019-02-27",293000,97100,199000,3960,2140,9170
"2019-02-28",285500,96800,199000,3945,1990,8550
"2019-03-04",288500,98300,199000,3975,2060,8750
"2019-03-05",290000,98000,200500,3985,2020,8860
"2019-03-06",283000,98000,200500,3970,2025,8790
"2019-03-07",283500,98400,198500,3940,2025,8750
"2019-03-08",289000,96800,197000,3945,2030,8810
"2019-03-11",296500,97400,193500,3920,2030,8630
"2019-03-12",289500,100000,194500,3905,2045,8620
"2019-03-13",289000,101500,196500,3985,2140,8630
"2019-03-14",292500,100000,197000,3930,2140,8670
"2019-03-15",300000,103500,197000,3910,2120,8550
"2019-03-18",323000,104500,196500,3890,2115,8600
"2019-03-19",328500,104000,195000,4020,2120,8540
"2019-03-20",329500,106000,194500,4020,2125,8460
"2019-03-21",319500,104500,191500,4140,2070,8280
"2019-03-22",326000,104500,190000,4135,2070,8120
"2019-03-25",316500,101000,190000,4040,2055,7880
"2019-03-26",332000,102000,189500,4005,1995,8040
"2019-03-27",333000,100000,188000,4000,2010,7950
"2019-03-28",331000,98800,189000,3940,2020,7740
"2019-03-29",337500,101000,185000,3920,2025,7760
"2019-04-01",326000,101500,187000,3865,2015,7840
"2019-04-02",318000,101500,184500,3830,2015,7980
"2019-04-03",318500,101500,183500,3770,1990,7980
"2019-04-04",321000,100000,184000,3805,1995,7910
"2019-04-05",322000,99700,185500,3860,1910,7910
"2019-04-08",321500,99500,188000,3830,1910,7870
"2019-04-09",330500,99600,191000,3825,2000,7780
"2019-04-10",329000,99900,191500,3790,2135,7830
"2019-04-11",321500,97900,192500,3910,2135,7810
"2019-04-12",322500,99300,193000,3900,2130,7800
"2019-04-15",325000,99900,195000,3910,2070,7740
"2019-04-16",321500,100000,195000,3890,2070,7700
"2019-04-17",315000,99000,194000,3935,2085,7700
"2019-04-18",315500,98000,192500,3985,2065,7460
"2019-04-19",315500,97900,193500,4015,2080,7340
"2019-04-22",317500,96600,197500,3960,2080,7330
"2019-04-23",324000,99400,200000,3920,2080,7140
"2019-04-24",320500,99300,197500,3920,2080,7220
"2019-04-25",321500,98600,195000,3880,2085,7160
"2019-04-26",319000,98400,197000,3875,2090,7200
"2019-04-29",329500,100000,195500,3850,2090,7160
"2019-04-30",340000,101500,197500,3850,2090,7100
"2019-05-02",341000,102500,196000,3830,2090,7190
"2019-05-03",336000,99800,197000,3830,2090,7200
"2019-05-07",324500,98100,196500,3805,2090,7110
"2019-05-08",326000,98100,194500,3760,2090,7110
"2019-05-09",307000,95100,192000,3730,2090,6990
"2019-05-10",321000,94900,192000,3710,2090,7000
"2019-05-13",312000,91200,188000,3670,2090,6850
"2019-05-14",323000,89900,189000,3765,2090,6820
"2019-05-15",305500,89400,193000,3835,1985,6820
"2019-05-16",297000,86700,193000,3840,1900,6900
"2019-05-17",294000,86500,192500,3835,2200,6960
"2019-05-20",300000,86100,194000,3835,2140,6910
"2019-05-21",296500,86000,191500,3795,2315,6960
"2019-05-22",299000,86200,189500,3770,2280,6890
"2019-05-23",288500,85500,193000,3700,2385,6870
"2019-05-24",290000,85500,190500,3680,2240,6890
"2019-05-27",290500,85400,185000,3655,2285,6850
"2019-05-28",291000,85100,185500,3655,2360,6770
"2019-05-29",298000,84900,180500,3695,2290,6700
"2019-05-30",292000,84600,181000,3670,2305,6700
"2019-05-31",298000,84600,180500,3685,2270,6690
"2019-06-03",300500,84100,178500,3740,2345,6710
"2019-06-04",294500,84500,178500,3730,2285,6750
"2019-06-05",295500,84100,179500,3760,2350,6780
"2019-06-07",293500,84400,183000,3820,2395,6720
"2019-06-10",296000,84200,183500,3850,2390,6900
"2019-06-11",300500,85000,183000,3910,2435,7120
"2019-06-12",308500,84500,182000,3915,2390,7170
"2019-06-13",303500,84500,181500,3910,2370,7100
"2019-06-14",297500,83500,189000,3805,2390,7260
"2019-06-17",299000,83500,189500,3900,2365,7260
"2019-06-18",297500,84100,184500,3870,2375,7070
"2019-06-19",310000,85100,184000,3875,2375,7100
"2019-06-20",312000,84800,186000,3895,2370,7230
"2019-06-21",299500,84100,185500,3930,2315,7130
"2019-06-24",302500,83700,185000,3895,2280,7000
"2019-06-25",299000,83800,184000,3835,2225,7000
"2019-06-26",299000,82600,184000,3795,2220,6970
"2019-06-27",303500,83400,183000,3805,2260,6950
"2019-06-28",301000,82700,183500,3925,2240,6900
"2019-07-01",306500,83200,184000,3955,2240,6970
"2019-07-02",294500,82100,185000,3940,2275,6890
"2019-07-03",291500,80700,181000,3930,2235,6870
"2019-07-04",286000,80800,176000,3890,2235,6840
"2019-07-05",287000,80900,177000,3840,2235,6810
"2019-07-08",281500,79400,175000,3810,2155,6610
"2019-07-09",271000,79000,172000,3860,2160,6570
"2019-07-10",270000,78800,173500,3835,2180,6560
"2019-07-11",269000,79600,173500,3840,2240,6530
"2019-07-12",273500,81300,172000,3850,2245,6540
"2019-07-15",271500,79300,173000,3890,2230,6510
"2019-07-16",274500,80400,174500,3855,2230,6400
"2019-07-17",271500,79300,176000,3925,2205,6400
"2019-07-18",269000,78000,172500,3910,2200,6330
"2019-07-19",273500,78700,175500,3900,2200,6280
"2019-07-22",278500,78700,176000,3790,2195,6270
"2019-07-23",278500,79400,175500,3715,2195,6220
"2019-07-24",275000,77700,175000,3700,2200,6130
"2019-07-25",275500,77000,174000,3700,2140,6020
"2019-07-26",270000,75800,173000,3705,2115,5860
"2019-07-29",259500,74800,166000,3580,1990,5680
"2019-07-30",259000,75300,168000,3700,2000,5760
"2019-07-31",253500,74100,173500,3705,2020,5720
"2019-08-01",260000,74100,173000,3705,1995,5720
"2019-08-02",255500,72900,173000,3650,1995,5680
"2019-08-05",240500,71100,170500,3600,1895,5340
"2019-08-06",233500,70400,166000,3575,1860,5280
"2019-08-07",226500,69300,166000,3575,1875,5280
"2019-08-08",232000,71100,166000,3575,1870,5400
"2019-08-09",226500,70900,164500,3570,1865,5520
"2019-08-12",230000,70000,162500,3570,1855,5660
"2019-08-13",224500,70500,160500,3555,1875,5630
"2019-08-14",221500,70100,160500,3515,1945,5640
"2019-08-16",216500,69200,157500,3490,2000,5570
"2019-08-19",220500,71100,160000,3445,1975,5550
"2019-08-20",224000,71200,162000,3425,1950,5550
"2019-08-21",221500,70600,163000,3420,1940,5610
"2019-08-22",226000,71400,163000,3445,1935,5600
"2019-08-23",226000,70900,165000,3425,1910,5500
"2019-08-26",219500,69400,165000,3420,1815,5330
"2019-08-27",224500,68700,168500,3415,1820,5440
"2019-08-28",223000,71000,168000,3415,1810,5500
"2019-08-29",232000,75400,168000,3410,1810,5380
"2019-08-30",231000,78000,168000,3410,1835,5500
"2019-09-02",236500,76500,168500,3400,1810,5530
"2019-09-03",249000,76900,171000,3400,1805,5480
"2019-09-04",255000,77600,170000,3390,1865,5450
"2019-09-05",243000,75300,169000,3395,1915,5500
"2019-09-06",241000,75100,169000,3390,1915,5460
"2019-09-09",252500,77100,169500,3390,1915,5470
"2019-09-10",247000,76200,169500,3360,1940,5450
"2019-09-11",258000,79300,168000,3395,1940,5460
"2019-09-16",257000,78200,170500,3395,1910,5450
"2019-09-17",257000,79200,174000,3415,1945,5460
"2019-09-18",257000,78900,171500,3435,1940,5430
"2019-09-19",253500,78700,171000,3475,1910,5480
"2019-09-20",261500,79000,171000,3490,1925,5490
"2019-09-23",262000,78200,171000,3460,1885,6060
"2019-09-24",267500,78000,170000,3400,1890,5980
"2019-09-25",259000,78900,169000,3380,1865,5880
"2019-09-26",262000,77400,173000,3380,1910,5740
"2019-09-27",262000,76500,171500,3400,1880,5850
"2019-09-30",262500,78100,171500,3370,1880,5940
"2019-10-01",257000,77600,172000,3375,1900,6120
"2019-10-02",250000,75800,171000,3390,1915,6000
"2019-10-04",247000,75000,169500,3400,1920,5820
"2019-10-07",240000,75200,171000,3360,1895,5830
"2019-10-08",246500,76500,173000,3380,1900,5790
"2019-10-10",245000,74700,174500,3380,1850,5780
"2019-10-11",245500,75700,176500,3380,1850,5890
"2019-10-14",247000,76000,174000,3400,1810,6080
"2019-10-15",245500,75500,172500,3395,1810,6090
"2019-10-16",246500,77300,172500,3380,1805,5950
"2019-10-17",243500,76300,169000,3380,1815,5820
"2019-10-18",244000,79100,168500,3380,1810,5850
"2019-10-21",242000,78600,169000,3375,1770,5800
"2019-10-22",238000,77600,169000,3375,1735,5780
"2019-10-23",237000,77000,169000,3380,1760,5690
"2019-10-24",231500,76100,167000,3370,1755,5610
"2019-10-25",237000,76000,167000,3380,1775,5640
"2019-10-28",229500,76000,170500,3375,1770,5630
"2019-10-29",233500,75800,170500,3370,1725,5650
"2019-10-30",239500,74600,170000,3370,1750,5620
"2019-10-31",236000,73900,169500,3370,1760,5570
"2019-11-01",235500,73500,173000,3370,1770,5580
"2019-11-04",240000,75700,174000,3350,1805,5600
"2019-11-05",240000,75400,177000,3355,1825,5590
"2019-11-06",256500,78300,178000,3360,1800,5590
"2019-11-07",256000,78200,176500,3355,1840,5590
"2019-11-08",254000,77400,175000,3360,1880,5610
"2019-11-11",254000,76400,177000,3355,1870,5630
"2019-11-12",259500,75600,176500,3405,1820,5640
"2019-11-13",265000,78500,174500,3385,1810,5770
"2019-11-14",265500,78800,175500,3380,1820,5900
"2019-11-15",269000,78700,175500,3420,1815,5850
"2019-11-18",269000,78900,175000,3380,1810,5860
"2019-11-19",267500,79400,174000,3380,1775,5840
"2019-11-20",263500,78500,170000,3355,1775,5880
"2019-11-21",262000,76900,168500,3355,1740,5850
"2019-11-22",262000,79600,170000,3310,1750,5720
"2019-11-25",266500,82500,170000,3320,1695,5900
"2019-11-26",269500,82500,171000,3315,1695,5880
"2019-11-27",267000,81400,171500,3310,1695,5890
"2019-11-28",283000,84000,172000,3335,1685,5900
"2019-11-29",281500,83200,170500,3325,1680,5910
"2019-12-02",283500,82000,173000,3315,1690,5910
"2019-12-03",282000,81900,169500,3285,1680,5910
"2019-12-04",280500,80500,168000,3275,1680,5900
"2019-12-05",278000,81400,166500,3275,1665,5860
"2019-12-06",285500,82000,169000,3245,1665,5840
"2019-12-09",284500,83600,168000,3275,1670,5810
"2019-12-10",287500,82300,166000,3210,1655,5810
"2019-12-11",287000,82600,168000,3175,1645,5920
"2019-12-12",294500,84000,170000,3250,1675,6010
"2019-12-13",291500,83700,167500,3240,1680,5960
"2019-12-16",285500,82500,169000,3205,1680,6020
"2019-12-17",292000,82600,170500,3260,1665,6040
"2019-12-18",287000,82500,169000,3285,1670,6080
"2019-12-19",290500,82800,167500,3285,1675,5990
"2019-12-20",287000,82500,168500,3280,1675,5920
"2019-12-23",285500,82400,165000,3280,1675,6000
"2019-12-24",277500,81700,165000,3235,1680,6020
"2019-12-26",277500,81800,164500,3225,1690,5990
"2019-12-27",281000,81700,164500,3235,1690,5910
"2019-12-30",289000,83100,164000,3260,1685,5990
"2020-01-02",292500,85900,166000,3250,1755,5930
"2020-01-03",292500,85600,168500,3225,1815,5940
"2020-01-06",290000,84000,169000,3180,1775,5990
"2020-01-07",305000,88900,170000,3170,1785,6050
"2020-01-08",306500,87300,168500,3170,1750,5810
"2020-01-09",314500,87700,170000,3165,1800,5920
"2020-01-10",312500,87700,170000,3165,1790,6040
"2020-01-13",324000,90000,171000,3145,1760,5890
"2020-01-14",321500,89900,170500,3150,1765,5910
"2020-01-15",323500,89800,171000,3170,1900,5950
"2020-01-16",322000,89000,170000,3135,1870,6220
"2020-01-17",320500,88400,171000,3150,1870,6270
"2020-01-20",309000,86500,170500,3105,1855,6300
"2020-01-21",302500,84600,171000,3110,1835,6310
"2020-01-22",315500,88600,170000,3100,1820,6300
"2020-01-23",306500,87500,169500,3100,1820,6290
"2020-01-28",269500,78200,164500,3065,1765,6130
"2020-01-29",278500,79300,167000,2995,1765,5980
"2020-01-30",266000,79200,165000,2930,1730,5980
"2020-01-31",267000,78000,163500,2880,1730,6100
"2020-02-03",269000,78200,161500,2820,1720,6030
"2020-02-04",273000,78300,163500,2845,1720,6080
"2020-02-05",272500,77600,164500,2855,1730,6180
"2020-02-06",287000,81200,166000,2865,1760,6210
"2020-02-07",281500,81400,166000,2860,1765,6150
"2020-02-10",279500,80200,165500,2865,1790,6730
"2020-02-11",283500,79900,165500,2880,1810,6660
"2020-02-12",300000,82000,166000,2880,1810,6560
"2020-02-13",293000,81100,164000,2860,1810,6680
"2020-02-14",293000,79200,168000,2850,1815,6540
"2020-02-17",296500,80000,168500,2815,1800,6650
"2020-02-18",289000,78500,166000,2825,1750,6640
"2020-02-19",282500,78600,164500,2800,1720,6550
"2020-02-20",270000,74500,163500,2800,1690,6580
"2020-02-21",264000,72500,160500,2800,1680,6500
"2020-02-24",244500,68800,154000,2800,1630,6540
"2020-02-25",254500,70200,156500,2800,1670,6540
"2020-02-26",254000,70800,156000,2785,1650,6380
"2020-02-27",249000,71300,157000,2720,1620,6380
"2020-02-28",236000,70900,148000,2645,1560,6170
"2020-03-02",243000,70000,152500,2520,1610,6070
"2020-03-03",241500,70000,154500,2500,1600,6090
"2020-03-04",253000,71500,155500,2530,1645,6190
"2020-03-05",264500,73300,157000,2550,1685,6440
"2020-03-06",258000,70800,154000,2480,1645,6360
"2020-03-09",253500,69100,148500,2345,1550,6230
"2020-03-10",258000,70800,152000,2300,1470,6090
"2020-03-11",251000,69800,152000,2290,1400,6100
"2020-03-12",241500,67300,149000,2095,1315,5850
"2020-03-13",227000,62500,141500,2000,1270,5220
"2020-03-16",218500,64800,140500,1945,1165,5240
"2020-03-17",237500,66800,137000,1865,1160,5100
"2020-03-18",226000,64700,134000,1880,1105,5040
"2020-03-19",204000,60300,119500,1750,913,4780
"2020-03-20",224000,60800,119500,1900,949,4450
"2020-03-23",206500,53000,119000,1745,860,4160
"2020-03-24",220500,55400,122500,1770,920,4185
"2020-03-25",238000,57900,123000,1850,977,4425
"2020-03-26",232500,58400,122000,1880,1075,4700
"2020-03-27",224500,56800,125500,1970,1095,4970
"2020-03-30",215000,56900,130000,2025,1100,5380
"2020-03-31",217500,58800,133000,2135,1145,5120
"2020-04-01",210000,56300,133500,2130,1165,5080
"2020-04-02",208500,57200,134500,2110,1160,5140
"2020-04-03",208500,58000,135500,2150,1170,5140
"2020-04-06",221000,62000,140500,2155,1210,5100
"2020-04-07",228500,62900,143500,2200,1260,5130
"2020-04-08",231000,63100,144500,2200,1330,5080
"2020-04-09",237000,64000,144500,2320,1355,5090
"2020-04-10",241000,64400,144500,2320,1320,5200
"2020-04-13",232500,62900,140500,2230,1250,5220
"2020-04-14",233000,63700,141000,2255,1295,5200
"2020-04-16",233500,63500,142500,2230,1345,5120
"2020-04-17",252500,65900,142500,2295,1365,5180
"2020-04-20",255000,67700,144500,2310,1365,5280
"2020-04-21",259500,66300,142000,2275,1295,5300
"2020-04-22",252000,68200,140000,2245,1315,5190
"2020-04-23",250500,69400,140000,2300,1325,5300
"2020-04-24",243500,67500,140000,2275,1320,5160
"2020-04-27",255500,70600,142500,2320,1380,5250
"2020-04-28",263500,75200,142500,2310,1350,5260
"2020-04-29",265000,72700,146500,2300,1390,5230
"2020-05-04",264500,70900,145500,2340,1510,5220
"2020-05-06",264500,71300,146500,2375,1510,5270
"2020-05-07",259500,70900,148000,2425,1595,5270
"2020-05-08",253500,70800,146500,2460,1580,5270
"2020-05-11",243500,68300,148500,2445,1535,5280
"2020-05-12",244000,67100,149000,2430,1535,5260
"2020-05-13",239000,66300,147500,2350,1535,5270
"2020-05-14",238000,64900,146500,2340,1500,5200
"2020-05-15",233500,65100,146000,2335,1515,5250
"2020-05-18",242500,66600,146000,2385,1510,5210
"2020-05-19",255500,69500,145000,2430,1510,5180
"2020-05-20",249500,68900,144500,2435,1580,5190
"2020-05-21",248000,68500,143500,2425,1575,5200
"2020-05-22",242500,66400,143000,2360,1550,5190
"2020-05-25",238500,65600,142500,2355,1535,5240
"2020-05-26",240500,66100,142500,2385,1550,5200
"2020-05-27",248500,65400,142500,2425,1550,5160
"2020-05-28",242500,64800,142000,2415,1520,5050
"2020-05-29",245000,64000,142000,2400,1470,4995
"2020-06-01",245500,64500,142500,2450,1520,4910
"2020-06-02",250500,65100,143000,2460,1515,4900
"2020-06-03",254000,66000,143000,2495,1535,4920
"2020-06-04",251000,65800,146000,2510,1535,4900
"2020-06-05",252500,66100,145000,2525,1525,4915
"2020-06-08",251000,65600,143000,2505,1490,4920
"2020-06-09",247500,65400,145500,2495,1485,4965
"2020-06-10",248500,64900,146500,2500,1475,4950
"2020-06-11",242500,63300,142500,2490,1455,4960
"2020-06-12",231000,61400,139500,2425,1425,4910
