"","105560","055550","086790","316140","024110","138930","139130","175330","006220"
"2016-01-25",29650,37650,20750,NA,11150,8370,8790,5270,8017
"2016-01-26",29000,37400,19950,NA,10850,8310,8450,5150,7987
"2016-01-27",29750,37850,20450,NA,11250,8260,8610,5080,7997
"2016-01-28",30300,38700,21100,NA,11450,8740,8870,5140,8474
"2016-01-29",30550,38600,21400,NA,11500,8990,8910,5160,8642
"2016-02-01",29900,39100,21100,NA,11600,9090,8730,5170,8821
"2016-02-02",29350,38000,21050,NA,11400,8760,8570,5100,9019
"2016-02-03",28450,36800,20450,NA,11000,8750,8370,5200,8702
"2016-02-04",28700,38150,21050,NA,11150,8860,8410,5210,8464
"2016-02-05",29350,39650,22300,NA,11750,9010,8400,5310,8325
"2016-02-11",28700,38650,20850,NA,11350,8490,7990,5090,8186
"2016-02-12",28400,38650,20550,NA,11100,8280,7840,5110,8087
"2016-02-15",29650,40000,21700,NA,11750,8650,8010,5160,8305
"2016-02-16",29500,39950,21850,NA,11800,8710,8090,5200,8116
"2016-02-17",31300,40600,22600,NA,12200,8950,8350,5290,8146
"2016-02-18",30650,40000,22700,NA,12050,9040,8390,5240,8146
"2016-02-19",30300,39750,22250,NA,11850,8950,8350,5240,8067
"2016-02-22",30100,39000,21950,NA,11800,8940,8380,5220,8067
"2016-02-23",30100,39050,22000,NA,11800,8830,8380,5210,8305
"2016-02-24",30250,39300,21700,NA,11750,8750,8330,5180,8156
"2016-02-25",29850,39000,21350,NA,11800,8760,8550,5150,8156
"2016-02-26",30000,38850,21350,NA,11800,8780,8320,5150,8106
"2016-02-29",29700,37950,20850,NA,11650,8610,8300,5340,8305
"2016-03-02",30200,38300,20850,NA,11850,8760,8360,5320,8206
"2016-03-03",30800,38650,21400,NA,11900,8870,8460,5440,8216
"2016-03-04",31800,39150,22300,NA,12350,9200,8550,5530,8483
"2016-03-07",32150,39800,22500,NA,12350,9370,8690,5600,8345
"2016-03-08",31750,40000,22050,NA,12150,9170,8730,5560,8285
"2016-03-09",31900,40050,22100,NA,12100,9020,8750,5580,8434
"2016-03-10",31950,40100,21950,NA,12200,9280,8850,5560,8354
"2016-03-11",32300,40750,22500,NA,12400,9280,8910,5620,8335
"2016-03-14",32750,41150,23400,NA,12500,9310,8900,5580,8216
"2016-03-15",32300,40800,23450,NA,12500,9310,9020,5610,8424
"2016-03-16",32650,41350,23650,NA,12600,9460,9180,5590,8245
"2016-03-17",32400,41600,23800,NA,12550,9410,9220,5610,8354
"2016-03-18",32800,41750,24050,NA,12350,9400,9420,5710,8265
"2016-03-21",32700,41900,24400,NA,12350,9390,9210,5640,8275
"2016-03-22",32800,41600,24050,NA,12200,9460,9120,5620,8156
"2016-03-23",32700,41350,24150,NA,12100,9270,9050,5630,8106
"2016-03-24",32100,41550,23700,NA,11900,9180,9070,5590,8027
"2016-03-25",31750,41300,23150,NA,11750,8930,8980,5640,7977
"2016-03-28",32000,41100,23400,NA,11900,9050,8980,5700,7977
"2016-03-29",32350,41250,24500,NA,12200,9490,9180,5750,8067
"2016-03-30",31850,40500,24300,NA,12150,9470,9100,5740,8176
"2016-03-31",31850,40500,24800,NA,12250,9700,8900,5800,8166
"2016-04-01",32150,39900,23950,NA,12050,9420,8580,5710,8116
"2016-04-04",32150,39750,23100,NA,11850,9180,8710,5650,7987
