"","X2017.12","X2018.12","X2019.12"
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,2,2
"기타의대손상각비",400,955,655
"배당금지급",0,0,0
"금융부채관련손실",68,129,72
"사채상환손실",33,58,31
"투자자산평가손실",0,0,79
"자산재평가손실",0,0,0
"지분법관련손실",757,835,1282
"종속기업관련손실",105,69,293
"관계기업관련손익",1932,3320,539
"(현금유입이없는수익등차감)",29919,23928,26807
"금융부채관련이익",48,41,62
"사채상환이익",16,5,62
"퇴직급여충당부채환입액",0,1,12
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,9,0
"투자자산평가이익",12,5,7
"자산재평가이익",0,0,0
"지분법관련이익",10779,6422,9100
"종속회사관련이익",985,349,30
"법인세수익",2062,567,553
"영업활동으로인한자산부채변동(운전자본변동)",-16541,-35959,-20890
"자산의감소(증가)",4041,-27112,-5891
"부채의증가(감소)",-19367,-8479,-15152
"정부보조금등의변동",0,6,-2
"기타운전자본의변동",-1208,-377,154
"*영업에서창출된현금흐름",92422,76956,109015
"기타영업활동으로인한현금흐름",-18995,-13437,-16848
"이자수입",2955,4539,5182
"이자지급(-)",-7092,-7929,-8605
"배당금수입",3976,4326,4035
"배당금지급(-)",-50,0,0
"법인세환입",776,121,69
"법인세납부(-)",-19531,-14593,-17522
"중단영업관련현금흐름",-26,96,-4
"투자활동으로인한현금흐름",-61821,-72775,-78582
"투자활동으로인한현금유입액",60741,55482,84582
"유동금융자산의감소",38527,38057,64123
"장기금융상품의감소",1701,1850,3995
"매도가능금융자산의감소",5190,269,12
"만기보유금융자산의감소",738,2,2
"장기대여금의감소",879,1932,1822
"파생상품의변동",131,17,8
"기타비유동금융자산의감소",2872,3334,1701
"관계기업등지분관련투자자산의감소",154,1787,1476
"유형자산의감소",6371,5591,5802
"무형자산의감소",121,223,394
"생물자산의감소",0,0,0
"투자부동산의감소",279,210,721
"기타투자활동으로인한현금유입액",3781,2197,4530
"(투자활동으로인한현금유출액)",122773,128462,163349
"유동금융자산의증가",39529,48640,63886
"장기금융상품의증가",2692,2251,5353
"매도가능금융자산의증가",3342,267,13
"만기보유금융자산의증가",781,7,0
"장기대여금의증가",1488,2578,2585
"기타비유동금융자산의증가",3165,4430,5030
"관계기업등지분관련투자자산의증가",5233,7466,1901
"유형자산의증가",59616,56596,63091
"무형자산의증가",4542,4083,4745
"생물자산의증가",0,0,0
"투자부동산의증가",381,355,557
"기타투자활동으로인한현금유출액",1985,1640,15669
"기타투자활동으로인한현금흐름",207,209,185
"재무활동으로인한현금흐름",480,5903,-4324
"재무활동으로인한현금유입액",163878,239465,251198
"사채의증가",12953,18928,19793
"차입금의증가",137824,161878,174543
"미지급금의증가",12,8,1
"유동성장기부채의증가",7938,45372,53130
"기타금융부채의증가",278,673,315
"기타부채의증가",10,6,3
"유상증자",2554,10049,1247
"자기주식의처분",243,32,753
"주식매입선택권의행사",1,11,4
"자본구성항목의증가",579,1242,754
"기타재무활동으로인한현금유입액",1487,1261,657
"(재무활동으로인한현금유출액)",152799,223180,243513
"사채의감소",2780,10462,5934
"차입금의감소",120304,137697,152843
"미지급금의감소",41,140,8
"유동성장기부채의감소",27814,70677,75396
"기타금융부채의감소",385,1109,5010
"기타부채의감소",22,170,15
"유상감자",0,320,0
"자기주식의취득",701,1649,3575
"자본구성항목의감소",546,469,191
"기타재무활동으로인한현금유출액",199,492,535
"기타재무활동으로인한현금흐름",-10605,-10381,-12004
"영업투자재무활동기타현금흐름",-311,-72,66
"연결범위변동으로인한현금의증가",-57,216,13
"환율변동효과",-3078,-943,665
"현금및현금성자산의증가",8638,-4145,10010
"기초현금및현금성자산",87467,95913,91764
"기말현금및현금성자산",96115,91768,101774
