"","X2017.12","X2018.12","X2019.12"
"매출액",1197418,1214228,1288055
"매출원가",1035997,1054786,1110518
"매출총이익",161414,159449,177533
"판매비와관리비",111986,109896,119666
"인건비",33293,34402,37367
"유무형자산상각비",5085,3773,5629
"연구개발비",16223,17321,20433
"광고선전비",4898,4744,4767
"판매비",24980,20741,21422
"관리비",23528,19589,19855
"기타원가성비용",0,0,0
"기타",3969,9329,10183
"영업이익",49434,49545,57870
"영업이익(발표기준)",49434,49545,57870
"금융수익",11836,12840,13046
"이자수익",3178,4068,4759
"배당금수익",70,84,108
"외환이익",6921,5804,6964
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",1176,785,371
"금융자산평가이익",41,254,333
"금융자산손상차손환입",0,0,4
"파생상품이익",351,491,374
"기타금융수익",93,1345,143
"금융원가",18058,18488,19258
"이자비용",8693,9745,11121
"외환손실",8319,7211,6593
"대손상각비",2,6,19
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",37,45,81
"금융자산처분손실",40,160,86
"금융자산평가손실",158,277,427
"금융자산손상차손",41,8,45
"파생상품손실",302,736,733
"기타금융원가",467,310,149
"기타수익",20283,17755,18565
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",6,7,5
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,21,59
"자산처분(폐기)이익",2502,1228,2017
"자산평가이익",32,8,11
"자산손상차손환입",4,58,83
"임대료수익",373,390,401
"로열티수익",117,170,146
"수수료수익",318,357,409
"대손충당금환입",64,85,37
"충당부채환입액",55,36,179
"기타비용",20362,20805,18252
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",47,70,100
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,232,151
"자산처분(폐기)손실",1087,1191,1197
"자산평가손실",0,8,80
"자산손상차손",3287,3446,4682
"기타대손상각비",395,909,627
"충당부채전입액",14,45,8
"종속기업,공동지배기업및관계기업관련손익",7423,4060,7176
"지분법손익",-249,-202,-407
"종속기업,공동지배기업및관계기업투자주식처분손익",1,0,13
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,-4,0
"세전계속사업이익",50562,44894,59142
"법인세비용",16837,12916,17929
"계속영업이익",33722,31987,41032
"중단영업이익",-21,-582,-1069
"당기순이익",33703,31404,39965
"지배주주순이익",32457,30491,38100
"비지배주주순이익",709,500,1598
"자산",1326313,1395920,1475029
"유동자산",574268,614389,645395
"재고자산",126679,135078,140192
"유동생물자산",0,0,0
"유동금융자산",104118,123212,125308
"매출채권및기타유동채권",224016,238786,243840
"당기법인세자산",1224,884,1008
"계약자산",801,1194,1681
"반품(환불)자산",0,8,67
"배출권",0,0,5
"기타유동자산",18388,20206,23166
"현금및현금성자산",96114,91768,101773
"매각예정비유동자산및처분자산집단",2923,3262,8354
"비유동자산",746327,776309,829626
"유형자산",449182,474106,495195
"무형자산",32496,36650,45093
"비유동생물자산",0,0,0
"투자부동산",15722,17056,18535
"장기금융자산",20659,22341,30559
"관계기업등지분관련투자자산",211263,204490,205044
"장기매출채권및기타비유동채권",2719,2565,4702
"이연법인세자산",9341,12291,14133
"장기당기법인세자산",0,0,0
"기타비유동자산",4920,6382,15660
"기타금융업자산",5726,5220,0
"부채",587892,622158,663964
"유동부채",402828,410650,433536
"단기사채",1482,6406,6459
"단기차입금",118566,122234,122038
"유동성장기부채",47080,35937,40832
"유동금융부채",1664,1876,3742
"매입채무및기타유동채무",208034,215136,220700
"유동종업원급여충당부채",169,218,239
"기타단기충당부채",6491,8065,9482
"당기법인세부채",6955,8495,9878
"계약부채",21,1813,2254
"반품(환불)부채",0,14,69
"배출부채",7,2,10
"기타유동부채",10505,9905,11205
"매각예정으로분류된처분자산집단에포함된부채",1850,566,6613
"비유동부채",178863,205466,230427
"사채",35230,38541,43062
"장기차입금",71391,88154,92958
"비유동금융부채",1106,4376,11557
"장기매입채무및기타비유동채무",2742,2506,2992
"비유동종업원급여충당부채",17233,21365,24231
"기타장기충당부채",8817,9890,13951
"이연법인세부채",41230,39265,40115
"장기당기법인세부채",0,0,19
"기타비유동부채",1083,1234,1423
"기타금융업부채",6200,6041,0
"자본",738420,773757,811064
"지배기업주주지분",691542,718300,754730
"자본금",34763,42612,43271
"신종자본증권",2272,2272,2390
"자본잉여금",121684,124686,130653
"기타자본",-17821,-18623,-19004
"기타포괄손익누계액",-14460,-16633,-11576
"이익잉여금(결손금)",577245,596230,621347
"비지배주주지분",34732,43217,43985
"영업활동으로인한현금흐름",73427,63534,92167
"당기순손익",32410,29907,39039
"법인세비용차감전계속사업이익",2110,2349,2683
"현금유출이없는비용등가산",104373,104593,114991
"퇴직급여",6958,6654,7017
"종업원급여",150,206,212
"주식보상비",34,60,66
"감가상각비",43456,45571,51618
"무형자산상각비",3355,3858,4270
