"","X2017.12","X2018.12","X2019.12"
"매출액",1322721,1265055,1289996
"매출원가",1163441,1110622,1142652
"매출총이익",159283,154431,147345
"판매비와관리비",91913,91389,98878
"인건비",33125,33602,36787
"유무형자산상각비",5976,5643,7651
"연구개발비",3339,3612,4106
"광고선전비",2649,2872,3005
"판매비",10482,11118,11081
"관리비",28295,26155,25365
"기타원가성비용",0,0,0
"기타",8047,8385,10885
"영업이익",67369,63042,48470
"영업이익(발표기준)",67369,63042,48470
"금융수익",17945,12117,10939
"이자수익",1971,2119,2017
"배당금수익",133,240,207
"외환이익",10762,4980,4353
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",11,3,54
"금융자산평가이익",0,89,88
"금융자산손상차손환입",0,0,0
"파생상품이익",4889,4100,3543
"기타금융수익",178,589,677
"금융원가",30148,23337,25171
"이자비용",13597,13501,15907
"외환손실",8768,5678,4865
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",59,24,11
"금융자산처분손실",2,6,16
"금융자산평가손실",0,46,95
"금융자산손상차손",95,6,130
"파생상품손실",6718,3257,3122
"기타금융원가",908,819,1025
"기타수익",30250,36388,24718
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,49,35
"자산처분(폐기)이익",1887,8348,748
"자산평가이익",476,182,1189
"자산손상차손환입",338,19,34
"임대료수익",9,11,29
"로열티수익",0,0,0
"수수료수익",2,2,2
"대손충당금환입",143,509,444
"충당부채환입액",0,9,4
"기타비용",29608,33155,32466
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,211,158
"자산처분(폐기)손실",1373,1146,1527
"자산평가손실",222,128,49
"자산손상차손",1534,3034,3983
"기타대손상각비",734,999,569
"충당부채전입액",0,0,164
"종속기업,공동지배기업및관계기업관련손익",4723,5748,3612
"지분법손익",4648,5654,3491
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",60528,60804,30102
"법인세비용",15409,15107,10620
"계속영업이익",45119,45698,19483
"중단영업이익",1621,28189,7124
"당기순이익",46737,73887,26606
"지배주주순이익",38889,71599,24765
"비지배주주순이익",7852,2289,1840
"자산",2881032,2839723,3042320
"유동자산",499941,504179,516138
"재고자산",93238,100939,102187
"유동생물자산",0,0,0
"유동금융자산",24381,33936,30356
"매출채권및기타유동채권",238693,211780,185533
"당기법인세자산",2366,1820,964
"계약자산",2217,7589,10169
"반품(환불)자산",0,38,42
"배출권",0,0,12
"기타유동자산",33821,38065,40993
"현금및현금성자산",97966,104431,105365
"매각예정비유동자산및처분자산집단",7259,5580,40514
"비유동자산",1034454,932286,1023414
"유형자산",361340,321364,312099
"무형자산",108237,111319,120133
"비유동생물자산",22,21,51
"투자부동산",44047,33847,36229
"장기금융자산",263265,206627,257148
"관계기업등지분관련투자자산",223684,229058,234667
"장기매출채권및기타비유동채권",9890,8122,9168
"이연법인세자산",14204,13887,14374
"장기당기법인세자산",0,0,0
"기타비유동자산",9556,7782,39541
"기타금융업자산",1346635,1403257,1502768
"부채",2149736,2123495,2266115
"유동부채",594964,534004,571491
"단기사채",0,0,0
"단기차입금",143537,112228,133841
"유동성장기부채",92808,91556,122223
"유동금융부채",32230,12403,13043
"매입채무및기타유동채무",221624,196892,174513
"유동종업원급여충당부채",0,0,0
"기타단기충당부채",7065,7622,11476
"당기법인세부채",7518,9413,3859
"계약부채",1389,7400,11462
"반품(환불)부채",0,54,64
"배출부채",0,3,1
"기타유동부채",84776,92952,93943
"매각예정으로분류된처분자산집단에포함된부채",4019,3485,7063
"비유동부채",338155,318668,338470
"사채",85837,89247,82229
"장기차입금",93967,84136,68902
"비유동금융부채",9355,8691,31923
"장기매입채무및기타비유동채무",9223,8133,10722
"비유동종업원급여충당부채",23581,25402,27214
"기타장기충당부채",8925,9161,10748
"이연법인세부채",85746,73410,85481
"장기당기법인세부채",0,0,0
"기타비유동부채",21523,20446,21216
"기타금융업부채",1216618,1270823,1356156
"자본",731295,716225,776205
"지배기업주주지분",533492,505022,548585
"자본금",26979,26312,26268
"신종자본증권",0,0,0
"자본잉여금",162470,166245,165700
"기타자본",-28014,-75563,-83541
"기타포괄손익누계액",88574,43067,83308
"이익잉여금(결손금)",283483,344962,356853
"비지배주주지분",197808,211204,227621
"영업활동으로인한현금흐름",84039,59945,57836
"당기순손익",30261,31939,22961
"법인세비용차감전계속사업이익",23779,49099,4540
"현금유출이없는비용등가산",198890,160836,169583
"퇴직급여",6889,6774,6479
"종업원급여",11,12,27
"주식보상비",5,10,12
"감가상각비",28712,24466,32976
"무형자산상각비",4094,4257,4153
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",2184,4374,2015
"배당금지급",0,0,0
"금융부채관련손실",84,703,106
"사채상환손실",243,76,186
"투자자산평가손실",219,37,42
"자산재평가손실",0,0,5
"지분법관련손실",1943,2650,1378
"종속기업관련손실",121,6,5
"관계기업관련손익",219,746,1188
"(현금유입이없는수익등차감)",122819,131395,86631
"금융부채관련이익",1,66,2
"사채상환이익",0,0,0
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",476,43,93
"자산재평가이익",0,0,0
"지분법관련이익",23325,21692,11469
"종속회사관련이익",4111,205,3585
"법인세수익",323,0,218
"영업활동으로인한자산부채변동(운전자본변동)",-87824,-75753,-71686
"자산의감소(증가)",-76075,-50451,-63577
"부채의증가(감소)",-12333,-22952,-6264
"정부보조금등의변동",0,0,0
"기타운전자본의변동",581,-2348,-1843
"*영업에서창출된현금흐름",42287,34729,38767
"기타영업활동으로인한현금흐름",41751,25216,19069
"이자수입",57091,38589,40384
"이자지급(-)",-11701,-11434,-11660
"배당금수입",7228,9984,12183
"배당금지급(-)",0,0,0
"법인세환입",6,8,113
"법인세납부(-)",-10879,-11475,-21862
"중단영업관련현금흐름",10,-458,-87
"투자활동으로인한현금흐름",-69509,-47437,-63691
"투자활동으로인한현금유입액",7151,176622,178301
"유동금융자산의감소",-29307,128294,145118
"장기금융상품의감소",7412,9197,7860
"매도가능금융자산의감소",38,0,0
"만기보유금융자산의감소",53,0,0
"장기대여금의감소",1828,1394,2917
"파생상품의변동",328,91,107
"기타비유동금융자산의감소",1866,11494,4654
"관계기업등지분관련투자자산의감소",8253,9331,7353
"유형자산의감소",4099,5579,4820
"무형자산의감소",1106,480,237
"생물자산의감소",0,0,0
"투자부동산의감소",6291,9166,2145
"기타투자활동으로인한현금유입액",5184,1595,3094
"(투자활동으로인한현금유출액)",79319,229699,244436
"유동금융자산의증가",4254,157910,150895
"장기금융상품의증가",10694,7703,9123
"매도가능금융자산의증가",263,0,0
"만기보유금융자산의증가",125,0,0
"장기대여금의증가",3206,2869,3241
"기타비유동금융자산의증가",3400,7344,13634
"관계기업등지분관련투자자산의증가",9172,7565,20596
"유형자산의증가",33021,32988,29805
"무형자산의증가",5950,7189,7675
"생물자산의증가",0,0,0
"투자부동산의증가",4253,1223,3448
"기타투자활동으로인한현금유출액",4845,4671,5859
"기타투자활동으로인한현금흐름",2658,5640,2442
"재무활동으로인한현금흐름",-15484,6874,-2935
"재무활동으로인한현금유입액",284837,260320,224896
"사채의증가",34511,23625,26640
"차입금의증가",226651,196243,165786
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",14929,23872,24438
"기타부채의증가",158,0,1
"유상증자",0,0,0
"자기주식의처분",1,0,0
"주식매입선택권의행사",1,0,0
"자본구성항목의증가",7184,11068,4374
"기타재무활동으로인한현금유입액",1400,5513,3657
"(재무활동으로인한현금유출액)",288235,237682,211723
"사채의감소",21122,19422,18738
"차입금의감소",225841,162206,129916
"미지급금의감소",0,0,0
"유동성장기부채의감소",19837,18391,26606
"기타금융부채의감소",14014,22611,32336
"기타부채의감소",25,214,660
"유상감자",0,0,0
"자기주식의취득",548,115,7
"자본구성항목의감소",1033,0,17
"기타재무활동으로인한현금유출액",5816,14723,3445
"기타재무활동으로인한현금흐름",-12089,-15765,-16109
"영업투자재무활동기타현금흐름",0,0,-1800
"연결범위변동으로인한현금의증가",0,0,0
"환율변동효과",-3418,43,1005
"현금및현금성자산의증가",-4373,19424,-9586
"기초현금및현금성자산",110521,106150,125573
"기말현금및현금성자산",106150,125573,115987
