"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",714033,790847,898487,221951,209304,222976
"매출원가",573484,648751,736421,182663,168691,180229
"매출총이익",140547,142095,162067,39290,40612,42743
"판매비와관리비",109152,110071,124539,31057,30656,31542
"인건비",34164,36613,42768,11411,11073,11211
"유무형자산상각비",6083,6367,10542,2875,2791,2867
"연구개발비",1010,855,809,196,189,231
"광고선전비",6264,6701,7884,1629,1790,1868
"판매비",20020,18029,21797,6083,5908,6664
"관리비",39181,39025,37299,8103,8111,7914
"기타원가성비용",0,0,0,0,0,0
"기타",2423,2486,3438,762,791,787
"영업이익",31399,32022,37527,8229,9958,11199
"영업이익(발표기준)",31399,32022,37527,8229,9958,11199
"금융수익",13352,7100,8340,3919,1432,1397
"이자수익",904,1068,1470,255,244,183
"배당금수익",110,86,114,55,6,18
"외환이익",4821,3662,4681,1122,596,428
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",5864,196,74,0,46,12
"금융자산평가이익",9,186,225,2,21,0
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",1517,1795,1725,716,-135,131
"기타금융수익",125,108,51,1769,652,623
"금융원가",15278,16399,21941,7948,4198,4313
"이자비용",7187,8495,14358,2176,2040,1725
"외환손실",3598,4851,4484,1622,212,551
"대손상각비",291,23,75,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",36,53,146,0,0,0
"금융자산처분손실",15,18,31,0,24,8
"금융자산평가손실",0,29,32,6,0,0
"금융자산손상차손",358,0,0,0,0,0
"파생상품손실",2976,2785,2438,763,155,48
"기타금융원가",817,144,378,3382,1768,1981
"기타수익",14318,26779,13236,14143,1067,1393
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0,0,0
"자산처분(폐기)이익",481,1485,2999,5440,279,235
"자산평가이익",21,22,23,0,0,0
"자산손상차손환입",0,0,0,0,0,0
"임대료수익",4,3,4,1,1,1
"로열티수익",0,0,0,0,0,0
"수수료수익",19,19,22,4,3,3
"대손충당금환입",0,12,14,2,2,-3
"충당부채환입액",62,43,1,0,29,0
"기타비용",13358,15792,20266,4747,2565,2028
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",1,4,5,2,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0,0,0
