"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",237610,221951,209304,222976
"매출원가",195277,182663,168691,180229
"매출총이익",42334,39290,40612,42743
"판매비와관리비",32229,31057,30656,31542
"인건비",11131,11411,11073,11211
"유무형자산상각비",2531,2875,2791,2867
"연구개발비",164,196,189,231
"광고선전비",2140,1629,1790,1868
"판매비",4148,6083,5908,6664
"관리비",10862,8103,8111,7914
"기타원가성비용",0,0,0,0
"기타",1254,762,791,787
"영업이익",10104,8229,9958,11199
"영업이익(발표기준)",10104,8229,9958,11199
"금융수익",1213,3919,1432,1397
"이자수익",735,255,244,183
"배당금수익",29,55,6,18
"외환이익",2726,1122,596,428
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",53,0,46,12
"금융자산평가이익",211,2,21,0
"금융자산손상차손환입",0,0,0,0
"파생상품이익",674,716,-135,131
"기타금융수익",-3218,1769,652,623
"금융원가",5356,7948,4198,4313
"이자비용",8070,2176,2040,1725
"외환손실",2455,1622,212,551
"대손상각비",75,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",146,0,0,0
"금융자산처분손실",21,0,24,8
"금융자산평가손실",22,6,0,0
"금융자산손상차손",0,0,0,0
"파생상품손실",1479,763,155,48
"기타금융원가",-6915,3382,1768,1981
"기타수익",8696,14143,1067,1393
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0
"자산처분(폐기)이익",2835,5440,279,235
"자산평가이익",23,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",2,1,1,1
"로열티수익",0,0,0,0
"수수료수익",6,4,3,3
"대손충당금환입",10,2,2,-3
"충당부채환입액",1,0,29,0
"기타비용",11215,4747,2565,2028
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",5,2,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",740,104,103,165
"자산평가손실",0,0,0,0
"자산손상차손",3352,3,258,182
"기타대손상각비",146,2,18,34
"충당부채전입액",170,6,6,9
"종속기업,공동지배기업및관계기업관련손익",225,507,663,731
"지분법손익",138,331,468,266
"종속기업,공동지배기업및관계기업투자주식처분손익",-3,0,8,362
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",3671,14104,6354,8380
"법인세비용",1543,4064,2588,2547
"계속영업이익",2127,10041,3766,5830
