"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",103105,81300,89604,115233
"매출원가",93215,73851,82323,99496
"매출총이익",9886,7443,7278,15742
"판매비와관리비",14203,10862,10907,11222
"인건비",4133,2323,2129,2155
"유무형자산상각비",1006,818,784,733
"연구개발비",4000,3612,3737,3545
"광고선전비",1116,438,277,282
"판매비",2832,1408,1234,1786
"관리비",2391,1567,1776,1593
"기타원가성비용",0,0,0,0
"기타",-1269,687,974,1136
"영업이익",-4318,-3412,-3623,4511
"영업이익(발표기준)",-4318,-3412,-3623,4511
"금융수익",190,5028,1735,1603
"이자수익",376,295,240,239
"배당금수익",0,1,6,9
"외환이익",548,1899,958,1159
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",-14,17,7,20
"금융자산평가이익",81,14,106,42
"금융자산손상차손환입",0,0,3,0
"파생상품이익",-706,1178,229,38
"기타금융수익",-100,1612,179,99
"금융원가",1772,4230,2596,4056
"이자비용",1276,1034,984,1395
"외환손실",-11,2685,571,995
"대손상각비",0,0,1,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",38,21,9,12
"금융자산처분손실",12,9,28,7
"금융자산평가손실",185,56,24,-9
"금융자산손상차손",0,0,0,0
"파생상품손실",115,237,410,477
"기타금융원가",154,192,558,1169
"기타수익",3255,7110,2110,3981
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",1,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",106,11,-2,3
"자산처분(폐기)이익",300,169,170,141
"자산평가이익",22,0,0,2
"자산손상차손환입",35,20,2,7
"임대료수익",36,18,20,19
"로열티수익",0,0,0,0
"수수료수익",2,0,3,11
"대손충당금환입",14,7,24,23
"충당부채환입액",-1,1,0,0
"기타비용",21623,5752,3870,4341
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",3,10,4,1
"당기손익-공정가치측정<U+00A0>금융자산평가손실",109,37,-17,-2
"자산처분(폐기)손실",277,86,164,238
"자산평가손실",56,21,-4,2
"자산손상차손",17146,112,376,399
"기타대손상각비",274,7,33,22
"충당부채전입액",47,1,0,1
"종속기업,공동지배기업및관계기업관련손익",-260,33,169,170
"지분법손익",-156,42,130,189
"종속기업,공동지배기업및관계기업투자주식처분손익",-141,-12,-2,-1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-45,0,0,0
"세전계속사업이익",-24522,-1237,-6060,1872
"법인세비용",-3301,-541,-1216,-237
"계속영업이익",-21217,-695,-4849,2111
"중단영업이익",-44,-1,57,13
"당기순이익",-21263,-695,-4792,2126
"지배주주순이익",-20394,-617,-4918,1995
"비지배주주순이익",-187,-72,-55,-44
"자산",528060,529458,526305,542041
"유동자산",192668,191943,190294,209155
"재고자산",41734,45972,45028,48370
"유동생물자산",0,0,0,0
"유동금융자산",13262,13856,14233,13736
"매출채권및기타유동채권",65551,57986,57950,72101
"당기법인세자산",1265,1280,1259,1240
"계약자산",3762,3930,3872,4094
"반품(환불)자산",242,215,216,182
"배출권",0,0,0,0
"기타유동자산",12107,13698,13689,14015
"현금및현금성자산",53335,54259,53182,54391
"매각예정비유동자산및처분자산집단",1411,745,847,1005
"비유동자산",331006,333164,331315,327945
"유형자산",271036,271795,267489,262862
"무형자산",14057,14147,13671,13646
"비유동생물자산",0,0,0,0
"투자부동산",3170,3121,3392,3291
"장기금융자산",5893,5610,6448,7833
"관계기업등지분관련투자자산",7533,7552,7937,8122
"장기매출채권및기타비유동채권",1541,1532,2196,1527
"이연법인세자산",19921,21448,23215,23829
"장기당기법인세자산",0,0,0,0
"기타비유동자산",5684,5642,5071,4154
"기타금융업자산",4378,4352,4697,4943
"부채",308367,312362,310333,318830
"유동부채",170993,175136,175827,180475
"단기사채",3781,3544,3877,3925
"단기차입금",23828,26783,28514,25075
"유동성장기부채",16649,22745,23892,22171
"유동금융부채",1631,2365,2157,2112
"매입채무및기타유동채무",104396,99462,98114,110585
"유동종업원급여충당부채",87,73,78,87
"기타단기충당부채",2968,2908,2912,3039
"당기법인세부채",2239,2147,1432,1562
"계약부채",3058,3598,3650,3513
"반품(환불)부채",23,37,38,44
"배출부채",3,4,3,0
"기타유동부채",12082,11260,10975,8123
"매각예정으로분류된처분자산집단에포함된부채",243,215,178,249
"비유동부채",132016,132286,129291,132838
"사채",28141,25729,24853,25866
"장기차입금",93732,97678,97141,99212
"비유동금융부채",1938,1931,1960,2230
"장기매입채무및기타비유동채무",1801,1899,1879,1940
"비유동종업원급여충당부채",1024,1113,1143,1274
"기타장기충당부채",908,865,856,971
"이연법인세부채",880,908,939,940
"장기당기법인세부채",0,0,0,0
"기타비유동부채",3481,2072,420,260
"기타금융업부채",5365,4930,5225,5518
"자본",219692,217096,215972,223217
"지배기업주주지분",197818,194418,192080,198996
"자본금",29531,28304,28639,29746
"신종자본증권",0,0,0,0
"자본잉여금",68294,65681,67506,70804
"기타자본",-4486,-4554,-4893,-4789
"기타포괄손익누계액",-792,1625,1556,2053
"이익잉여금(결손금)",109410,107526,103831,105968
"비지배주주지분",17732,18514,19328,19433
"영업활동으로인한현금흐름",18145,2972,7759,8213
"당기순손익",-20804,-769,-4724,2094
"법인세비용차감전계속사업이익",-260,89,-117,252
"현금유출이없는비용등가산",34782,20556,15193,17158
"퇴직급여",339,565,550,569
"종업원급여",8,15,5,-2
"주식보상비",48,19,14,17
"감가상각비",7467,11183,10587,12570
"무형자산상각비",4484,161,183,171
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",0,0,0,0
"기타의대손상각비",269,3,48,26
"배당금지급",-3,0,0,0
"금융부채관련손실",135,2,20,-6
"사채상환손실",-49,12,82,12
"투자자산평가손실",51,16,-4,2
"자산재평가손실",0,0,0,0
"지분법관련손실",208,88,65,-3
"종속기업관련손실",22,29,-24,7
"관계기업관련손익",245,4,29,33
"(현금유입이없는수익등차감)",4026,8332,1125,926
"금융부채관련이익",16,118,-65,1
"사채상환이익",58,0,13,20
"퇴직급여충당부채환입액",0,0,0,0
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",0,0,0,0
"배출부채환입액",0,0,0,0
"주식보상비환입",0,0,0,0
"투자자산평가이익",16,8,-7,-1
"자산재평가이익",0,0,0,0
"지분법관련이익",65,62,127,99
"종속회사관련이익",75,0,15,1
"법인세수익",3594,978,1648,664
"영업활동으로인한자산부채변동(운전자본변동)",9770,-6323,1163,-8949
"자산의감소(증가)",10417,-1529,-4036,-19494
"부채의증가(감소)",-614,-4303,4715,10670
"정부보조금등의변동",-8,-1,-5,-3
"기타운전자본의변동",-30,-490,491,-122
"*영업에서창출된현금흐름",19465,5216,10391,9634
"기타영업활동으로인한현금흐름",-1317,-2244,-2640,-1419
"이자수입",363,403,356,371
"이자지급(-)",-1533,-1838,-1578,-1602
"배당금수입",-70,15,17,9
"배당금지급(-)",23,0,-40,16
"법인세환입",64,27,23,27
"법인세납부(-)",-278,-851,-1428,-245
"중단영업관련현금흐름",100,0,1,-1
"투자활동으로인한현금흐름",-13553,-10293,-12611,-5341
"투자활동으로인한현금유입액",8922,9546,6170,6800
"유동금융자산의감소",4563,3977,2568,4653
"장기금융상품의감소",335,20,154,757
"매도가능금융자산의감소",-15,25,3,-3
"만기보유금융자산의감소",0,0,10,20
"장기대여금의감소",-221,150,176,127
"파생상품의변동",-12,216,67,-21
"기타비유동금융자산의감소",2208,1485,2749,-691
"관계기업등지분관련투자자산의감소",248,73,124,371
"유형자산의감소",1088,2961,126,633
"무형자산의감소",27,53,28,13
"생물자산의감소",0,0,0,0
"투자부동산의감소",524,0,3,146
"기타투자활동으로인한현금유입액",170,580,167,784
"(투자활동으로인한현금유출액)",22212,19930,18790,12147
"유동금융자산의증가",4620,4657,4018,3963
"장기금융상품의증가",23,18,142,736
"매도가능금융자산의증가",-65,54,137,64
"만기보유금융자산의증가",8,0,20,0
"장기대여금의증가",-421,106,30,20
"기타비유동금융자산의증가",2431,1606,2516,-680
"관계기업등지분관련투자자산의증가",2233,139,209,641
"유형자산의증가",11872,11826,9953,5243
"무형자산의증가",1259,1343,1073,899
"생물자산의증가",0,0,0,0
"투자부동산의증가",110,0,45,174
"기타투자활동으로인한현금유출액",140,144,615,1053
"기타투자활동으로인한현금흐름",-267,84,10,5
"재무활동으로인한현금흐름",2749,8187,3955,-2496
"재무활동으로인한현금유입액",13362,22021,21087,14184
"사채의증가",665,580,1604,1178
"차입금의증가",10332,20156,18059,12358
"미지급금의증가",0,0,0,0
"유동성장기부채의증가",300,0,0,0
"기타금융부채의증가",295,557,-233,258
"기타부채의증가",0,0,0,0
"유상증자",2046,51,493,77
"자기주식의처분",-17,73,0,2
"주식매입선택권의행사",18,6,30,0
"자본구성항목의증가",-3364,14,1066,288
"기타재무활동으로인한현금유입액",3087,584,66,22
"(재무활동으로인한현금유출액)",10788,13744,16483,16544
"사채의감소",341,118,692,325
"차입금의감소",5979,11806,8599,11412
"미지급금의감소",0,0,0,0
"유동성장기부채의감소",3633,594,6507,4229
"기타금융부채의감소",751,823,458,493
"기타부채의감소",2,0,0,0
"유상감자",0,0,0,0
"자기주식의취득",103,309,271,111
"자본구성항목의감소",-64,2,-2,0
"기타재무활동으로인한현금유출액",38,92,-43,-27
"기타재무활동으로인한현금흐름",172,-90,-649,-134
"영업투자재무활동기타현금흐름",-187,-30,-7,4
"연결범위변동으로인한현금의증가",17,60,-67,7
"환율변동효과",-757,1128,-521,103
"현금및현금성자산의증가",6403,2030,-1499,483
"기초현금및현금성자산",46064,52227,54260,53193
"기말현금및현금성자산",52466,54260,52710,54399
