"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",29842,34287,35477,35366
"매출원가",24247,27609,28389,28426
"매출총이익",5594,6676,7087,6938
"판매비와관리비",5539,6170,6216,6098
"인건비",2605,2375,2288,2351
"유무형자산상각비",417,467,463,474
"연구개발비",305,460,436,451
"광고선전비",236,168,167,185
"판매비",1121,924,991,902
"관리비",1047,923,930,972
"기타원가성비용",0,0,0,0
"기타",-190,857,942,759
"영업이익",53,508,868,843
"영업이익(발표기준)",53,508,868,843
"금융수익",570,1431,5493,410
"이자수익",130,102,82,73
"배당금수익",1,374,6,1
"외환이익",-9,456,139,200
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",9,2,-1,12
"금융자산평가이익",525,0,5119,5
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-3,484,124,110
"기타금융수익",-82,11,17,7
"금융원가",-2047,7260,954,3035
"이자비용",555,680,597,579
"외환손실",30,370,171,323
"대손상각비",0,12,-2,-3
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",38,2,0,0
"금융자산평가손실",-2676,5901,14,1962
"금융자산손상차손",4,0,5,0
"파생상품손실",127,77,7,125
"기타금융원가",-124,217,160,49
"기타수익",660,1418,443,1837
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0
"자산처분(폐기)이익",35,8,186,1605
"자산평가이익",0,0,0,0
"자산손상차손환입",384,0,0,8
"임대료수익",52,33,29,30
"로열티수익",8,1,27,0
"수수료수익",-1,0,1,0
"대손충당금환입",43,2,-2,0
"충당부채환입액",0,0,0,0
"기타비용",1864,310,653,380
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",7,2,-2,1
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",92,39,32,52
"자산평가손실",2,0,5,0
"자산손상차손",265,27,367,102
"기타대손상각비",20,4,-2,-3
"충당부채전입액",1,0,2,2
"종속기업,공동지배기업및관계기업관련손익",-1855,286,169,262
"지분법손익",-1849,284,169,250
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,12
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-389,-3928,5369,-56
"법인세비용",605,-945,1618,206
"계속영업이익",-996,-2983,3751,-268
"중단영업이익",10,461,-1,-2
"당기순이익",-986,-2524,3748,-269
"지배주주순이익",-1056,-2410,3886,-111
"비지배주주순이익",22,-184,-192,-196
"자산",194222,233875,238491,233104
"유동자산",73033,81261,81899,80254
"재고자산",16095,23456,22572,21441
"유동생물자산",0,0,57,63
"유동금융자산",10308,10788,8882,10127
"매출채권및기타유동채권",24830,30072,28741,28887
"당기법인세자산",112,134,87,80
"계약자산",3,2,5,8
"반품(환불)자산",29,26,23,26
"배출권",0,0,0,0
"기타유동자산",952,3249,3245,3458
"현금및현금성자산",8567,13050,17789,16075
"매각예정비유동자산및처분자산집단",12141,486,496,90
"비유동자산",121132,152561,156535,152807
"유형자산",69608,92812,91423,90363
"무형자산",1948,15209,14967,14750
"비유동생물자산",0,0,1,1
"투자부동산",9353,10006,10403,9878
"장기금융자산",27759,21747,27055,24903
"관계기업등지분관련투자자산",8242,6206,6343,6655
"장기매출채권및기타비유동채권",926,1571,1385,1652
"이연법인세자산",624,718,777,802
"장기당기법인세자산",0,0,0,0
"기타비유동자산",2671,4289,4184,3837
"기타금융업자산",55,52,51,45
"부채",98690,127535,128255,123393
"유동부채",65697,70760,70785,66058
"단기사채",634,774,620,330
"단기차입금",23732,29377,30688,27186
"유동성장기부채",7739,11825,10842,8708
"유동금융부채",663,931,2999,2939
