"","X2017.12","X2018.12","X2019.12"
"매출액",126186,120932,118288
"매출원가",98348,96433,94607
"매출총이익",27837,24500,23680
"판매비와관리비",20465,19868,20643
"인건비",7809,7404,8028
"유무형자산상각비",904,921,1393
"연구개발비",981,1066,1141
"광고선전비",894,842,786
"판매비",4161,4013,3984
"관리비",3759,3647,3295
"기타원가성비용",0,0,0
"기타",1960,1973,2011
"영업이익",7371,4634,3037
"영업이익(발표기준)",7371,4634,3037
"금융수익",3276,3551,2267
"이자수익",318,414,440
"배당금수익",132,400,386
"외환이익",795,590,762
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",17,501,45
"금융자산평가이익",1850,1493,527
"금융자산손상차손환입",0,0,0
"파생상품이익",162,147,56
"기타금융수익",-1,-1,49
"금융원가",5327,6814,3148
"이자비용",1296,1494,1662
"외환손실",889,543,406
"대손상각비",159,13,12
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,12,6
"매출채권처분손실",0,0,0
"금융자산처분손실",6,5,66
"금융자산평가손실",911,4465,710
"금융자산손상차손",4,0,4
"파생상품손실",446,187,252
"기타금융원가",1616,92,29
"기타수익",968,1622,1626
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",1,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0
"자산처분(폐기)이익",84,261,290
"자산평가이익",0,0,0
"자산손상차손환입",21,3,437
"임대료수익",136,129,128
"로열티수익",26,15,17
"수수료수익",6,8,2
"대손충당금환입",4,1,48
"충당부채환입액",2,0,0
"기타비용",1971,1625,2526
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,9,8
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0
"자산처분(폐기)손실",117,226,151
"자산평가손실",0,1,3
"자산손상차손",37,581,306
"기타대손상각비",43,11,26
"충당부채전입액",10,5,2
"종속기업,공동지배기업및관계기업관련손익",943,57,-2108
"지분법손익",302,166,-2093
"종속기업,공동지배기업및관계기업투자주식처분손익",641,0,1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",5255,1422,-850
"법인세비용",1621,649,715
"계속영업이익",3633,773,-1565
"중단영업이익",-154,-202,85
"당기순이익",3479,569,-1479
"지배주주순이익",2825,147,-1904
"비지배주주순이익",252,19,246
"자산",189057,188572,194222
"유동자산",65633,68021,73033
"재고자산",15634,17075,16095
"유동생물자산",0,0,0
"유동금융자산",7820,11792,10308
"매출채권및기타유동채권",30713,28316,24830
"당기법인세자산",71,66,112
"계약자산",0,6,3
"반품(환불)자산",0,38,29
"배출권",0,0,0
"기타유동자산",1046,1020,952
"현금및현금성자산",10052,9460,8567
"매각예정비유동자산및처분자산집단",298,250,12141
"비유동자산",123406,120517,121132
"유형자산",68805,72757,69608
"무형자산",1610,1700,1948
"비유동생물자산",0,0,0
"투자부동산",9282,9289,9353
"장기금융자산",34504,28090,27759
"관계기업등지분관련투자자산",7054,5588,8242
"장기매출채권및기타비유동채권",1078,1059,926
"이연법인세자산",338,476,624
"장기당기법인세자산",0,0,0
"기타비유동자산",738,1561,2671
"기타금융업자산",18,31,55
"부채",81805,80856,98690
"유동부채",55591,45020,65697
"단기사채",286,224,634
"단기차입금",22372,17445,23732
"유동성장기부채",10327,4919,7739
"유동금융부채",248,110,663
"매입채무및기타유동채무",20475,18958,28015
"유동종업원급여충당부채",0,0,0
"기타단기충당부채",142,234,274
"당기법인세부채",529,1871,422
"계약부채",0,10,43
"반품(환불)부채",1,46,40
"배출부채",0,0,0
"기타유동부채",1214,1202,1424
"매각예정으로분류된처분자산집단에포함된부채",0,0,2708
"비유동부채",26216,35837,32993
"사채",9369,19861,14810
"장기차입금",5645,5821,5947
"비유동금융부채",1718,1861,3872
"장기매입채무및기타비유동채무",594,536,487
"비유동종업원급여충당부채",956,1064,1094
"기타장기충당부채",174,187,138
"이연법인세부채",7753,6496,6613
"장기당기법인세부채",0,0,0
"기타비유동부채",10,12,27
"기타금융업부채",0,0,0
"자본",107248,107713,95534
"지배기업주주지분",99236,97797,85523
"자본금",3814,3940,4091
"신종자본증권",0,0,0
"자본잉여금",18399,18672,18812
"기타자본",-2388,-2848,-12541
"기타포괄손익누계액",-1115,-1243,-1123
"이익잉여금(결손금)",84996,84022,80990
"비지배주주지분",3543,5176,5306
"영업활동으로인한현금흐름",6351,8853,9748
"당기순손익",1929,881,-1968
"법인세비용차감전계속사업이익",2064,-259,684
"현금유출이없는비용등가산",14113,16152,16407
"퇴직급여",987,991,1070
"종업원급여",79,75,123
"주식보상비",4,5,3
"감가상각비",5459,5785,6381
"무형자산상각비",132,140,156
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",203,23,30
"배당금지급",0,0,0
"금융부채관련손실",1622,38,2
"사채상환손실",0,61,23
"투자자산평가손실",0,0,1
"자산재평가손실",0,0,1
"지분법관련손실",699,144,2632
"종속기업관련손실",0,0,0
"관계기업관련손익",0,267,989
"(현금유입이없는수익등차감)",4381,4233,3371
"금융부채관련이익",0,0,38
"사채상환이익",0,0,11
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",1,1,0
"투자자산평가이익",0,0,0
"자산재평가이익",0,0,0
"지분법관련이익",608,444,597
"종속회사관련이익",9,0,0
"법인세수익",14,8,29
"영업활동으로인한자산부채변동(운전자본변동)",-4938,-1870,1110
"자산의감소(증가)",-5355,916,1279
"부채의증가(감소)",454,-2687,-128
"정부보조금등의변동",5,4,-4
"기타운전자본의변동",-41,-103,-35
"*영업에서창출된현금흐름",8783,10668,12862
"기타영업활동으로인한현금흐름",-2433,-1816,-3111
"이자수입",144,197,244
"이자지급(-)",-764,-887,-1069
"배당금수입",423,138,211
"배당금지급(-)",0,0,0
"법인세환입",5,3,30
"법인세납부(-)",-2246,-1268,-2529
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-12085,-5456,-11241
"투자활동으로인한현금유입액",4928,13033,11878
"유동금융자산의감소",1346,9661,9179
"장기금융상품의감소",1437,698,487
"매도가능금융자산의감소",204,0,0
"만기보유금융자산의감소",21,0,0
"장기대여금의감소",168,214,213
"파생상품의변동",32,0,19
"기타비유동금융자산의감소",25,10,28
"관계기업등지분관련투자자산의감소",779,1115,140
"유형자산의감소",385,465,606
"무형자산의감소",17,17,87
"생물자산의감소",0,0,0
"투자부동산의감소",151,24,63
"기타투자활동으로인한현금유입액",361,828,1054
"(투자활동으로인한현금유출액)",17314,19161,23795
"유동금융자산의증가",4255,9870,7430
"장기금융상품의증가",1496,436,163
"매도가능금융자산의증가",171,0,2
"만기보유금융자산의증가",19,0,0
"장기대여금의증가",271,186,464
"기타비유동금융자산의증가",45,27,36
"관계기업등지분관련투자자산의증가",731,223,6461
"유형자산의증가",9471,7534,7906
"무형자산의증가",99,122,285
"생물자산의증가",0,0,0
"투자부동산의증가",76,7,8
"기타투자활동으로인한현금유출액",677,540,1037
"기타투자활동으로인한현금흐름",299,672,673
"재무활동으로인한현금흐름",3998,-4142,3072
"재무활동으로인한현금유입액",26070,33671,31100
"사채의증가",619,9616,1496
"차입금의증가",24582,23960,29296
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",32,23,10
"기타부채의증가",0,1,0
"유상증자",671,45,270
"자기주식의처분",49,7,0
"주식매입선택권의행사",0,0,0
"자본구성항목의증가",75,13,0
"기타재무활동으로인한현금유입액",43,3,27
