"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",18939,17839,19595,20809
"매출원가",11719,10732,11401,11853
"매출총이익",7224,7106,8196,8954
"판매비와관리비",6713,5837,6606,6862
"인건비",2246,2069,2090,2167
"유무형자산상각비",396,341,347,343
"연구개발비",17,10,11,14
"광고선전비",1119,883,1453,1556
"판매비",1212,1031,936,1114
"관리비",1163,907,1012,997
"기타원가성비용",0,0,0,0
"기타",555,596,763,675
"영업이익",509,1269,1588,2091
"영업이익(발표기준)",509,1269,1588,2091
"금융수익",45,135,63,48
"이자수익",42,25,37,30
"배당금수익",2,27,11,6
"외환이익",-6,32,1,-3
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",6,1,5,14
"금융자산평가이익",4,1,10,3
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-10,33,-13,-15
"기타금융수익",6,14,13,12
"금융원가",474,453,415,399
"이자비용",512,364,399,386
"외환손실",-3,52,-10,-20
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",1,0,0,0
"금융자산처분손실",0,0,0,0
"금융자산평가손실",-28,8,-6,-1
"금융자산손상차손",1,0,0,0
"파생상품손실",39,2,2,10
"기타금융원가",-49,26,31,24
"기타수익",358,191,524,106
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-31,1,53,-7
"자산처분(폐기)이익",126,43,51,50
"자산평가이익",0,0,0,0
"자산손상차손환입",4,29,0,0
"임대료수익",12,13,11,13
"로열티수익",0,0,0,0
"수수료수익",0,0,0,0
"대손충당금환입",2,0,0,1
"충당부채환입액",0,0,0,0
"기타비용",2467,950,-158,134
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",-16,729,-443,-96
"자산처분(폐기)손실",237,82,77,124
"자산평가손실",0,2,0,-2
"자산손상차손",1745,6,6,4
"기타대손상각비",43,2,1,0
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",40,-22,-96,-36
"지분법손익",-106,-14,-103,-27
"종속기업,공동지배기업및관계기업투자주식처분손익",128,0,-1,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-1987,171,1823,1673
"법인세비용",-103,115,457,494
"계속영업이익",-1887,54,1365,1179
"중단영업이익",0,0,0,0
"당기순이익",-1887,54,1365,1179
"지배주주순이익",-1639,-25,1211,1065
"비지배주주순이익",-266,94,179,151
"자산",125066,130782,146779,141012
"유동자산",29288,35775,50882,45499
"재고자산",7366,7582,7787,7221
"유동생물자산",0,0,0,0
"유동금융자산",1556,1814,1922,2745
"매출채권및기타유동채권",11467,11527,11727,14075
"당기법인세자산",25,50,17,44
"계약자산",22,5,5,5
"반품(환불)자산",1,13,11,15
"배출권",0,0,0,0
"기타유동자산",2049,2402,2397,1878
"현금및현금성자산",6805,12380,27014,19130
"매각예정비유동자산및처분자산집단",0,0,0,388
"비유동자산",95775,95007,95898,95514
"유형자산",70845,71048,70582,70093
"무형자산",10830,10788,10808,10832
"비유동생물자산",0,0,0,0
"투자부동산",2739,2715,2737,2735
"장기금융자산",5475,4566,5359,5538
"관계기업등지분관련투자자산",1038,1022,1714,1654
"장기매출채권및기타비유동채권",798,741,621,572
"이연법인세자산",195,332,187,264
"장기당기법인세자산",0,0,0,0
"기타비유동자산",3856,3798,3891,3826
"기타금융업자산",0,0,0,0
"부채",78838,85804,100360,93467
"유동부채",45482,57882,65164,57545
"단기사채",1926,145,0,127
"단기차입금",11225,17282,20944,20679
"유동성장기부채",9159,14957,9462,8514
"유동금융부채",1176,1202,1295,1453
"매입채무및기타유동채무",21357,23378,32358,25351
"유동종업원급여충당부채",9,0,9,9
"기타단기충당부채",122,135,167,158
"당기법인세부채",374,577,742,1059
"계약부채",19,19,17,17
"반품(환불)부채",2,2,1,1
"배출부채",0,0,0,0
"기타유동부채",112,187,171,173
"매각예정으로분류된처분자산집단에포함된부채",0,0,0,0
"비유동부채",33358,27924,35196,35923
"사채",19180,13411,9972,20502
"장기차입금",4147,4288,14990,4728
"비유동금융부채",3543,3507,3523,3467
"장기매입채무및기타비유동채무",1051,1382,1374,1528
"비유동종업원급여충당부채",3769,3807,3968,4268
"기타장기충당부채",113,112,18,18
"이연법인세부채",1540,1402,1336,1395
"장기당기법인세부채",0,0,0,0
"기타비유동부채",16,14,14,19
"기타금융업부채",0,0,0,0
"자본",46228,44978,46416,47545
"지배기업주주지분",39334,38220,39510,40532
"자본금",6225,6232,6232,6232
"신종자본증권",1495,1495,1495,1495
"자본잉여금",12503,12346,12361,12351
"기타자본",-11042,-17683,-10896,-10878
"기타포괄손익누계액",-6594,253,-6506,-6536
"이익잉여금(결손금)",37564,36383,37605,38613
"비지배주주지분",6074,5948,6129,6271
"영업활동으로인한현금흐름",356,3049,12907,-5173
"당기순손익",-1869,11,1396,1138
"법인세비용차감전계속사업이익",8,56,25,54
"현금유출이없는비용등가산",4926,3496,2289,2798
"퇴직급여",275,322,332,325
"종업원급여",31,5,40,-8
"주식보상비",0,0,0,0
"감가상각비",1408,1230,1255,1332
"무형자산상각비",61,54,58,62
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",0,0,0,0
"기타의대손상각비",35,2,6,3
"배당금지급",0,0,0,0
"금융부채관련손실",0,0,0,0
"사채상환손실",0,0,0,0
"투자자산평가손실",0,0,0,0
"자산재평가손실",0,0,0,0
"지분법관련손실",81,29,104,50
"종속기업관련손실",31,0,0,0
"관계기업관련손익",229,0,107,0
"(현금유입이없는수익등차감)",235,384,149,57
