"","000080","005300","007390","000140","023900","018120","033920","004650","000890","043650","023150","189980"
"2016-01-25",28150,216119,5500,15100,6527,32567,32750,25700,1910,8292,7640,6344
"2016-01-26",27650,218120,5347,14950,6527,31913,31250,25700,1870,7987,7620,6404
"2016-01-27",27950,216219,4956,14950,6527,31913,31100,26150,1955,7942,7430,6654
"2016-01-28",29450,214519,5232,15600,6767,31510,31750,26050,1925,8224,7730,6664
"2016-01-29",29750,218020,5070,15850,6733,31309,30450,25850,1950,8337,7770,6644
"2016-02-01",30650,220420,5013,16200,6653,31007,30800,25000,1935,8224,7650,6234
"2016-02-02",30750,222020,4870,16100,6593,31913,32600,25150,2035,8303,7720,6284
"2016-02-03",30900,222720,4812,16000,6493,31409,32800,24550,2030,8156,7700,6144
"2016-02-04",29950,210019,5022,16000,6640,32315,32400,25100,1945,8055,7730,6134
"2016-02-05",30750,212019,5108,15700,6607,32215,31550,24300,1870,7931,7800,6074
"2016-02-11",31050,209519,5061,15500,6360,31158,30550,21450,1740,7244,7540,6004
"2016-02-12",30600,199518,4793,15300,6087,30604,28050,20300,1625,6816,6980,5543
"2016-02-15",31000,198318,4860,15850,6053,31007,28200,21000,1715,6883,6980,5913
"2016-02-16",31300,201018,5748,15850,6187,31007,28050,21800,1750,7018,6840,6174
"2016-02-17",30600,196118,5366,16100,6073,31107,28300,21150,1715,6906,6860,6134
"2016-02-18",31000,195118,5443,16550,6180,31460,30600,21500,1735,7007,6920,6144
"2016-02-19",30200,201018,5471,16100,6100,31560,30500,21450,1730,7097,7050,6144
"2016-02-22",30600,199918,5528,16250,6140,31812,30500,21150,1765,7007,7110,6004
"2016-02-23",30350,201618,5586,16450,6153,31560,31000,21150,1725,6940,7500,5803
"2016-02-24",29350,203318,5509,17000,6240,31560,31500,21100,1725,6973,8190,5523
"2016-02-25",30350,205018,5538,17250,6267,31409,32900,21150,1720,6985,8370,5463
"2016-02-26",30400,205919,5595,17250,6267,31963,33300,20750,1730,6985,8370,5283
"2016-02-29",29450,207519,5576,17100,6307,32114,34450,20300,1720,6985,8210,5353
"2016-03-02",29000,206219,5576,16900,6400,32013,33900,21750,1730,7041,8380,5333
"2016-03-03",28950,207819,5404,17000,6453,32315,34600,22250,1755,7210,8380,5533
"2016-03-04",28350,208219,5462,16550,6440,32164,33700,23400,1745,7187,8260,5503
"2016-03-07",29200,205218,5443,17050,6527,32215,33850,23400,1855,7379,8090,5473
"2016-03-08",29350,209519,5586,16600,6480,32315,32900,25050,1820,7616,8200,5353
"2016-03-09",29850,214219,5576,16650,6593,32567,33350,26450,1845,7525,8080,5383
"2016-03-10",29650,209919,5910,16250,6553,33171,34800,26300,1805,7627,8100,5423
"2016-03-11",29100,209519,5949,16250,6580,33423,33600,25200,1800,7559,8060,5503
"2016-03-14",29250,209219,5958,16450,6593,33221,33050,25450,1775,7503,8480,5463
"2016-03-15",31300,210319,5901,16900,6580,33070,34500,25250,1765,7604,8330,5353
"2016-03-16",30650,205318,5824,16250,6607,33070,35150,25000,1790,7480,8200,5453
"2016-03-17",31250,207119,5977,16150,6540,33221,36400,24350,1805,7559,8050,5773
"2016-03-18",31400,204618,5824,16850,6507,33221,35500,24750,1810,7661,7970,5673
"2016-03-21",31050,200618,5624,16400,6800,33221,35800,24300,1780,7537,8030,5663
"2016-03-22",31500,197518,5662,16650,6733,33221,35000,23850,1795,7706,7930,5663
"2016-03-23",31400,198218,5519,16550,6833,33171,34800,23500,1755,7762,7870,5713
"2016-03-24",30250,195418,5519,15800,6833,33121,34750,25000,1720,7807,7890,5663
"2016-03-25",30400,194518,4965,16050,6867,33121,35000,24800,1720,8055,7870,5603
"2016-03-28",30500,190717,5137,15850,6767,32970,34950,24000,1730,7987,7790,5443
"2016-03-29",30500,185117,5223,16050,6767,32919,35650,23550,1720,8190,7790,5403
"2016-03-30",29500,182716,5280,15800,6933,32567,35350,23800,1745,8145,7810,5463
"2016-03-31",28900,181916,5204,15300,6900,32768,36050,23650,1760,8021,7700,5353
"2016-04-01",26950,181416,5242,15150,6967,33523,35850,23650,1735,8010,7640,5313
"2016-04-04",27350,186517,5185,15850,7133,33977,35500,23000,1730,8314,7760,5363
"2016-04-05",27500,189017,5528,15600,7133,34430,35400,24000,1795,8337,7690,5243
"2016-04-06",27800,191417,5423,15750,7100,34379,34800,23900,1795,8224,7660,5253
"2016-04-07",27150,195318,5318,15600,7333,34631,33950,23450,1745,8449,7630,5153
"2016-04-08",27800,196518,5347,15300,7333,34480,33700,23450,1755,8280,7670,5013
"2016-04-11",27550,191717,5338,15250,7300,34430,33700,23200,1765,8156,7800,5083
"2016-04-12",26650,189617,5538,14850,7300,34581,32700,23000,1745,8190,7800,4993
"2016-04-14",26500,187117,5376,14950,7267,34581,33600,23350,1720,8201,7690,4803
"2016-04-15",27300,187817,5433,15200,7300,34681,33400,23350,1730,8111,7760,4863
"2016-04-18",26850,191117,5548,14900,7300,34530,34050,23150,1725,7987,7780,4913
"2016-04-19",26950,193017,5490,15050,7333,34430,33700,23200,1770,8111,7900,5063
"2016-04-20",27300,196818,5462,15500,7333,34178,33100,24050,1755,8201,7950,5043
"2016-04-21",27100,202918,5443,15700,7367,33926,32850,22650,1750,8201,8220,4963
"2016-04-22",27050,207019,5414,15850,7400,34530,32550,22250,1770,8123,8270,5163
"2016-04-25",27700,206019,5318,15550,7433,34430,31950,21150,1760,7976,8210,5373
"2016-04-26",28600,203818,5347,15500,7433,34228,32100,21450,1740,7931,8140,5433
