"","X2017.12","X2018.12","X2019.12"
"매출액",70026,69958,73903
"매출원가",41285,42671,44117
"매출총이익",28740,27287,29785
"판매비와관리비",25311,24266,26610
"인건비",8340,7673,8353
"유무형자산상각비",934,961,1425
"연구개발비",56,46,55
"광고선전비",4704,4446,5277
"판매비",4946,4362,4711
"관리비",3539,3940,4110
"기타원가성비용",0,0,0
"기타",2793,2835,2678
"영업이익",3429,3020,3176
"영업이익(발표기준)",3429,3020,3176
"금융수익",605,387,331
"이자수익",140,162,145
"배당금수익",79,35,37
"외환이익",40,60,34
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",238,84,37
"금융자산평가이익",4,12,29
"금융자산손상차손환입",0,0,0
"파생상품이익",1,0,8
"기타금융수익",104,36,40
"금융원가",1767,1751,1846
"이자비용",1404,1615,1730
"외환손실",55,7,17
"대손상각비",0,19,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",1,1,1
"금융자산처분손실",71,0,0
"금융자산평가손실",0,51,16
"금융자산손상차손",83,0,1
"파생상품손실",126,54,45
"기타금융원가",27,3,35
"기타수익",5111,541,1177
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,36,175
"자산처분(폐기)이익",600,222,466
"자산평가이익",118,0,0
"자산손상차손환입",1,3,9
"임대료수익",42,47,57
"로열티수익",0,0,0
"수수료수익",0,0,0
"대손충당금환입",0,2,4
"충당부채환입액",0,0,0
"기타비용",3151,2460,3679
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,0,2
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,254,12
"자산처분(폐기)손실",328,303,547
"자산평가손실",2,1,0
"자산손상차손",1537,1372,2041
"기타대손상각비",1,92,60
"충당부채전입액",0,0,0
"종속기업,공동지배기업및관계기업관련손익",89,67,34
"지분법손익",89,63,-94
"종속기업,공동지배기업및관계기업투자주식처분손익",0,2,128
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",4316,-190,-803
"법인세비용",976,471,1128
"계속영업이익",3339,-661,-1930
"중단영업이익",-871,0,0
"당기순이익",2468,-661,-1930
"지배주주순이익",2493,-490,-1541
"비지배주주순이익",-18,-194,-398
"자산",134590,130172,125066
"유동자산",36697,34220,29288
"재고자산",6470,7330,7366
"유동생물자산",0,0,0
"유동금융자산",4903,3598,1556
"매출채권및기타유동채권",14929,13549,11467
"당기법인세자산",8,24,25
"계약자산",0,26,22
"반품(환불)자산",0,1,1
"배출권",0,0,0
"기타유동자산",1612,1663,2049
"현금및현금성자산",8770,8026,6805
"매각예정비유동자산및처분자산집단",0,0,0
"비유동자산",97898,95951,95775
"유형자산",74530,73211,70845
"무형자산",11629,11299,10830
"비유동생물자산",0,0,0
"투자부동산",2811,2729,2739
"장기금융자산",6498,6382,5475
"관계기업등지분관련투자자산",1004,1053,1038
"장기매출채권및기타비유동채권",1065,916,798
"이연법인세자산",318,260,195
"장기당기법인세자산",0,0,0
"기타비유동자산",42,101,3856
"기타금융업자산",0,0,0
"부채",83296,81347,78838
"유동부채",53737,50852,45482
"단기사채",186,2360,1926
"단기차입금",15119,14262,11225
"유동성장기부채",8395,6314,9159
"유동금융부채",915,762,1176
"매입채무및기타유동채무",28013,26472,21357
"유동종업원급여충당부채",12,9,9
"기타단기충당부채",14,29,122
"당기법인세부채",855,438,374
"계약부채",0,26,19
"반품(환불)부채",0,2,2
"배출부채",0,0,0
"기타유동부채",227,176,112
"매각예정으로분류된처분자산집단에포함된부채",0,0,0
"비유동부채",29561,30495,33358
"사채",18725,19106,19180
"장기차입금",3811,5112,4147
"비유동금융부채",403,272,3543
"장기매입채무및기타비유동채무",1592,1101,1051
"비유동종업원급여충당부채",2582,3065,3769
"기타장기충당부채",98,98,113
"이연법인세부채",2239,1711,1540
"장기당기법인세부채",0,0,0
"기타비유동부채",112,32,16
"기타금융업부채",0,0,0
"자본",51295,48823,46228
"지배기업주주지분",43211,41176,39334
"자본금",6041,6042,6225
"신종자본증권",0,0,1495
"자본잉여금",14278,14291,12503
"기타자본",-10628,-10636,-11042
"기타포괄손익누계액",-6361,-6802,-6594
"이익잉여금(결손금)",40277,38716,37564
"비지배주주지분",7689,7215,6074
"영업활동으로인한현금흐름",9100,3625,2556
"당기순손익",2347,-516,-2038
"법인세비용차감전계속사업이익",48,-36,168
"현금유출이없는비용등가산",13142,10619,13326
"퇴직급여",2181,1024,1042
"종업원급여",29,81,55
"주식보상비",18,0,0
"감가상각비",4258,4428,5148
"무형자산상각비",323,370,262
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
