"","033180","012690","256150","053620","009770"
"2018-07-18",13150,3680,NA,9770,37150
"2018-07-19",13550,3590,NA,9720,37300
"2018-07-20",13900,3590,NA,9790,37050
"2018-07-23",13900,3410,NA,9560,36900
"2018-07-24",12600,3430,NA,9720,36750
"2018-07-25",12150,3330,NA,9850,36300
"2018-07-26",11950,3430,NA,9900,35700
"2018-07-27",12250,3470,NA,10100,35500
"2018-07-30",12200,3475,NA,9990,35300
"2018-07-31",12250,3485,NA,9930,35250
"2018-08-01",12450,3510,NA,9920,35150
"2018-08-02",12650,3470,NA,9960,35100
"2018-08-03",12400,3560,NA,9770,35450
"2018-08-06",12200,3500,NA,9620,35450
"2018-08-07",12150,3490,NA,9500,35200
"2018-08-08",12000,3505,NA,9590,35550
"2018-08-09",12050,3465,NA,9500,35550
"2018-08-10",11950,3460,NA,9300,35200
"2018-08-13",11300,3325,NA,9020,35450
"2018-08-14",11500,3375,NA,9200,35400
"2018-08-16",11550,3250,NA,8870,35200
"2018-08-17",13000,3285,NA,8700,35200
"2018-08-20",14400,3290,NA,8500,35500
"2018-08-21",14450,3345,NA,8620,36850
"2018-08-22",14150,3335,NA,8620,36600
"2018-08-23",14350,3340,NA,8700,36600
"2018-08-24",14400,3340,NA,8860,36600
"2018-08-27",14350,3290,NA,9000,36950
"2018-08-28",14200,3450,NA,8980,36650
"2018-08-29",15900,3440,NA,9020,35850
"2018-08-30",14800,3450,NA,8900,36100
"2018-08-31",14950,3495,NA,8870,36000
"2018-09-03",15550,3505,NA,8900,35500
"2018-09-04",17000,3510,NA,9000,35600
"2018-09-05",16900,3480,NA,9090,35950
"2018-09-06",18100,3470,NA,9000,35950
"2018-09-07",17000,3480,NA,9010,35450
"2018-09-10",17050,3650,NA,8960,34950
"2018-09-11",16200,4050,NA,8950,35400
"2018-09-12",17800,3880,NA,8860,35450
"2018-09-13",18100,3825,NA,8900,35000
"2018-09-14",18000,3830,NA,9010,34800
"2018-09-17",18000,3720,NA,9080,34750
"2018-09-18",18300,3715,NA,9120,34550
"2018-09-19",17900,3655,NA,9340,34550
"2018-09-20",18600,3710,NA,9370,34600
"2018-09-21",19000,3680,NA,9380,34950
"2018-09-27",18050,3640,NA,9480,35400
"2018-09-28",17500,3600,NA,9550,35450
"2018-10-01",16400,3535,NA,9550,35550
"2018-10-02",15450,3465,NA,9710,35550
"2018-10-04",15650,3455,NA,9750,35850
"2018-10-05",14700,3350,NA,9780,35800
"2018-10-08",14200,3340,NA,9700,36000
"2018-10-10",14100,3225,NA,9600,35600
"2018-10-11",13950,2950,NA,9150,35200
"2018-10-12",14400,3015,NA,9200,35300
"2018-10-15",13400,2970,NA,9150,35300
"2018-10-16",13650,3030,NA,9300,35300
"2018-10-17",13600,3065,NA,8900,35100
"2018-10-18",13750,3040,NA,9050,34300
"2018-10-19",13750,3000,NA,9070,31800
"2018-10-22",13950,2995,NA,9280,32750
"2018-10-23",12850,2960,NA,9120,33200
"2018-10-24",11950,2935,NA,9010,33350
"2018-10-25",11600,2775,NA,9100,33600
"2018-10-26",11050,2655,NA,9100,33800
"2018-10-29",10550,2350,NA,9100,34600
"2018-10-30",11000,2430,NA,8530,34600
"2018-10-31",11050,2480,NA,8590,34950
"2018-11-01",11550,2585,NA,8830,34400
"2018-11-02",12150,2670,NA,9100,33200
"2018-11-05",12800,2760,NA,8900,33450
"2018-11-06",12800,2755,NA,8990,33500
"2018-11-07",12900,3210,NA,9050,33750
"2018-11-08",13200,3405,NA,9100,34300
"2018-11-09",12800,4040,NA,8920,34300
"2018-11-12",12900,4170,NA,8960,33850
"2018-11-13",13500,4280,NA,8760,33200
"2018-11-14",12850,4285,NA,8690,33900
"2018-11-15",13050,4250,NA,8750,33750
"2018-11-16",13550,3965,NA,8800,33700
"2018-11-19",13800,3950,NA,8720,33950
"2018-11-20",13900,3765,NA,8870,33700
"2018-11-21",13950,3760,NA,8860,33700
"2018-11-22",13900,3730,NA,9000,33650
"2018-11-23",14150,3690,NA,9150,33450
"2018-11-26",13400,3955,NA,9260,33650
"2018-11-27",13550,4285,NA,9390,33900
"2018-11-28",12450,3970,NA,9340,33950
"2018-11-29",12900,3890,NA,9340,33750
"2018-11-30",12700,3705,NA,9340,33750
"2018-12-03",12750,3895,NA,9470,33700
"2018-12-04",12700,3995,NA,9420,33650
"2018-12-05",12500,3830,NA,9500,33650
"2018-12-06",11600,3695,NA,9500,33450
"2018-12-07",11600,3715,NA,9530,33500
"2018-12-10",11550,3660,NA,9570,33500
"2018-12-11",11150,3550,NA,9500,33450
"2018-12-12",11350,3630,NA,9560,33100
"2018-12-13",12200,3700,NA,9650,32750
"2018-12-14",11850,3615,NA,9760,33300
"2018-12-17",11150,3925,NA,9900,33450
"2018-12-18",11300,4165,NA,9900,33100
"2018-12-19",11800,3840,NA,9950,33000
"2018-12-20",11800,3660,NA,9890,33350
"2018-12-21",12050,3660,NA,9900,33400
"2018-12-24",11950,3570,NA,9820,33500
"2018-12-26",11900,3390,NA,9490,33050
"2018-12-27",12000,3420,NA,10600,33350
"2018-12-28",12200,3500,NA,10100,33450
"2019-01-02",12000,3540,NA,9750,33400
"2019-01-03",11150,3600,NA,9500,33350
"2019-01-04",11650,3555,NA,9210,33350
"2019-01-07",11800,3770,NA,9040,33450
"2019-01-08",14400,3660,NA,9060,33050
"2019-01-09",14300,3670,NA,9140,33450
"2019-01-10",12700,3700,NA,9830,33450
"2019-01-11",12400,3645,NA,9920,33550
"2019-01-14",12100,3785,NA,9830,33350
"2019-01-15",12350,3750,NA,9780,33100
"2019-01-16",11950,4115,NA,9650,33200
"2019-01-17",11900,4150,NA,9580,33100
"2019-01-18",11900,4090,NA,9620,33500
"2019-01-21",11650,4095,NA,9640,34800
"2019-01-22",11700,4145,NA,11200,35450
"2019-01-23",11700,3980,NA,10500,36050
"2019-01-24",12500,3970,NA,11150,37000
"2019-01-25",12550,3920,NA,11250,37000
"2019-01-28",12300,3920,NA,11200,36350
"2019-01-29",12350,3855,NA,11250,36350
"2019-01-30",11850,3870,NA,12000,36350
"2019-01-31",11900,3785,NA,11450,36950
"2019-02-01",11750,3800,NA,10850,35750
"2019-02-07",11800,3890,NA,10700,35400
"2019-02-08",12100,3920,NA,10600,34800
"2019-02-11",12150,4095,NA,10600,34800
"2019-02-12",11850,4040,NA,10900,34650
"2019-02-13",11900,4080,NA,11450,35400
"2019-02-14",11950,4090,NA,11200,35400
"2019-02-15",11850,4045,NA,10750,36600
"2019-02-18",12250,4025,NA,10800,35400
"2019-02-19",12200,4115,NA,10750,34950
"2019-02-20",12300,4150,NA,10450,35050
"2019-02-21",12150,4100,NA,10400,35050
"2019-02-22",11900,4185,NA,10250,35100
"2019-02-25",11900,4180,NA,10300,35300
"2019-02-26",11900,4140,NA,10100,35300
"2019-02-27",12000,4310,NA,10100,35150
"2019-02-28",11750,4100,NA,9890,35250
"2019-03-04",12250,4655,NA,10000,36400
"2019-03-05",12400,4605,NA,10000,35700
"2019-03-06",12000,4725,NA,10350,35700
"2019-03-07",11850,4385,NA,11700,35550
"2019-03-08",11800,4460,NA,11950,35600
"2019-03-11",12250,4520,NA,11650,35600
"2019-03-12",12200,4390,NA,11600,35550
"2019-03-13",12300,4355,NA,10900,36150
"2019-03-14",12600,4435,NA,10850,36350
"2019-03-15",12050,4445,NA,10550,37000
"2019-03-18",12050,4360,NA,10650,36800
"2019-03-19",11800,4460,NA,11050,36100
"2019-03-20",11400,4515,NA,10650,36800
"2019-03-21",10500,4420,NA,10100,36500
"2019-03-22",11100,4695,NA,10300,36200
"2019-03-25",10750,4620,NA,10050,36700
"2019-03-26",10100,4965,NA,10150,36700
"2019-03-27",9190,4930,NA,10250,36650
"2019-03-28",9060,4640,NA,10200,36600
"2019-03-29",8870,4485,NA,10400,36850
"2019-04-01",8610,4445,NA,10300,36500
"2019-04-02",8750,4505,NA,10300,36200
"2019-04-03",8840,4480,NA,10450,35700
"2019-04-04",9130,4415,NA,10450,35800
"2019-04-05",9020,4405,NA,10550,35550
"2019-04-08",8630,4270,NA,10450,35400
"2019-04-09",8710,4190,NA,10350,35100
"2019-04-10",8710,4210,NA,10400,35400
"2019-04-11",9080,4300,NA,10450,35300
"2019-04-12",9120,4320,NA,10750,35250
"2019-04-15",9170,4250,NA,10700,35450
"2019-04-16",8980,4130,NA,10750,35450
"2019-04-17",8990,4140,NA,10750,35500
"2019-04-18",8850,4100,NA,10500,35150
"2019-04-19",9030,4105,NA,10600,35450
"2019-04-22",9030,4100,NA,10800,35150
"2019-04-23",8860,4110,NA,10600,35200
"2019-04-24",8900,4130,NA,10250,35100
"2019-04-25",8930,3995,NA,10300,35500
"2019-04-26",8760,3930,NA,10100,35050
"2019-04-29",9030,3910,NA,10200,35100
"2019-04-30",8760,3920,NA,10300,35000
"2019-05-02",8250,4050,NA,10300,35050
"2019-05-03",6960,4040,NA,10300,34900
"2019-05-07",6730,3960,NA,10250,34900
"2019-05-08",6960,3900,NA,10300,34800
"2019-05-09",6700,3630,NA,10200,35200
"2019-05-10",6800,3625,NA,10200,34850
"2019-05-13",6800,3575,NA,10250,35100
"2019-05-14",6750,3670,NA,10250,35300
"2019-05-15",7150,3790,NA,10350,35100
"2019-05-16",6510,3735,NA,10450,34900
"2019-05-17",6370,3675,NA,10300,35150
"2019-05-20",6320,3655,NA,10350,35200
"2019-05-21",6390,3600,NA,10550,35200
"2019-05-22",6590,3610,NA,10500,35150
"2019-05-23",6400,3525,NA,10350,35150
"2019-05-24",6400,3400,NA,10200,35000
"2019-05-27",6500,3395,NA,10200,34500
"2019-05-28",6490,3475,NA,10300,35150
"2019-05-29",6260,3350,NA,10100,34000
"2019-05-30",5990,3335,NA,10150,34150
"2019-05-31",6360,3365,NA,9610,34900
"2019-06-03",6570,3450,NA,9580,34850
"2019-06-04",6500,3445,NA,9770,34950
"2019-06-05",6540,3525,NA,9870,34800
"2019-06-07",6410,3520,NA,10050,34750
"2019-06-10",6570,3550,NA,10150,35150
"2019-06-11",6520,3640,NA,10300,35200
"2019-06-12",6540,3630,NA,10250,35100
"2019-06-13",6520,3620,NA,10250,33850
"2019-06-14",6320,3565,NA,10150,33800
"2019-06-17",6450,3570,NA,10350,33800
"2019-06-18",6610,3510,NA,10250,32900
"2019-06-19",6220,3560,NA,10350,33250
"2019-06-20",6170,3615,NA,10100,33100
"2019-06-21",6010,3540,NA,9990,33200
"2019-06-24",5820,3485,NA,9940,33100
"2019-06-25",5690,3420,NA,10050,33000
"2019-06-26",5850,3360,NA,10150,32950
"2019-06-27",5650,3330,NA,9870,32950
"2019-06-28",5660,3335,NA,9950,32950
"2019-07-01",5780,3305,NA,9990,32950
"2019-07-02",5840,3345,NA,9960,32750
"2019-07-03",5750,3330,NA,9900,32700
"2019-07-04",5540,3230,NA,9700,33000
"2019-07-05",5770,3330,NA,9730,33000
"2019-07-08",5680,3135,NA,9420,32900
"2019-07-09",5520,3080,NA,9370,32900
"2019-07-10",5750,3080,NA,9310,32800
"2019-07-11",5870,3195,NA,9330,32800
"2019-07-12",5740,3225,NA,9400,32750
"2019-07-15",5570,3275,NA,9300,32700
"2019-07-16",5560,3265,NA,9110,32400
"2019-07-17",5330,3180,NA,8920,32350
"2019-07-18",5460,3250,NA,8980,33050
"2019-07-19",5770,3290,NA,9100,33200
"2019-07-22",5780,3290,NA,9240,33150
"2019-07-23",5660,3320,NA,9190,33100
"2019-07-24",5690,3205,NA,9100,33100
"2019-07-25",5530,3170,NA,9000,32750
"2019-07-26",5290,3060,NA,8810,33100
"2019-07-29",4620,3015,NA,8800,32750
"2019-07-30",4900,3025,NA,8570,32400
"2019-07-31",5030,3035,NA,8390,32150
"2019-08-01",5130,3370,NA,8240,32800
"2019-08-02",5270,3340,NA,8190,32700
"2019-08-05",4205,3775,NA,8100,32300
"2019-08-06",3830,4905,NA,7760,32250
"2019-08-07",3885,4455,NA,8090,32100
"2019-08-08",4230,4065,NA,8270,32800
"2019-08-09",4235,3990,NA,8270,32150
"2019-08-12",4415,4120,NA,8410,32350
"2019-08-13",4285,4090,NA,8430,31300
"2019-08-14",4390,4325,NA,8490,32350
"2019-08-16",4505,4155,NA,8320,32450
"2019-08-19",4320,3920,NA,8320,32200
"2019-08-20",4400,3865,NA,8500,33200
"2019-08-21",4465,3865,NA,8610,33000
"2019-08-22",4320,3650,NA,8590,33450
"2019-08-23",4315,3750,NA,8490,33050
"2019-08-26",4045,3730,NA,8400,32800
"2019-08-27",4145,3815,NA,8400,32850
"2019-08-28",4200,3655,NA,8410,32400
"2019-08-29",4115,3575,NA,8470,32950
"2019-08-30",4310,3585,NA,8540,33200
"2019-09-02",4335,3590,NA,8630,32650
"2019-09-03",4365,3605,NA,8690,32450
"2019-09-04",4340,3550,NA,8760,32250
"2019-09-05",4350,3520,19250,8770,32700
"2019-09-06",4280,3575,17800,8660,33200
"2019-09-09",4085,3530,17700,8830,33150
"2019-09-10",4080,3540,17800,8830,33400
"2019-09-11",4115,3575,17950,8880,32900
"2019-09-16",4315,3670,18200,9170,32900
"2019-09-17",4435,3730,18150,9120,33500
"2019-09-18",4390,3705,17650,9220,34100
"2019-09-19",4300,3820,17400,9500,33750
"2019-09-20",4245,3750,16800,10000,34000
"2019-09-23",4125,3755,16700,9730,33950
"2019-09-24",4125,3850,16400,9250,33500
"2019-09-25",3840,3710,15900,9120,33800
"2019-09-26",3745,3725,16200,9200,34000
"2019-09-27",3755,3860,16550,9130,33950
"2019-09-30",3455,3865,16450,9160,34250
"2019-10-01",3840,3890,16850,9160,34600
"2019-10-02",3885,3905,16300,9080,34500
"2019-10-04",4490,3850,16150,9060,34200
"2019-10-07",4445,3855,16200,9040,34300
"2019-10-08",4550,3995,16250,9070,34500
"2019-10-10",4475,3920,16450,9020,34500
"2019-10-11",4200,3970,16500,8990,34750
"2019-10-14",5460,4040,16400,9010,33850
"2019-10-15",6590,4145,16650,8950,33800
"2019-10-16",6590,4125,17000,8910,34100
"2019-10-17",6170,4145,17350,8820,33700
"2019-10-18",6590,4175,17750,8820,33700
"2019-10-21",7050,4180,18200,8840,33300
"2019-10-22",6850,4070,17550,8940,33750
"2019-10-23",7260,4055,16950,8880,33300
"2019-10-24",6770,4175,17200,8910,33250
"2019-10-25",6840,4125,16750,8910,33800
"2019-10-28",6200,4070,17150,9000,33400
"2019-10-29",6270,4240,17100,8980,33000
"2019-10-30",6020,4150,16900,8850,32650
"2019-10-31",6990,4320,16900,8800,32700
"2019-11-01",7010,4210,16700,8740,32700
"2019-11-04",9110,4190,16650,8710,32550
"2019-11-05",8950,4155,16850,8820,32750
"2019-11-06",9250,4160,17050,8890,34200
"2019-11-07",9250,4110,17200,8840,33150
"2019-11-08",9070,4135,16950,8850,33900
"2019-11-11",8560,4000,16900,8840,32850
"2019-11-12",8320,4005,16800,8920,32800
"2019-11-13",8410,4000,16700,8880,32800
"2019-11-14",10400,3915,16900,8790,34000
"2019-11-15",10250,3985,17000,8880,33850
"2019-11-18",9890,3965,16800,8970,33600
"2019-11-19",9590,3865,16400,8900,33550
"2019-11-20",9910,3795,16400,8920,33950
"2019-11-21",9210,3750,16200,8760,33050
"2019-11-22",9200,3750,15850,8700,33800
"2019-11-25",9660,3840,16000,8740,33300
"2019-11-26",9330,3845,16100,8670,33550
"2019-11-27",9540,3790,16500,8520,33600
"2019-11-28",9450,3725,16000,8490,33250
"2019-11-29",8820,3710,15900,8500,33300
"2019-12-02",8600,3675,15900,8390,33550
"2019-12-03",8270,3645,15850,8250,33350
"2019-12-04",8470,3610,16050,8150,32350
"2019-12-05",7860,3515,15350,8050,32800
"2019-12-06",7940,3590,15350,7950,32500
"2019-12-09",7740,3725,15600,7930,32550
"2019-12-10",7790,3685,15950,7950,32300
"2019-12-11",7460,3685,15900,7960,32250
"2019-12-12",7510,3675,15700,7940,32350
"2019-12-13",7600,3690,15950,8040,32200
"2019-12-16",7870,3695,15900,8150,32150
"2019-12-17",7780,3680,15700,8100,32050
"2019-12-18",7590,3650,15750,8030,31800
"2019-12-19",7400,3615,15800,8110,31900
"2019-12-20",7440,3615,15550,8160,32100
"2019-12-23",7450,3580,15600,8070,32200
"2019-12-24",6960,3515,15300,7930,32250
"2019-12-26",7100,3565,15350,7930,32350
"2019-12-27",7380,3615,15450,7900,32450
"2019-12-30",7590,3630,15550,7900,32850
"2020-01-02",7660,3685,15650,7970,32750
"2020-01-03",7730,3720,15800,7910,32900
"2020-01-06",7610,3650,15500,7840,32350
"2020-01-07",7520,3805,16200,7870,32150
"2020-01-08",6910,3600,15400,7700,31000
"2020-01-09",7370,3700,15950,7770,31200
"2020-01-10",7500,3750,16100,7770,31100
"2020-01-13",7550,3820,16250,7810,31700
"2020-01-14",7310,3830,16200,7840,30850
"2020-01-15",7280,3900,16500,7910,30850
"2020-01-16",7150,3975,16450,7910,30850
"2020-01-17",7240,3980,16350,7910,30700
"2020-01-20",7040,4430,16400,7960,30800
"2020-01-21",6870,4600,16350,7990,30500
"2020-01-22",6840,5980,16400,8120,30200
"2020-01-23",6690,6230,16450,8270,31400
"2020-01-28",6690,8090,16650,9090,31050
"2020-01-29",6580,7400,16050,8520,30950
"2020-01-30",6270,7420,16850,8050,30200
"2020-01-31",6240,9130,17450,8060,30350
"2020-02-03",6350,6520,17750,7720,31300
"2020-02-04",6620,5860,17050,7820,30500
"2020-02-05",6650,5910,16750,7910,30850
"2020-02-06",6750,5950,16800,7910,30500
"2020-02-07",6680,5760,17550,8090,30500
"2020-02-10",6730,5310,18050,7960,30800
"2020-02-11",6730,4820,17800,8030,31650
"2020-02-12",6710,4515,18100,7980,30900
"2020-02-13",6590,4705,17850,8100,30800
"2020-02-14",6530,4770,17950,8140,30200
"2020-02-17",6390,4890,17950,8070,30200
"2020-02-18",6230,5470,17550,7990,29900
"2020-02-19",6260,7110,17550,7950,30250
"2020-02-20",6040,8000,17700,8000,29800
"2020-02-21",5870,8220,17900,7950,30000
"2020-02-24",5530,6550,17200,7930,29850
"2020-02-25",5800,6720,17200,8050,30000
"2020-02-26",6030,6210,17000,8100,29950
"2020-02-27",5580,5660,16600,8020,29850
"2020-02-28",5240,6090,15750,7900,28950
"2020-03-02",5610,5890,16600,7760,29250
"2020-03-03",5730,5950,16900,7890,29450
"2020-03-04",5910,5970,17200,7800,30250
"2020-03-05",5830,5690,19800,7780,30000
"2020-03-06",5710,6100,18600,7800,29900
"2020-03-09",5340,5990,17300,7610,29200
"2020-03-10",5390,5700,16300,7380,28750
"2020-03-11",5090,5750,15500,7350,28050
"2020-03-12",4720,5690,13650,7100,27550
"2020-03-13",4125,4910,11700,5940,26700
"2020-03-16",4080,4700,11750,6240,25600
"2020-03-17",4055,4570,12500,6300,23350
"2020-03-18",3750,4700,11200,6250,22750
"2020-03-19",2950,3970,10700,5700,18000
"2020-03-20",3135,4095,11250,5780,20900
"2020-03-23",2925,3920,9810,5540,20900
"2020-03-24",3170,4025,12000,5700,24500
"2020-03-25",3430,4205,12650,5910,25000
"2020-03-26",4030,4410,12300,5980,24350
"2020-03-27",4015,4945,12850,6100,22900
"2020-03-30",4165,5550,13500,6250,23000
"2020-03-31",4835,5580,14150,6980,23000
"2020-04-01",4665,5450,13900,6530,22200
"2020-04-02",4735,6100,14700,6700,22200
"2020-04-03",4720,6870,15600,6760,22250
"2020-04-06",4935,8210,16900,6930,22850
"2020-04-07",4985,8050,17000,6860,23150
"2020-04-08",5060,8420,16900,6990,24900
"2020-04-09",5110,7990,16900,7030,24350
"2020-04-10",5010,7470,16800,6980,23150
"2020-04-13",5570,6950,16500,6860,23000
"2020-04-14",5700,7240,16700,7100,23150
"2020-04-16",5730,7170,16850,7170,22750
"2020-04-17",6050,7260,16800,7140,22700
"2020-04-20",6010,7180,16850,7260,23200
"2020-04-21",5900,6840,16900,7000,22550
"2020-04-22",5760,7010,17100,7080,22800
"2020-04-23",5820,7030,18000,7130,23050
"2020-04-24",5540,7540,17450,7100,22900
"2020-04-27",5590,7450,17600,7120,23000
"2020-04-28",5380,7110,17650,7320,23300
"2020-04-29",5130,7140,19050,7560,23500
"2020-05-04",5130,7260,18600,7630,25150
"2020-05-06",5130,7260,19200,7790,25650
"2020-05-07",5220,7390,19400,8000,26300
"2020-05-08",5210,7560,20050,8150,26250
"2020-05-11",5150,7720,19900,8230,25850
"2020-05-12",5030,7820,20450,8040,25300
"2020-05-13",5090,7730,20050,8600,24950
"2020-05-14",5000,7840,19800,8620,25050
"2020-05-15",5000,7570,19450,8580,26850
"2020-05-18",4820,7150,19800,9190,27500
"2020-05-19",4995,6970,19100,8910,27950
"2020-05-20",4940,7010,19300,8960,28000
"2020-05-21",4920,6980,18800,8860,27750
"2020-05-22",4780,6780,18350,8750,27450
"2020-05-25",4815,7010,18600,8850,27500
"2020-05-26",5000,7020,18600,8910,27550
"2020-05-27",4895,6920,18200,8920,27400
"2020-05-28",5010,7030,17900,8740,27400
"2020-05-29",4910,6870,18200,8760,27800
"2020-06-01",5100,6840,19400,8980,27700
"2020-06-02",5190,6790,19750,9070,27700
"2020-06-03",5030,6630,21300,9070,27550
"2020-06-04",5000,6730,21650,9480,27600
"2020-06-05",5090,6620,21650,9580,27400
"2020-06-08",5180,6740,23500,10100,27350
"2020-06-09",5050,6620,22150,9690,27450
"2020-06-10",4965,6550,22000,9340,26950
"2020-06-11",5060,6340,21700,9300,26700
"2020-06-12",4895,6420,21300,9180,25900
"2020-06-15",4420,5810,19800,8420,25600
"2020-06-16",4605,6220,21050,8580,25800
"2020-06-17",4495,6050,20700,8830,25700
"2020-06-18",4485,5950,20950,8950,26100
"2020-06-19",4635,5960,21900,9190,26100
"2020-06-22",4540,5970,21200,9280,26000
"2020-06-23",4465,5810,20400,9130,26150
"2020-06-24",4480,5850,20200,9010,26150
"2020-06-25",4400,5860,19750,9020,25950
"2020-06-26",4335,5830,20100,9130,25350
"2020-06-29",4900,5850,19350,8700,24900
"2020-06-30",4435,5850,19650,8740,25400
"2020-07-01",4285,5750,19800,8750,25000
"2020-07-02",4295,5780,19650,8810,25400
"2020-07-03",4345,6000,19650,9030,25300
"2020-07-06",4355,5990,19500,8990,25100
"2020-07-07",4265,6070,19850,9000,25350
"2020-07-08",4255,6030,20200,9000,25000
"2020-07-09",4365,5990,19700,9100,24900
"2020-07-10",4290,6080,19450,9030,25050
"2020-07-13",4320,6030,19900,9240,25600
"2020-07-14",4360,6020,19600,9230,25100
"2020-07-15",4370,5970,19550,9230,24600
"2020-07-16",4370,5930,19300,9130,24850
"2020-07-17",4560,5940,19900,9110,24750
"2020-07-20",4690,5870,21750,9010,25100
"2020-07-21",4700,5880,21000,9140,24900
"2020-07-22",4595,5840,22000,9240,25150
"2020-07-23",4530,6050,22050,9190,25050
"2020-07-24",4565,5870,21300,9210,25250
"2020-07-27",4480,5980,22250,9510,25400
"2020-07-28",4480,5900,21950,9300,25400
"2020-07-29",4390,5890,22200,9270,25750
"2020-07-30",4365,5880,23400,9220,27800
"2020-07-31",4320,5840,22900,9400,26300
"2020-08-03",4215,6200,22500,9100,26200
"2020-08-04",4235,6040,22600,9120,26350
"2020-08-05",4270,6010,22650,9070,26500
"2020-08-06",4330,6000,22650,8940,26500
"2020-08-07",3610,5950,22350,8890,27000
"2020-08-10",3390,5880,22500,8980,28250
"2020-08-11",3410,5870,22450,9100,28850
"2020-08-12",3420,5720,22200,9000,29400
"2020-08-13",3525,5780,22700,9070,27800
"2020-08-14",3395,5810,22550,9070,29300
"2020-08-18",3180,7100,21350,8750,28800
"2020-08-19",3215,6490,22200,8860,28400
"2020-08-20",3080,6780,21600,8370,28000
"2020-08-21",3155,6630,21750,8540,28050
"2020-08-24",3165,6770,22950,8530,27750
"2020-08-25",3355,6740,23000,8770,28600
"2020-08-26",3320,6810,22600,8680,28050
"2020-08-27",3420,6810,22100,8570,27550
"2020-08-28",3450,6790,22650,8620,27950
"2020-08-31",3570,6540,22600,8780,27950
"2020-09-01",3565,6420,22400,8760,28200
"2020-09-02",3575,6410,22550,8870,28600
"2020-09-03",3745,6210,22700,8880,28550
"2020-09-04",3640,6000,22300,8840,28600
"2020-09-07",3790,6020,22150,8860,28950
"2020-09-08",3670,5930,22000,8840,28800
"2020-09-09",3645,5840,21900,8920,29100
"2020-09-10",3710,5840,21950,9020,29200
"2020-09-11",3725,5790,22000,8990,29300
"2020-09-14",3765,5820,22300,8970,29600
"2020-09-15",3760,5760,22550,8940,29650
"2020-09-16",3755,5720,22400,8920,29500
"2020-09-17",3670,5740,21950,8810,29150
"2020-09-18",3710,5680,21850,8860,28950
"2020-09-21",3590,5430,21300,8640,28700
"2020-09-22",3460,5120,20700,8500,27750
"2020-09-23",3430,5170,21200,8470,27800
"2020-09-24",3285,4910,20450,8230,27300
"2020-09-25",3255,4930,20500,8330,27350
"2020-09-28",3380,5090,20900,8410,28500
"2020-09-29",3480,5140,21100,8490,28000
"2020-10-05",3460,5200,21850,8510,28350
"2020-10-06",3515,5360,21850,8600,28500
"2020-10-07",3545,5400,21750,8580,28300
"2020-10-08",3555,5340,21750,8630,28300
"2020-10-12",3590,5220,21900,8650,28550
"2020-10-13",3485,5240,21650,8670,28450
"2020-10-14",3450,5460,21600,8670,28400
"2020-10-15",3340,5290,21450,8600,28300
"2020-10-16",3305,5180,21450,8620,28050
"2020-10-19",3260,5140,21400,8590,28100
"2020-10-20",3290,5240,21300,8520,28300
"2020-10-21",3295,5250,22250,8530,28350
"2020-10-22",3250,5450,21900,8550,28350
"2020-10-23",3255,5330,22000,8520,28500
"2020-10-26",3065,5100,21450,8420,28450
"2020-10-27",3000,5090,21750,8280,28500
"2020-10-28",3035,5120,21900,8310,28600
"2020-10-29",3005,5280,21750,8060,28600
"2020-10-30",2975,5270,21550,8100,28450
"2020-11-02",3000,5220,21600,8130,28600
"2020-11-03",3140,5240,21900,8130,28900
"2020-11-04",3095,5180,22900,8020,28900
"2020-11-05",3150,5340,22550,8270,28900
"2020-11-06",3120,5390,22250,8190,28950
"2020-11-09",3185,5530,22550,8300,28850
"2020-11-10",3165,5380,22500,8340,28750
"2020-11-11",3170,5240,23300,8390,28850
"2020-11-12",3140,5340,23400,8420,29200
"2020-11-13",3095,5340,25600,8410,28800
"2020-11-16",3150,5440,26150,8390,29300
"2020-11-17",3080,5250,26250,8240,29750
"2020-11-18",3295,5430,25650,8270,29500
"2020-11-19",4280,5420,25500,8260,29700
"2020-11-20",4640,5530,26250,8260,29300
"2020-11-23",4645,5500,25550,8310,29650
"2020-11-24",4340,5410,24800,8350,29750
"2020-11-25",4220,5310,25000,8350,30000
"2020-11-26",4500,5350,25200,8320,29850
"2020-11-27",5470,5400,25100,8320,29950
"2020-11-30",5300,5490,25000,8340,30000
"2020-12-01",5400,5410,25050,8360,29700
"2020-12-02",5440,5310,26800,8330,29500
"2020-12-03",5180,5300,26850,8330,29100
"2020-12-04",5280,5260,26300,8380,29150
"2020-12-07",5200,5260,26200,8340,29400
"2020-12-08",4990,5170,26200,8350,29050
"2020-12-09",4905,5090,26350,8300,28950
"2020-12-10",4750,5110,26400,8320,28350
"2020-12-11",4790,5130,25950,8340,28900
"2020-12-14",4905,5220,25500,8340,28950
"2020-12-15",4660,5150,25600,8440,29000
"2020-12-16",4470,5250,25500,8470,28800
"2020-12-17",4340,5260,25950,8470,29100
"2020-12-18",4340,5240,25950,8390,29200
"2020-12-21",4155,5190,26000,8470,29300
"2020-12-22",4055,5140,25500,8350,29600
"2020-12-23",3930,5080,25500,8320,29100
"2020-12-24",4005,5020,25200,8470,30000
"2020-12-28",3870,4910,25450,8560,30200
"2020-12-29",4035,4970,25800,8360,29800
"2020-12-30",4095,5040,26100,8470,29900
"2021-01-04",4020,4990,25250,8380,30200
"2021-01-05",4005,4980,25250,8450,30350
