"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",730765,742649,761103,181445,164578,207946
"매출원가",542170,546914,557838,130080,117104,147776
"매출총이익",188591,195732,203262,51363,47472,60166
"판매비와관리비",153197,158519,167853,37699,38528,46283
"인건비",46331,9779,10380,12346,13102,2739
"유무형자산상각비",4977,821,1652,2604,2651,981
"연구개발비",3391,24006,25597,1279,1421,6638
"광고선전비",14729,2599,2824,2430,2473,664
"판매비",32509,97345,103197,8144,7973,28821
"관리비",35426,22276,22356,8552,8263,5656
"기타원가성비용",0,0,0,0,0,0
"기타",15828,1681,1841,2338,2645,787
"영업이익",35396,37214,35408,13664,8946,13884
"영업이익(발표기준)",35393,37211,35394,13668,8949,13887
"금융수익",5477,5874,5264,3371,919,2073
"이자수익",1188,1407,1787,414,292,253
"배당금수익",26,29,38,12,14,4
"외환이익",4150,3949,3021,2599,340,1630
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",29,64,12,1,25,15
"금융자산평가이익",16,273,104,13,81,75
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",66,151,296,159,78,22
"기타금융수익",0,0,1,172,87,69
"금융원가",9409,8993,8413,4622,1901,3272
"이자비용",4092,4698,4855,1117,1084,1039
"외환손실",5050,3806,3057,3133,561,1977
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",135,209,191,34,27,13
"금융자산처분손실",60,23,13,12,1,3
"금융자산평가손실",6,101,44,98,-46,9
"금융자산손상차손",19,9,9,0,0,0
"파생상품손실",21,70,212,50,84,26
"기타금융원가",30,69,32,177,191,205
"기타수익",14570,14798,15845,13106,2772,3977
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,9,14,1,8,7
"자산처분(폐기)이익",979,1367,1023,43,42,92
"자산평가이익",22,0,0,0,0,0
"자산손상차손환입",0,0,3,1,0,0
"임대료수익",115,133,142,33,35,36
