"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",197896,181445,164578,207946
"매출원가",149322,130080,117104,147776
"매출총이익",48577,51363,47472,60166
"판매비와관리비",45337,37699,38528,46283
"인건비",-16948,12346,13102,2739
"유무형자산상각비",-2583,2604,2651,981
"연구개발비",17111,1279,1421,6638
"광고선전비",-4200,2430,2473,664
"판매비",58697,8144,7973,28821
"관리비",-424,8552,8263,5656
"기타원가성비용",0,0,0,0
"기타",-6313,2338,2645,787
"영업이익",3240,13664,8946,13884
"영업이익(발표기준)",3229,13668,8949,13887
"금융수익",804,3371,919,2073
"이자수익",466,414,292,253
"배당금수익",3,12,14,4
"외환이익",440,2599,340,1630
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",6,1,25,15
"금융자산평가이익",20,13,81,75
"금융자산손상차손환입",0,0,0,0
"파생상품이익",125,159,78,22
"기타금융수익",-254,172,87,69
"금융원가",1737,4622,1901,3272
"이자비용",1328,1117,1084,1039
"외환손실",602,3133,561,1977
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",55,34,27,13
"금융자산처분손실",1,12,1,3
"금융자산평가손실",11,98,-46,9
"금융자산손상차손",0,0,0,0
"파생상품손실",56,50,84,26
"기타금융원가",-319,177,191,205
"기타수익",3971,13106,2772,3977
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",11,1,8,7
"자산처분(폐기)이익",575,43,42,92
"자산평가이익",0,0,0,0
"자산손상차손환입",2,1,0,0
"임대료수익",45,33,35,36
"로열티수익",0,0,0,0
"수수료수익",14,11,10,10
"대손충당금환입",0,0,0,2
"충당부채환입액",2,0,0,0
"기타비용",6771,8136,3512,5052
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",12,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",13,13,-1,-3
"자산처분(폐기)손실",419,263,277,258
