"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",18163,16840,17242,17087
"매출원가",14193,11834,12054,12003
"매출총이익",3969,5005,5188,5085
"판매비와관리비",4496,4204,4169,4201
"인건비",999,716,753,768
"유무형자산상각비",-993,559,566,625
"연구개발비",320,54,51,48
"광고선전비",44,34,48,51
"판매비",-133,173,124,192
"관리비",148,547,552,489
"기타원가성비용",0,0,0,0
"기타",4111,2121,2073,2029
"영업이익",-523,801,1019,888
"영업이익(발표기준)",-523,799,1023,891
"금융수익",-23,302,124,84
"이자수익",89,40,27,27
"배당금수익",13,0,0,0
"외환이익",9,130,18,15
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",1,3,12,29
"금융자산평가이익",40,15,10,-6
"금융자산손상차손환입",0,0,0,0
"파생상품이익",20,0,0,4
"기타금융수익",-199,112,57,12
"금융원가",629,487,483,496
"이자비용",893,175,148,128
"외환손실",96,67,66,114
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",1,3,0,0
"금융자산처분손실",3,6,1,11
"금융자산평가손실",213,21,17,-9
"금융자산손상차손",1,0,0,0
"파생상품손실",3,0,1,0
"기타금융원가",-582,218,251,254
"기타수익",290,911,595,180
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",88,0,0,0
"자산처분(폐기)이익",1553,1,345,2
"자산평가이익",2,0,1,1
"자산손상차손환입",0,0,0,0
"임대료수익",10,2,2,1
"로열티수익",0,0,0,0
"수수료수익",2,0,0,0
"대손충당금환입",1,3,0,0
"충당부채환입액",18,0,0,0
"기타비용",1005,1232,464,41
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",43,22,0,12
"자산평가손실",1,1,-1,0
"자산손상차손",675,0,0,0
"기타대손상각비",29,1,1,2
"충당부채전입액",3,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-58,-1,50,-24
"지분법손익",-42,3,49,-6
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-20,0,0,0
"세전계속사업이익",-1950,289,840,588
"법인세비용",295,32,300,80
"계속영업이익",-2244,260,540,505
"중단영업이익",-1,0,0,0
"당기순이익",-2245,260,540,505
"지배주주순이익",-2170,226,506,494
"비지배주주순이익",-67,40,27,11
"자산",98979,100461,97986,95225
"유동자산",49701,49080,49594,46463
"재고자산",5186,5885,5748,5685
"유동생물자산",0,0,0,0
"유동금융자산",4754,4484,4956,3317
"매출채권및기타유동채권",10517,22160,9056,9867
"당기법인세자산",30,15,10,15
"계약자산",14963,2287,13826,14266
"반품(환불)자산",1,0,0,0
"배출권",0,0,0,0
"기타유동자산",5446,4999,4488,4454
"현금및현금성자산",8579,8422,10844,8678
"매각예정비유동자산및처분자산집단",223,825,664,178
"비유동자산",49279,51380,48392,48764
"유형자산",27791,30543,27494,27679
