"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",66256,62410,66542,16840,17242,17087
"매출원가",50634,46879,49605,11834,12054,12003
"매출총이익",15619,15529,16939,5005,5188,5085
"판매비와관리비",11937,14739,16704,4204,4169,4201
"인건비",2576,2703,3092,716,753,768
"유무형자산상각비",503,540,574,559,566,625
"연구개발비",327,408,451,54,51,48
"광고선전비",121,119,204,34,48,51
"판매비",102,493,546,173,124,192
"관리비",1361,1496,1676,547,552,489
"기타원가성비용",0,0,0,0,0,0
"기타",6946,8983,10160,2121,2073,2029
"영업이익",3683,791,233,801,1019,888
"영업이익(발표기준)",3683,789,233,799,1023,891
"금융수익",536,595,577,302,124,84
"이자수익",190,217,263,40,27,27
"배당금수익",17,11,20,0,0,0
"외환이익",312,287,190,130,18,15
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",8,14,7,3,12,29
"금융자산평가이익",7,46,76,15,10,-6
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",1,17,21,0,0,4
"기타금융수익",0,1,0,112,57,12
"금융원가",1537,1649,1851,487,483,496
"이자비용",1076,1196,1446,175,148,128
"외환손실",402,399,168,67,66,114
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",3,2,1,3,0,0
"금융자산처분손실",0,11,6,6,1,11
"금융자산평가손실",29,26,227,21,17,-9
"금융자산손상차손",10,3,1,0,0,0
"파생상품손실",13,11,3,0,1,0
"기타금융원가",3,0,1,218,251,254
"기타수익",2364,1676,3267,911,595,180
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",25,5,88,0,0,0
"자산처분(폐기)이익",166,174,1605,1,345,2
"자산평가이익",2,3,4,0,1,1
"자산손상차손환입",2,0,0,0,0,0
"임대료수익",9,6,12,2,2,1
"로열티수익",0,0,0,0,0,0
"수수료수익",2,4,2,0,0,0
"대손충당금환입",7,0,0,3,0,0
"충당부채환입액",1,0,18,0,0,0
"기타비용",2586,2455,2761,1232,464,41
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0,0,0
"자산처분(폐기)손실",59,159,83,22,0,12
"자산평가손실",1,3,1,1,-1,0
"자산손상차손",72,152,753,0,0,0
"기타대손상각비",55,31,70,1,1,2
"충당부채전입액",7,18,3,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-148,172,14,-1,50,-24
"지분법손익",72,57,29,3,49,-6
"종속기업,공동지배기업및관계기업투자주식처분손익",-219,106,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,-20,0,0,0
"세전계속사업이익",2311,-874,-522,289,840,588
"법인세비용",688,520,1147,32,300,80
"계속영업이익",1622,-1395,-1669,260,540,505
"중단영업이익",275,914,-1,0,0,0
"당기순이익",1897,-479,-1670,260,540,505
"지배주주순이익",1850,-860,-1685,226,506,494
"비지배주주순이익",136,407,99,40,27,11
"자산",100450,100465,98979,100461,97986,95225
"유동자산",47009,56293,49701,49080,49594,46463
"재고자산",3772,4054,5186,5885,5748,5685
"유동생물자산",0,0,0,0,0,0
"유동금융자산",3050,3535,4754,4484,4956,3317
"매출채권및기타유동채권",21327,9374,10517,22160,9056,9867
"당기법인세자산",48,20,30,15,10,15
"계약자산",2351,13102,14963,2287,13826,14266
"반품(환불)자산",0,2,1,0,0,0
"배출권",0,0,0,0,0,0
"기타유동자산",4497,4998,5446,4999,4488,4454
"현금및현금성자산",11842,8658,8579,8422,10844,8678
"매각예정비유동자산및처분자산집단",116,12549,223,825,664,178
"비유동자산",53443,44172,49279,51380,48392,48764
"유형자산",28849,27422,27791,30543,27494,27679
"무형자산",3642,3312,3357,3308,3173,2864
"비유동생물자산",0,0,0,0,0,0
"투자부동산",255,363,432,432,424,447
"장기금융자산",16598,8816,9953,3815,3773,3824
"관계기업등지분관련투자자산",759,734,929,914,1286,1404
"장기매출채권및기타비유동채권",1408,1664,1536,1137,1334,1402
"이연법인세자산",812,877,943,971,887,894
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",1117,984,4045,10076,9778,9975
"기타금융업자산",0,0,0,0,0,0
"부채",63275,65546,66294,65483,62816,56728
"유동부채",36964,43186,44597,42868,41820,38292
"단기사채",42,110,467,588,418,167
"단기차입금",8786,6229,9006,10046,8391,7793
"유동성장기부채",8487,7521,11153,7937,9171,9037
"유동금융부채",120,25,516,896,1300,799
"매입채무및기타유동채무",15431,9921,10844,9227,9185,8683
"유동종업원급여충당부채",5,5,3,2,4,4
"기타단기충당부채",17,1940,1824,1903,953,709
"당기법인세부채",723,350,1048,796,438,316
"계약부채",2592,7235,9142,10816,11284,10040
"반품(환불)부채",0,3,2,0,0,0
"배출부채",0,0,0,0,0,0
"기타유동부채",765,500,585,659,674,746
"매각예정으로분류된처분자산집단에포함된부채",1,9346,8,0,0,0
"비유동부채",26309,22361,21697,22614,20995,18434
"사채",12827,9183,7644,8097,7870,4957
"장기차입금",9115,9535,7662,7827,6554,6558
"비유동금융부채",1083,407,3176,3185,2989,3089
"장기매입채무및기타비유동채무",443,328,310,216,235,416
"비유동종업원급여충당부채",760,871,943,1039,1131,1244
"기타장기충당부채",1097,930,1327,937,924,900
"이연법인세부채",575,532,457,1242,1223,1220
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",409,577,177,73,69,52
"기타금융업부채",0,0,0,0,0,0
"자본",37178,34921,32683,34976,35170,38498
"지배기업주주지분",32295,29493,28429,30682,31299,34715
"자본금",5968,6037,6139,6146,6156,7440
"신종자본증권",0,0,1503,1503,1503,1503
"자본잉여금",8347,8479,8633,8637,8760,9859
"기타자본",-445,-1382,-1648,-1698,-1699,-1162
"기타포괄손익누계액",-54,-238,-191,2497,2513,2553
"이익잉여금(결손금)",18678,16851,14201,13797,14270,14750
"비지배주주지분",4681,5170,4049,4096,3666,3555
