"","X2017.12","X2018.12","X2019.12"
"매출액",66256,62410,66542
"매출원가",50634,46879,49605
"매출총이익",15619,15529,16939
"판매비와관리비",11937,14739,16704
"인건비",2576,2703,3092
"유무형자산상각비",503,540,574
"연구개발비",327,408,451
"광고선전비",121,119,204
"판매비",102,493,546
"관리비",1361,1496,1676
"기타원가성비용",0,0,0
"기타",6946,8983,10160
"영업이익",3683,791,233
"영업이익(발표기준)",3683,789,233
"금융수익",536,595,577
"이자수익",190,217,263
"배당금수익",17,11,20
"외환이익",312,287,190
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",8,14,7
"금융자산평가이익",7,46,76
"금융자산손상차손환입",0,0,0
"파생상품이익",1,17,21
"기타금융수익",0,1,0
"금융원가",1537,1649,1851
"이자비용",1076,1196,1446
"외환손실",402,399,168
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",3,2,1
"금융자산처분손실",0,11,6
"금융자산평가손실",29,26,227
"금융자산손상차손",10,3,1
"파생상품손실",13,11,3
"기타금융원가",3,0,1
"기타수익",2364,1676,3267
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",25,5,88
"자산처분(폐기)이익",166,174,1605
"자산평가이익",2,3,4
"자산손상차손환입",2,0,0
"임대료수익",9,6,12
"로열티수익",0,0,0
"수수료수익",2,4,2
"대손충당금환입",7,0,0
"충당부채환입액",1,0,18
"기타비용",2586,2455,2761
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0
"자산처분(폐기)손실",59,159,83
"자산평가손실",1,3,1
"자산손상차손",72,152,753
"기타대손상각비",55,31,70
"충당부채전입액",7,18,3
"종속기업,공동지배기업및관계기업관련손익",-148,172,14
"지분법손익",72,57,29
"종속기업,공동지배기업및관계기업투자주식처분손익",-219,106,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,-20
"세전계속사업이익",2311,-874,-522
"법인세비용",688,520,1147
"계속영업이익",1622,-1395,-1669
"중단영업이익",275,914,-1
"당기순이익",1897,-479,-1670
"지배주주순이익",1850,-860,-1685
"비지배주주순이익",136,407,99
"자산",100450,100465,98979
"유동자산",47009,56293,49701
"재고자산",3772,4054,5186
"유동생물자산",0,0,0
"유동금융자산",3050,3535,4754
"매출채권및기타유동채권",21327,9374,10517
"당기법인세자산",48,20,30
"계약자산",2351,13102,14963
"반품(환불)자산",0,2,1
"배출권",0,0,0
"기타유동자산",4497,4998,5446
"현금및현금성자산",11842,8658,8579
"매각예정비유동자산및처분자산집단",116,12549,223
"비유동자산",53443,44172,49279
"유형자산",28849,27422,27791
"무형자산",3642,3312,3357
"비유동생물자산",0,0,0
"투자부동산",255,363,432
"장기금융자산",16598,8816,9953
"관계기업등지분관련투자자산",759,734,929
"장기매출채권및기타비유동채권",1408,1664,1536
"이연법인세자산",812,877,943
"장기당기법인세자산",0,0,0
"기타비유동자산",1117,984,4045
"기타금융업자산",0,0,0
"부채",63275,65546,66294
"유동부채",36964,43186,44597
"단기사채",42,110,467
"단기차입금",8786,6229,9006
"유동성장기부채",8487,7521,11153
"유동금융부채",120,25,516
"매입채무및기타유동채무",15431,9921,10844
"유동종업원급여충당부채",5,5,3
"기타단기충당부채",17,1940,1824
"당기법인세부채",723,350,1048
"계약부채",2592,7235,9142
"반품(환불)부채",0,3,2
"배출부채",0,0,0
"기타유동부채",765,500,585
"매각예정으로분류된처분자산집단에포함된부채",1,9346,8
"비유동부채",26309,22361,21697
"사채",12827,9183,7644
"장기차입금",9115,9535,7662
"비유동금융부채",1083,407,3176
"장기매입채무및기타비유동채무",443,328,310
"비유동종업원급여충당부채",760,871,943
"기타장기충당부채",1097,930,1327
"이연법인세부채",575,532,457
"장기당기법인세부채",0,0,0
"기타비유동부채",409,577,177
"기타금융업부채",0,0,0
"자본",37178,34921,32683
"지배기업주주지분",32295,29493,28429
"자본금",5968,6037,6139
"신종자본증권",0,0,1503
"자본잉여금",8347,8479,8633
"기타자본",-445,-1382,-1648
"기타포괄손익누계액",-54,-238,-191
"이익잉여금(결손금)",18678,16851,14201
"비지배주주지분",4681,5170,4049
"영업활동으로인한현금흐름",4706,589,-1080
"당기순손익",1991,-479,-1670
"법인세비용차감전계속사업이익",-101,0,0
"현금유출이없는비용등가산",11610,11668,11494
"퇴직급여",543,548,553
"종업원급여",30,26,32
"주식보상비",1,4,14
"감가상각비",5272,4823,3573
"무형자산상각비",432,443,464
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",60,35,70
"배당금지급",0,0,0
"금융부채관련손실",0,0,1
"사채상환손실",0,3,1
"투자자산평가손실",0,0,0
"자산재평가손실",0,1,0
"지분법관련손실",1,0,16
"종속기업관련손실",219,0,0
"관계기업관련손익",58,2,49
"(현금유입이없는수익등차감)",2432,1959,3227
"금융부채관련이익",0,0,0
"사채상환이익",0,1,0
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",0,0,0
"자산재평가이익",0,0,0
"지분법관련이익",73,59,60
"종속회사관련이익",0,106,2
"법인세수익",123,177,9
"영업활동으로인한자산부채변동(운전자본변동)",-4598,-6653,-6147
"자산의감소(증가)",-5007,-5898,-6297
"부채의증가(감소)",187,-765,8
"정부보조금등의변동",0,0,0
"기타운전자본의변동",222,10,142
"*영업에서창출된현금흐름",6471,2575,451
"기타영업활동으로인한현금흐름",-1765,-1987,-1530
"이자수입",229,242,317
"이자지급(-)",-1276,-1359,-1350
"배당금수입",46,29,36
"배당금지급(-)",0,0,0
"법인세환입",1,22,14
"법인세납부(-)",-761,-919,-548
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-2089,-3179,-1828
"투자활동으로인한현금유입액",5235,9092,10716
"유동금융자산의감소",2518,2646,6237
"장기금융상품의감소",230,18,24
"매도가능금융자산의감소",85,2,23
"만기보유금융자산의감소",0,0,0
"장기대여금의감소",7,6,6
"파생상품의변동",647,581,546
"기타비유동금융자산의감소",408,4334,519
"관계기업등지분관련투자자산의감소",4,55,35
"유형자산의감소",226,877,76
"무형자산의감소",43,90,31
"생물자산의감소",0,0,0
"투자부동산의감소",5,0,2
"기타투자활동으로인한현금유입액",1062,483,3217
"(투자활동으로인한현금유출액)",7328,12270,12546
"유동금융자산의증가",2508,4126,7298
"장기금융상품의증가",61,31,52
"매도가능금융자산의증가",162,31,65
"만기보유금융자산의증가",0,0,0
"장기대여금의증가",17,123,36
"기타비유동금융자산의증가",932,4221,716
"관계기업등지분관련투자자산의증가",161,89,198
"유형자산의증가",2561,1732,2342
"무형자산의증가",251,340,208
"생물자산의증가",0,0,0
"투자부동산의증가",12,2,14
"기타투자활동으로인한현금유출액",457,915,891
"기타투자활동으로인한현금흐름",2,3,5
"재무활동으로인한현금흐름",-1444,-417,2860
"재무활동으로인한현금유입액",24748,27501,26584
"사채의증가",6274,5838,4216
"차입금의증가",17609,21406,20661
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",285,11,7
"기타부채의증가",0,0,0
"유상증자",80,160,50
"자기주식의처분",447,23,43
"주식매입선택권의행사",1,0,0
"자본구성항목의증가",0,1,0
"기타재무활동으로인한현금유입액",52,64,1607
"(재무활동으로인한현금유출액)",25848,27259,23083
"사채의감소",3393,3669,1783
"차입금의감소",16883,16776,13888
"미지급금의감소",0,0,0
"유동성장기부채의감소",5227,5492,6704
"기타금융부채의감소",246,13,243
"기타부채의감소",0,0,0
"유상감자",0,0,0
"자기주식의취득",30,966,38
"자본구성항목의감소",0,2,162
"기타재무활동으로인한현금유출액",68,341,265
"기타재무활동으로인한현금흐름",-342,-657,-641
"영업투자재무활동기타현금흐름",0,-234,-1
"연결범위변동으로인한현금의증가",0,0,0
"환율변동효과",-166,56,-31
"현금및현금성자산의증가",1010,-3183,-79
"기초현금및현금성자산",10831,11842,8658
"기말현금및현금성자산",11842,8658,8579
