"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"예대율",0.95,0.96,0.96,0.97,0.97,0.99
"자산성장률",NA,0.08,0.04,0,0.04,0.01
"매출성장률",NA,0.06,0.04,-0.42,0.25,-0.4
"opm",0.29,0.29,0.32,0.25,0.3,0.18
"roe",0.06,0.06,0.06,0.01,0.01,0.01
"roa",0,0,0,0,0,0
