"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"예대율",1.05,1.04,1.03,1.05,1.05,1.04
"자산성장률",NA,0.05,0.06,0.02,0.05,0
"매출성장률",NA,0.26,0.08,2.02,0.14,-0.19
"opm",0.26,0.32,0.37,0.38,0.44,0.35
"roe",0.06,0.06,0.07,0.02,0.02,0.02
"roa",0,0.01,0.01,0,0,0
