"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"예대율",1.03,1.05,1.04,1.02,1.01,1.03
"자산성장률",NA,0.07,0.09,0.04,0,0.01
"매출성장률",NA,0.16,0.03,0.17,0.07,0.14
"opm",0.53,0.56,0.56,0.62,0.65,0.73
"roe",0.09,0.08,0.08,0.02,0.02,0.02
"roa",0.01,0.01,0.01,0,0,0
