"","215200","019680","095720","057030","067280","096240","108490","068930","072870","289010","225330","038340","040420","133750","100220","215100","053290","134060","035290","036180"
"2016-01-25",11884,8460,9381,3890,44600,12400,NA,3000,13209,NA,NA,9217,6260,3830,7870,4010,4070,5520,6408,6350
"2016-01-26",11864,8540,9381,3900,44300,12100,NA,2975,13344,NA,NA,9158,6230,3700,7790,4010,4005,5500,6453,6240
"2016-01-27",11904,8870,9261,3900,44800,12850,NA,2940,13142,NA,NA,8983,6260,3640,7890,4000,4030,5220,6386,6120
"2016-01-28",11704,9080,9261,3990,45300,12600,NA,2960,13091,NA,NA,9013,6350,3650,7970,4000,4070,5130,6031,6350
"2016-01-29",11604,9110,9500,3950,44800,13000,NA,3000,13007,NA,NA,8779,6450,3740,8000,4020,4120,5050,5886,6360
"2016-02-01",11404,8960,9818,4045,44850,12950,NA,3000,13058,NA,NA,8575,6460,3755,8000,4020,3985,5120,5864,6400
"2016-02-02",11284,9000,10851,4190,45300,13250,NA,2990,12990,NA,NA,8517,6440,3650,8030,4020,3980,5650,5609,6190
"2016-02-03",11144,9060,11368,4170,44000,13950,NA,2990,12940,NA,NA,8167,6380,3585,7950,4020,4020,5890,5609,5990
"2016-02-04",11224,9060,11925,4180,44300,14200,NA,3000,12957,NA,NA,7613,6380,3740,7930,4020,4000,6340,5587,6140
"2016-02-05",11384,9020,11845,4170,44350,13900,NA,3000,12738,NA,NA,7788,6420,3795,7970,4020,4020,6500,5598,6380
"2016-02-11",11144,9040,11845,4020,42400,13050,NA,2945,12620,NA,NA,6446,6390,3730,8020,4040,3890,6280,5542,6010
"2016-02-12",10604,8960,11646,3900,39500,13250,NA,2890,12468,NA,NA,6008,6280,3485,8780,4050,3835,6180,5392,5750
"2016-02-15",10784,9010,12044,4030,40300,13400,NA,2905,12704,NA,NA,6329,6350,3520,9470,4010,3905,6310,5492,5820
"2016-02-16",10804,9080,12640,4090,40850,13450,NA,2965,12839,NA,NA,6533,6370,3700,9280,4020,3920,6350,5598,5870
"2016-02-17",10784,9130,12004,4070,40550,13100,NA,2910,12670,NA,NA,6825,6390,3570,8930,4010,3885,6150,5475,5770
"2016-02-18",10784,9000,12044,4080,41400,13650,NA,2930,12653,NA,NA,6942,6410,3665,9090,4010,3905,6200,5598,5900
"2016-02-19",10804,9070,11885,4220,41600,13800,NA,2940,12670,NA,NA,6738,6440,3765,9110,4050,3915,5870,5548,5930
"2016-02-22",10744,9040,11805,4220,41500,14100,NA,2940,12738,NA,NA,6708,6400,3805,8930,4080,3930,5620,5442,5930
"2016-02-23",10724,9010,11805,4100,40900,13700,NA,2940,12704,NA,NA,6883,6430,3870,8950,4030,4070,5400,5314,5840
"2016-02-24",10684,9000,11686,3985,40600,14000,NA,3000,12788,NA,NA,6825,6430,4070,8950,4030,4055,5840,5326,5790
"2016-02-25",10664,9620,11845,3980,40800,14100,NA,2935,12805,NA,NA,6592,6420,4125,9010,3990,4065,5470,5320,5700
"2016-02-26",10664,9650,11646,3950,43650,14900,NA,2935,12923,NA,NA,6446,6390,4235,9200,4050,4090,5600,5287,5800
