"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",8608,8075,7583,8161
"매출원가",4556,4483,4076,4330
"매출총이익",4051,3598,3507,3828
"판매비와관리비",3578,3703,3357,3383
"인건비",1201,1169,1107,1111
"유무형자산상각비",433,421,431,440
"연구개발비",107,70,74,81
"광고선전비",390,497,270,270
"판매비",271,282,295,296
"관리비",1109,1160,1065,1062
"기타원가성비용",0,0,0,0
"기타",62,103,110,124
"영업이익",475,-109,150,443
"영업이익(발표기준)",475,-109,150,443
"금융수익",1330,212,101,92
"이자수익",117,40,37,26
"배당금수익",150,2,4,0
"외환이익",0,15,-1,-4
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",42,35,27,11
"금융자산평가이익",35,4,24,34
"금융자산손상차손환입",0,0,0,0
"파생상품이익",444,0,0,0
"기타금융수익",543,114,11,25
"금융원가",1130,272,64,49
"이자비용",760,210,53,37
"외환손실",13,17,-5,-4
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",6,2,2,0
"금융자산평가손실",143,39,-5,0
"금융자산손상차손",0,0,3,0
"파생상품손실",-1,0,0,0
"기타금융원가",208,5,16,14
"기타수익",159,134,88,150
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-2,10,-4,9
"자산처분(폐기)이익",40,12,32,14
"자산평가이익",10,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",0,0,0,0
"로열티수익",0,0,0,0
"수수료수익",0,0,0,0
"대손충당금환입",7,2,5,6
"충당부채환입액",28,3,2,14
"기타비용",2434,184,57,65
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",1,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",59,115,-56,-13
"자산처분(폐기)손실",19,1,12,4
"자산평가손실",0,0,0,0
"자산손상차손",2041,13,16,2
"기타대손상각비",50,3,28,3
"충당부채전입액",164,0,7,0
"종속기업,공동지배기업및관계기업관련손익",-554,-23,18,3
"지분법손익",-566,-36,-8,4
"종속기업,공동지배기업및관계기업투자주식처분손익",0,13,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-2152,-239,234,578
"법인세비용",-362,10,90,138
"계속영업이익",-1789,-251,143,440
"중단영업이익",-4,0,-3,0
"당기순이익",-1793,-251,139,440
"지배주주순이익",-1808,-225,153,366
"비지배주주순이익",-22,-9,35,27
"자산",58995,41072,39748,39795
"유동자산",35166,16301,15058,15310
