"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",382853,446548,481986,113190,113731,110288
"매출원가",309178,365040,395007,93280,95414,91195
"매출총이익",73673,81501,86979,19910,18316,19102
"판매비와관리비",46845,50917,56224,16063,14126,13488
"인건비",18150,19040,21057,6971,5227,5039
"유무형자산상각비",2300,2094,3120,896,810,825
"연구개발비",4916,5697,6718,1682,1597,1762
"광고선전비",1811,2020,2640,602,566,468
"판매비",5830,6613,5969,1947,1695,1223
"관리비",12155,11852,12433,2799,2425,2532
"기타원가성비용",0,0,0,0,0,0
"기타",1691,3589,4283,1158,1797,1631
"영업이익",26828,30585,30756,3845,4196,5610
"영업이익(발표기준)",26828,30585,30756,3845,4196,5610
"금융수익",16664,9232,10703,7237,411,1492
"이자수익",1068,1276,1631,323,366,293
"배당금수익",88,129,204,70,14,1
"외환이익",11498,4338,5312,3458,577,974
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",35,81,89,5,5,23
"금융자산평가이익",13,94,87,17,23,102
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",3935,3273,3246,3293,-692,-153
"기타금융수익",25,37,123,71,109,245
"금융원가",25306,19795,20340,10611,2374,3572
"이자비용",9203,9797,10219,2283,2446,2275
"외환손실",9221,5423,5770,3870,833,620
"대손상각비",20,0,0,0,2,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",3,1,4,4,3,1
"금융자산처분손실",13,40,9,5,3,22
"금융자산평가손실",18,96,180,153,-25,-11
"금융자산손상차손",25,7,0,0,0,0
"파생상품손실",5278,3312,3033,4015,-1576,-167
"기타금융원가",1524,1114,1131,276,686,829
"기타수익",3921,4179,2989,1257,1792,714
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",7,9,6,1,1,1
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,28,36,3,-8,2
"자산처분(폐기)이익",1336,211,302,101,49,91
"자산평가이익",11,3,1,10,4,119
"자산손상차손환입",177,27,75,1,1,39
"임대료수익",36,34,47,14,10,9
"로열티수익",0,0,0,0,0,0
"수수료수익",73,109,84,17,-3,22
"대손충당금환입",30,245,31,6,15,-13
"충당부채환입액",1,3,2,0,1,0
"기타비용",8159,9860,9850,2294,3363,828
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",6,2,2,8,7,1
"당기손익-공정가치측정<U+00A0>금융자산평가손실",7,126,87,45,-14,-1
"자산처분(폐기)손실",674,661,882,165,134,122
"자산평가손실",86,17,54,54,-23,12
"자산손상차손",1208,1259,1522,10,1293,28
"기타대손상각비",1941,3920,1974,836,1261,112
"충당부채전입액",0,45,47,0,7,0
"종속기업,공동지배기업및관계기업관련손익",-296,-405,-132,-164,-142,66
"지분법손익",-298,-454,-130,-163,-113,73
"종속기업,공동지배기업및관계기업투자주식처분손익",0,52,4,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-1,0,-17,0,0,0
"세전계속사업이익",13667,13936,14121,-728,516,3492
"법인세비용",5668,7408,7492,1717,1705,2253
"계속영업이익",7991,6529,6630,-2451,-1189,1231
"중단영업이익",-469,-1071,3,-6,-3,-2
"당기순이익",7524,5459,6631,-2457,-1192,1229
"지배주주순이익",3944,2223,1547,-3386,-2385,294
"비지배주주순이익",3313,2901,4974,795,1160,1002
"자산",594665,658323,679724,722050,720666,709618
"유동자산",245266,284728,281396,314968,314699,304809
"재고자산",68564,85456,92097,100267,93971,90103
"유동생물자산",0,0,0,0,0,0
"유동금융자산",16168,20660,24605,35100,37829,34481
"매출채권및기타유동채권",93817,105873,104759,111857,103064,98652
"당기법인세자산",144,157,208,198,159,204
"계약자산",165,2662,2400,2245,2329,2489
"반품(환불)자산",0,270,218,260,257,215
"배출권",0,0,1,0,0,0
"기타유동자산",11526,14404,15313,17128,15625,15369
"현금및현금성자산",51765,54692,41329,47542,60962,61996
"매각예정비유동자산및처분자산집단",3122,560,476,374,512,1294
"비유동자산",349402,373599,398324,407086,405961,404806
"유형자산",149722,160909,160333,168855,169386,168144
"무형자산",151696,157680,168404,175235,173264,172529
"비유동생물자산",0,0,0,0,0,0
"투자부동산",3539,6055,17113,12794,13065,13059
"장기금융자산",21897,24808,23503,20063,19148,15814
"관계기업등지분관련투자자산",5075,4742,7788,7092,7865,8460
"장기매출채권및기타비유동채권",4808,7238,7681,8830,8994,12875
"이연법인세자산",10772,10073,8704,9005,8854,8648
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",1892,2082,4789,5211,5381,5083
"기타금융업자산",0,0,0,0,0,0
"부채",366805,405933,415327,451904,451871,437939
"유동부채",224259,247525,287047,314692,306801,285060
"단기사채",1691,2250,4966,3472,5555,10451
"단기차입금",72076,68287,77284,89939,107078,112585
"유동성장기부채",34319,33296,58117,56539,46412,23824
"유동금융부채",8226,6928,7948,9377,6204,4321
"매입채무및기타유동채무",90824,114849,109494,122728,110840,103545
"유동종업원급여충당부채",77,97,120,23,29,23
"기타단기충당부채",4587,5109,9032,10080,10138,9976
"당기법인세부채",1549,1563,1711,2830,2452,2249
"계약부채",74,2032,1725,1961,1984,1906
"반품(환불)부채",3,340,184,188,204,185
"배출부채",0,5,0,2,0,0
"기타유동부채",9498,12683,16456,17547,15897,15843
"매각예정으로분류된처분자산집단에포함된부채",1316,79,12,12,15,149
"비유동부채",142543,158415,128272,137210,145066,152875
"사채",41913,37907,26956,22207,35098,47277
"장기차입금",57194,72175,44456,55888,52044,47205
"비유동금융부채",4783,4366,7561,7776,5324,5020
"장기매입채무및기타비유동채무",4517,6533,8345,9179,7575,7785
"비유동종업원급여충당부채",18209,17008,18396,18860,20338,20538
"기타장기충당부채",3579,4821,6527,6780,7564,6917
"이연법인세부채",6912,10003,10737,11070,11738,12615
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",5439,5591,5014,5195,5126,5106
"기타금융업부채",0,0,0,0,0,0
"자본",227858,252392,264402,270144,268797,271680
"지배기업주주지분",164065,178824,185807,188511,185755,187288
"자본금",25894,28187,33590,36700,37117,38508
"신종자본증권",197,152,33,33,33,33
"자본잉여금",79572,93290,94856,96579,96136,95656
"기타자본",-5120,-5731,-4825,-5628,-5334,-5334
"기타포괄손익누계액",5556,4814,5422,6430,7592,8356
"이익잉여금(결손금)",71564,72258,70916,69354,65212,65133
"비지배주주지분",50199,59419,64406,66676,68049,69328
"영업활동으로인한현금흐름",17625,28249,22902,16,7250,7176
"당기순손익",7490,5245,6706,-1873,-1548,991
"법인세비용차감전계속사업이익",-116,350,382,-704,435,296
"현금유출이없는비용등가산",50717,48479,51507,18631,11182,10458
"퇴직급여",3210,3202,3197,922,970,863
"종업원급여",42,45,39,7,4,6
"주식보상비",12,44,65,5,2,3
"감가상각비",8440,9033,11280,2975,2999,2857
"무형자산상각비",4188,3987,3431,925,934,935
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",0,5,19,0,0,0
"기타의대손상각비",1939,3708,1882,866,1267,98
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",49,199,163,18,30,111
"사채상환손실",245,78,76,2,351,231
"투자자산평가손실",5,0,0,10,-8,5
"자산재평가손실",0,0,0,0,0,0
"지분법관련손실",418,543,401,82,240,29
"종속기업관련손실",4,4,69,0,0,0
"관계기업관련손익",117,198,83,116,-7,28
"(현금유입이없는수익등차감)",12616,7261,7972,6462,-1006,1901
"금융부채관련이익",53,13,85,183,10,-75
"사채상환이익",3,31,21,13,4,32
"퇴직급여충당부채환입액",0,0,4,0,3,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,1
"주식보상비환입",0,0,3,5,-1,-3
"투자자산평가이익",10,1,0,0,0,2
"자산재평가이익",0,0,0,0,0,0
"지분법관련이익",137,103,82,7,18,90
"종속회사관련이익",9,30,89,6,-4,2
"법인세수익",202,134,189,24,26,22
"영업활동으로인한자산부채변동(운전자본변동)",-17785,-8689,-15159,-7636,-1452,163
"자산의감소(증가)",-15939,-20676,-219,-13768,6169,8962
"부채의증가(감소)",-586,12536,-15223,5452,-7216,-8533
"정부보조금등의변동",-7,-19,-15,-3,-6,-5
"기타운전자본의변동",-1253,-528,295,693,-403,-259
"*영업에서창출된현금흐름",27689,38121,35454,1966,9623,10007
"기타영업활동으로인한현금흐름",-10063,-9875,-12553,-1947,-2374,-2840
"이자수입",1067,1196,1555,298,411,298
"이자지급(-)",-8038,-8190,-8347,-1776,-2026,-1827
"배당금수입",114,191,237,79,58,6
"배당금지급(-)",-40,-4,-5,0,-23,-3
"법인세환입",5,111,4,20,1,30
"법인세납부(-)",-3171,-3176,-5995,-575,-792,-1343
"중단영업관련현금흐름",0,0,0,0,0,0
"투자활동으로인한현금흐름",-19067,-23693,-33147,-4348,-6503,-3061
"투자활동으로인한현금유입액",19440,27590,48123,15708,10504,10259
"유동금융자산의감소",10136,14426,30618,10122,6456,8859
"장기금융상품의감소",176,427,542,306,140,119
"매도가능금융자산의감소",1009,4,0,0,63,-63
"만기보유금융자산의감소",5,14,3,1,2,0
"장기대여금의감소",1825,1440,4150,2476,2961,404
"파생상품의변동",132,22,34,13,7,21
"기타비유동금융자산의감소",1359,7617,7272,122,351,148
"관계기업등지분관련투자자산의감소",214,844,711,1445,87,70
"유형자산의감소",2128,1097,2468,76,182,336
"무형자산의감소",93,66,166,20,39,141
"생물자산의감소",0,0,0,0,0,0
"투자부동산의감소",139,38,45,1,10,2
"기타투자활동으로인한현금유입액",2220,1581,2105,1116,205,221
"(투자활동으로인한현금유출액)",38539,51315,81314,20070,17012,13330
"유동금융자산의증가",11664,16767,34738,11662,9980,6682
"장기금융상품의증가",403,1230,450,366,551,-154
"매도가능금융자산의증가",1795,105,38,40,-40,10
"만기보유금융자산의증가",39,2,1,0,1,0
"장기대여금의증가",2960,2972,4530,1381,958,881
"기타비유동금융자산의증가",634,7691,6167,487,374,835
"관계기업등지분관련투자자산의증가",2795,2306,2462,685,638,601
"유형자산의증가",10508,11689,14246,3763,3154,3031
"무형자산의증가",4580,5410,7419,1225,1065,1019
"생물자산의증가",0,0,0,0,0,0
"투자부동산의증가",1839,2,6179,7,89,12
"기타투자활동으로인한현금유출액",1269,3118,4875,416,203,397
"기타투자활동으로인한현금흐름",31,37,46,16,7,7
"재무활동으로인한현금흐름",13782,-4543,-3980,9127,13116,-2901
"재무활동으로인한현금유입액",148610,139655,173361,55652,68267,42700
"사채의증가",33805,11295,22551,3380,11828,14034
"차입금의증가",87457,79525,100844,43453,39752,21544
"미지급금의증가",244,1,1,0,0,0
"유동성장기부채의증가",0,0,0,0,1,-1
"기타금융부채의증가",16566,40363,40226,8717,16086,5672
"기타부채의증가",0,141,1000,35,-35,0
"유상증자",6414,1233,8222,21,12,16
"자기주식의처분",149,91,190,0,2,21
"주식매입선택권의행사",8,30,14,0,0,0
"자본구성항목의증가",67,90,86,16,94,1153
"기타재무활동으로인한현금유입액",3898,6881,223,31,529,264
"(재무활동으로인한현금유출액)",131410,140530,173355,46279,52873,45497
"사채의감소",8195,6296,5796,692,506,8378
"차입금의감소",64364,72582,99579,27525,24013,18202
"미지급금의감소",253,0,0,0,0,0
"유동성장기부채의감소",29775,21325,24352,6581,13697,10777
"기타금융부채의감소",22599,36066,39785,10685,14009,8060
"기타부채의감소",0,0,0,0,24,0
"유상감자",0,0,0,0,0,0
"자기주식의취득",323,267,362,622,601,110
"자본구성항목의감소",0,82,32,1,7,-2
"기타재무활동으로인한현금유출액",5899,3912,3448,167,18,-28
"기타재무활동으로인한현금흐름",-3425,-3666,-3991,-247,-2282,-100
"영업투자재무활동기타현금흐름",0,1,-15,-8,-14,0
"연결범위변동으로인한현금의증가",47,41,-8,-2,2,0
"환율변동효과",-1282,96,681,755,-405,-112
"현금및현금성자산의증가",11116,155,-13567,5538,13446,1096
"기초현금및현금성자산",40655,54546,54891,42017,47556,60962
"기말현금및현금성자산",51770,54696,41329,47556,60962,62009
