"","X2017.12","X2018.12","X2019.12"
"매출액",382853,446548,481986
"매출원가",309178,365040,395007
"매출총이익",73673,81501,86979
"판매비와관리비",46845,50917,56224
"인건비",18150,19040,21057
"유무형자산상각비",2300,2094,3120
"연구개발비",4916,5697,6718
"광고선전비",1811,2020,2640
"판매비",5830,6613,5969
"관리비",12155,11852,12433
"기타원가성비용",0,0,0
"기타",1691,3589,4283
"영업이익",26828,30585,30756
"영업이익(발표기준)",26828,30585,30756
"금융수익",16664,9232,10703
"이자수익",1068,1276,1631
"배당금수익",88,129,204
"외환이익",11498,4338,5312
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",35,81,89
"금융자산평가이익",13,94,87
"금융자산손상차손환입",0,0,0
"파생상품이익",3935,3273,3246
"기타금융수익",25,37,123
"금융원가",25306,19795,20340
"이자비용",9203,9797,10219
"외환손실",9221,5423,5770
"대손상각비",20,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",3,1,4
"금융자산처분손실",13,40,9
"금융자산평가손실",18,96,180
"금융자산손상차손",25,7,0
"파생상품손실",5278,3312,3033
"기타금융원가",1524,1114,1131
"기타수익",3921,4179,2989
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",7,9,6
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,28,36
"자산처분(폐기)이익",1336,211,302
"자산평가이익",11,3,1
"자산손상차손환입",177,27,75
"임대료수익",36,34,47
"로열티수익",0,0,0
"수수료수익",73,109,84
"대손충당금환입",30,245,31
"충당부채환입액",1,3,2
"기타비용",8159,9860,9850
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",6,2,2
"당기손익-공정가치측정<U+00A0>금융자산평가손실",7,126,87
"자산처분(폐기)손실",674,661,882
"자산평가손실",86,17,54
"자산손상차손",1208,1259,1522
"기타대손상각비",1941,3920,1974
"충당부채전입액",0,45,47
"종속기업,공동지배기업및관계기업관련손익",-296,-405,-132
"지분법손익",-298,-454,-130
"종속기업,공동지배기업및관계기업투자주식처분손익",0,52,4
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-1,0,-17
"세전계속사업이익",13667,13936,14121
"법인세비용",5668,7408,7492
"계속영업이익",7991,6529,6630
"중단영업이익",-469,-1071,3
"당기순이익",7524,5459,6631
"지배주주순이익",3944,2223,1547
"비지배주주순이익",3313,2901,4974
"자산",594665,658323,679724
"유동자산",245266,284728,281396
"재고자산",68564,85456,92097
"유동생물자산",0,0,0
"유동금융자산",16168,20660,24605
"매출채권및기타유동채권",93817,105873,104759
"당기법인세자산",144,157,208
"계약자산",165,2662,2400
"반품(환불)자산",0,270,218
"배출권",0,0,1
"기타유동자산",11526,14404,15313
"현금및현금성자산",51765,54692,41329
"매각예정비유동자산및처분자산집단",3122,560,476
"비유동자산",349402,373599,398324
"유형자산",149722,160909,160333
"무형자산",151696,157680,168404
"비유동생물자산",0,0,0
"투자부동산",3539,6055,17113
"장기금융자산",21897,24808,23503
"관계기업등지분관련투자자산",5075,4742,7788
"장기매출채권및기타비유동채권",4808,7238,7681
"이연법인세자산",10772,10073,8704
"장기당기법인세자산",0,0,0
"기타비유동자산",1892,2082,4789
"기타금융업자산",0,0,0
"부채",366805,405933,415327
"유동부채",224259,247525,287047
"단기사채",1691,2250,4966
"단기차입금",72076,68287,77284
"유동성장기부채",34319,33296,58117
"유동금융부채",8226,6928,7948
"매입채무및기타유동채무",90824,114849,109494
"유동종업원급여충당부채",77,97,120
"기타단기충당부채",4587,5109,9032
"당기법인세부채",1549,1563,1711
"계약부채",74,2032,1725
"반품(환불)부채",3,340,184
"배출부채",0,5,0
"기타유동부채",9498,12683,16456
"매각예정으로분류된처분자산집단에포함된부채",1316,79,12
"비유동부채",142543,158415,128272
"사채",41913,37907,26956
"장기차입금",57194,72175,44456
"비유동금융부채",4783,4366,7561
"장기매입채무및기타비유동채무",4517,6533,8345
"비유동종업원급여충당부채",18209,17008,18396
"기타장기충당부채",3579,4821,6527
"이연법인세부채",6912,10003,10737
"장기당기법인세부채",0,0,0
"기타비유동부채",5439,5591,5014
"기타금융업부채",0,0,0
"자본",227858,252392,264402
"지배기업주주지분",164065,178824,185807
"자본금",25894,28187,33590
"신종자본증권",197,152,33
"자본잉여금",79572,93290,94856
"기타자본",-5120,-5731,-4825
"기타포괄손익누계액",5556,4814,5422
"이익잉여금(결손금)",71564,72258,70916
"비지배주주지분",50199,59419,64406
"영업활동으로인한현금흐름",17625,28249,22902
"당기순손익",7490,5245,6706
"법인세비용차감전계속사업이익",-116,350,382
"현금유출이없는비용등가산",50717,48479,51507
"퇴직급여",3210,3202,3197
"종업원급여",42,45,39
"주식보상비",12,44,65
"감가상각비",8440,9033,11280
"무형자산상각비",4188,3987,3431
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,5,19
"기타의대손상각비",1939,3708,1882
"배당금지급",0,0,0
"금융부채관련손실",49,199,163
"사채상환손실",245,78,76
"투자자산평가손실",5,0,0
"자산재평가손실",0,0,0
"지분법관련손실",418,543,401
"종속기업관련손실",4,4,69
"관계기업관련손익",117,198,83
"(현금유입이없는수익등차감)",12616,7261,7972
"금융부채관련이익",53,13,85
"사채상환이익",3,31,21
"퇴직급여충당부채환입액",0,0,4
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,3
"투자자산평가이익",10,1,0
"자산재평가이익",0,0,0
"지분법관련이익",137,103,82
"종속회사관련이익",9,30,89
"법인세수익",202,134,189
"영업활동으로인한자산부채변동(운전자본변동)",-17785,-8689,-15159
"자산의감소(증가)",-15939,-20676,-219
"부채의증가(감소)",-586,12536,-15223
"정부보조금등의변동",-7,-19,-15
"기타운전자본의변동",-1253,-528,295
"*영업에서창출된현금흐름",27689,38121,35454
"기타영업활동으로인한현금흐름",-10063,-9875,-12553
"이자수입",1067,1196,1555
"이자지급(-)",-8038,-8190,-8347
"배당금수입",114,191,237
"배당금지급(-)",-40,-4,-5
"법인세환입",5,111,4
"법인세납부(-)",-3171,-3176,-5995
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-19067,-23693,-33147
"투자활동으로인한현금유입액",19440,27590,48123
"유동금융자산의감소",10136,14426,30618
"장기금융상품의감소",176,427,542
"매도가능금융자산의감소",1009,4,0
"만기보유금융자산의감소",5,14,3
"장기대여금의감소",1825,1440,4150
"파생상품의변동",132,22,34
"기타비유동금융자산의감소",1359,7617,7272
"관계기업등지분관련투자자산의감소",214,844,711
"유형자산의감소",2128,1097,2468
"무형자산의감소",93,66,166
"생물자산의감소",0,0,0
"투자부동산의감소",139,38,45
"기타투자활동으로인한현금유입액",2220,1581,2105
"(투자활동으로인한현금유출액)",38539,51315,81314
"유동금융자산의증가",11664,16767,34738
"장기금융상품의증가",403,1230,450
"매도가능금융자산의증가",1795,105,38
"만기보유금융자산의증가",39,2,1
"장기대여금의증가",2960,2972,4530
"기타비유동금융자산의증가",634,7691,6167
"관계기업등지분관련투자자산의증가",2795,2306,2462
"유형자산의증가",10508,11689,14246
"무형자산의증가",4580,5410,7419
"생물자산의증가",0,0,0
"투자부동산의증가",1839,2,6179
"기타투자활동으로인한현금유출액",1269,3118,4875
"기타투자활동으로인한현금흐름",31,37,46
"재무활동으로인한현금흐름",13782,-4543,-3980
"재무활동으로인한현금유입액",148610,139655,173361
"사채의증가",33805,11295,22551
"차입금의증가",87457,79525,100844
"미지급금의증가",244,1,1
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",16566,40363,40226
"기타부채의증가",0,141,1000
"유상증자",6414,1233,8222
"자기주식의처분",149,91,190
"주식매입선택권의행사",8,30,14
"자본구성항목의증가",67,90,86
"기타재무활동으로인한현금유입액",3898,6881,223
"(재무활동으로인한현금유출액)",131410,140530,173355
"사채의감소",8195,6296,5796
"차입금의감소",64364,72582,99579
"미지급금의감소",253,0,0
"유동성장기부채의감소",29775,21325,24352
"기타금융부채의감소",22599,36066,39785
"기타부채의감소",0,0,0
"유상감자",0,0,0
"자기주식의취득",323,267,362
"자본구성항목의감소",0,82,32
"기타재무활동으로인한현금유출액",5899,3912,3448
"기타재무활동으로인한현금흐름",-3425,-3666,-3991
"영업투자재무활동기타현금흐름",0,1,-15
"연결범위변동으로인한현금의증가",47,41,-8
"환율변동효과",-1282,96,681
"현금및현금성자산의증가",11116,155,-13567
"기초현금및현금성자산",40655,54546,54891
"기말현금및현금성자산",51770,54696,41329
