"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",206617,220837,217810,54268,56340,54824
"매출원가",180208,193941,191632,47184,48827,47778
"매출총이익",26407,26896,26175,7087,7511,7047
"판매비와관리비",18354,19830,21291,5350,5258,4858
"인건비",6819,7385,7603,1966,1824,1696
"유무형자산상각비",832,856,1248,330,335,309
"연구개발비",1506,1787,1951,521,460,514
"광고선전비",205,262,222,31,68,44
"판매비",2810,2836,3808,845,816,517
"관리비",3748,4102,3967,1026,923,771
"기타원가성비용",0,0,0,0,0,0
"기타",2431,2599,2491,632,830,1005
"영업이익",8057,7064,4886,1736,2251,2190
"영업이익(발표기준)",9308,8618,5689,1948,2379,2420
"금융수익",1548,1805,1969,769,373,462
"이자수익",368,539,568,127,102,93
"배당금수익",18,18,22,0,11,17
"외환이익",859,607,502,398,152,99
"대손충당금환입액",-14,0,0,10,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",39,260,102,6,21,7
"금융자산평가이익",6,114,501,82,-51,96
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",251,252,263,141,93,105
"기타금융수익",19,12,13,4,46,43
"금융원가",4264,3619,3746,1291,937,910
"이자비용",2313,2608,2887,669,645,587
"외환손실",921,499,435,311,182,129
"대손상각비",0,36,0,3,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",33,29,42,8,7,2
"금융자산처분손실",1,12,6,2,3,19
"금융자산평가손실",5,91,76,65,71,-33
"금융자산손상차손",92,0,0,0,0,35
"파생상품손실",428,268,258,231,18,116
"기타금융원가",470,75,44,2,10,54
"기타수익",10358,10046,9023,5905,405,2248
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,13,3,7,4,6
"자산처분(폐기)이익",396,220,441,18,20,9
"자산평가이익",1,0,0,0,0,0
"자산손상차손환입",36,7,85,0,0,2
"임대료수익",22,27,26,4,5,4
"로열티수익",0,0,0,0,0,0
"수수료수익",39,61,38,5,5,-8
"대손충당금환입",10,9,35,9,9,0
"충당부채환입액",8,2,1,0,0,0
"기타비용",9591,11395,10861,5951,829,2556
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",1,0,4,0,0,3
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,31,5,7,-6,0
"자산처분(폐기)손실",125,215,197,16,23,35
"자산평가손실",6,0,0,0,0,0
"자산손상차손",822,1528,1676,0,55,0
"기타대손상각비",63,144,367,3,11,5
"충당부채전입액",96,20,32,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-35,29,325,-1,-8,-6
"지분법손익",-8,10,25,1,-5,-16
"종속기업,공동지배기업및관계기업투자주식처분손익",127,4,297,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",6071,3931,1604,1165,1253,1425
"법인세비용",1194,951,811,496,119,451
"계속영업이익",4875,2980,790,669,1141,977
"중단영업이익",-36,2396,-46,-3,15,4
"당기순이익",4839,5376,745,667,1156,982
"지배주주순이익",4099,4440,-159,462,933,765
"비지배주주순이익",642,835,773,199,207,203
"자산",214195,225353,233633,242790,242923,248434
"유동자산",127136,130393,133080,140369,139581,143386
"재고자산",29011,32078,30978,33806,31547,33989
"유동생물자산",0,0,0,0,0,0
"유동금융자산",10923,9668,10045,11128,11445,11187
"매출채권및기타유동채권",57724,53666,52385,52178,50122,49700
"당기법인세자산",64,46,50,62,31,78
"계약자산",73,7938,9386,11913,10011,9810
"반품(환불)자산",0,0,9,9,9,9
"배출권",0,0,0,0,0,0
"기타유동자산",3875,3417,3689,4660,4163,4109
"현금및현금성자산",15807,22452,25586,25656,31406,33790
"매각예정비유동자산및처분자산집단",9666,1123,957,951,844,711
"비유동자산",87059,94964,100553,102421,103346,105050
"유형자산",54522,57883,58776,60353,61125,61269
"무형자산",10043,9986,9443,10163,10426,10225
"비유동생물자산",0,0,0,0,0,0
"투자부동산",2528,2833,3235,3344,2910,3120
"장기금융자산",3800,6507,8004,7725,8081,8665
"관계기업등지분관련투자자산",10731,12067,13628,12857,12600,13336
"장기매출채권및기타비유동채권",1285,1303,1456,1466,1765,2075
"이연법인세자산",2939,3399,3946,4208,4213,4268
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",1207,984,2061,2302,2228,2099
"기타금융업자산",0,0,0,0,0,0
"부채",121458,123427,130686,140090,138251,140356
"유동부채",77447,82440,88036,94454,89831,95634
"단기사채",0,173,406,554,608,535
"단기차입금",23061,26756,22709,25170,25480,26256
"유동성장기부채",9868,13193,17831,15992,14285,18254
"유동금융부채",1824,1686,1258,3974,2267,2416
"매입채무및기타유동채무",28536,31382,34074,36059,33023,34572
"유동종업원급여충당부채",2,2,2,2,2,2
"기타단기충당부채",734,1517,2295,2132,1996,2053
"당기법인세부채",850,1892,492,791,674,834
"계약부채",478,3894,5576,6729,6938,6851
"반품(환불)부채",0,0,0,0,0,0
"배출부채",0,0,0,0,0,0
"기타유동부채",7125,1752,3314,3041,4548,3792
"매각예정으로분류된처분자산집단에포함된부채",4972,187,71,12,5,65
"비유동부채",44009,40988,42654,45638,48419,44725
