"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",62206,54268,56340,54824
"매출원가",55381,47184,48827,47778
"매출총이익",6826,7087,7511,7047
"판매비와관리비",6049,5350,5258,4858
"인건비",2188,1966,1824,1696
"유무형자산상각비",383,330,335,309
"연구개발비",622,521,460,514
"광고선전비",73,31,68,44
"판매비",1456,845,816,517
"관리비",1241,1026,923,771
"기타원가성비용",0,0,0,0
"기타",86,632,830,1005
"영업이익",774,1736,2251,2190
"영업이익(발표기준)",894,1948,2379,2420
"금융수익",48,769,373,462
"이자수익",158,127,102,93
"배당금수익",5,0,11,17
"외환이익",-7,398,152,99
"대손충당금환입액",0,10,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",53,6,21,7
"금융자산평가이익",-84,82,-51,96
"금융자산손상차손환입",0,0,0,0
"파생상품이익",13,141,93,105
"기타금융수익",-86,4,46,43
"금융원가",791,1291,937,910
"이자비용",761,669,645,587
"외환손실",69,311,182,129
"대손상각비",0,3,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",15,8,7,2
"금융자산처분손실",0,2,3,19
"금융자산평가손실",-1,65,71,-33
"금융자산손상차손",0,0,0,35
"파생상품손실",29,231,18,116
"기타금융원가",-80,2,10,54
"기타수익",1295,5905,405,2248
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,7,4,6
"자산처분(폐기)이익",320,18,20,9
"자산평가이익",0,0,0,0
"자산손상차손환입",83,0,0,2
"임대료수익",7,4,5,4
"로열티수익",0,0,0,0
"수수료수익",17,5,5,-8
"대손충당금환입",27,9,9,0
"충당부채환입액",0,0,0,0
"기타비용",3816,5951,829,2556
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",3,0,0,3
"당기손익-공정가치측정<U+00A0>금융자산평가손실",-2,7,-6,0
"자산처분(폐기)손실",61,16,23,35
"자산평가손실",0,0,0,0
"자산손상차손",1679,0,55,0
"기타대손상각비",296,3,11,5
"충당부채전입액",28,0,0,0
"종속기업,공동지배기업및관계기업관련손익",320,-1,-8,-6
"지분법손익",13,1,-5,-16
"종속기업,공동지배기업및관계기업투자주식처분손익",297,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-2165,1165,1253,1425
"법인세비용",-221,496,119,451
"계속영업이익",-1951,669,1141,977
"중단영업이익",-32,-3,15,4
"당기순이익",-1983,667,1156,982
"지배주주순이익",-2160,462,933,765
"비지배주주순이익",137,199,207,203
"자산",237308,242790,242923,248434
"유동자산",134673,140369,139581,143386
"재고자산",31381,33806,31547,33989
"유동생물자산",0,0,0,0
"유동금융자산",10185,11128,11445,11187
"매출채권및기타유동채권",53064,52178,50122,49700
"당기법인세자산",50,62,31,78
"계약자산",9386,11913,10011,9810
"반품(환불)자산",9,9,9,9
"배출권",0,0,0,0
"기타유동자산",3786,4660,4163,4109
"현금및현금성자산",25861,25656,31406,33790
"매각예정비유동자산및처분자산집단",957,951,844,711
"비유동자산",102635,102421,103346,105050
"유형자산",60283,60353,61125,61269
"무형자산",9922,10163,10426,10225
"비유동생물자산",0,0,0,0
"투자부동산",3235,3344,2910,3120
"장기금융자산",8027,7725,8081,8665
"관계기업등지분관련투자자산",13629,12857,12600,13336
"장기매출채권및기타비유동채권",1461,1466,1765,2075
"이연법인세자산",4014,4208,4213,4268
"장기당기법인세자산",0,0,0,0
"기타비유동자산",2061,2302,2228,2099
"기타금융업자산",0,0,0,0
"부채",131891,140090,138251,140356
"유동부채",89021,94454,89831,95634
"단기사채",600,554,608,535
"단기차입금",22855,25170,25480,26256
"유동성장기부채",17848,15992,14285,18254
"유동금융부채",1258,3974,2267,2416
"매입채무및기타유동채무",34529,36059,33023,34572
"유동종업원급여충당부채",2,2,2,2
"기타단기충당부채",2308,2132,1996,2053
"당기법인세부채",539,791,674,834
"계약부채",5576,6729,6938,6851
"반품(환불)부채",0,0,0,0
"배출부채",0,0,0,0
"기타유동부채",3427,3041,4548,3792
"매각예정으로분류된처분자산집단에포함된부채",71,12,5,65
"비유동부채",42874,45638,48419,44725
"사채",19729,20983,24464,22569
"장기차입금",15158,15945,15143,13055
"비유동금융부채",1065,1420,1268,1312
"장기매입채무및기타비유동채무",280,263,226,228
"비유동종업원급여충당부채",2790,3086,3310,3550
"기타장기충당부채",555,555,589,581
"이연법인세부채",2922,3023,3089,3068
"장기당기법인세부채",0,0,0,0
"기타비유동부채",155,143,110,139
"기타금융업부채",0,0,0,0
"자본",105414,102701,104673,108077
"지배기업주주지분",88206,85544,87076,90238
"자본금",14915,13492,13504,14969
"신종자본증권",0,0,0,0
