"","X2017.12","X2018.12","X2019.12"
"매출액",206617,220837,217810
"매출원가",180208,193941,191632
"매출총이익",26407,26896,26175
"판매비와관리비",18354,19830,21291
"인건비",6819,7385,7603
"유무형자산상각비",832,856,1248
"연구개발비",1506,1787,1951
"광고선전비",205,262,222
"판매비",2810,2836,3808
"관리비",3748,4102,3967
"기타원가성비용",0,0,0
"기타",2431,2599,2491
"영업이익",8057,7064,4886
"영업이익(발표기준)",9308,8618,5689
"금융수익",1548,1805,1969
"이자수익",368,539,568
"배당금수익",18,18,22
"외환이익",859,607,502
"대손충당금환입액",-14,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",39,260,102
"금융자산평가이익",6,114,501
"금융자산손상차손환입",0,0,0
"파생상품이익",251,252,263
"기타금융수익",19,12,13
"금융원가",4264,3619,3746
"이자비용",2313,2608,2887
"외환손실",921,499,435
"대손상각비",0,36,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",33,29,42
"금융자산처분손실",1,12,6
"금융자산평가손실",5,91,76
"금융자산손상차손",92,0,0
"파생상품손실",428,268,258
"기타금융원가",470,75,44
"기타수익",10358,10046,9023
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,13,3
"자산처분(폐기)이익",396,220,441
"자산평가이익",1,0,0
"자산손상차손환입",36,7,85
"임대료수익",22,27,26
"로열티수익",0,0,0
"수수료수익",39,61,38
"대손충당금환입",10,9,35
"충당부채환입액",8,2,1
"기타비용",9591,11395,10861
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",1,0,4
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,31,5
"자산처분(폐기)손실",125,215,197
"자산평가손실",6,0,0
"자산손상차손",822,1528,1676
"기타대손상각비",63,144,367
"충당부채전입액",96,20,32
"종속기업,공동지배기업및관계기업관련손익",-35,29,325
"지분법손익",-8,10,25
"종속기업,공동지배기업및관계기업투자주식처분손익",127,4,297
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",6071,3931,1604
"법인세비용",1194,951,811
"계속영업이익",4875,2980,790
"중단영업이익",-36,2396,-46
"당기순이익",4839,5376,745
"지배주주순이익",4099,4440,-159
"비지배주주순이익",642,835,773
"자산",214195,225353,233633
"유동자산",127136,130393,133080
"재고자산",29011,32078,30978
"유동생물자산",0,0,0
"유동금융자산",10923,9668,10045
"매출채권및기타유동채권",57724,53666,52385
"당기법인세자산",64,46,50
"계약자산",73,7938,9386
"반품(환불)자산",0,0,9
"배출권",0,0,0
"기타유동자산",3875,3417,3689
"현금및현금성자산",15807,22452,25586
"매각예정비유동자산및처분자산집단",9666,1123,957
"비유동자산",87059,94964,100553
"유형자산",54522,57883,58776
"무형자산",10043,9986,9443
"비유동생물자산",0,0,0
"투자부동산",2528,2833,3235
"장기금융자산",3800,6507,8004
"관계기업등지분관련투자자산",10731,12067,13628
"장기매출채권및기타비유동채권",1285,1303,1456
"이연법인세자산",2939,3399,3946
"장기당기법인세자산",0,0,0
"기타비유동자산",1207,984,2061
"기타금융업자산",0,0,0
"부채",121458,123427,130686
"유동부채",77447,82440,88036
"단기사채",0,173,406
"단기차입금",23061,26756,22709
"유동성장기부채",9868,13193,17831
"유동금융부채",1824,1686,1258
"매입채무및기타유동채무",28536,31382,34074
"유동종업원급여충당부채",2,2,2
"기타단기충당부채",734,1517,2295
"당기법인세부채",850,1892,492
"계약부채",478,3894,5576
"반품(환불)부채",0,0,0
"배출부채",0,0,0
"기타유동부채",7125,1752,3314
"매각예정으로분류된처분자산집단에포함된부채",4972,187,71
"비유동부채",44009,40988,42654
"사채",21104,19937,19729
"장기차입금",15329,13518,15146
"비유동금융부채",321,503,1060
"장기매입채무및기타비유동채무",142,291,274
"비유동종업원급여충당부채",2408,2545,2600
"기타장기충당부채",1855,1133,555
"이연법인세부채",2306,2976,2915
"장기당기법인세부채",0,0,0
"기타비유동부채",546,86,155
"기타금융업부채",0,0,0
"자본",92737,101925,102944
"지배기업주주지분",79170,83445,86656
"자본금",12759,13870,14803
"신종자본증권",0,0,0
"자본잉여금",22542,22913,23329
"기타자본",-3647,-3589,-3628
"기타포괄손익누계액",623,-679,115
"이익잉여금(결손금)",48931,54977,54282
"비지배주주지분",11526,14439,14039
"영업활동으로인한현금흐름",4449,4139,9847
"당기순손익",4378,2728,716
"법인세비용차감전계속사업이익",188,226,105
"현금유출이없는비용등가산",19241,20853,21430
"퇴직급여",1268,1249,1264
"종업원급여",2,5,13
"주식보상비",6,65,5
"감가상각비",4258,4523,5068
"무형자산상각비",976,978,903
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",62,175,327
"배당금지급",0,0,0
"금융부채관련손실",1,0,0
"사채상환손실",0,0,1
"투자자산평가손실",0,0,0
"자산재평가손실",0,0,0
"지분법관련손실",10,292,191
"종속기업관련손실",167,38,0
"관계기업관련손익",37,941,79
"(현금유입이없는수익등차감)",9080,9322,9893
"금융부채관련이익",10,2,17
"사채상환이익",0,0,0
"퇴직급여충당부채환입액",0,5,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",0,0,0
"자산재평가이익",0,0,0
"지분법관련이익",1288,1884,1345
"종속회사관련이익",98,0,18
"법인세수익",47,402,768
"영업활동으로인한자산부채변동(운전자본변동)",-7622,-7239,1613
"자산의감소(증가)",-6798,-3397,-774
"부채의증가(감소)",-519,-3731,2596
"정부보조금등의변동",0,0,2
"기타운전자본의변동",-307,-111,-204
"*영업에서창출된현금흐름",7106,7244,13978
"기타영업활동으로인한현금흐름",-2657,-3107,-4129
"이자수입",386,487,528
"이자지급(-)",-2139,-2242,-2404
"배당금수입",523,461,686
"배당금지급(-)",-22,-22,0
"법인세환입",0,-3,-17
"법인세납부(-)",-1795,-1572,-2042
"중단영업관련현금흐름",391,-217,-878
"투자활동으로인한현금흐름",-9679,1357,-7360
"투자활동으로인한현금유입액",12210,12464,16708
"유동금융자산의감소",2363,3649,5195
"장기금융상품의감소",5986,6508,7649
"매도가능금융자산의감소",379,0,0
"만기보유금융자산의감소",0,0,0
"장기대여금의감소",31,107,92
"파생상품의변동",1343,486,10
"기타비유동금융자산의감소",122,6,332
"관계기업등지분관련투자자산의감소",59,16,720
"유형자산의감소",926,496,1337
"무형자산의감소",129,19,56
"생물자산의감소",0,0,0
"투자부동산의감소",174,24,392
"기타투자활동으로인한현금유입액",697,1149,922
"(투자활동으로인한현금유출액)",20688,19526,24081
"유동금융자산의증가",2598,4712,5661
"장기금융상품의증가",8100,4641,7819
"매도가능금융자산의증가",1201,0,0
"만기보유금융자산의증가",0,0,0
"장기대여금의증가",83,106,131
"기타비유동금융자산의증가",561,161,195
"관계기업등지분관련투자자산의증가",273,1427,1167
"유형자산의증가",4786,6025,7606
"무형자산의증가",896,790,615
"생물자산의증가",0,0,0
"투자부동산의증가",0,3,1
"기타투자활동으로인한현금유출액",1269,1567,812
"기타투자활동으로인한현금흐름",-1198,8421,12
"재무활동으로인한현금흐름",3419,878,660
"재무활동으로인한현금유입액",72341,76256,66978
"사채의증가",449,2785,449
"차입금의증가",67511,71269,64351
"미지급금의증가",5,2,2
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",169,319,42
"기타부채의증가",32,51,43
"유상증자",3155,1267,1975
"자기주식의처분",54,78,0
"주식매입선택권의행사",0,0,0
"자본구성항목의증가",320,0,0
"기타재무활동으로인한현금유입액",647,482,115
"(재무활동으로인한현금유출액)",68543,73131,65028
"사채의감소",0,300,20
"차입금의감소",54672,63066,52180
"미지급금의감소",10,6,0
"유동성장기부채의감소",13641,9300,11490
"기타금융부채의감소",7,310,231
"기타부채의감소",4,24,13
"유상감자",0,0,0
"자기주식의취득",183,8,15
"자본구성항목의감소",0,0,9
"기타재무활동으로인한현금유출액",25,118,1067
"기타재무활동으로인한현금흐름",-377,-2246,-1292
"영업투자재무활동기타현금흐름",-26,-14,-77
"연결범위변동으로인한현금의증가",66,32,-1
"환율변동효과",-236,237,101
"현금및현금성자산의증가",-2012,6627,3168
"기초현금및현금성자산",17837,15830,22457
"기말현금및현금성자산",15830,22457,25628
