"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",88045,105690,124580,33493,35957,32203
"매출원가",11195,13062,13570,3745,3831,4027
"매출총이익",76850,92630,111012,29749,32128,28179
"판매비와관리비",61304,80057,98680,25915,27852,23152
"인건비",17138,22317,27930,3004,3048,3283
"유무형자산상각비",3772,4455,8205,896,822,874
"연구개발비",178,113,116,39,31,41
"광고선전비",5741,8492,10528,361,451,851
"판매비",1535,999,619,88,96,87
"관리비",29464,29708,34122,5094,2229,2298
"기타원가성비용",1789,2509,3449,1028,977,1089
"기타",1688,11467,13713,15403,20199,14627
"영업이익",15544,12570,12328,3831,4275,5029
"영업이익(발표기준)",15544,12570,12328,3831,4275,5029
"금융수익",2130,3396,5290,1422,1023,1373
"이자수익",609,823,636,139,127,100
"배당금수익",136,352,230,0,0,6
"외환이익",121,585,416,21,8,35
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",201,253,536,3,0,11
"금융자산평가이익",484,1273,3181,3,39,6
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",519,48,260,5,5,0
"기타금융수익",56,63,31,1250,842,1210
"금융원가",1000,2548,2630,785,880,287
"이자비용",247,414,810,27,23,38
"외환손실",203,314,399,9,9,32
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",28,105,23,0,0,12
"금융자산평가손실",8,1386,934,52,-8,2
"금융자산손상차손",332,1,0,0,0,0
"파생상품손실",170,14,346,0,14,2
"기타금융원가",13,315,116,697,843,200
"기타수익",926,4080,2438,596,1763,718
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,35,1,25,-8
"자산처분(폐기)이익",100,98,370,9,101,16
"자산평가이익",3,0,1,0,0,0
"자산손상차손환입",0,0,3,0,10,-10
"임대료수익",2,1,25,0,0,0
"로열티수익",0,0,0,0,0,0
"수수료수익",0,0,0,0,0,0
"대손충당금환입",0,3,4,0,2,0
"충당부채환입액",0,0,1,0,0,1
"기타비용",2293,2600,7432,643,1205,637
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",3,0,3,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,125,64,38,-19,1
"자산처분(폐기)손실",32,31,71,6,3,5
"자산평가손실",30,1,0,0,0,0
"자산손상차손",748,247,4721,1,6,0
"기타대손상각비",136,161,112,0,3,3
"충당부채전입액",0,0,0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",35,-787,-627,-15,12,107
"지분법손익",-63,-777,-749,-15,13,103
"종속기업,공동지배기업및관계기업투자주식처분손익",89,-4,16,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-1,0,0,0,0,0
"세전계속사업이익",15341,14114,9373,4406,4984,6301
"법인세비용",4953,6411,6434,1802,1695,1787
"계속영업이익",10387,7703,2942,2603,3292,4513
"중단영업이익",-581,205,3,30,-150,-86
"당기순이익",9806,7909,2945,2633,3142,4426
"지배주주순이익",9675,8360,4988,3073,3613,4276
"비지배주주순이익",176,-476,-2063,-437,-466,142
"자산",175011,213481,252659,276493,291749,310453
"유동자산",88789,105259,109645,120127,130788,169182
"재고자산",802,1170,1297,1503,2038,818
"유동생물자산",0,0,0,0,0,0
"유동금융자산",25681,19836,11089,12869,24915,31609
"매출채권및기타유동채권",17481,20589,21042,23502,25897,16991
"당기법인세자산",29,99,149,160,151,128
"계약자산",0,0,0,0,0,0
"반품(환불)자산",0,9,11,1,1,12
"배출권",0,0,0,0,0,0
"기타유동자산",9201,11489,11725,11750,12771,11256
"현금및현금성자산",35279,51851,64172,70212,61926,43007
"매각예정비유동자산및처분자산집단",319,217,151,129,3092,65359
"비유동자산",86222,108222,143018,151765,156282,136270
"유형자산",17441,21794,24311,25621,26961,25150
"무형자산",42620,44189,41867,43451,46190,41608
"비유동생물자산",0,0,0,0,0,0
"투자부동산",872,848,3005,3034,3215,3080
"장기금융자산",14753,19381,27501,26501,28837,32033
"관계기업등지분관련투자자산",5261,14012,26730,30534,30918,24436
"장기매출채권및기타비유동채권",1623,2431,2724,3283,2831,1061
"이연법인세자산",3109,4626,5290,5637,5632,2677
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",537,942,11590,13704,11703,6229
"기타금융업자산",0,0,0,4601,4678,4997
"부채",62649,80685,110056,121129,123218,138949
"유동부채",48407,59993,76159,80650,83098,111157
"단기사채",0,5382,4793,4370,1079,914
"단기차입금",4539,6530,7399,9178,10013,16011
"유동성장기부채",6600,1926,2694,2017,1677,661
"유동금융부채",92,883,3693,4292,3790,2371
"매입채무및기타유동채무",24306,29885,37918,26397,28684,24328
"유동종업원급여충당부채",0,242,649,52,10,10
"기타단기충당부채",83,62,118,135,200,394
"당기법인세부채",4576,3815,4378,5074,3338,2880
"계약부채",0,219,277,379,290,234
"반품(환불)부채",0,11,13,1,2,2
"배출부채",0,0,0,0,0,0
"기타유동부채",8044,10880,14201,28752,31063,26048
"매각예정으로분류된처분자산집단에포함된부채",166,161,25,0,2950,37304
"비유동부채",14242,19390,30905,33719,33401,20630
"사채",6946,9317,7981,8414,7923,64
"장기차입금",960,1590,3976,4125,4548,6598
"비유동금융부채",80,574,8613,10728,9711,4523
"장기매입채무및기타비유동채무",725,791,1481,842,1131,1330
"비유동종업원급여충당부채",3368,4099,5453,6002,6072,5252
"기타장기충당부채",428,551,808,887,837,286
"이연법인세부채",1704,2437,2343,2324,2724,2141
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",30,31,248,392,451,433
"기타금융업부채",0,1299,2996,6761,6719,7163
"자본",112360,132799,142606,155363,168531,171500
"지배기업주주지분",100581,118484,127392,138229,147869,147814
"자본금",1965,2177,2268,2326,2359,2440
"신종자본증권",0,0,0,0,0,0
"자본잉여금",58417,69723,74368,83037,87322,81633
"기타자본",-12975,-14368,-15433,-15278,-15422,-15135
"기타포괄손익누계액",-1211,-2755,-1388,-1413,133,1142
"이익잉여금(결손금)",54478,64023,67936,69895,73859,78136
"비지배주주지분",11685,14000,14852,16799,20282,23285
"영업활동으로인한현금흐름",14757,16574,26351,5107,5192,8637
"당기순손익",8354,7558,6091,1791,1599,3044
"법인세비용차감전계속사업이익",1784,1564,-1997,1324,2163,1727
"현금유출이없는비용등가산",13494,16731,25967,3349,6407,6082
"퇴직급여",1020,1246,1419,122,127,137
"종업원급여",1,17,21,3,5,117
"주식보상비",392,368,879,69,113,158
"감가상각비",2977,3535,7271,591,629,635
"무형자산상각비",1023,1137,1344,237,246,251
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",0,0,0,0,0,0
"기타의대손상각비",112,141,98,0,4,20
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",136,461,26,0,0,0
"사채상환손실",0,8,3,1,0,0
"투자자산평가손실",0,1,0,0,0,0
"자산재평가손실",0,0,0,0,0,0
"지분법관련손실",541,1365,1534,10,67,-11
"종속기업관련손실",133,4,3,0,3,7
"관계기업관련손익",46,39,61,11,0,0
"(현금유입이없는수익등차감)",3004,6453,7471,1285,685,955
"금융부채관련이익",0,0,2,0,25,-25
"사채상환이익",1,0,30,0,0,0
"퇴직급여충당부채환입액",0,0,0,0,0,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,0
"주식보상비환입",0,0,0,0,0,0
"투자자산평가이익",1,0,1,0,0,0
"자산재평가이익",0,0,0,0,0,0
"지분법관련이익",536,591,1151,226,331,265
"종속회사관련이익",3,1,0,3,674,196
"법인세수익",15,9,39,4,0,-1
"영업활동으로인한자산부채변동(운전자본변동)",-1965,3795,10086,768,-1272,1692
"자산의감소(증가)",-7134,-4856,-2259,-606,-1460,-2167
"부채의증가(감소)",5026,8875,12224,1370,185,3601
"정부보조금등의변동",0,0,0,0,0,0
"기타운전자본의변동",142,-223,121,6,2,256
"*영업에서창출된현금흐름",18664,23199,32677,5955,8208,11590
"기타영업활동으로인한현금흐름",-3908,-6623,-6328,-845,-3019,-2954
"이자수입",608,738,682,143,155,101
"이자지급(-)",-156,-414,-758,-198,-181,-143
"배당금수입",240,287,268,189,162,40
"배당금지급(-)",0,0,0,0,0,0
"법인세환입",0,0,0,1,-1,0
"법인세납부(-)",-4603,-7234,-6520,-980,-3152,-2950
"중단영업관련현금흐름",0,0,0,0,0,0
"투자활동으로인한현금흐름",-18189,-18562,-18115,-8998,-15834,-11344
