"","X2017.12","X2018.12","X2019.12"
"매출액",88045,105690,124580
"매출원가",11195,13062,13570
"매출총이익",76850,92630,111012
"판매비와관리비",61304,80057,98680
"인건비",17138,22317,27930
"유무형자산상각비",3772,4455,8205
"연구개발비",178,113,116
"광고선전비",5741,8492,10528
"판매비",1535,999,619
"관리비",29464,29708,34122
"기타원가성비용",1789,2509,3449
"기타",1688,11467,13713
"영업이익",15544,12570,12328
"영업이익(발표기준)",15544,12570,12328
"금융수익",2130,3396,5290
"이자수익",609,823,636
"배당금수익",136,352,230
"외환이익",121,585,416
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",201,253,536
"금융자산평가이익",484,1273,3181
"금융자산손상차손환입",0,0,0
"파생상품이익",519,48,260
"기타금융수익",56,63,31
"금융원가",1000,2548,2630
"이자비용",247,414,810
"외환손실",203,314,399
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",28,105,23
"금융자산평가손실",8,1386,934
"금융자산손상차손",332,1,0
"파생상품손실",170,14,346
"기타금융원가",13,315,116
"기타수익",926,4080,2438
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,35
"자산처분(폐기)이익",100,98,370
"자산평가이익",3,0,1
"자산손상차손환입",0,0,3
"임대료수익",2,1,25
"로열티수익",0,0,0
"수수료수익",0,0,0
"대손충당금환입",0,3,4
"충당부채환입액",0,0,1
"기타비용",2293,2600,7432
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",3,0,3
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,125,64
"자산처분(폐기)손실",32,31,71
"자산평가손실",30,1,0
"자산손상차손",748,247,4721
"기타대손상각비",136,161,112
"충당부채전입액",0,0,0
"종속기업,공동지배기업및관계기업관련손익",35,-787,-627
"지분법손익",-63,-777,-749
"종속기업,공동지배기업및관계기업투자주식처분손익",89,-4,16
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-1,0,0
"세전계속사업이익",15341,14114,9373
"법인세비용",4953,6411,6434
"계속영업이익",10387,7703,2942
"중단영업이익",-581,205,3
"당기순이익",9806,7909,2945
"지배주주순이익",9675,8360,4988
"비지배주주순이익",176,-476,-2063
"자산",175011,213481,252659
"유동자산",88789,105259,109645
"재고자산",802,1170,1297
"유동생물자산",0,0,0
"유동금융자산",25681,19836,11089
"매출채권및기타유동채권",17481,20589,21042
"당기법인세자산",29,99,149
"계약자산",0,0,0
"반품(환불)자산",0,9,11
"배출권",0,0,0
"기타유동자산",9201,11489,11725
"현금및현금성자산",35279,51851,64172
"매각예정비유동자산및처분자산집단",319,217,151
"비유동자산",86222,108222,143018
"유형자산",17441,21794,24311
"무형자산",42620,44189,41867
"비유동생물자산",0,0,0
"투자부동산",872,848,3005
"장기금융자산",14753,19381,27501
"관계기업등지분관련투자자산",5261,14012,26730
"장기매출채권및기타비유동채권",1623,2431,2724
"이연법인세자산",3109,4626,5290
"장기당기법인세자산",0,0,0
"기타비유동자산",537,942,11590
"기타금융업자산",0,0,0
"부채",62649,80685,110056
"유동부채",48407,59993,76159
"단기사채",0,5382,4793
"단기차입금",4539,6530,7399
"유동성장기부채",6600,1926,2694
"유동금융부채",92,883,3693
"매입채무및기타유동채무",24306,29885,37918
"유동종업원급여충당부채",0,242,649
"기타단기충당부채",83,62,118
"당기법인세부채",4576,3815,4378
"계약부채",0,219,277
"반품(환불)부채",0,11,13
"배출부채",0,0,0
"기타유동부채",8044,10880,14201
"매각예정으로분류된처분자산집단에포함된부채",166,161,25
"비유동부채",14242,19390,30905
"사채",6946,9317,7981
"장기차입금",960,1590,3976
"비유동금융부채",80,574,8613
"장기매입채무및기타비유동채무",725,791,1481
"비유동종업원급여충당부채",3368,4099,5453
"기타장기충당부채",428,551,808
"이연법인세부채",1704,2437,2343
"장기당기법인세부채",0,0,0
"기타비유동부채",30,31,248
"기타금융업부채",0,1299,2996
"자본",112360,132799,142606
"지배기업주주지분",100581,118484,127392
"자본금",1965,2177,2268
"신종자본증권",0,0,0
"자본잉여금",58417,69723,74368
"기타자본",-12975,-14368,-15433
"기타포괄손익누계액",-1211,-2755,-1388
"이익잉여금(결손금)",54478,64023,67936
"비지배주주지분",11685,14000,14852
"영업활동으로인한현금흐름",14757,16574,26351
"당기순손익",8354,7558,6091
"법인세비용차감전계속사업이익",1784,1564,-1997
"현금유출이없는비용등가산",13494,16731,25967
"퇴직급여",1020,1246,1419
"종업원급여",1,17,21
"주식보상비",392,368,879
"감가상각비",2977,3535,7271
"무형자산상각비",1023,1137,1344
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",112,141,98
"배당금지급",0,0,0
"금융부채관련손실",136,461,26
"사채상환손실",0,8,3
"투자자산평가손실",0,1,0
"자산재평가손실",0,0,0
"지분법관련손실",541,1365,1534
"종속기업관련손실",133,4,3
"관계기업관련손익",46,39,61
"(현금유입이없는수익등차감)",3004,6453,7471
"금융부채관련이익",0,0,2
"사채상환이익",1,0,30
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",1,0,1
"자산재평가이익",0,0,0
"지분법관련이익",536,591,1151
"종속회사관련이익",3,1,0
"법인세수익",15,9,39
"영업활동으로인한자산부채변동(운전자본변동)",-1965,3795,10086
"자산의감소(증가)",-7134,-4856,-2259
"부채의증가(감소)",5026,8875,12224
"정부보조금등의변동",0,0,0
"기타운전자본의변동",142,-223,121
"*영업에서창출된현금흐름",18664,23199,32677
"기타영업활동으로인한현금흐름",-3908,-6623,-6328
"이자수입",608,738,682
"이자지급(-)",-156,-414,-758
"배당금수입",240,287,268
"배당금지급(-)",0,0,0
"법인세환입",0,0,0
"법인세납부(-)",-4603,-7234,-6520
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-18189,-18562,-18115
"투자활동으로인한현금유입액",9836,14215,18547
"유동금융자산의감소",4882,12169,14636
"장기금융상품의감소",121,164,159
"매도가능금융자산의감소",2986,0,1
"만기보유금융자산의감소",110,60,60
"장기대여금의감소",11,5,76
"파생상품의변동",20,0,0
"기타비유동금융자산의감소",131,522,885
"관계기업등지분관련투자자산의감소",193,233,696
"유형자산의감소",167,307,230
"무형자산의감소",119,97,137
"생물자산의감소",0,0,0
"투자부동산의감소",0,30,0
"기타투자활동으로인한현금유입액",1096,626,1671
"(투자활동으로인한현금유출액)",28032,32868,36724
"유동금융자산의증가",4056,13211,11551
"장기금융상품의증가",1849,564,178
"매도가능금융자산의증가",10059,19,28
"만기보유금융자산의증가",60,60,20
"장기대여금의증가",12,56,23
"기타비유동금융자산의증가",182,602,1498
"관계기업등지분관련투자자산의증가",2158,7090,11796
"유형자산의증가",6148,7583,6447
"무형자산의증가",742,1179,1538
"생물자산의증가",0,0,0
"투자부동산의증가",3,51,0
"기타투자활동으로인한현금유출액",2637,2454,3639
"기타투자활동으로인한현금흐름",8,93,60
"재무활동으로인한현금흐름",12374,17671,3108
"재무활동으로인한현금유입액",30695,50050,35652
"사채의증가",518,7521,4325
"차입금의증가",15526,26900,23776
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,0,140
"기타금융부채의증가",290,19,126
"기타부채의증가",107,0,0
"유상증자",521,11409,3236
"자기주식의처분",4997,0,34
"주식매입선택권의행사",38,61,314
"자본구성항목의증가",206,6,305
"기타재무활동으로인한현금유입액",8493,4130,3391
"(재무활동으로인한현금유출액)",17551,31480,31549
"사채의감소",461,2611,5441
"차입금의감소",16632,24096,22041
"미지급금의감소",0,0,0
"유동성장기부채의감소",6,1000,289
"기타금융부채의감소",95,8,2502
"기타부채의감소",0,0,0
"유상감자",0,0,0
"자기주식의취득",180,1461,1208
"자본구성항목의감소",62,2270,1
"기타재무활동으로인한현금유출액",114,34,65
"기타재무활동으로인한현금흐름",-768,-901,-992
"영업투자재무활동기타현금흐름",0,-3,0
"연결범위변동으로인한현금의증가",28,0,0
"환율변동효과",-977,893,979
"현금및현금성자산의증가",7993,16573,12325
"기초현금및현금성자산",27283,35279,51851
"기말현금및현금성자산",35280,51851,64172
