"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",7403,10201,7998,1560,2344,6226
"매출원가",5849,7994,5937,1103,1647,4795
"매출총이익",1556,2206,2062,457,697,1432
"판매비와관리비",1969,2089,2122,539,587,992
"인건비",421,452,484,122,127,145
"유무형자산상각비",27,44,77,22,16,18
"연구개발비",1,1,8,1,1,2
"광고선전비",8,2,1,1,0,43
"판매비",17,19,28,0,5,9
"관리비",511,510,414,111,133,227
"기타원가성비용",0,0,0,0,0,0
"기타",124,50,353,271,342,1202
"영업이익",3919,4388,3373,985,936,1417
"영업이익(발표기준)",540,1163,1039,198,402,749
"금융수익",206,177,212,57,160,3534
"이자수익",1042,1522,1773,472,538,360
"배당금수익",32,21,34,11,12,9
"외환이익",25,24,23,5,1,0
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",3,2,3,0,0,0
"금융자산평가이익",0,14,22,0,5,0
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",76,41,38,3,15,43
"기타금융수익",28,17,21,22,-4,3470
"금융원가",247,273,514,203,163,223
"이자비용",307,433,757,208,192,209
"외환손실",58,22,14,15,-3,-2
"대손상각비",129,343,946,27,207,36
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",0,0,4,0,2,0
"금융자산평가손실",4,27,27,39,2,-1
"금융자산손상차손",22,0,0,0,0,0
"파생상품손실",16,22,22,2,41,6
"기타금융원가",16,15,23,21,3,89
"기타수익",809,140,322,125,116,117
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,33,75,9,66,42
"자산처분(폐기)이익",775,23,33,14,3,80
"자산평가이익",0,0,1,0,0,0
"자산손상차손환입",2,0,0,0,0,0
"임대료수익",17,2,2,0,0,0
"로열티수익",0,0,0,0,0,0
"수수료수익",3477,3391,2869,744,624,652
"대손충당금환입",0,5,0,0,0,3
"충당부채환입액",0,0,0,0,0,0
"기타비용",91,158,479,12,160,104
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",0,0,1,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,25,10,34,-27,2
"자산처분(폐기)손실",1,0,24,3,0,24
"자산평가손실",0,0,21,0,0,0
"자산손상차손",70,54,173,0,0,0
"기타대손상각비",15,102,149,4,8,22
"충당부채전입액",0,0,0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",20,-72,-58,-46,-56,-138
"지분법손익",5,-60,-47,-46,-56,-138
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",5114,4587,3213,1003,778,4757
"법인세비용",1290,1222,930,287,216,308
"계속영업이익",3821,3367,2282,715,562,4448
"중단영업이익",-127,-44,-70,0,12,-8
"당기순이익",3694,3322,2212,715,574,4439
"지배주주순이익",3531,3269,2185,717,571,4429
"비지배주주순이익",163,45,25,-2,3,10
"자산",37060,46832,49334,49885,51759,64519
"유동자산",13605,16844,14709,17430,19504,24676
"재고자산",4553,5744,4724,6334,5777,5826
"유동생물자산",0,0,0,0,0,0
"유동금융자산",796,1009,1206,1644,3164,2625
"매출채권및기타유동채권",2068,1780,1390,704,834,2718
"당기법인세자산",6,13,8,6,7,7
"계약자산",100,1315,519,943,1443,2000
"반품(환불)자산",0,0,0,0,1,6
"배출권",0,0,0,0,0,0
"기타유동자산",2653,2103,2886,2888,2598,2344
"현금및현금성자산",3159,4878,3949,4896,5680,9144
"매각예정비유동자산및처분자산집단",270,0,28,11,1,8
"비유동자산",7711,11798,13860,13420,14661,24722
"유형자산",1495,3354,4393,4403,4408,10405
"무형자산",239,286,329,321,810,1236
"비유동생물자산",0,0,0,0,0,0
"투자부동산",1699,2817,2306,1370,1394,3578
"장기금융자산",1066,1212,1073,1511,1578,1567
"관계기업등지분관련투자자산",2104,2943,4298,3945,3916,4460
