"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",69458,61425,57779,60179
"매출원가",29223,26240,25265,25849
"매출총이익",40239,35177,32513,34335
"판매비와관리비",36518,29859,28094,29888
"인건비",8012,6591,6023,6636
"유무형자산상각비",3474,3028,2985,2820
"연구개발비",942,837,835,763
"광고선전비",5736,3813,4196,4026
"판매비",3005,2084,1866,1854
"관리비",15258,12127,10636,11901
"기타원가성비용",1,5,52,58
"기타",88,1376,1507,1828
"영업이익",3719,5317,4419,4442
"영업이익(발표기준)",3720,5352,4447,4560
"금융수익",618,632,342,238
"이자수익",486,92,57,44
"배당금수익",0,4,3,0
"외환이익",13,327,2,20
"대손충당금환입액",10,1,4,1
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",54,21,13,23
"금융자산평가이익",149,9,25,7
"금융자산손상차손환입",3,0,0,0
"파생상품이익",-9,75,79,38
"기타금융수익",-95,99,158,104
"금융원가",1464,1000,983,499
"이자비용",1096,425,379,222
"외환손실",131,138,21,58
"대손상각비",108,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",4,7,2,10
"금융자산평가손실",225,194,-93,-7
"금융자산손상차손",29,0,0,0
"파생상품손실",628,61,11,16
"기타금융원가",-755,175,663,198
"기타수익",1180,795,410,383
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",3,0,0,0
"자산처분(폐기)이익",135,34,57,10
"자산평가이익",0,0,0,0
"자산손상차손환입",5,0,1,0
"임대료수익",10,10,11,10
"로열티수익",0,0,0,0
"수수료수익",1,1,1,0
"대손충당금환입",1,9,2,-5
"충당부채환입액",0,0,0,0
"기타비용",4570,518,1180,1300
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",25,5,1,10
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",517,46,34,45
"자산평가손실",0,0,0,0
"자산손상차손",2307,112,15,19
"기타대손상각비",139,18,11,21
"충당부채전입액",61,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-71,5,48,33
"지분법손익",-53,-9,124,27
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,-23,-1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-587,5227,3052,3307
"법인세비용",1483,1298,1177,1404
"계속영업이익",-2077,3934,1875,1898
"중단영업이익",-115,44,2,78
"당기순이익",-2192,3978,1876,1976
