"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",231748,254779,271748,61425,57779,60179
"매출원가",93767,106831,111778,26240,25265,25849
"매출총이익",137980,147948,159971,35177,32513,34335
"판매비와관리비",111780,123893,136656,29859,28094,29888
"인건비",21523,24377,27156,6591,6023,6636
"유무형자산상각비",4570,5572,12132,3028,2985,2820
"연구개발비",2806,3152,3311,837,835,763
"광고선전비",16379,18345,20831,3813,4196,4026
"판매비",8023,8909,9466,2084,1866,1854
"관리비",48801,53327,56850,12127,10636,11901
"기타원가성비용",0,0,0,5,52,58
"기타",9666,10213,6904,1376,1507,1828
"영업이익",26202,24054,23315,5317,4419,4442
"영업이익(발표기준)",26402,24167,23397,5352,4447,4560
"금융수익",1387,1743,2205,632,342,238
"이자수익",686,794,768,92,57,44
"배당금수익",5,1,8,4,3,0
"외환이익",157,299,414,327,2,20
"대손충당금환입액",11,0,13,1,4,1
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",63,31,98,21,13,23
"금융자산평가이익",12,213,208,9,25,7
"금융자산손상차손환입",0,0,3,0,0,0
"파생상품이익",427,356,225,75,79,38
"기타금융수익",19,44,458,99,158,104
"금융원가",1494,2214,3882,1000,983,499
"이자비용",772,1293,2217,425,379,222
"외환손실",369,253,285,138,21,58
"대손상각비",32,27,139,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",4,20,4,7,2,10
"금융자산평가손실",18,136,293,194,-93,-7
"금융자산손상차손",40,1,29,0,0,0
"파생상품손실",176,438,826,61,11,16
"기타금융원가",80,45,89,175,663,198
"기타수익",1654,1786,2941,795,410,383
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,3,0,0,0
"자산처분(폐기)이익",48,296,431,34,57,10
"자산평가이익",0,0,0,0,0,0
"자산손상차손환입",1,0,8,0,1,0
"임대료수익",29,30,35,10,11,10
"로열티수익",0,0,0,0,0,0
"수수료수익",8,7,7,1,1,0
