"","017670","030200","032640","065530","006490","001000","141020"
"2016-01-25",194000,26800,9320,1300,1675,2490,6490
"2016-01-26",198000,26800,9250,1300,1635,2500,6430
"2016-01-27",201500,27000,9330,1305,1625,2480,6440
"2016-01-28",205000,26900,9220,1320,1610,2430,6580
"2016-01-29",209000,27250,9680,1335,1675,2480,6660
"2016-02-01",216000,27750,9570,1295,1675,2530,6580
"2016-02-02",216500,28200,9300,1300,1605,2530,6500
"2016-02-03",208000,28200,9090,1295,1615,2510,6350
"2016-02-04",210500,28200,9240,1310,1565,2530,6230
"2016-02-05",210500,28250,9140,1300,1575,2610,6400
"2016-02-11",204500,28150,8920,1305,1485,2630,6150
"2016-02-12",211000,27850,9190,1285,1465,2760,5840
"2016-02-15",216500,28150,9330,1335,1520,3040,5800
"2016-02-16",216500,28400,9370,1345,1520,3030,5830
"2016-02-17",215500,28500,9640,1340,1505,2730,5860
"2016-02-18",220500,28550,9830,1350,1565,2740,5900
"2016-02-19",224500,28600,9780,1355,1580,2770,5890
"2016-02-22",226000,28700,10100,1360,1605,2730,6530
"2016-02-23",228500,28850,10000,1360,1590,2660,6420
"2016-02-24",228500,28750,10100,1395,1650,2650,6330
"2016-02-25",225000,28750,10250,1400,1650,2680,6430
"2016-02-26",227500,29050,10250,1400,1635,2660,6320
"2016-02-29",233500,28900,10650,1400,1625,2780,6210
"2016-03-02",223000,28900,10200,1400,1660,2790,6170
"2016-03-03",220000,28700,10400,1400,1715,2860,6420
"2016-03-04",216500,28600,10200,1450,1740,3100,6380
"2016-03-07",212000,28500,10300,1465,1980,3160,6370
"2016-03-08",212000,28500,10250,1495,2200,3200,6600
"2016-03-09",214500,28750,10350,1520,2320,3200,6590
"2016-03-10",214500,28500,10500,1565,2150,3300,6010
"2016-03-11",218500,28850,10500,1570,2170,4000,6100
"2016-03-14",215000,29000,10450,1595,2340,4900,6030
"2016-03-15",215500,28800,10650,1600,2445,4900,5850
"2016-03-16",218000,28850,10700,1610,2500,4900,6000
"2016-03-17",218000,28950,10750,1625,2480,4900,5750
"2016-03-18",214500,28750,10400,1635,2590,4900,5770
"2016-03-21",213500,28800,10500,1690,2650,4900,5480
"2016-03-22",211000,28700,10450,1700,2625,4900,5000
"2016-03-23",210000,29100,10600,1680,2470,4900,5240
"2016-03-24",210000,29200,10700,1660,2570,4900,5310
"2016-03-25",207500,29450,10650,1600,1940,4900,5100
"2016-03-28",210500,29450,10800,1615,2320,4900,5260
"2016-03-29",211500,29600,10950,1615,2565,4900,5180
"2016-03-30",209500,29750,11150,1620,2560,4900,5210
"2016-03-31",208500,29800,11050,1625,2605,4900,5070
"2016-04-01",210000,29650,11100,1585,2495,4165,5030
"2016-04-04",206000,29700,10950,1590,2340,3665,5210
"2016-04-05",207000,30000,10950,1605,2420,3740,5230
"2016-04-06",204000,30100,10650,1595,2315,3850,5480
