"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",138317,136021,137835,141108
"매출원가",-24893,7830,7069,7361
"매출총이익",163211,128191,130767,133747
"판매비와관리비",158346,119138,121372,124686
"인건비",19818,20347,20393,21495
"유무형자산상각비",24766,24812,24851,24774
"연구개발비",1472,1506,1411,1473
"광고선전비",4647,1005,1227,1446
"판매비",25052,5518,5779,5999
"관리비",40018,20634,21146,21872
"기타원가성비용",46451,4628,4893,4856
"기타",-3877,40685,41671,42770
"영업이익",4865,9053,9397,9061
"영업이익(발표기준)",4865,9053,9397,9061
"금융수익",693,2984,669,749
"이자수익",1149,962,872,812
"배당금수익",3,7,3,0
"외환이익",97,298,53,110
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",24,47,28,73
"금융자산평가이익",0,0,0,0
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-533,1650,-293,-430
"기타금융수익",-58,14,3,158
"금융원가",1409,3928,1710,2004
"이자비용",2105,2033,1952,1594
"외환손실",-815,1755,-361,-354
"대손상각비",-180,176,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",74,7,0,95
"매출채권처분손실",239,22,25,13
"금융자산처분손실",-32,0,12,0
"금융자산평가손실",43,0,6,0
"금융자산손상차손",0,0,0,0
"파생상품손실",161,26,67,260
"기타금융원가",-185,-90,8,396
"기타수익",1691,810,1082,1516
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0
"자산처분(폐기)이익",143,115,66,83
"자산평가이익",0,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",1,0,0,0
"로열티수익",0,0,0,0
"수수료수익",0,0,0,0
"대손충당금환입",2,0,0,0
"충당부채환입액",0,0,0,0
"기타비용",4274,999,1439,1412
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",747,260,429,314
"자산평가손실",0,0,0,0
"자산손상차손",2138,0,127,0
"기타대손상각비",205,99,109,87
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-541,1368,2625,2721
"지분법손익",6,-8,3,8
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",1024,9286,10623,10633
"법인세비용",974,2482,2671,2634
"계속영업이익",51,6802,7952,7998
"중단영업이익",29,-3,-47,2305
"당기순이익",80,6800,7905,10303
"지배주주순이익",556,6602,7510,9878
"비지배주주순이익",-493,195,394,419
"자산",969192,953300,985676,1019802
"유동자산",249443,243061,260746,293897
"재고자산",12688,11925,13915,16330
"유동생물자산",0,0,0,0
"유동금융자산",20812,22619,23532,24427
"매출채권및기타유동채권",111933,110107,109487,131150
"당기법인세자산",1326,396,25,38
"계약자산",15707,15908,15918,15748
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",43422,47763,46114,46561
"현금및현금성자산",40647,31585,48982,59181
"매각예정비유동자산및처분자산집단",2908,2761,2769,463
"비유동자산",719748,710237,724928,725903
"유형자산",350763,343987,351457,353475
"무형자산",128940,125258,128177,124267
"비유동생물자산",0,0,0,0
"투자부동산",14472,15429,15511,14110
"장기금융자산",19095,21119,20638,23349
"관계기업등지분관련투자자산",137133,138512,142519,146656
"장기매출채권및기타비유동채권",28299,26153,27567,26016
"이연법인세자산",5218,5283,5282,5244
