"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률","fics산업군"
"1033","004560","현대비앤지스틸",11450,50,0.44,"KOSPI","철강금속",172652385950,1433,7.99,26531,0.43,100,0.87,"금속 및 광물"
"1034","194480","데브시스터즈",15400,100,0.65,"KOSDAQ","디지털컨텐츠",172547298000,NA,NA,9195,1.67,0,0,"게임 소프트웨어"
"1035","148140","비디아이",8450,-40,-0.47,"KOSDAQ","기계·장비",172207662250,NA,NA,2592,3.26,0,0,"에너지 시설 및 서비스"
"1036","311690","천랩",44200,1450,3.39,"KOSDAQ","기타서비스",172041781600,NA,NA,8101,5.46,0,0,"의료 장비 및 서비스"
"1037","281740","레이크머티리얼즈",2615,-20,-0.76,"KOSDAQ","화학",171885383020,10,261.5,1836,1.42,0,0,"화학"
"1038","011150","CJ씨푸드",4780,5,0.1,"KOSPI","음식료품",171749094940,51,93.73,1781,2.68,0,0,"식료품"
"1039","036190","금화피에스시",28600,300,1.06,"KOSDAQ","건설",1.716e+11,4614,6.2,39902,0.72,1300,4.55,"건설"
"1040","013520","화승알앤에이",2475,45,1.85,"KOSPI","운수장비",170886065625,376,6.58,4046,0.61,25,1.01,"자동차부품"
"1041","071200","인피니트헬스케어",7000,230,3.4,"KOSDAQ","소프트웨어",170775206000,297,23.57,3469,2.02,0,0,"의료 장비 및 서비스"
"1042","093920","서원인텍",9170,-30,-0.33,"KOSDAQ","IT부품",1.70562e+11,672,13.65,8637,1.06,300,3.27,"휴대폰 및 관련부품"
"1043","072020","중앙백신",17100,50,0.29,"KOSDAQ","제약",1.70316e+11,186,91.94,8671,1.97,50,0.29,"제약"
"1044","068930","디지털대성",7480,-150,-1.97,"KOSDAQ","기타서비스",169896778040,762,9.82,3693,2.03,300,4.01,"교육"
"1045","108380","대양전기공업",17750,1000,5.97,"KOSDAQ","운송장비·부품",169820160750,1334,13.31,21740,0.82,200,1.13,"조선"
"1046","018310","삼목에스폼",11550,1630,16.43,"KOSDAQ","금속",1.69785e+11,1112,10.39,23287,0.5,100,0.87,"건축자재"
"1047","041520","이라이콤",13900,300,2.21,"KOSDAQ","IT부품",169423347000,NA,NA,16821,0.83,100,0.72,"디스플레이 및 관련부품"
"1048","106190","하이텍팜",23900,900,3.91,"KOSDAQ","유통",169421889800,NA,NA,13907,1.72,50,0.21,"제약"
"1049","030960","양지사",10600,100,0.95,"KOSDAQ","출판·매체복제",1.69388e+11,8787,1.21,11820,0.9,50,0.47,"상업서비스"
"1050","012030","DB",840,18,2.19,"KOSPI","서비스업",168986103720,23,36.52,1049,0.8,0,0,"IT 서비스"
"1051","094480","갤럭시아머니트리",4305,25,0.58,"KOSDAQ","소프트웨어",168884452590,233,18.48,2344,1.84,55,1.28,"인터넷 서비스"
"1052","012860","모베이스전자",3100,0,0,"KOSDAQ","운송장비·부품",168878018000,NA,NA,4817,0.64,0,0,"자동차부품"
"1053","077970","STX엔진",7330,80,1.1,"KOSPI","기계",168655266320,737,9.95,8586,0.85,0,0,"조선"
"1054","051980","센트럴바이오",2810,-20,-0.71,"KOSDAQ","화학",168275605170,NA,NA,528,5.32,0,0,"건축자재"
"1055","214430","아이쓰리시스템",23650,1300,5.82,"KOSDAQ","일반전기전자",168074874000,26,909.62,9715,2.43,70,0.3,"전자 장비 및 기기"
"1056","115160","휴맥스",5810,-190,-3.17,"KOSDAQ","통신장비",167503851270,850,6.84,16662,0.35,0,0,"셋톱 박스"
"1057","241770","메카로",16550,250,1.53,"KOSDAQ","반도체",167192072000,834,19.84,13986,1.18,160,0.97,"반도체 및 관련장비"
"1058","032850","비트컴퓨터",10050,200,2.03,"KOSDAQ","소프트웨어",167064094650,431,23.32,2950,3.41,61,0.61,"의료 장비 및 서비스"
"1059","083450","GST",17900,650,3.77,"KOSDAQ","반도체",166787635500,2010,8.91,10657,1.68,200,1.12,"반도체 및 관련장비"
"1060","023450","동남합성",46200,2850,6.57,"KOSPI","화학",1.66782e+11,4926,9.38,20576,2.25,200,0.43,"화학"
"1061","005320","국동",4290,-35,-0.81,"KOSPI","유통업",166648756560,NA,NA,2337,1.84,0,0,"섬유 및 의복"
"1062","222040","코스맥스엔비티",8060,0,0,"KOSDAQ","음식료·담배",166261680000,NA,NA,3413,2.36,0,0,"식료품"
"1063","347740","피엔케이피부임상연구센타",22150,-150,-0.67,"KOSDAQ","기타서비스",166183564600,973,22.76,3767,5.88,0,0,"바이오"
"1064","102280","쌍방울",693,6,0.87,"KOSPI","섬유의복",165876221511,NA,NA,1083,0.64,0,0,"섬유 및 의복"
"1065","047400","유니온머티리얼",3940,145,3.82,"KOSPI","비금속광물",1.6548e+11,57,69.12,2045,1.93,50,1.27,"자동차부품"
"1066","003350","한국화장품제조",36450,0,0,"KOSPI","화학",165191400000,NA,NA,10597,3.44,100,0.27,"개인생활용품"
"1067","044820","코스맥스비티아이",17200,0,0,"KOSPI","기타금융",165187441200,42,409.52,30613,0.56,250,1.45,"식료품"
"1068","046210","파나진",5140,90,1.78,"KOSDAQ","의료·정밀기기",165182432400,109,47.16,629,8.17,0,0,"의료 장비 및 서비스"
"1069","176440","에이치엔티",1920,0,0,"KOSDAQ","IT부품",164619542400,NA,NA,695,2.76,0,0,"휴대폰 및 관련부품"
"1070","042600","새로닉스",13250,0,0,"KOSDAQ","IT부품",164612355500,NA,NA,6449,2.05,40,0.3,"디스플레이 및 관련부품"
"1071","104540","코렌텍",14150,-450,-3.08,"KOSDAQ","의료·정밀기기",164504815300,246,57.52,2671,5.3,0,0,"의료 장비 및 서비스"
"1072","013870","지엠비코리아",8600,140,1.65,"KOSPI","운수장비",164021608000,143,60.14,11858,0.73,30,0.35,"자동차부품"
"1073","234100","세원",6120,110,1.83,"KOSDAQ","운송장비·부품",163949867280,69,88.7,1619,3.78,0,0,"자동차부품"
"1074","108490","로보티즈",14550,550,3.93,"KOSDAQ","소프트웨어",163702050000,221,65.84,5454,2.67,0,0,"교육"
"1075","066980","브레인콘텐츠",922,12,1.32,"KOSDAQ","디지털컨텐츠",163579655082,5,184.4,620,1.49,0,0,"소비자 금융"
"1076","114450","KPX생명과학",10900,250,2.35,"KOSDAQ","제약",1.635e+11,80,136.25,4024,2.71,0,0,"제약"
"1077","015890","태경산업",5590,30,0.54,"KOSPI","화학",163388712500,1023,5.46,8089,0.69,370,6.62,"복합 산업"
"1078","060900","대한그린파워",1065,25,2.4,"KOSDAQ","화학",163250692275,NA,NA,188,5.66,0,0,"에너지 시설 및 서비스"
"1079","032820","우리기술",1280,15,1.19,"KOSDAQ","일반전기전자",163209685760,NA,NA,339,3.78,0,0,"에너지 시설 및 서비스"
"1080","009470","삼화전기",24600,-50,-0.2,"KOSPI","전기전자",162699972000,460,53.48,6665,3.69,100,0.41,"전자 장비 및 기기"
"1081","239340","줌인터넷",6010,160,2.74,"KOSDAQ","인터넷",161559990620,NA,NA,980,6.13,0,0,"인터넷 서비스"
"1082","004770","써니전자",4635,-25,-0.54,"KOSPI","전기전자",161506625985,20,231.75,1598,2.9,0,0,"전자 장비 및 기기"
"1083","020760","일진디스플",5700,280,5.17,"KOSPI","전기전자",161392308000,NA,NA,1665,3.42,0,0,"디스플레이 및 관련부품"
"1084","290720","푸드나무",23700,-300,-1.25,"KOSDAQ","유통",161303005800,656,36.13,7454,3.18,70,0.3,"식료품"
"1085","001840","이화공영",8130,80,0.99,"KOSDAQ","건설",161020828800,14,580.71,2157,3.77,10,0.12,"건설"
"1086","048550","SM C&C",1695,70,4.31,"KOSDAQ","방송서비스",160364153400,40,42.38,1237,1.37,0,0,"미디어"
"1087","205100","엑셈",4725,20,0.43,"KOSDAQ","소프트웨어",160093739925,143,33.04,1958,2.41,0,0,"IT 서비스"
"1088","074610","이엔플러스",3780,-5,-0.13,"KOSPI","기계",159931985220,NA,NA,1232,3.07,0,0,"기계"
"1089","092870","엑시콘",15400,350,2.33,"KOSDAQ","반도체",159762372000,NA,NA,7266,2.12,65,0.42,"반도체 및 관련장비"
"1090","004540","깨끗한나라",4280,15,0.35,"KOSPI","종이목재",159390166040,NA,NA,4260,1,0,0,"종이 및 목재"
"1091","014280","금강공업",5480,120,2.24,"KOSPI","철강금속",159037891240,NA,NA,10865,0.5,80,1.46,"건축자재"
"1092","206400","베노홀딩스",7150,-30,-0.42,"KOSDAQ","소프트웨어",159003566150,130,55,2025,3.53,0,0,"게임 소프트웨어"
"1093","037330","인지디스플레",3615,275,8.23,"KOSDAQ","IT부품",158645084760,112,32.28,3820,0.95,75,2.07,"디스플레이 및 관련부품"
"1094","277880","티에스아이",17100,0,0,"KOSDAQ","기계·장비",158467666500,NA,NA,3131,5.46,0,0,"전자 장비 및 기기"
"1095","142760","바이오리더스",5780,180,3.21,"KOSDAQ","기타서비스",158442608480,NA,NA,1210,4.78,0,0,"개인생활용품"
"1096","012200","계양전기",4855,140,2.97,"KOSPI","기계",1.58273e+11,4,1213.75,5425,0.89,35,0.72,"자동차부품"
"1097","238490","힘스",13950,300,2.2,"KOSDAQ","반도체",157805692200,759,18.38,5382,2.59,200,1.43,"디스플레이 및 관련부품"
"1098","190510","나무가",22950,1200,5.52,"KOSDAQ","IT부품",157691515500,NA,NA,6446,3.56,0,0,"휴대폰 및 관련부품"
"1099","004150","한솔홀딩스",3750,0,0,"KOSPI","기타금융",157532163750,602,6.23,9195,0.41,0,0,"복합 산업"
"1100","007660","이수페타시스",3815,35,0.93,"KOSPI","전기전자",157438938370,NA,NA,1842,2.07,60,1.57,"전자 장비 및 기기"
"1101","214420","토니모리",8920,60,0.68,"KOSPI","화학",157348800000,NA,NA,5600,1.59,0,0,"개인생활용품"
"1102","119650","KC코트렐",12100,200,1.68,"KOSPI","기계",1.573e+11,149,81.21,5805,2.08,30,0.25,"상업서비스"
"1103","004270","남성",4335,140,3.34,"KOSPI","유통업",156979713600,NA,NA,2379,1.82,25,0.58,"전자 장비 및 기기"
"1104","004970","신라교역",9800,240,2.51,"KOSPI","농업, 임업 및 어업",1.568e+11,645,15.19,32378,0.3,500,5.1,"식료품"
"1105","007110","일신석재",2015,-10,-0.49,"KOSPI","유통업",156075069150,12,167.92,671,3,0,0,"건축소재"
"1106","006890","태경케미컬",13450,200,1.51,"KOSPI","화학",1.5602e+11,858,15.68,10215,1.32,150,1.12,"화학"
"1107","011370","서한",1545,-5,-0.32,"KOSDAQ","건설",155882566425,98,15.77,2994,0.52,30,1.94,"건설"
"1108","219750","지티지웰니스",10500,200,1.94,"KOSDAQ","의료·정밀기기",155702988000,NA,NA,1181,8.89,0,0,"의료 장비 및 서비스"
"1109","014470","부방",2590,15,0.58,"KOSDAQ","금융",155535353400,NA,NA,3040,0.85,20,0.77,"내구소비재"
"1110","093240","형지엘리트",4985,-15,-0.3,"KOSPI","섬유의복",155306668030,NA,NA,2007,2.48,0,0,"섬유 및 의복"
"1111","006380","카프로",3880,-50,-1.27,"KOSPI","화학",1.552e+11,NA,NA,4613,0.84,0,0,"화학"
"1112","100250","진양홀딩스",2775,10,0.36,"KOSPI","화학",155109435300,276,10.05,5507,0.5,170,6.13,"자동차부품"
"1113","002070","비비안",5800,170,3.02,"KOSPI","섬유의복",155068162000,NA,NA,6310,0.92,0,0,"섬유 및 의복"
"1114","138360","에이씨티",4480,0,0,"KOSDAQ","화학",155061688320,NA,NA,1588,2.82,0,0,"개인생활용품"
"1115","137950","제이씨케미칼",6950,-120,-1.7,"KOSDAQ","화학",154761307300,548,12.68,4222,1.65,60,0.86,"에너지 시설 및 서비스"
"1116","003960","사조대림",16800,150,0.9,"KOSPI","음식료품",153963045600,12182,1.38,34643,0.48,150,0.89,"식료품"
"1117","347890","엠투아이",18300,700,3.98,"KOSDAQ","정보기기",153703566600,800,22.88,4958,3.69,280,1.53,"전자 장비 및 기기"
"1118","094850","참좋은여행",10950,450,4.29,"KOSDAQ","기타서비스",1.533e+11,1714,6.39,6907,1.59,170,1.55,"호텔 및 레저"
"1119","000180","성창기업지주",2195,-20,-0.9,"KOSPI","서비스업",153104762000,NA,NA,7529,0.29,0,0,"종이 및 목재"
"1120","067390","아스트",5950,180,3.12,"KOSDAQ","운송장비·부품",152793929400,NA,NA,7376,0.81,0,0,"기계"
"1121","013570","디와이",5800,770,15.31,"KOSPI","기타금융",152653871400,646,8.98,13449,0.43,150,2.59,"기계"
"1122","002460","화성산업",12250,-200,-1.61,"KOSPI","건설업",152522300000,634,19.32,29797,0.41,500,4.08,"건설"
"1123","012280","영화금속",2840,285,11.15,"KOSPI","운수장비",151640394200,6,473.33,1556,1.83,0,0,"자동차부품"
"1124","148250","알엔투테크놀로지",21000,600,2.94,"KOSDAQ","정보기기",151516974000,135,155.56,4500,4.67,50,0.24,"전자 장비 및 기기"
"1125","057680","티사이언티픽",3235,135,4.35,"KOSDAQ","디지털컨텐츠",151482811995,54,59.91,890,3.63,0,0,"인터넷 서비스"
"1126","091590","남화토건",12900,-100,-0.77,"KOSDAQ","건설",1.51446e+11,424,30.42,11305,1.14,70,0.54,"건설"
"1127","073560","우리손에프앤지",2185,35,1.63,"KOSDAQ","음식료·담배",151284249955,61,35.82,2645,0.83,25,1.14,"식료품"
"1128","131220","대한과학",20250,1250,6.58,"KOSDAQ","유통",150953422500,165,122.73,3788,5.35,60,0.3,"의료 장비 및 서비스"
"1129","128820","대성산업",3335,10,0.3,"KOSPI","유통업",150860319130,NA,NA,9118,0.37,0,0,"석유 및 가스"
"1130","052330","코텍",9670,370,3.98,"KOSDAQ","정보기기",150605917840,2069,4.67,20412,0.47,400,4.14,"디스플레이 및 관련부품"
"1131","130580","나이스디앤비",9770,60,0.62,"KOSDAQ","기타서비스",1.50458e+11,686,14.24,3540,2.76,175,1.79,"상업서비스"
"1132","060590","씨티씨바이오",7140,170,2.44,"KOSDAQ","제약",150267911640,NA,NA,3870,1.84,0,0,"제약"
"1133","170030","현대공업",9790,10,0.1,"KOSDAQ","운송장비·부품",150178600000,272,35.99,6642,1.47,66,0.67,"자동차부품"
"1134","073640","테라사이언스",2400,90,3.9,"KOSDAQ","금속",150128409600,NA,NA,479,5.01,0,0,"기계"
"1135","042420","네오위즈홀딩스",16950,200,1.19,"KOSDAQ","디지털컨텐츠",150123878700,2529,6.7,36556,0.46,123,0.73,"게임 소프트웨어"
"1136","004720","우리들제약",10200,-50,-0.49,"KOSPI","의약품",150071916600,26,392.31,4801,2.12,0,0,"제약"
"1137","056080","유진로봇",4000,920,29.87,"KOSDAQ","기계·장비",150048608000,NA,NA,1385,2.89,0,0,"기계"
"1138","299910","베스파",18550,-150,-0.8,"KOSDAQ","디지털컨텐츠",149729812400,NA,NA,10465,1.77,0,0,"게임 소프트웨어"
"1139","034940","조아제약",4830,70,1.47,"KOSDAQ","제약",149632564410,NA,NA,1874,2.58,0,0,"제약"
"1140","008040","사조동아원",1060,10,0.95,"KOSPI","음식료품",149613276000,7,151.43,1394,0.76,0,0,"식료품"
"1141","126870","뉴로스",5010,205,4.27,"KOSDAQ","기계·장비",149604461700,NA,NA,2748,1.82,0,0,"기계"
"1142","066310","큐에스아이",18050,450,2.56,"KOSDAQ","반도체",149422051500,137,131.75,6583,2.74,50,0.28,"반도체 및 관련장비"
"1143","260930","씨티케이코스메틱스",14750,300,2.08,"KOSDAQ","화학",149301727250,797,18.51,17056,0.86,300,2.03,"개인생활용품"
"1144","100590","머큐리",10100,100,1,"KOSDAQ","일반전기전자",149112360000,158,63.92,4807,2.1,0,0,"통신장비"
"1145","054620","APS홀딩스",7290,170,2.39,"KOSDAQ","금융",148673871090,NA,NA,10530,0.69,0,0,"일반 소프트웨어"
"1146","111870","삼본전자",1540,-100,-6.1,"KOSDAQ","일반전기전자",148643610500,NA,NA,1856,0.83,0,0,"내구소비재"
"1147","253590","네오셈",3955,145,3.81,"KOSDAQ","반도체",148611450540,NA,NA,999,3.96,10,0.25,"반도체 및 관련장비"
"1148","013700","까뮤이앤씨",3285,-15,-0.45,"KOSPI","건설업",148325239800,305,10.77,1571,2.09,30,0.91,"건설"
"1149","317120","라닉스",15450,-350,-2.22,"KOSDAQ","일반전기전자",148250475000,NA,NA,1873,8.25,0,0,"전자 장비 및 기기"
"1150","035610","솔본",5410,-70,-1.28,"KOSDAQ","기타서비스",147941843770,78,69.36,5130,1.05,0,0,"의료 장비 및 서비스"
"1151","007540","샘표",51200,0,0,"KOSPI","기타금융",147240960000,5441,9.41,56153,0.91,200,0.39,"식료품"
"1152","226360","이엑스티",2800,-40,-1.41,"KOSDAQ","건설",147047552400,NA,NA,1374,2.04,0,0,"건설"
"1153","282690","동아타이어",10700,50,0.47,"KOSPI","화학",146943260500,1799,5.95,25988,0.41,500,4.67,"자동차부품"
"1154","057880","필로시스헬스케어",1865,60,3.32,"KOSDAQ","유통",146768398080,NA,NA,542,3.44,0,0,"의료 장비 및 서비스"
"1155","046140","SBS콘텐츠허브",6830,470,7.39,"KOSDAQ","오락·문화",146596080650,26,262.69,7234,0.94,0,0,"미디어"
"1156","094360","칩스앤미디어",15150,-250,-1.62,"KOSDAQ","소프트웨어",146050772250,469,32.3,3331,4.55,152,1,"반도체 및 관련장비"
"1157","210540","디와이파워",13200,450,3.53,"KOSPI","기계",145750545600,1729,7.63,15129,0.87,200,1.52,"자동차부품"
"1158","017900","광전자",2515,10,0.4,"KOSPI","전기전자",145728563945,66,38.11,3805,0.66,50,1.99,"전자 장비 및 기기"
"1159","037950","엘컴텍",1725,-40,-2.27,"KOSDAQ","IT부품",145671970275,13,132.69,877,1.97,35,2.03,"휴대폰 및 관련부품"
"1160","163560","동일고무벨트",10650,100,0.95,"KOSPI","화학",145372500000,597,17.84,13940,0.76,100,0.94,"자동차부품"
"1161","004060","SG세계물산",718,10,1.41,"KOSPI","유통업",145341121280,48,14.96,1012,0.71,0,0,"섬유 및 의복"
"1162","041910","에스텍파마",12200,100,0.83,"KOSDAQ","제약",145158808600,1304,9.36,8633,1.41,100,0.82,"제약"
"1163","001260","남광토건",14750,-250,-1.67,"KOSPI","건설업",144976289750,394,37.44,5379,2.74,0,0,"건설"
"1164","012800","대창",1590,45,2.91,"KOSPI","철강금속",144913393410,66,24.09,2023,0.79,10,0.63,"금속 및 광물"
"1165","130660","한전산업",4445,135,3.13,"KOSPI","서비스업",1.44907e+11,530,8.39,2632,1.69,227,5.11,"에너지 시설 및 서비스"
"1166","009320","대우부품",3040,45,1.5,"KOSPI","운수장비",144844980000,NA,NA,775,3.92,0,0,"자동차부품"
"1167","000700","유수홀딩스",5560,-10,-0.18,"KOSPI","서비스업",144792474720,163,34.11,8702,0.64,0,0,"해상운수"
"1168","003830","대한화섬",109000,0,0,"KOSPI","화학",1.44752e+11,20048,5.44,401661,0.27,410,0.38,"화학"
"1169","109740","디에스케이",7110,220,3.19,"KOSDAQ","기계·장비",144722364930,308,23.08,5531,1.29,0,0,"디스플레이 및 관련부품"
"1170","036120","SCI평가정보",4075,75,1.88,"KOSDAQ","기타서비스",144662500000,141,28.9,610,6.68,69,1.69,"상업서비스"
"1171","179290","엠아이텍",4630,90,1.98,"KOSDAQ","의료·정밀기기",144377975240,120,38.58,1586,2.92,50,1.08,"의료 장비 및 서비스"
"1172","000860","강남제비스코",22200,0,0,"KOSPI","화학",1.443e+11,2250,9.87,81019,0.27,500,2.25,"건축자재"
"1173","065950","웰크론",5110,140,2.82,"KOSDAQ","섬유·의류",144261953220,NA,NA,2182,2.34,0,0,"건설"
"1174","171120","라이온켐텍",7630,280,3.81,"KOSDAQ","화학",144157984880,584,13.07,5776,1.32,150,1.97,"건축소재"
"1175","322510","제이엘케이",9550,100,1.06,"KOSDAQ","소프트웨어",144152369950,NA,NA,2432,3.93,0,0,"의료 장비 및 서비스"
"1176","089890","코세스",8690,-120,-1.36,"KOSDAQ","반도체",144123319780,383,22.69,1608,5.4,0,0,"반도체 및 관련장비"
"1177","217820","엔에스",13350,450,3.49,"KOSDAQ","기계·장비",143774440350,693,19.26,3288,4.06,80,0.6,"전자 장비 및 기기"
"1178","051360","토비스",8600,960,12.57,"KOSDAQ","정보기기",143766698800,1420,6.06,11606,0.74,240,2.79,"디스플레이 및 관련부품"
"1179","053450","세코닉스",10750,1030,10.6,"KOSDAQ","의료·정밀기기",143656969250,NA,NA,9257,1.16,50,0.47,"휴대폰 및 관련부품"
"1180","000320","노루홀딩스",10800,0,0,"KOSPI","기타금융",143544430800,439,24.6,27108,0.4,400,3.7,"건축자재"
"1181","004840","DRB동일",7170,0,0,"KOSPI","기타금융",142898100000,461,15.55,17771,0.4,100,1.39,"자동차부품"
"1182","010690","화신",4090,115,2.89,"KOSPI","운수장비",142824476900,202,20.25,8582,0.48,50,1.22,"자동차부품"
"1183","263700","케어랩스",8270,100,1.22,"KOSDAQ","소프트웨어",142541984640,47,175.96,4905,1.69,0,0,"의료 장비 및 서비스"
"1184","080000","에스엔유",4140,115,2.86,"KOSDAQ","기계·장비",142096681800,226,18.32,3362,1.23,0,0,"디스플레이 및 관련부품"
"1185","117580","대성에너지",5160,-20,-0.39,"KOSPI","전기가스업",1.419e+11,474,10.89,11145,0.46,250,4.84,"가스"
"1186","080220","제주반도체",4350,-105,-2.36,"KOSDAQ","반도체",141466628400,NA,NA,2430,1.79,0,0,"휴대폰 및 관련부품"
"1187","052220","iMBC",6150,30,0.49,"KOSDAQ","디지털컨텐츠",1.4145e+11,93,66.13,2270,2.71,0,0,"미디어"
"1188","088290","이원컴포텍",7600,30,0.4,"KOSDAQ","운송장비·부품",141353768000,163,46.63,1155,6.58,0,0,"자동차부품"
"1189","122310","제노레이",9710,160,1.68,"KOSDAQ","의료·정밀기기",141317825240,996,9.75,4096,2.37,400,4.12,"의료 장비 및 서비스"
"1190","015590","큐로",621,1,0.16,"KOSPI","기계",141098427198,17,36.53,451,1.38,0,0,"기계"
"1191","037230","한국팩키지",5640,80,1.44,"KOSDAQ","종이·목재",1.41e+11,72,78.33,1591,3.54,35,0.62,"용기 및 포장"
"1192","012340","뉴인텍",4690,250,5.63,"KOSDAQ","IT부품",140908714380,NA,NA,899,5.22,0,0,"전기장비"
"1193","024090","디씨엠",12000,0,0,"KOSPI","철강금속",1.404e+11,2385,5.03,14933,0.8,500,4.17,"금속 및 광물"
"1194","014970","삼륭물산",9280,-110,-1.17,"KOSDAQ","종이·목재",1.4036e+11,40,232,4755,1.95,75,0.81,"용기 및 포장"
"1195","263770","유에스티",5920,20,0.34,"KOSDAQ","금속",140305018240,108,54.81,1957,3.03,0,0,"금속 및 광물"
"1196","000520","삼일제약",20950,500,2.44,"KOSPI","의약품",140258071200,129,162.4,9580,2.19,150,0.72,"제약"
"1197","006110","삼아알미늄",12750,150,1.19,"KOSPI","철강금속",1.4025e+11,450,28.33,9893,1.29,110,0.86,"금속 및 광물"
"1198","053700","삼보모터스",8200,0,0,"KOSDAQ","운송장비·부품",140093244400,NA,NA,12158,0.67,0,0,"자동차부품"
"1199","024810","이화전기",195,5,2.63,"KOSDAQ","IT부품",140070846240,NA,NA,292,0.67,0,0,"전기장비"
"1200","038460","바이오스마트",6970,70,1.01,"KOSDAQ","정보기기",140011966000,1108,6.29,5269,1.32,63,0.9,"전자 장비 및 기기"
"1201","002700","신일전자",1970,-40,-1.99,"KOSPI","유통업",139963616370,61,32.3,978,2.01,20,1.02,"내구소비재"
"1202","131030","디에이치피코리아",8440,40,0.48,"KOSDAQ","제약",139806886680,894,9.44,6505,1.3,100,1.18,"제약"
"1203","089140","넥스턴",11800,-350,-2.88,"KOSDAQ","비금속",139788936000,539,21.89,8455,1.4,100,0.85,"기계"
"1204","065650","메디프론",3750,55,1.49,"KOSDAQ","유통",139499512500,NA,NA,601,6.24,0,0,"컴퓨터 및 주변기기"
"1205","053950","경남제약",7980,70,0.88,"KOSDAQ","제약",139191684660,NA,NA,3588,2.22,0,0,"제약"
"1206","352940","인바이오",13800,0,0,"KOSDAQ","화학",139164720000,453,30.46,3383,4.08,0,0,"화학"
"1207","079810","디이엔티",10650,100,0.95,"KOSDAQ","기계·장비",138842548350,NA,NA,1469,7.25,0,0,"디스플레이 및 관련부품"
"1208","265560","영화테크",25950,-150,-0.57,"KOSDAQ","운송장비·부품",138705085500,NA,NA,8466,3.07,50,0.19,"자동차부품"
"1209","039340","한국경제TV",6030,-20,-0.33,"KOSDAQ","방송서비스",1.3869e+11,671,8.99,5300,1.14,90,1.49,"미디어"
"1210","035150","백산",5730,40,0.7,"KOSPI","화학",1.38666e+11,288,19.9,5853,0.98,100,1.75,"섬유 및 의복"
"1211","041460","한국전자인증",6460,70,1.1,"KOSDAQ","소프트웨어",138626748540,87,74.25,1887,3.42,46,0.71,"상업서비스"
"1212","090710","휴림로봇",1480,65,4.59,"KOSDAQ","기계·장비",138209890280,NA,NA,346,4.28,0,0,"기계"
"1213","096240","청담러닝",18000,300,1.69,"KOSDAQ","기타서비스",138143718000,1176,15.31,8569,2.1,1000,5.56,"교육"
"1214","027740","마니커",696,1,0.14,"KOSPI","음식료품",138136925424,NA,NA,522,1.33,0,0,"식료품"
"1215","008970","동양철관",1160,-5,-0.43,"KOSPI","철강금속",137906936400,15,77.33,671,1.73,0,0,"금속 및 광물"
"1216","048430","유라테크",11950,200,1.7,"KOSDAQ","일반전기전자",1.37664e+11,202,59.16,9349,1.28,100,0.84,"자동차부품"
"1217","241710","코스메카코리아",12850,-50,-0.39,"KOSDAQ","화학",1.37238e+11,456,28.18,11958,1.07,0,0,"개인생활용품"
"1218","002760","보락",2290,25,1.1,"KOSPI","화학",1.37171e+11,11,208.18,734,3.12,5,0.22,"식료품"
"1219","134380","미원화학",62300,-200,-0.32,"KOSPI","화학",137014396400,6719,9.27,46438,1.34,1000,1.61,"화학"
"1220","140070","서플러스글로벌",3700,300,8.82,"KOSDAQ","유통",136855600000,44,84.09,3336,1.11,0,0,"반도체 및 관련장비"
"1221","269620","시스웍",1840,-55,-2.9,"KOSDAQ","의료·정밀기기",136816300400,37,49.73,732,2.51,40,2.17,"전자 장비 및 기기"
"1222","002450","삼익악기",1510,-10,-0.66,"KOSPI","기타제조업",136701681650,163,9.26,2478,0.61,50,3.31,"레저용품"
"1223","006220","제주은행",4250,-185,-4.17,"KOSPI","은행",136547289500,796,5.34,15491,0.27,100,2.35,"상업은행"
"1224","013310","아진산업",3585,345,10.65,"KOSDAQ","운송장비·부품",136314555810,421,8.52,5499,0.65,0,0,"자동차부품"
"1225","053980","오상자이엘",7650,-20,-0.26,"KOSDAQ","컴퓨터서비스",135771297300,NA,NA,2131,3.59,0,0,"IT 서비스"
"1226","141000","비아트론",11200,500,4.67,"KOSDAQ","반도체",135684752000,396,28.28,10954,1.02,0,0,"디스플레이 및 관련부품"
"1227","002800","신신제약",8910,160,1.83,"KOSDAQ","제약",135169155000,141,63.19,3715,2.4,28,0.31,"제약"
"1228","068940","아이씨케이",3960,115,2.99,"KOSDAQ","정보기기",135104199120,NA,NA,475,8.34,0,0,"상업서비스"
"1229","096630","에스코넥",2065,15,0.73,"KOSDAQ","IT부품",134773720060,NA,NA,1383,1.49,0,0,"휴대폰 및 관련부품"
"1230","120030","조선선재",107000,500,0.47,"KOSPI","기계",134568657000,11834,9.04,87844,1.22,1500,1.4,"금속 및 광물"
"1231","246710","티앤알바이오팹",15900,250,1.6,"KOSDAQ","제약",134051548500,NA,NA,2966,5.36,0,0,"바이오"
"1232","002410","범양건영",5390,110,2.08,"KOSPI","건설업",133844382980,794,6.79,2819,1.91,0,0,"건설"
"1233","072870","메가스터디",11200,0,0,"KOSDAQ","출판·매체복제",133514740800,1069,10.48,22365,0.5,450,4.02,"교육"
"1234","086960","한컴MDS",15100,400,2.72,"KOSDAQ","소프트웨어",133311980800,987,15.3,12715,1.19,0,0,"일반 소프트웨어"
