"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",23665,25176,26438,26431
"매출원가",3464,506,599,609
"매출총이익",20200,24670,25841,25821
"판매비와관리비",16767,19955,20334,20406
"인건비",5652,4536,4381,4298
"유무형자산상각비",1065,887,880,882
"연구개발비",1344,1521,1206,1211
"광고선전비",2991,2131,2446,2352
"판매비",-104,188,239,268
"관리비",9031,8954,9174,9283
"기타원가성비용",17,17,5,26
"기타",-3234,1712,2005,2085
"영업이익",3433,4720,5504,5412
"영업이익(발표기준)",3433,4720,5504,5412
"금융수익",901,1222,892,721
"이자수익",464,254,203,177
"배당금수익",40,105,7,3
"외환이익",-18,444,7,77
"대손충당금환입액",-1,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",361,40,26,8
"금융자산평가이익",475,131,33,68
"금융자산손상차손환입",0,0,0,0
"파생상품이익",1,33,-4,13
"기타금융수익",-417,215,617,373
"금융원가",1359,948,628,557
"이자비용",248,199,164,109
"외환손실",323,141,127,153
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",93,102,11,12
"금융자산평가손실",790,195,10,37
"금융자산손상차손",0,0,0,0
"파생상품손실",9,3,5,0
"기타금융원가",-107,308,314,245
"기타수익",267,610,318,135
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-1,1,4,-1
"자산처분(폐기)이익",124,3,15,3
"자산평가이익",18,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",8,0,0,0
"로열티수익",0,0,0,0
"수수료수익",3,3,0,0
"대손충당금환입",17,1,5,-1
"충당부채환입액",-1,1,0,0
"기타비용",1373,213,285,283
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,6,0,2
"당기손익-공정가치측정<U+00A0>금융자산평가손실",20,0,41,1
"자산처분(폐기)손실",55,5,3,33
"자산평가손실",1,0,0,0
"자산손상차손",903,0,81,18
"기타대손상각비",87,15,8,2
"충당부채전입액",9,0,0,0
"종속기업,공동지배기업및관계기업관련손익",55,218,57,261
"지분법손익",91,171,89,230
"종속기업,공동지배기업및관계기업투자주식처분손익",5,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",1931,5610,5860,5686
"법인세비용",862,1169,1527,1340
"계속영업이익",1068,4441,4332,4347
"중단영업이익",51,0,0,0
