"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",254308,212251,229436,210373
"매출원가",221049,183413,200682,181368
"매출총이익",33261,28837,28757,28998
"판매비와관리비",16651,13854,13018,13488
"인건비",8686,6184,6348,5828
"유무형자산상각비",570,705,716,669
"연구개발비",823,637,598,641
"광고선전비",450,213,245,284
"판매비",1393,971,-321,343
"관리비",5093,3925,4330,4678
"기타원가성비용",0,0,0,0
"기타",-372,1214,1100,1041
"영업이익",16613,14981,15733,15514
"영업이익(발표기준)",16613,14981,15733,15514
"금융수익",1867,3613,1530,1210
"이자수익",1309,1093,1048,904
"배당금수익",19,59,80,15
"외환이익",-108,2112,92,49
"대손충당금환입액",-3,0,1,6
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",-2,6,5,13
"금융자산평가이익",45,117,158,74
"금융자산손상차손환입",15,0,0,0
"파생상품이익",49,175,11,28
"기타금융수익",525,47,135,124
"금융원가",3478,3726,2734,2578
"이자비용",2778,2075,2097,1940
"외환손실",253,1426,255,476
"대손상각비",70,3,14,3
"당기손익-공정가치측정<U+00A0>금융자산관련손실",1,0,0,0
"매출채권처분손실",1,0,0,0
"금융자산처분손실",13,75,98,27
"금융자산평가손실",383,69,-2,4
"금융자산손상차손",189,26,12,21
"파생상품손실",82,14,208,2
"기타금융원가",-300,32,49,101
"기타수익",365,7116,2588,3299
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",1,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",92,9,2,10
"자산처분(폐기)이익",257,50,194,160
"자산평가이익",182,32,17,66
"자산손상차손환입",49,29,510,2
"임대료수익",32,27,24,25
"로열티수익",0,0,0,0
"수수료수익",25,17,21,19
"대손충당금환입",280,301,290,1094
"충당부채환입액",242,117,10,180
"기타비용",11347,5915,3546,5802
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",4,0,0,7
"당기손익-공정가치측정<U+00A0>금융자산평가손실",429,9,-6,12
"자산처분(폐기)손실",585,104,92,136
"자산평가손실",406,51,67,0
"자산손상차손",2402,82,116,765
"기타대손상각비",1777,515,746,2783
"충당부채전입액",2540,170,144,311
"종속기업,공동지배기업및관계기업관련손익",545,-526,638,241
"지분법손익",507,-428,733,279
"종속기업,공동지배기업및관계기업투자주식처분손익",4,0,5,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,-1,0
"세전계속사업이익",4564,15547,14214,11881
"법인세비용",2819,4158,3162,2587
"계속영업이익",1742,11392,11051,9297
