"","X2017.12","X2018.12","X2019.12"
"법인세비용",9552,16847,14236
"계속영업이익",20767,38451,34988
"중단영업이익",-1404,-12964,3278
"당기순이익",19364,25487,38266
"지배주주순이익",14404,19005,34263
"비지배주주순이익",2394,2842,2032
"자산",933283,943261,994427
"유동자산",575111,597054,608402
"재고자산",91643,101233,91950
"유동생물자산",0,0,0
"유동금융자산",46325,65036,62914
"매출채권및기타유동채권",249514,240026,235594
"당기법인세자산",702,876,1296
"계약자산",22406,17339,19065
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",50580,50246,61819
"현금및현금성자산",110649,115836,130189
"매각예정비유동자산및처분자산집단",3293,6461,5578
"비유동자산",358176,346064,385776
"유형자산",128878,113642,117886
"무형자산",17895,16274,19665
"비유동생물자산",0,0,0
"투자부동산",39766,45035,49721
"장기금융자산",68011,59934,66280
"관계기업등지분관련투자자산",27935,27172,27424
"장기매출채권및기타비유동채권",33884,40091,40895
"이연법인세자산",36623,40077,41798
"장기당기법인세자산",0,0,0
"기타비유동자산",5172,3832,22064
"기타금융업자산",0,146,245
"부채",612719,604000,612189
"유동부채",464781,445983,431362
"단기사채",2822,3126,3017
"단기차입금",69220,52840,52927
"유동성장기부채",65135,38564,46563
"유동금융부채",5899,5488,8838
"매입채무및기타유동채무",249808,241548,227494
"유동종업원급여충당부채",0,1,0
"기타단기충당부채",4032,12063,13032
"당기법인세부채",7272,7913,7249
"계약부채",14894,33762,32861
"반품(환불)부채",0,0,0
"배출부채",23,0,0
"기타유동부채",45631,42128,38992
"매각예정으로분류된처분자산집단에포함된부채",49,8562,388
"비유동부채",147934,158021,180826
"사채",32967,34540,49511
"장기차입금",56706,64246,54384
"비유동금융부채",4917,3971,19644
"장기매입채무및기타비유동채무",13987,12033,11828
"비유동종업원급여충당부채",8236,9387,9409
"기타장기충당부채",18340,23713,24724
"이연법인세부채",4903,3709,5877
"장기당기법인세부채",0,45,37
"기타비유동부채",7878,6329,5374
"기타금융업부채",0,0,0
"자본",320569,339264,382242
"지배기업주주지분",266748,271542,320143
"자본금",65816,69040,68483
"신종자본증권",1059,845,746
"자본잉여금",64619,79623,77508
"기타자본",-14720,-14765,-7387
"기타포괄손익누계액",785,-6532,-7053
"이익잉여금(결손금)",167845,173994,210208
"비지배주주지분",35162,37056,39731
"영업활동으로인한현금흐름",19654,53814,35280
"당기순손익",18863,22432,33695
"법인세비용차감전계속사업이익",722,4210,6160
"현금유출이없는비용등가산",71831,83239,74551
"퇴직급여",4579,4366,4764
"종업원급여",253,182,223
"주식보상비",17,2,3
"감가상각비",8051,7159,10703
"무형자산상각비",1653,1560,1314
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",4784,2360,3203
"배당금지급",0,0,0
"금융부채관련손실",1119,676,1496
"사채상환손실",2,11,4
"투자자산평가손실",112,1143,593
"자산재평가손실",0,0,0
"지분법관련손실",853,556,756
"종속기업관련손실",2,1622,506
"관계기업관련손익",371,1017,823
"(현금유입이없는수익등차감)",25603,25720,28510
"금융부채관련이익",188,192,143
"사채상환이익",0,0,65
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,19,0
"주식보상비환입",0,0,0
"투자자산평가이익",31,106,82
"자산재평가이익",0,0,0
"지분법관련이익",5380,3553,3336
"종속회사관련이익",155,990,96
"법인세수익",22,652,453
"영업활동으로인한자산부채변동(운전자본변동)",-33758,-15855,-34667
"자산의감소(증가)",2266,2388,-6031
"부채의증가(감소)",-33398,-17574,-29878
"정부보조금등의변동",0,53,-53
"기타운전자본의변동",-2631,-719,1297
"*영업에서창출된현금흐름",32055,68311,51232
"기타영업활동으로인한현금흐름",-12400,-14495,-15952
"이자수입",2956,3168,4476
"이자지급(-)",-7727,-8191,-7122
"배당금수입",3151,5176,2047
"배당금지급(-)",0,0,0
"법인세환입",122,193,7
"법인세납부(-)",-10891,-14795,-15319
"중단영업관련현금흐름",-18,-48,-38
"투자활동으로인한현금흐름",-6591,-15674,-20816
"투자활동으로인한현금유입액",114988,118342,142944
"유동금융자산의감소",73955,82707,110767
"장기금융상품의감소",1419,2570,161
"매도가능금융자산의감소",3460,48,61
"만기보유금융자산의감소",3419,5,7
"장기대여금의감소",2838,2859,3725
"파생상품의변동",543,547,302
"기타비유동금융자산의감소",2587,3277,4149
"관계기업등지분관련투자자산의감소",3829,788,1932
"유형자산의감소",1013,7408,733
"무형자산의감소",260,268,111
"생물자산의감소",0,0,0
"투자부동산의감소",936,603,1526
"기타투자활동으로인한현금유입액",20725,17258,19465
"(투자활동으로인한현금유출액)",121898,134427,164124
"유동금융자산의증가",71272,82613,106623
"장기금융상품의증가",8476,7976,1247
"매도가능금융자산의증가",2857,96,119
"만기보유금융자산의증가",923,4,49
"장기대여금의증가",5681,3635,4450
"기타비유동금융자산의증가",3685,5273,3242
"관계기업등지분관련투자자산의증가",2114,2923,8776
"유형자산의증가",10610,9868,8601
"무형자산의증가",590,623,834
"생물자산의증가",0,0,0
"투자부동산의증가",714,2099,4655
"기타투자활동으로인한현금유출액",14593,18819,25480
"기타투자활동으로인한현금흐름",322,410,368
"재무활동으로인한현금흐름",-8623,-39595,81
"재무활동으로인한현금유입액",144488,147721,171074
"사채의증가",11722,15636,22751
"차입금의증가",70933,84936,90919
"미지급금의증가",100,197,0
"유동성장기부채의증가",7363,1740,50
"기타금융부채의증가",52198,43768,54868
"기타부채의증가",368,312,271
"유상증자",1082,713,1050
"자기주식의처분",55,0,0
"주식매입선택권의행사",13,4,0
"자본구성항목의증가",41,42,476
"기타재무활동으로인한현금유입액",613,377,686
"(재무활동으로인한현금유출액)",149128,182195,164781
"사채의감소",4097,4703,8246
"차입금의감소",55042,82987,78748
"미지급금의감소",0,0,0
"유동성장기부채의감소",31622,33714,20885
"기타금융부채의감소",56223,57858,54116
"기타부채의감소",1064,882,859
"유상감자",0,2,0
"자기주식의취득",301,188,72
"자본구성항목의감소",171,1825,565
"기타재무활동으로인한현금유출액",607,32,1295
"기타재무활동으로인한현금흐름",-3988,-5117,-6208
"영업투자재무활동기타현금흐름",0,-111,102
"연결범위변동으로인한현금의증가",50,12,-358
"환율변동효과",-2308,214,64
"현금및현금성자산의증가",2180,-1342,14352
"기초현금및현금성자산",108466,117258,115836
"기말현금및현금성자산",110651,115914,130189
