"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",2069429,2460983,2353073,544137,407361,442551
"매출원가",1822746,2240372,2145587,552644,377987,401609
"매출총이익",246681,220609,207481,-8505,29374,40941
"판매비와관리비",110245,111397,117151,30308,29187,29603
"인건비",30057,34980,34665,9914,8692,8836
"유무형자산상각비",8046,9119,16287,4102,4045,4609
"연구개발비",6436,7129,7158,2187,1424,2015
"광고선전비",8854,8248,7939,1326,1708,1891
"판매비",18867,14062,13670,3009,2992,2786
"관리비",30344,33159,32920,7969,8318,7579
"기타원가성비용",0,0,0,0,0,0
"기타",7647,4703,4511,1805,2008,1888
"영업이익",136436,109214,90332,-38816,189,11339
"영업이익(발표기준)",136436,109214,90332,-38816,189,11339
"금융수익",65543,88907,78326,64481,14514,15018
"이자수익",4103,4280,5237,941,819,624
"배당금수익",206,180,151,33,55,1
"외환이익",35720,27176,30685,15799,6652,5424
"대손충당금환입액",0,0,0,18,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",5104,213,281,63,285,106
"금융자산평가이익",0,293,425,23,19,7
"금융자산손상차손환입",6,0,0,0,0,0
"파생상품이익",20397,55415,40621,46512,4403,6454
"기타금융수익",3,1311,893,1085,2278,2399
"금융원가",68323,99508,109181,71900,17583,16434
"이자비용",15939,20387,27352,5496,5442,5344
"외환손실",29723,31909,34879,20254,5696,3902
"대손상각비",0,18,0,0,4,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",26,59,39,1,0,0
"금융자산처분손실",35,90,289,244,354,203
"금융자산평가손실",188,54,60,18,172,0
"금융자산손상차손",45,0,0,0,0,0
"파생상품손실",22286,46444,46166,42552,3493,4142
"기타금융원가",75,547,393,3336,2420,2844
"기타수익",21365,21774,25625,13519,7679,7105
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,9,0,0,1,0
"자산처분(폐기)이익",884,2725,1451,256,597,189
"자산평가이익",1,0,0,0,0,0
"자산손상차손환입",1,9,32,0,0,0
"임대료수익",319,144,164,22,15,15
"로열티수익",0,0,0,0,0,0
"수수료수익",0,1,1,0,2,1
"대손충당금환입",65,29,27,0,0,0
"충당부채환입액",8,30,19,0,0,0
"기타비용",24006,30540,36367,15078,6200,3142
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",15,11,5,1,0,1
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,93,0,0,0
"자산처분(폐기)손실",1846,2423,2290,789,2254,416
"자산평가손실",0,0,0,0,0,0
"자산손상차손",5438,6042,12477,1795,220,135
"기타대손상각비",256,19,283,15,0,0
"충당부채전입액",2,217,8,0,0,-4
"종속기업,공동지배기업및관계기업관련손익",30342,40409,7850,1146,3273,3406
"지분법손익",28934,40358,7878,1145,3270,3413
"종속기업,공동지배기업및관계기업투자주식처분손익",1494,51,-31,0,0,-9
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-87,0,0,0,0,0
"세전계속사업이익",161357,130251,56587,-46649,1867,17289
"법인세비용",48636,41379,26959,-10153,2869,2871
"계속영업이익",112722,88874,29626,-36497,-1002,14420
"중단영업이익",6755,8973,157,-85,951,-79
"당기순이익",119476,97844,29783,-36582,-51,14342
"지배주주순이익",82017,56569,18411,-29701,-1645,9107
"비지배주주순이익",37438,41252,11292,-6886,1593,5230
"자산",2176176,2323560,2543012,2559800,2598726,2608247
"유동자산",752535,772403,819725,798793,794521,786032
"재고자산",224774,242989,246842,181941,168487,188814
"유동생물자산",0,0,0,0,0,0
"유동금융자산",90309,98774,97234,90712,100314,93128
"매출채권및기타유동채권",271561,256841,244264,225161,199905,198536
"당기법인세자산",191,602,235,257,160,252
"계약자산",8108,9019,10395,10479,12853,13673
"반품(환불)자산",0,0,0,0,0,0
"배출권",0,0,0,0,0,0
"기타유동자산",28798,46603,52572,57209,58187,63652
"현금및현금성자산",122962,113842,137100,202578,237094,205596
"매각예정비유동자산및처분자산집단",5831,3735,31084,30456,17519,22381
"비유동자산",1423640,1551158,1723286,1761008,1804204,1822216
"유형자산",835484,845629,903031,917474,947445,959680
"무형자산",185692,226816,199363,214985,225437,221191
"비유동생물자산",0,0,0,0,0,0
"투자부동산",23404,21396,23411,23068,22300,23668
"장기금융자산",41830,47510,57144,60995,68604,77417
