"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",585963,544137,407361,442551
"매출원가",538363,552644,377987,401609
"매출총이익",47602,-8505,29374,40941
"판매비와관리비",33942,30308,29187,29603
"인건비",10201,9914,8692,8836
"유무형자산상각비",4624,4102,4045,4609
"연구개발비",2316,2187,1424,2015
"광고선전비",2422,1326,1708,1891
"판매비",5131,3009,2992,2786
"관리비",10566,7969,8318,7579
"기타원가성비용",0,0,0,0
"기타",-1317,1805,2008,1888
"영업이익",13658,-38816,189,11339
"영업이익(발표기준)",13658,-38816,189,11339
"금융수익",11806,64481,14514,15018
"이자수익",1876,941,819,624
"배당금수익",82,33,55,1
"외환이익",8645,15799,6652,5424
"대손충당금환입액",0,18,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",123,63,285,106
"금융자산평가이익",285,23,19,7
"금융자산손상차손환입",0,0,0,0
"파생상품이익",3799,46512,4403,6454
"기타금융수익",-3025,1085,2278,2399
"금융원가",17750,71900,17583,16434
"이자비용",11215,5496,5442,5344
"외환손실",7724,20254,5696,3902
"대손상각비",0,0,4,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",37,1,0,0
"금융자산처분손실",44,244,354,203
"금융자산평가손실",16,18,172,0
"금융자산손상차손",0,0,0,0
"파생상품손실",7859,42552,3493,4142
"기타금융원가",-9145,3336,2420,2844
"기타수익",6020,13519,7679,7105
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,1,0
"자산처분(폐기)이익",914,256,597,189
"자산평가이익",0,0,0,0
"자산손상차손환입",32,0,0,0
"임대료수익",97,22,15,15
"로열티수익",0,0,0,0
"수수료수익",0,0,2,1
"대손충당금환입",26,0,0,0
"충당부채환입액",17,0,0,0
"기타비용",19192,15078,6200,3142
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",4,1,0,1
"당기손익-공정가치측정<U+00A0>금융자산평가손실",92,0,0,0
"자산처분(폐기)손실",1149,789,2254,416
"자산평가손실",0,0,0,0
"자산손상차손",11574,1795,220,135
"기타대손상각비",270,15,0,0
"충당부채전입액",-1,0,0,-4
"종속기업,공동지배기업및관계기업관련손익",730,1146,3273,3406
"지분법손익",772,1145,3270,3413
"종속기업,공동지배기업및관계기업투자주식처분손익",-47,0,0,-9
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-4723,-46649,1867,17289
"법인세비용",4971,-10153,2869,2871
"계속영업이익",-9694,-36497,-1002,14420
"중단영업이익",291,-85,951,-79
"당기순이익",-9403,-36582,-51,14342
"지배주주순이익",-5699,-29701,-1645,9107
"비지배주주순이익",-3712,-6886,1593,5230
"자산",2543012,2559800,2598726,2608247
"유동자산",819725,798793,794521,786032
"재고자산",246842,181941,168487,188814
"유동생물자산",0,0,0,0
"유동금융자산",97234,90712,100314,93128
"매출채권및기타유동채권",244264,225161,199905,198536
"당기법인세자산",235,257,160,252
"계약자산",10395,10479,12853,13673
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",52572,57209,58187,63652
"현금및현금성자산",137100,202578,237094,205596
"매각예정비유동자산및처분자산집단",31084,30456,17519,22381
"비유동자산",1723286,1761008,1804204,1822216
"유형자산",903031,917474,947445,959680
"무형자산",199363,214985,225437,221191
"비유동생물자산",0,0,0,0
"투자부동산",23411,23068,22300,23668
"장기금융자산",57144,60995,68604,77417
"관계기업등지분관련투자자산",384537,384920,376103,376299
"장기매출채권및기타비유동채권",16849,17117,18061,19119
"이연법인세자산",12208,13261,14402,13980
"장기당기법인세자산",0,0,0,0
"기타비유동자산",126102,128641,131402,130426
"기타금융업자산",0,0,0,0
"부채",1480036,1540532,1561562,1566164
"유동부채",701443,741125,716572,701961
"단기사채",470,607,577,9419
"단기차입금",144242,244361,205370,165098
"유동성장기부채",121068,105351,109783,116395
"유동금융부채",21364,33413,21913,19651
"매입채무및기타유동채무",355195,290990,307985,322792
"유동종업원급여충당부채",0,0,0,0
"기타단기충당부채",7871,8701,8134,7076
"당기법인세부채",14491,14195,16428,15320
"계약부채",7105,8680,8114,8287
"반품(환불)부채",0,0,0,0
"배출부채",0,0,0,2
