"","X2017.12","X2018.12","X2019.12"
"매출액",2069429,2460983,2353073
"매출원가",1822746,2240372,2145587
"매출총이익",246681,220609,207481
"판매비와관리비",110245,111397,117151
"인건비",30057,34980,34665
"유무형자산상각비",8046,9119,16287
"연구개발비",6436,7129,7158
"광고선전비",8854,8248,7939
"판매비",18867,14062,13670
"관리비",30344,33159,32920
"기타원가성비용",0,0,0
"기타",7647,4703,4511
"영업이익",136436,109214,90332
"영업이익(발표기준)",136436,109214,90332
"금융수익",65543,88907,78326
"이자수익",4103,4280,5237
"배당금수익",206,180,151
"외환이익",35720,27176,30685
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",5104,213,281
"금융자산평가이익",0,293,425
"금융자산손상차손환입",6,0,0
"파생상품이익",20397,55415,40621
"기타금융수익",3,1311,893
"금융원가",68323,99508,109181
"이자비용",15939,20387,27352
"외환손실",29723,31909,34879
"대손상각비",0,18,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",26,59,39
"금융자산처분손실",35,90,289
"금융자산평가손실",188,54,60
"금융자산손상차손",45,0,0
"파생상품손실",22286,46444,46166
"기타금융원가",75,547,393
"기타수익",21365,21774,25625
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,9,0
"자산처분(폐기)이익",884,2725,1451
"자산평가이익",1,0,0
"자산손상차손환입",1,9,32
"임대료수익",319,144,164
"로열티수익",0,0,0
"수수료수익",0,1,1
"대손충당금환입",65,29,27
"충당부채환입액",8,30,19
"기타비용",24006,30540,36367
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",15,11,5
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,93
"자산처분(폐기)손실",1846,2423,2290
"자산평가손실",0,0,0
"자산손상차손",5438,6042,12477
"기타대손상각비",256,19,283
"충당부채전입액",2,217,8
"종속기업,공동지배기업및관계기업관련손익",30342,40409,7850
"지분법손익",28934,40358,7878
"종속기업,공동지배기업및관계기업투자주식처분손익",1494,51,-31
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-87,0,0
"세전계속사업이익",161357,130251,56587
"법인세비용",48636,41379,26959
"계속영업이익",112722,88874,29626
"중단영업이익",6755,8973,157
"당기순이익",119476,97844,29783
"지배주주순이익",82017,56569,18411
"비지배주주순이익",37438,41252,11292
"자산",2176176,2323560,2543012
"유동자산",752535,772403,819725
"재고자산",224774,242989,246842
"유동생물자산",0,0,0
"유동금융자산",90309,98774,97234
"매출채권및기타유동채권",271561,256841,244264
"당기법인세자산",191,602,235
"계약자산",8108,9019,10395
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",28798,46603,52572
"현금및현금성자산",122962,113842,137100
"매각예정비유동자산및처분자산집단",5831,3735,31084
"비유동자산",1423640,1551158,1723286
"유형자산",835484,845629,903031
"무형자산",185692,226816,199363
"비유동생물자산",0,0,0
"투자부동산",23404,21396,23411
"장기금융자산",41830,47510,57144
"관계기업등지분관련투자자산",286345,351333,384537
"장기매출채권및기타비유동채권",14165,15294,16849
"이연법인세자산",9412,9259,12208
"장기당기법인세자산",0,0,0
"기타비유동자산",27313,33481,126102
"기타금융업자산",0,0,0
"부채",1196226,1282641,1480036
"유동부채",624680,633800,701443
"단기사채",8122,46,470
"단기차입금",96543,125132,144242
"유동성장기부채",107401,104573,121068
"유동금융부채",5197,9634,21364
"매입채무및기타유동채무",353493,342391,355195
"유동종업원급여충당부채",0,0,0
"기타단기충당부채",2766,4914,7871
"당기법인세부채",20469,12252,14491
"계약부채",0,4601,7105
"반품(환불)부채",0,0,0
"배출부채",0,0,0
"기타유동부채",29133,29222,26923
"매각예정으로분류된처분자산집단에포함된부채",1560,1037,2713
"비유동부채",571543,648842,778595
"사채",325724,373241,434264
"장기차입금",113879,136126,142829
"비유동금융부채",1862,5825,76961
"장기매입채무및기타비유동채무",44911,27599,22619
"비유동종업원급여충당부채",4157,5999,5768
"기타장기충당부채",6008,7159,5813
"이연법인세부채",64522,82346,79701
"장기당기법인세부채",0,0,0
"기타비유동부채",10484,10115,9659
"기타금융업부채",0,0,0
"자본",979950,1040921,1062972
"지배기업주주지분",586505,628220,632396
"자본금",17579,18236,18853
"신종자본증권",0,0,0
"자본잉여금",215854,203121,211383
"기타자본",-67558,-79263,-88882
"기타포괄손익누계액",-1269,1769,3691
"이익잉여금(결손금)",422593,485059,488120
"비지배주주지분",392748,411995,429808
"영업활동으로인한현금흐름",121420,112743,140819
"당기순손익",119347,97844,29783
"법인세비용차감전계속사업이익",0,0,0
"현금유출이없는비용등가산",181636,216419,219660
"퇴직급여",5130,5484,6050
"종업원급여",0,0,0
