"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",4775,4320,3586,3428
"매출원가",3927,3393,2826,2720
"매출총이익",847,928,762,710
"판매비와관리비",861,772,661,627
"인건비",339,292,275,279
"유무형자산상각비",52,60,61,60
"연구개발비",119,100,87,93
"광고선전비",19,26,18,20
"판매비",103,80,44,19
"관리비",232,192,147,133
"기타원가성비용",0,0,0,0
"기타",-7,20,25,19
"영업이익",-12,154,101,82
"영업이익(발표기준)",-12,154,101,82
"금융수익",110,189,87,75
"이자수익",35,31,26,40
"배당금수익",1,5,6,2
"외환이익",-24,144,29,8
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",12,0,2,3
"금융자산평가이익",80,3,12,15
"금융자산손상차손환입",0,0,0,0
"파생상품이익",1,4,5,4
"기타금융수익",5,1,6,0
"금융원가",187,159,132,107
"이자비용",114,59,33,42
"외환손실",54,56,73,64
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",6,2,29,0
"금융자산평가손실",43,39,-9,-1
"금융자산손상차손",0,0,0,0
"파생상품손실",1,0,1,1
"기타금융원가",-31,2,4,0
"기타수익",109,184,-30,32
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",2,0,0,0
"자산처분(폐기)이익",4,2,2,9
"자산평가이익",2,0,0,1
"자산손상차손환입",6,0,1,13
"임대료수익",5,5,5,5
"로열티수익",0,0,0,0
"수수료수익",1,0,0,0
"대손충당금환입",7,1,0,0
"충당부채환입액",0,0,0,0
"기타비용",487,147,28,41
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",3,0,2,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",-7,13,-13,0
"자산처분(폐기)손실",53,0,0,13
"자산평가손실",11,0,0,0
"자산손상차손",314,0,2,19
"기타대손상각비",22,4,6,7
"충당부채전입액",57,0,0,0
"종속기업,공동지배기업및관계기업관련손익",50,-10,-44,-24
"지분법손익",40,-9,-47,-15
"종속기업,공동지배기업및관계기업투자주식처분손익",1,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-420,211,-45,18
"법인세비용",46,39,20,25
"계속영업이익",-471,188,-64,-9
"중단영업이익",9,9,0,0
"당기순이익",-463,197,-63,-9
"지배주주순이익",-446,73,-99,-18
"비지배주주순이익",21,74,5,-10
"자산",24996,24606,23546,23833
"유동자산",13658,13280,12727,12660
"재고자산",2892,3072,3296,3038
"유동생물자산",0,0,0,0
"유동금융자산",3794,3294,3024,3044
"매출채권및기타유동채권",2932,3263,2476,2585
"당기법인세자산",12,10,6,9
"계약자산",34,0,58,0
"반품(환불)자산",10,9,10,11
"배출권",0,0,0,0
"기타유동자산",770,277,489,323
"현금및현금성자산",3215,3187,3367,3588
"매각예정비유동자산및처분자산집단",0,160,0,60
"비유동자산",11340,11328,10820,11176
"유형자산",5273,5282,5449,5559
"무형자산",1058,921,905,895
"비유동생물자산",0,0,0,0
"투자부동산",1600,1638,1650,1640
"장기금융자산",1600,1678,1589,1627
"관계기업등지분관련투자자산",1403,1398,861,1077
"장기매출채권및기타비유동채권",104,122,93,125
"이연법인세자산",81,74,72,59
"장기당기법인세자산",0,0,0,0
"기타비유동자산",226,213,200,190
"기타금융업자산",0,0,0,0
"부채",8567,8235,7063,6945
