"","X2017.12","X2018.12","X2019.12"
"매출액",17893,21128,17682
"매출원가",14591,17434,14342
"매출총이익",3305,3694,3340
"판매비와관리비",2828,3020,3104
"인건비",1032,1111,1188
"유무형자산상각비",154,228,246
"연구개발비",438,436,435
"광고선전비",156,94,84
"판매비",228,246,279
"관리비",749,835,797
"기타원가성비용",2,1,1
"기타",68,64,77
"영업이익",478,672,236
"영업이익(발표기준)",478,672,236
"금융수익",387,459,463
"이자수익",73,121,127
"배당금수익",8,17,14
"외환이익",110,143,181
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",155,57,22
"금융자산평가이익",23,111,102
"금융자산손상차손환입",0,0,0
"파생상품이익",17,10,12
"기타금융수익",2,0,5
"금융원가",484,473,459
"이자비용",198,201,243
"외환손실",215,112,138
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",15,8,14
"금융자산평가손실",9,139,55
"금융자산손상차손",28,0,0
"파생상품손실",10,4,2
"기타금융원가",13,5,4
"기타수익",361,478,301
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,11,4
"자산처분(폐기)이익",8,44,17
"자산평가이익",0,0,2
"자산손상차손환입",21,48,6
"임대료수익",23,23,21
"로열티수익",0,0,0
"수수료수익",2,2,2
"대손충당금환입",5,3,20
"충당부채환입액",0,0,1
"기타비용",564,451,636
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",9,9,10
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,2,2
"자산처분(폐기)손실",33,14,61
"자산평가손실",0,4,11
"자산손상차손",223,160,318
"기타대손상각비",80,115,29
"충당부채전입액",0,0,57
"종속기업,공동지배기업및관계기업관련손익",68,-9,53
"지분법손익",51,-33,41
"종속기업,공동지배기업및관계기업투자주식처분손익",20,0,1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",241,681,-41
"법인세비용",77,188,257
"계속영업이익",165,492,-296
"중단영업이익",-60,-40,-20
"당기순이익",107,453,-317
"지배주주순이익",-197,56,-496
"비지배주주순이익",183,281,215
"자산",22884,23244,24996
"유동자산",12675,12936,13658
"재고자산",2708,3061,2892
"유동생물자산",0,0,0
"유동금융자산",3006,3538,3794
"매출채권및기타유동채권",3220,3514,2932
"당기법인세자산",5,14,12
"계약자산",0,49,34
"반품(환불)자산",0,14,10
"배출권",0,0,0
"기타유동자산",188,196,770
"현금및현금성자산",3439,2452,3215
"매각예정비유동자산및처분자산집단",106,101,0
"비유동자산",10206,10306,11340
"유형자산",4968,5025,5273
"무형자산",1378,1303,1058
"비유동생물자산",0,0,0
"투자부동산",1721,1525,1600
"장기금융자산",1057,1693,1600
"관계기업등지분관련투자자산",804,482,1403
"장기매출채권및기타비유동채권",132,99,104
"이연법인세자산",75,93,81
"장기당기법인세자산",0,0,0
"기타비유동자산",74,84,226
"기타금융업자산",0,0,0
"부채",7474,7403,8567
"유동부채",5291,6010,6343
"단기사채",426,618,1400
"단기차입금",1872,2100,1879
"유동성장기부채",268,595,297
"유동금융부채",71,18,249
"매입채무및기타유동채무",2182,2297,2157
"유동종업원급여충당부채",0,0,0
"기타단기충당부채",29,32,32
"당기법인세부채",132,144,122
