"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",17893,21128,17682,4320,3586,3428
"매출원가",14591,17434,14342,3393,2826,2720
"매출총이익",3305,3694,3340,928,762,710
"판매비와관리비",2828,3020,3104,772,661,627
"인건비",1032,1111,1188,292,275,279
"유무형자산상각비",154,228,246,60,61,60
"연구개발비",438,436,435,100,87,93
"광고선전비",156,94,84,26,18,20
"판매비",228,246,279,80,44,19
"관리비",749,835,797,192,147,133
"기타원가성비용",2,1,1,0,0,0
"기타",68,64,77,20,25,19
"영업이익",478,672,236,154,101,82
"영업이익(발표기준)",478,672,236,154,101,82
"금융수익",387,459,463,189,87,75
"이자수익",73,121,127,31,26,40
"배당금수익",8,17,14,5,6,2
"외환이익",110,143,181,144,29,8
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",155,57,22,0,2,3
"금융자산평가이익",23,111,102,3,12,15
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",17,10,12,4,5,4
"기타금융수익",2,0,5,1,6,0
"금융원가",484,473,459,159,132,107
"이자비용",198,201,243,59,33,42
"외환손실",215,112,138,56,73,64
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",15,8,14,2,29,0
"금융자산평가손실",9,139,55,39,-9,-1
"금융자산손상차손",28,0,0,0,0,0
"파생상품손실",10,4,2,0,1,1
"기타금융원가",13,5,4,2,4,0
"기타수익",361,478,301,184,-30,32
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,11,4,0,0,0
"자산처분(폐기)이익",8,44,17,2,2,9
"자산평가이익",0,0,2,0,0,1
"자산손상차손환입",21,48,6,0,1,13
"임대료수익",23,23,21,5,5,5
"로열티수익",0,0,0,0,0,0
"수수료수익",2,2,2,0,0,0
"대손충당금환입",5,3,20,1,0,0
"충당부채환입액",0,0,1,0,0,0
"기타비용",564,451,636,147,28,41
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",9,9,10,0,2,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,2,2,13,-13,0
"자산처분(폐기)손실",33,14,61,0,0,13
"자산평가손실",0,4,11,0,0,0
"자산손상차손",223,160,318,0,2,19
"기타대손상각비",80,115,29,4,6,7
"충당부채전입액",0,0,57,0,0,0
"종속기업,공동지배기업및관계기업관련손익",68,-9,53,-10,-44,-24
"지분법손익",51,-33,41,-9,-47,-15
"종속기업,공동지배기업및관계기업투자주식처분손익",20,0,1,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",241,681,-41,211,-45,18
"법인세비용",77,188,257,39,20,25
"계속영업이익",165,492,-296,188,-64,-9
"중단영업이익",-60,-40,-20,9,0,0
"당기순이익",107,453,-317,197,-63,-9
"지배주주순이익",-197,56,-496,73,-99,-18
"비지배주주순이익",183,281,215,74,5,-10
"자산",22884,23244,24996,24606,23546,23833
"유동자산",12675,12936,13658,13280,12727,12660
"재고자산",2708,3061,2892,3072,3296,3038
"유동생물자산",0,0,0,0,0,0
"유동금융자산",3006,3538,3794,3294,3024,3044
"매출채권및기타유동채권",3220,3514,2932,3263,2476,2585
"당기법인세자산",5,14,12,10,6,9
"계약자산",0,49,34,0,58,0
"반품(환불)자산",0,14,10,9,10,11
"배출권",0,0,0,0,0,0
"기타유동자산",188,196,770,277,489,323
"현금및현금성자산",3439,2452,3215,3187,3367,3588
"매각예정비유동자산및처분자산집단",106,101,0,160,0,60
"비유동자산",10206,10306,11340,11328,10820,11176
"유형자산",4968,5025,5273,5282,5449,5559
"무형자산",1378,1303,1058,921,905,895
"비유동생물자산",0,0,0,0,0,0
"투자부동산",1721,1525,1600,1638,1650,1640
"장기금융자산",1057,1693,1600,1678,1589,1627
