"","X2017.12","X2018.12","X2019.12"
"매출액",34942,35428,43927
"매출원가",17881,20887,26358
"매출총이익",17059,14542,17568
"판매비와관리비",9801,11792,14767
"인건비",2934,3417,4148
"유무형자산상각비",462,553,738
"연구개발비",2920,3323,4566
"광고선전비",544,599,592
"판매비",493,503,570
"관리비",2156,3032,3679
"기타원가성비용",0,0,0
"기타",284,365,468
"영업이익",7262,2751,2804
"영업이익(발표기준)",7262,2751,2804
"금융수익",1870,2249,2305
"이자수익",423,551,679
"배당금수익",5,1,7
"외환이익",322,419,350
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,3,4
"금융자산처분이익",37,469,268
"금융자산평가이익",558,304,169
"금융자산손상차손환입",0,0,0
"파생상품이익",58,337,523
"기타금융수익",464,163,296
"금융원가",2885,2216,2379
"이자비용",699,585,1053
"외환손실",538,225,286
"대손상각비",1,4,2
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,1
"매출채권처분손실",3,1,1
"금융자산처분손실",21,6,5
"금융자산평가손실",46,46,142
"금융자산손상차손",43,0,0
"파생상품손실",1359,1190,561
"기타금융원가",173,155,330
"기타수익",565,4843,1500
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,113,93
"자산처분(폐기)이익",143,70,96
"자산평가이익",19,13,11
"자산손상차손환입",0,0,0
"임대료수익",40,45,64
"로열티수익",0,0,0
"수수료수익",1,2,3
"대손충당금환입",0,0,0
"충당부채환입액",0,4,0
"기타비용",907,1314,2701
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",8,18,18
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,2,61
"자산처분(폐기)손실",18,26,65
"자산평가손실",1,0,1
"자산손상차손",415,482,1863
"기타대손상각비",9,47,50
"충당부채전입액",0,5,0
"종속기업,공동지배기업및관계기업관련손익",-1204,-1437,498
"지분법손익",-1222,-1394,336
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",4699,4868,2028
"법인세비용",1841,1788,808
"계속영업이익",2883,3079,1221
"중단영업이익",-38,-33,-4
"당기순이익",2845,3045,1218
"지배주주순이익",4137,3036,2387
"비지배주주순이익",99,-88,-83
"자산",175330,180064,187648
"유동자산",74290,92622,91153
"재고자산",22024,24306,27220
"유동생물자산",2,2,3
"유동금융자산",20325,34013,26658
"매출채권및기타유동채권",16278,18503,18179
"당기법인세자산",128,127,197
"계약자산",9,679,1779
"반품(환불)자산",0,16,14
"배출권",0,0,0
"기타유동자산",875,1572,1289
"현금및현금성자산",14656,13369,15802
"매각예정비유동자산및처분자산집단",0,30,3
"비유동자산",101035,87440,96499
"유형자산",32658,37289,40919
"무형자산",11913,14078,15329
"비유동생물자산",0,0,0
"투자부동산",1247,1283,2055
"장기금융자산",2466,3966,4755
"관계기업등지분관련투자자산",51705,27871,28694
"장기매출채권및기타비유동채권",395,483,407
"이연법인세자산",523,807,1050
"장기당기법인세자산",0,0,0
"기타비유동자산",129,889,1982
"기타금융업자산",0,0,0
"부채",63340,53647,56290
"유동부채",44800,33334,34567
"단기사채",941,682,2163
"단기차입금",5110,4840,7945
"유동성장기부채",2343,5308,3314
"유동금융부채",20356,1350,1566
"매입채무및기타유동채무",11603,13525,13008
"유동종업원급여충당부채",19,26,22
"기타단기충당부채",32,40,71
"당기법인세부채",1311,1285,839
"계약부채",1213,2605,2124
"반품(환불)부채",3,28,34
"배출부채",5,15,6
"기타유동부채",1860,3627,3471
"매각예정으로분류된처분자산집단에포함된부채",0,0,0
"비유동부채",18543,20310,21718
"사채",2060,5189,5582
"장기차입금",6806,4631,3491
"비유동금융부채",1190,1053,1828
