"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",34942,35428,43927,13411,17014,17980
"매출원가",17881,20887,26358,7883,9517,9657
"매출총이익",17059,14542,17568,5525,7495,8326
"판매비와관리비",9801,11792,14767,4006,4256,4351
"인건비",2934,3417,4148,953,932,905
"유무형자산상각비",462,553,738,194,176,179
"연구개발비",2920,3323,4566,986,1133,1018
"광고선전비",544,599,592,127,145,125
"판매비",493,503,570,134,169,178
"관리비",2156,3032,3679,812,728,741
"기타원가성비용",0,0,0,0,0,0
"기타",284,365,468,797,969,1204
"영업이익",7262,2751,2804,1514,3236,3978
"영업이익(발표기준)",7262,2751,2804,1514,3236,3978
"금융수익",1870,2249,2305,1037,287,805
"이자수익",423,551,679,145,122,109
"배당금수익",5,1,7,3,3,6
"외환이익",322,419,350,252,29,38
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,3,4,1,2,2
"금융자산처분이익",37,469,268,25,90,17
"금융자산평가이익",558,304,169,201,-55,21
"금융자산손상차손환입",0,0,0,0,6,0
"파생상품이익",58,337,523,269,1,423
"기타금융수익",464,163,296,142,92,184
"금융원가",2885,2216,2379,1066,406,2081
"이자비용",699,585,1053,220,317,198
"외환손실",538,225,286,149,46,71
"대손상각비",1,4,2,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,1,0,9,20
"매출채권처분손실",3,1,1,0,0,0
"금융자산처분손실",21,6,5,0,3,11
"금융자산평가손실",46,46,142,90,-12,306
"금융자산손상차손",43,0,0,0,0,0
"파생상품손실",1359,1190,561,255,34,617
"기타금융원가",173,155,330,344,9,859
"기타수익",565,4843,1500,663,424,1075
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,113,93,0,0,0
"자산처분(폐기)이익",143,70,96,9,2,3
"자산평가이익",19,13,11,0,0,0
"자산손상차손환입",0,0,0,0,1,0
"임대료수익",40,45,64,15,13,13
"로열티수익",0,0,0,0,0,0
"수수료수익",1,2,3,0,0,1
"대손충당금환입",0,0,0,4,6,6
"충당부채환입액",0,4,0,0,0,0
"기타비용",907,1314,2701,264,446,498
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",8,18,18,0,2,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,2,61,17,-4,6
"자산처분(폐기)손실",18,26,65,1,7,14
"자산평가손실",1,0,1,0,0,0
"자산손상차손",415,482,1863,40,5,5
"기타대손상각비",9,47,50,20,4,13
"충당부채전입액",0,5,0,0,58,57
"종속기업,공동지배기업및관계기업관련손익",-1204,-1437,498,-306,-111,36
"지분법손익",-1222,-1394,336,-302,-106,36
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",4699,4868,2028,1575,2986,3307
"법인세비용",1841,1788,808,718,973,1200
"계속영업이익",2883,3079,1221,855,2010,2106
"중단영업이익",-38,-33,-4,0,0,0
"당기순이익",2845,3045,1218,855,2010,2106
"지배주주순이익",4137,3036,2387,1128,2389,3104
"비지배주주순이익",99,-88,-83,-17,19,-84
"자산",175330,180064,187648,192915,201605,210862
"유동자산",74290,92622,91153,94839,102023,108875
"재고자산",22024,24306,27220,28748,30306,32522
"유동생물자산",2,2,3,2,5,8
"유동금융자산",20325,34013,26658,26356,24997,26310
"매출채권및기타유동채권",16278,18503,18179,19672,21240,22296
"당기법인세자산",128,127,197,172,40,53
"계약자산",9,679,1779,2687,3303,4423
"반품(환불)자산",0,16,14,16,12,7
"배출권",0,0,0,0,0,0
"기타유동자산",875,1572,1289,1685,2333,2843
"현금및현금성자산",14656,13369,15802,15499,19781,20408
"매각예정비유동자산및처분자산집단",0,30,3,3,3,3
"비유동자산",101035,87440,96499,98074,99581,101986
"유형자산",32658,37289,40919,41605,42096,42028
"무형자산",11913,14078,15329,15655,15834,16314
"비유동생물자산",0,0,0,0,0,0
"투자부동산",1247,1283,2055,2055,1957,1928
"장기금융자산",2466,3966,4755,4930,5629,6819
"관계기업등지분관련투자자산",51705,27871,28694,28529,28554,29404
"장기매출채권및기타비유동채권",395,483,407,429,655,456
"이연법인세자산",523,807,1050,832,894,934
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",129,889,1982,2668,2501,2490
"기타금융업자산",0,0,0,0,0,0
"부채",63340,53647,56290,60460,64828,67993
"유동부채",44800,33334,34567,37564,44741,44445
"단기사채",941,682,2163,2070,4171,3030
"단기차입금",5110,4840,7945,7997,8754,8889
"유동성장기부채",2343,5308,3314,3133,5151,4044
"유동금융부채",20356,1350,1566,2301,2802,2838
"매입채무및기타유동채무",11603,13525,13008,14926,16744,18116
"유동종업원급여충당부채",19,26,22,17,27,368
"기타단기충당부채",32,40,71,101,58,35
