"","207940","068270","091990","196170","095700","145020","084990","268600","086900","298380","005690","215600","214450","206650","064550","083790","245620","031390","182400","048530","174900","263050","011000","084650","078160","038290","226950","166480","127120","299660","087010","208340","068330","191420","086890","086820","054050","217730","002630","086040","187420","217600","185490","049960","246710","038070","222110","196300","032980"
"2016-01-25",NA,105773,NA,10942,50850,76387,116082,NA,446040,NA,4540,NA,78400,NA,10662,12831,NA,48900,21625,28870,NA,NA,8731,14019,50002,38100,NA,20050,12589,NA,31856,NA,2800,13450,8717,NA,22500,15314,3457,6050,10875,2015,25600,63900,NA,12216,NA,NA,2020
"2016-01-26",NA,104745,NA,11342,50850,80138,115276,NA,446818,NA,4520,NA,78500,NA,10522,13058,NA,51700,23375,30824,NA,NA,9334,14897,49448,37500,NA,20650,12444,NA,32712,NA,2685,13500,8470,NA,22550,16070,3551,5910,10575,2000,25850,64800,NA,11984,NA,NA,1810
"2016-01-27",NA,101008,NA,11017,50800,83139,112739,NA,432558,NA,4530,NA,77400,NA,10056,13399,NA,49600,23625,31125,NA,NA,9371,16075,48490,38150,NA,22000,12396,NA,31523,NA,2640,13150,8271,NA,23300,16307,3445,5820,10325,2000,26600,66000,NA,11675,NA,NA,1680
"2016-01-28",NA,104091,NA,10591,51000,82798,112566,NA,440768,NA,4475,NA,80400,NA,10336,13702,NA,50500,22925,31827,NA,NA,9484,16176,48087,37800,NA,21550,12396,NA,31903,NA,2630,13050,8366,NA,23200,17914,3515,5850,11175,2000,26550,66300,NA,11675,NA,NA,1705
"2016-01-29",NA,104745,NA,10303,50650,83719,111068,NA,443620,NA,4630,NA,82100,NA,10569,13702,NA,49350,21825,33130,NA,NA,12193,16426,47230,36900,NA,22950,12396,NA,31761,NA,2625,13075,8347,NA,22950,18906,3574,5860,11325,2005,27600,68000,NA,11790,NA,NA,1665
"2016-02-01",NA,112128,NA,10365,50900,83310,110665,NA,455980,NA,4665,NA,82700,NA,10941,13172,NA,49550,22425,33481,NA,NA,15845,17555,47986,36900,NA,22800,12541,NA,33900,NA,2695,13075,8166,NA,23350,18906,4644,6130,11475,2010,27750,66900,NA,11675,NA,NA,1665
"2016-02-02",NA,111006,NA,10378,50900,82866,113834,NA,441892,NA,4890,NA,81300,NA,12524,13323,NA,48700,22050,34383,NA,NA,11854,17053,48137,37750,NA,23050,13025,NA,33472,NA,2645,12925,8147,NA,23250,19521,3809,6100,11600,2005,27100,66800,NA,11519,NA,NA,1685
"2016-02-03",NA,112033,NA,9965,50500,82389,111068,NA,442497,NA,5170,NA,80600,NA,11826,13323,NA,49150,23625,33631,NA,NA,12005,17856,48540,38800,NA,22000,12880,NA,32664,NA,2540,13400,8137,NA,24300,19521,4068,6000,11200,2000,26000,66800,NA,11481,NA,NA,1700
"2016-02-04",NA,112687,NA,9852,49900,82935,106976,NA,441632,NA,6000,NA,77800,NA,10988,13361,NA,49100,22975,30975,NA,NA,11064,17655,47129,38350,NA,21350,12783,NA,31571,NA,2510,13475,8042,NA,24100,20608,3798,6190,10875,2000,23750,66500,NA,11364,NA,NA,1830
"2016-02-05",NA,111567,NA,9277,49100,82048,104671,NA,440596,NA,6040,NA,80500,NA,11500,12718,NA,46200,17850,30624,NA,NA,11365,17379,45667,38100,NA,21650,12686,NA,31000,NA,2525,13400,8090,NA,23600,20088,3762,6190,11000,1990,23750,69000,NA,11597,NA,NA,1710
"2016-02-11",NA,105773,NA,8826,46300,81639,95506,NA,406112,NA,5800,NA,76000,NA,10708,11620,NA,42900,18350,28719,NA,NA,10876,16326,43399,35500,NA,19650,11766,NA,27814,NA,2350,12500,7434,NA,23100,17016,3645,5800,10125,1990,21550,64800,NA,10669,NA,NA,1635
"2016-02-12",NA,93439,NA,7962,39750,74375,84727,NA,354344,NA,5260,NA,68000,NA,9451,11015,NA,41100,16625,25913,NA,NA,9672,14545,39417,34500,NA,18300,10556,NA,23702,NA,2040,11600,6845,NA,22400,15172,3363,5300,8975,1995,17900,63900,NA,9742,NA,NA,1625
"2016-02-15",NA,94000,NA,8338,43350,72806,88243,NA,359873,NA,5380,NA,69500,NA,9591,10825,NA,41400,16575,27516,NA,NA,10086,14922,40425,34600,NA,18500,10556,NA,24153,NA,2180,11325,7130,NA,22400,14889,3480,5320,9175,2005,19950,63600,NA,9935,NA,NA,1650
"2016-02-16",NA,96710,NA,8125,46500,73011,88820,NA,374308,NA,5640,NA,71500,NA,9777,11355,NA,41650,17075,27817,NA,NA,11592,14846,41635,35000,NA,19450,10992,NA,24724,NA,2280,11825,7786,NA,22500,16212,3562,5400,9675,2005,21350,64700,NA,10399,NA,NA,1685
"2016-02-17",NA,92318,NA,7636,48950,72534,82711,NA,359096,NA,5360,NA,69000,NA,9358,10900,NA,41700,16950,26314,NA,NA,11516,14897,40274,34200,NA,19150,10459,NA,22727,NA,2290,11750,7672,NA,22150,15030,3551,5400,9450,2005,20000,61800,NA,10785,NA,NA,1720
"2016-02-18",NA,98111,NA,8012,48550,77547,87840,NA,362208,NA,5750,NA,71600,NA,9591,11355,NA,42700,16750,31125,NA,NA,11592,14520,40576,35600,NA,19700,10895,NA,23084,NA,2300,11900,7824,NA,22250,15030,3504,5550,9775,2005,20100,64000,NA,10902,NA,NA,1805
"2016-02-19",NA,95308,NA,7912,49450,77444,89396,NA,371196,NA,5570,NA,72400,NA,9544,11280,NA,42900,16100,31276,NA,NA,11441,14671,40627,35450,NA,19350,11088,NA,23488,NA,2340,11950,7852,NA,22200,14416,3562,5840,10075,2005,19900,64700,NA,10978,NA,NA,1830
"2016-02-22",NA,96149,NA,8262,50000,77478,89050,NA,382603,NA,5470,NA,72400,NA,9544,11128,NA,42650,16725,33030,NA,NA,11253,15022,41030,35500,NA,19350,11427,NA,23916,NA,2335,11975,8080,NA,22900,15220,3527,5900,10175,2005,19950,65300,NA,11172,NA,NA,1880
