"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",106579,90117,85733,101270
"매출원가",73041,63081,59638,72016
"매출총이익",33533,27037,26100,29257
"판매비와관리비",27854,22804,22770,22220
"인건비",7670,6357,5389,5396
"유무형자산상각비",2023,1658,1670,1567
"연구개발비",170,165,130,117
"광고선전비",1622,1529,1087,1299
"판매비",7156,4165,4239,3670
"관리비",12342,8245,7718,7608
"기타원가성비용",0,0,0,0
"기타",-3140,685,2533,2566
"영업이익",5682,4234,3331,7036
"영업이익(발표기준)",5682,4234,3331,7036
"금융수익",646,1668,978,841
"이자수익",414,163,130,105
"배당금수익",42,18,86,5
"외환이익",409,695,397,577
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",14,31,18,74
"금융자산평가이익",647,26,32,29
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-612,689,142,5
"기타금융수익",-269,42,172,47
"금융원가",1783,2973,1385,1481
"이자비용",1795,866,736,660
"외환손실",135,1400,125,267
"대손상각비",70,-1,0,2
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",6,3,1,2
"금융자산처분손실",12,23,7,7
"금융자산평가손실",383,436,-133,118
"금융자산손상차손",31,2,6,0
"파생상품손실",-9,59,362,150
"기타금융원가",-648,191,277,272
"기타수익",2075,2780,1574,2011
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-66,2,7,15
"자산처분(폐기)이익",380,92,233,300
"자산평가이익",101,1,0,0
"자산손상차손환입",434,1,2,2
"임대료수익",44,26,45,27
"로열티수익",0,0,0,0
"수수료수익",45,15,17,17
"대손충당금환입",4,6,-1,3
"충당부채환입액",-14,1,-2,0
"기타비용",3258,3049,1149,1483
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",4,0,0,2
"당기손익-공정가치측정<U+00A0>금융자산평가손실",-24,340,-177,-59
"자산처분(폐기)손실",199,121,107,105
"자산평가손실",11,1,-1,0
"자산손상차손",1719,5,127,21
"기타대손상각비",190,33,16,8
"충당부채전입액",0,2,2,4
"종속기업,공동지배기업및관계기업관련손익",-589,-39,136,111
"지분법손익",83,132,209,55
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,4,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",2777,2609,3479,7034
"법인세비용",1818,1183,1262,2004
"계속영업이익",957,1429,2219,5026
"중단영업이익",-145,-10,35,2
"당기순이익",814,1419,2254,5028
"지배주주순이익",1702,1214,1853,3538
"비지배주주순이익",-124,418,420,1360
"자산",399436,412467,415802,415117
"유동자산",189057,202949,207980,205832
"재고자산",80622,87757,85063,80093
"유동생물자산",0,0,0,0
"유동금융자산",19968,20134,19551,20204
"매출채권및기타유동채권",52192,49497,50926,54210
"당기법인세자산",201,234,205,286
"계약자산",146,115,135,193
"반품(환불)자산",37,30,32,24
"배출권",0,0,0,0
"기타유동자산",5326,6760,5921,5848
"현금및현금성자산",27742,35348,43402,42884
"매각예정비유동자산및처분자산집단",2820,3073,2739,2081
"비유동자산",205832,204498,203143,205272
"유형자산",98320,100126,99277,99372
"무형자산",28416,29484,28692,27698
"비유동생물자산",0,0,0,0
"투자부동산",28748,28334,28401,28520
"장기금융자산",26561,22574,21539,24630
"관계기업등지분관련투자자산",9043,9171,9941,10401
"장기매출채권및기타비유동채권",2604,2508,2929,2835
"이연법인세자산",3121,3150,3191,3003
"장기당기법인세자산",16,16,16,16
"기타비유동자산",9013,9146,9157,8801
"기타금융업자산",4545,5017,4680,4016
"부채",187110,197662,199121,192171
"유동부채",130231,141751,141382,135409
"단기사채",1730,1155,744,883
"단기차입금",58114,67297,74339,68304
"유동성장기부채",14367,16680,16196,12604
"유동금융부채",3708,3672,3814,3952
"매입채무및기타유동채무",43836,44031,37518,40677
"유동종업원급여충당부채",113,5,3,9
"기타단기충당부채",369,464,537,521
"당기법인세부채",4106,4010,3403,4028
"계약부채",1155,1077,1117,719
"반품(환불)부채",176,63,56,88
"배출부채",0,0,0,0
"기타유동부채",2470,3239,3643,3633
"매각예정으로분류된처분자산집단에포함된부채",83,63,0,0
"비유동부채",56873,55908,57739,56762
"사채",4984,4007,5497,7426
"장기차입금",20296,19727,18362,18081
"비유동금융부채",7329,8305,10484,7717
"장기매입채무및기타비유동채무",3511,3364,2931,2782
"비유동종업원급여충당부채",5785,6264,6433,6495
"기타장기충당부채",264,153,141,183
"이연법인세부채",13602,12927,12825,12943
"장기당기법인세부채",0,0,0,0
"기타비유동부채",995,1050,971,1025
"기타금융업부채",0,0,0,0
"자본",212330,214803,216672,222946
"지배기업주주지분",175547,178188,177886,182620
"자본금",17306,17399,17626,18127
"신종자본증권",0,3000,1500,1500
"자본잉여금",43777,43060,42881,43782
"기타자본",-4148,-4081,-4346,-4514
"기타포괄손익누계액",6943,6281,5246,5670
"이익잉여금(결손금)",120223,120621,123222,126589
"비지배주주지분",28232,28519,30553,31796
"영업활동으로인한현금흐름",14647,788,396,15240
"당기순손익",-955,595,1360,3351
"법인세비용차감전계속사업이익",2590,1292,1092,2644
"현금유출이없는비용등가산",11970,9816,6400,6133
"퇴직급여",491,395,487,395
"종업원급여",5,2,0,2
"주식보상비",32,38,54,74
"감가상각비",4048,2895,3048,2934
"무형자산상각비",474,265,276,281
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",0,0,0,0
"기타의대손상각비",217,23,10,-15
"배당금지급",0,0,0,0
"금융부채관련손실",10,0,24,0
"사채상환손실",10,2,1,3
"투자자산평가손실",0,0,0,0
"자산재평가손실",0,0,0,0
"지분법관련손실",135,48,24,92
"종속기업관련손실",-8,0,1,3
"관계기업관련손익",968,4,488,-215
"(현금유입이없는수익등차감)",2354,2772,823,1752
"금융부채관련이익",-1,0,-3,0
"사채상환이익",16,6,0,0
"퇴직급여충당부채환입액",0,2,-2,0
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",0,0,0,0
"배출부채환입액",0,0,0,0
"주식보상비환입",67,0,0,0
"투자자산평가이익",21,0,0,0
"자산재평가이익",30,0,0,0
"지분법관련이익",291,162,283,151
"종속회사관련이익",27,1,0,0
"법인세수익",235,94,-39,8
"영업활동으로인한자산부채변동(운전자본변동)",5256,-5794,-5294,6710
"자산의감소(증가)",6507,-3225,1019,3441
"부채의증가(감소)",-1261,-2620,-5074,1990
"정부보조금등의변동",4,-8,9,0
"기타운전자본의변동",2,65,-1248,1274
"*영업에서창출된현금흐름",16508,3135,2739,17080
"기타영업활동으로인한현금흐름",-1856,-2350,-2338,-1839
"이자수입",123,214,194,327
"이자지급(-)",-997,-919,-778,-863
"배당금수입",40,109,265,91
"배당금지급(-)",0,-2,-2,-2
"법인세환입",11,1,17,39
"법인세납부(-)",-1029,-1752,-2039,-1427
"중단영업관련현금흐름",0,0,0,0
"투자활동으로인한현금흐름",-6575,-1780,-30,-4671
"투자활동으로인한현금유입액",5788,8566,10926,7223
"유동금융자산의감소",5089,5624,7876,2982
"장기금융상품의감소",-35,70,79,2
"매도가능금융자산의감소",77,340,-2,246
"만기보유금융자산의감소",0,59,0,38
"장기대여금의감소",12,159,-65,136
"파생상품의변동",39,10,6,-17
"기타비유동금융자산의감소",-520,1458,1810,1211
"관계기업등지분관련투자자산의감소",6,0,76,113
"유형자산의감소",108,138,319,456
"무형자산의감소",17,9,50,80
"생물자산의감소",0,0,0,0
"투자부동산의감소",-36,82,180,136
"기타투자활동으로인한현금유입액",1035,620,600,1837
"(투자활동으로인한현금유출액)",12395,10355,10979,11909
"유동금융자산의증가",8624,6002,4861,4872
"장기금융상품의증가",-17,10,23,51
"매도가능금융자산의증가",-207,152,87,313
"만기보유금융자산의증가",0,0,324,-321
"장기대여금의증가",34,47,82,336
"기타비유동금융자산의증가",-847,631,1339,1667
"관계기업등지분관련투자자산의증가",391,71,963,477
"유형자산의증가",3167,2651,2896,3204
"무형자산의증가",344,242,204,318
"생물자산의증가",0,0,0,0
"투자부동산의증가",116,43,15,605
"기타투자활동으로인한현금유출액",774,489,168,387
"기타투자활동으로인한현금흐름",28,4,18,10
"재무활동으로인한현금흐름",-8235,8279,8063,-11573
"재무활동으로인한현금유입액",35206,36900,36756,26629
"사채의증가",751,2419,2331,1332
"차입금의증가",30544,31724,31233,22504
"미지급금의증가",0,0,0,0
"유동성장기부채의증가",0,0,0,0
"기타금융부채의증가",3537,888,1585,1037
"기타부채의증가",17,5,22,36
"유상증자",512,0,343,1711
"자기주식의처분",40,3,-1,0
"주식매입선택권의행사",0,4,2,0
"자본구성항목의증가",-141,1855,1214,7
"기타재무활동으로인한현금유입액",-49,5,28,-1
"(재무활동으로인한현금유출액)",43214,28068,26825,38025
"사채의감소",1026,575,1952,293
"차입금의감소",35930,25594,21983,32532
"미지급금의감소",0,0,0,0
"유동성장기부채의감소",913,362,1139,2116
"기타금융부채의감소",5208,928,1465,2838
"기타부채의감소",-18,10,19,39
"유상감자",0,0,0,0
"자기주식의취득",250,487,179,152
"자본구성항목의감소",68,93,72,7
"기타재무활동으로인한현금유출액",-161,15,8,45
"기타재무활동으로인한현금흐름",-227,-562,-1870,-176
"영업투자재무활동기타현금흐름",0,0,0,0
"연결범위변동으로인한현금의증가",17,0,0,0
"환율변동효과",-606,425,-87,175
"현금및현금성자산의증가",-755,7708,8337,-828
"기초현금및현금성자산",28003,27661,35066,43272
"기말현금및현금성자산",27255,35367,43402,42884
