"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",292841,339829,395200,90117,85733,101270
"매출원가",192433,230011,271760,63081,59638,72016
"매출총이익",100400,109813,123441,27037,26100,29257
"판매비와관리비",85129,90592,98246,22804,22770,22220
"인건비",19438,21368,24016,6357,5389,5396
"유무형자산상각비",3414,3716,6131,1658,1670,1567
"연구개발비",472,496,566,165,130,117
"광고선전비",5449,5467,6080,1529,1087,1299
"판매비",19872,19836,20209,4165,4239,3670
"관리비",34216,37344,37877,8245,7718,7608
"기타원가성비용",0,0,0,0,0,0
"기타",2263,2369,3369,685,2533,2566
"영업이익",15278,19218,25197,4234,3331,7036
"영업이익(발표기준)",15373,19218,25197,4234,3331,7036
"금융수익",4498,3523,3371,1668,978,841
"이자수익",661,736,835,163,130,105
"배당금수익",53,67,111,18,86,5
"외환이익",1270,1043,1532,695,397,577
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",117,45,54,31,18,74
"금융자산평가이익",30,79,126,26,32,29
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",2329,1549,673,689,142,5
"기타금융수익",34,5,37,42,172,47
"금융원가",4190,8046,7434,2973,1385,1481
"이자비용",2769,3502,4250,866,736,660
"외환손실",793,1640,1876,1400,125,267
"대손상각비",0,0,82,-1,0,2
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",1,13,21,3,1,2
"금융자산처분손실",19,22,57,23,7,7
"금융자산평가손실",28,2504,427,436,-133,118
"금융자산손상차손",57,4,31,2,6,0
"파생상품손실",422,195,444,59,362,150
"기타금융원가",98,166,244,191,277,272
"기타수익",5895,6453,7511,2780,1574,2011
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,1,1,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,35,39,2,7,15
"자산처분(폐기)이익",422,1563,1465,92,233,300
"자산평가이익",7,85,107,1,0,0
"자산손상차손환입",7,5,436,1,2,2
"임대료수익",102,129,136,26,45,27
"로열티수익",0,0,0,0,0,0
"수수료수익",106,128,98,15,17,17
"대손충당금환입",17,2,13,6,-1,3
"충당부채환입액",10,1,1,1,-2,0
"기타비용",7167,8322,7715,3049,1149,1483
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",22,12,14,0,0,2
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,215,40,340,-177,-59
"자산처분(폐기)손실",492,810,557,121,107,105
"자산평가손실",0,179,12,1,-1,0
"자산손상차손",1474,1968,1834,5,127,21
"기타대손상각비",76,85,126,33,16,8
"충당부채전입액",129,92,14,2,2,4
"종속기업,공동지배기업및관계기업관련손익",110,173,-483,-39,136,111
"지분법손익",93,259,479,132,209,55
"종속기업,공동지배기업및관계기업투자주식처분손익",62,1,0,0,4,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",14434,13003,20454,2609,3479,7034
"법인세비용",5032,4761,7128,1183,1262,2004
"계속영업이익",9400,8239,13319,1429,2219,5026
"중단영업이익",104,-961,-427,-10,35,2
"당기순이익",9505,7277,12891,1419,2254,5028
"지배주주순이익",8383,6990,11576,1214,1853,3538
"비지배주주순이익",1312,1332,2194,418,420,1360
"자산",310691,355074,387871,412467,415802,415117
"유동자산",156379,174618,182059,202949,207980,205832
"재고자산",64177,73919,77128,87757,85063,80093
"유동생물자산",0,0,0,0,0,0
"유동금융자산",23444,18199,19070,20134,19551,20204
"매출채권및기타유동채권",40249,49100,50297,49497,50926,54210
"당기법인세자산",162,172,201,234,205,286
"계약자산",0,115,142,115,135,193
"반품(환불)자산",0,35,37,30,32,24
"배출권",2,0,0,0,0,0
"기타유동자산",4473,4791,5116,6760,5921,5848
"현금및현금성자산",21768,26143,27367,35348,43402,42884
"매각예정비유동자산및처분자산집단",2105,2144,2697,3073,2739,2081
"비유동자산",154315,180457,201265,204498,203143,205272
"유형자산",76725,92224,95792,100126,99277,99372
"무형자산",27054,26720,28386,29484,28692,27698
"비유동생물자산",0,0,0,0,0,0
"투자부동산",26630,27914,28336,28334,28401,28520
"장기금융자산",10871,19844,26351,22574,21539,24630
"관계기업등지분관련투자자산",5597,7120,8835,9171,9941,10401
"장기매출채권및기타비유동채권",2201,1991,2582,2508,2929,2835
"이연법인세자산",3435,2692,3066,3150,3191,3003
"장기당기법인세자산",0,0,16,16,16,16
"기타비유동자산",1802,1946,7911,9146,9157,8801
"기타금융업자산",0,0,4545,5017,4680,4016
"부채",140467,165551,180532,197662,199121,192171
"유동부채",97691,112829,125003,141751,141382,135409
"단기사채",1203,1860,1730,1155,744,883
"단기차입금",43057,53891,56578,67297,74339,68304
"유동성장기부채",9254,6877,12770,16680,16196,12604
"유동금융부채",2760,1366,3511,3672,3814,3952
"매입채무및기타유동채무",35171,41896,42081,44031,37518,40677
"유동종업원급여충당부채",89,96,113,5,3,9
"기타단기충당부채",759,393,369,464,537,521
"당기법인세부채",2833,3085,4009,4010,3403,4028
"계약부채",8,1047,1123,1077,1117,719
"반품(환불)부채",4,156,169,63,56,88
"배출부채",5,0,0,0,0,0
"기타유동부채",2342,1909,2464,3239,3643,3633
"매각예정으로분류된처분자산집단에포함된부채",205,257,83,63,0,0
"비유동부채",42772,52731,55522,55908,57739,56762
"사채",4708,5971,4844,4007,5497,7426
"장기차입금",18944,25374,20033,19727,18362,18081
"비유동금융부채",1117,589,6672,8305,10484,7717
"장기매입채무및기타비유동채무",2791,3440,3503,3364,2931,2782
"비유동종업원급여충당부채",4536,4491,5621,6264,6433,6495
"기타장기충당부채",304,211,264,153,141,183
"이연법인세부채",9496,11794,13560,12927,12825,12943
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",866,699,918,1050,971,1025
"기타금융업부채",0,0,0,0,0,0
"자본",170222,189515,207343,214803,216672,222946
"지배기업주주지분",138901,156882,170566,178188,177886,182620
"자본금",14754,15576,16219,17399,17626,18127
"신종자본증권",0,0,0,3000,1500,1500
"자본잉여금",33007,40765,41685,43060,42881,43782
"기타자본",-3623,-3204,-4073,-4081,-4346,-4514
"기타포괄손익누계액",590,3458,6984,6281,5246,5670
"이익잉여금(결손금)",102520,108517,118303,120621,123222,126589
"비지배주주지분",22171,24409,28227,28519,30553,31796
"영업활동으로인한현금흐름",14374,16906,25927,788,396,15240
"당기순손익",7142,3788,5811,595,1360,3351
"법인세비용차감전계속사업이익",3553,5356,10156,1292,1092,2644
"현금유출이없는비용등가산",22472,29031,32851,9816,6400,6133
"퇴직급여",1423,1754,2278,395,487,395
"종업원급여",28,13,31,2,0,2
"주식보상비",188,181,162,38,54,74
"감가상각비",6736,8011,11601,2895,3048,2934
"무형자산상각비",994,1121,1247,265,276,281
"계약부채전입액",2,6,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",0,0,0,0,0,0
"기타의대손상각비",71,105,177,23,10,-15
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",41,21,36,0,24,0
"사채상환손실",3,11,12,2,1,3
"투자자산평가손실",0,0,0,0,0,0
"자산재평가손실",0,36,0,0,0,0
"지분법관련손실",265,219,215,48,24,92
"종속기업관련손실",0,366,0,0,1,3
"관계기업관련손익",64,187,1011,4,488,-215
"(현금유입이없는수익등차감)",7402,7594,7262,2772,823,1752
"금융부채관련이익",3,1,1,0,-3,0
"사채상환이익",25,5,21,6,0,0
"퇴직급여충당부채환입액",14,0,0,2,-2,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,0
"주식보상비환입",2,0,67,0,0,0
"투자자산평가이익",0,0,21,0,0,0
"자산재평가이익",78,51,30,0,0,0
"지분법관련이익",394,557,809,162,283,151
"종속회사관련이익",72,81,42,1,0,0
"법인세수익",151,746,362,94,-39,8
"영업활동으로인한자산부채변동(운전자본변동)",-5485,-8521,-7602,-5794,-5294,6710
"자산의감소(증가)",-2235,-9992,-4531,-3225,1019,3441
"부채의증가(감소)",-3309,1573,-3023,-2620,-5074,1990
"정부보조금등의변동",-15,-49,-40,-8,9,0
"기타운전자본의변동",71,-49,-3,65,-1248,1274
"*영업에서창출된현금흐름",20276,22063,33962,3135,2739,17080
"기타영업활동으로인한현금흐름",-5904,-5157,-8036,-2350,-2338,-1839
"이자수입",701,735,826,214,194,327
"이자지급(-)",-2418,-3025,-3602,-919,-778,-863
"배당금수입",139,210,452,109,265,91
"배당금지급(-)",0,0,0,-2,-2,-2
"법인세환입",10,379,51,1,17,39
"법인세납부(-)",-4559,-3517,-5763,-1752,-2039,-1427
"중단영업관련현금흐름",218,62,0,0,0,0
"투자활동으로인한현금흐름",-19127,-11565,-16245,-1780,-30,-4671
"투자활동으로인한현금유입액",21197,29025,28365,8566,10926,7223
"유동금융자산의감소",15363,19001,21166,5624,7876,2982
"장기금융상품의감소",75,336,151,70,79,2
"매도가능금융자산의감소",1750,25,77,340,-2,246
"만기보유금융자산의감소",386,1031,172,59,0,38
"장기대여금의감소",48,21,39,159,-65,136
"파생상품의변동",31,50,120,10,6,-17
"기타비유동금융자산의감소",694,1798,1324,1458,1810,1211
"관계기업등지분관련투자자산의감소",57,283,225,0,76,113
"유형자산의감소",673,2594,1906,138,319,456
"무형자산의감소",127,119,41,9,50,80
"생물자산의감소",0,0,0,0,0,0
"투자부동산의감소",673,890,1402,82,180,136
"기타투자활동으로인한현금유입액",1320,2867,1743,620,600,1837
"(투자활동으로인한현금유출액)",40358,40634,44652,10355,10979,11909
"유동금융자산의증가",15410,19646,24438,6002,4861,4872
"장기금융상품의증가",129,294,90,10,23,51
"매도가능금융자산의증가",1284,111,90,152,87,313
"만기보유금융자산의증가",484,917,60,0,324,-321
"장기대여금의증가",108,231,75,47,82,336
"기타비유동금융자산의증가",1469,1091,1181,631,1339,1667
"관계기업등지분관련투자자산의증가",385,821,1229,71,963,477
"유형자산의증가",12730,12740,12761,2651,2896,3204
"무형자산의증가",746,850,1063,242,204,318
"생물자산의증가",0,0,0,0,0,0
"투자부동산의증가",745,250,370,43,15,605
"기타투자활동으로인한현금유출액",6824,3680,3266,489,168,387
"기타투자활동으로인한현금흐름",30,44,46,4,18,10
"재무활동으로인한현금흐름",393,-3478,-8335,8279,8063,-11573
"재무활동으로인한현금유입액",79499,100906,118362,36900,36756,26629
"사채의증가",2966,4103,2597,2419,2331,1332
"차입금의증가",73514,89593,109277,31724,31233,22504
"미지급금의증가",0,0,0,0,0,0
"유동성장기부채의증가",0,0,0,0,0,0
"기타금융부채의증가",1181,3915,4624,888,1585,1037
"기타부채의증가",97,93,35,5,22,36
"유상증자",1327,2058,1669,0,343,1711
"자기주식의처분",100,36,120,3,-1,0
"주식매입선택권의행사",1,22,4,4,2,0
"자본구성항목의증가",285,44,28,1855,1214,7
"기타재무활동으로인한현금유입액",30,1043,6,5,28,-1
"(재무활동으로인한현금유출액)",77239,102126,124074,28068,26825,38025
"사채의감소",1400,1121,1718,575,1952,293
"차입금의감소",69493,89401,111153,25594,21983,32532
"미지급금의감소",0,0,0,0,0,0
"유동성장기부채의감소",3579,6221,3113,362,1139,2116
"기타금융부채의감소",1922,4495,6695,928,1465,2838
"기타부채의감소",49,100,93,10,19,39
"유상감자",0,0,0,0,0,0
"자기주식의취득",363,541,943,487,179,152
"자본구성항목의감소",420,204,292,93,72,7
"기타재무활동으로인한현금유출액",14,41,63,15,8,45
"기타재무활동으로인한현금흐름",-1863,-2262,-2626,-562,-1870,-176
"영업투자재무활동기타현금흐름",-13,-2,1,0,0,0
"연결범위변동으로인한현금의증가",-116,48,45,0,0,0
"환율변동효과",-1107,-377,-150,425,-87,175
"현금및현금성자산의증가",-5593,1536,1248,7708,8337,-828
"기초현금및현금성자산",27363,24609,26143,27661,35066,43272
"기말현금및현금성자산",21768,26143,27391,35367,43402,42884
