"","X2017.12","X2018.12","X2019.12"
"매출액",292841,339829,395200
"매출원가",192433,230011,271760
"매출총이익",100400,109813,123441
"판매비와관리비",85129,90592,98246
"인건비",19438,21368,24016
"유무형자산상각비",3414,3716,6131
"연구개발비",472,496,566
"광고선전비",5449,5467,6080
"판매비",19872,19836,20209
"관리비",34216,37344,37877
"기타원가성비용",0,0,0
"기타",2263,2369,3369
"영업이익",15278,19218,25197
"영업이익(발표기준)",15373,19218,25197
"금융수익",4498,3523,3371
"이자수익",661,736,835
"배당금수익",53,67,111
"외환이익",1270,1043,1532
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",117,45,54
"금융자산평가이익",30,79,126
"금융자산손상차손환입",0,0,0
"파생상품이익",2329,1549,673
"기타금융수익",34,5,37
"금융원가",4190,8046,7434
"이자비용",2769,3502,4250
"외환손실",793,1640,1876
"대손상각비",0,0,82
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",1,13,21
"금융자산처분손실",19,22,57
"금융자산평가손실",28,2504,427
"금융자산손상차손",57,4,31
"파생상품손실",422,195,444
"기타금융원가",98,166,244
"기타수익",5895,6453,7511
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,1,1
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,35,39
"자산처분(폐기)이익",422,1563,1465
"자산평가이익",7,85,107
"자산손상차손환입",7,5,436
"임대료수익",102,129,136
"로열티수익",0,0,0
"수수료수익",106,128,98
"대손충당금환입",17,2,13
"충당부채환입액",10,1,1
"기타비용",7167,8322,7715
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",22,12,14
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,215,40
"자산처분(폐기)손실",492,810,557
"자산평가손실",0,179,12
"자산손상차손",1474,1968,1834
"기타대손상각비",76,85,126
"충당부채전입액",129,92,14
"종속기업,공동지배기업및관계기업관련손익",110,173,-483
"지분법손익",93,259,479
"종속기업,공동지배기업및관계기업투자주식처분손익",62,1,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",14434,13003,20454
"법인세비용",5032,4761,7128
"계속영업이익",9400,8239,13319
"중단영업이익",104,-961,-427
"당기순이익",9505,7277,12891
"지배주주순이익",8383,6990,11576
"비지배주주순이익",1312,1332,2194
"자산",310691,355074,387871
"유동자산",156379,174618,182059
"재고자산",64177,73919,77128
"유동생물자산",0,0,0
"유동금융자산",23444,18199,19070
"매출채권및기타유동채권",40249,49100,50297
"당기법인세자산",162,172,201
"계약자산",0,115,142
"반품(환불)자산",0,35,37
"배출권",2,0,0
"기타유동자산",4473,4791,5116
"현금및현금성자산",21768,26143,27367
"매각예정비유동자산및처분자산집단",2105,2144,2697
"비유동자산",154315,180457,201265
"유형자산",76725,92224,95792
"무형자산",27054,26720,28386
"비유동생물자산",0,0,0
"투자부동산",26630,27914,28336
"장기금융자산",10871,19844,26351
"관계기업등지분관련투자자산",5597,7120,8835
"장기매출채권및기타비유동채권",2201,1991,2582
"이연법인세자산",3435,2692,3066
"장기당기법인세자산",0,0,16
"기타비유동자산",1802,1946,7911
"기타금융업자산",0,0,4545
"부채",140467,165551,180532
"유동부채",97691,112829,125003
"단기사채",1203,1860,1730
"단기차입금",43057,53891,56578
"유동성장기부채",9254,6877,12770
"유동금융부채",2760,1366,3511
"매입채무및기타유동채무",35171,41896,42081
"유동종업원급여충당부채",89,96,113
"기타단기충당부채",759,393,369
"당기법인세부채",2833,3085,4009
"계약부채",8,1047,1123
"반품(환불)부채",4,156,169
"배출부채",5,0,0
"기타유동부채",2342,1909,2464
"매각예정으로분류된처분자산집단에포함된부채",205,257,83
"비유동부채",42772,52731,55522
"사채",4708,5971,4844
"장기차입금",18944,25374,20033
"비유동금융부채",1117,589,6672
"장기매입채무및기타비유동채무",2791,3440,3503
"비유동종업원급여충당부채",4536,4491,5621
"기타장기충당부채",304,211,264
"이연법인세부채",9496,11794,13560
"장기당기법인세부채",0,0,0
"기타비유동부채",866,699,918
"기타금융업부채",0,0,0
"자본",170222,189515,207343
"지배기업주주지분",138901,156882,170566
"자본금",14754,15576,16219
"신종자본증권",0,0,0
"자본잉여금",33007,40765,41685
"기타자본",-3623,-3204,-4073
"기타포괄손익누계액",590,3458,6984
"이익잉여금(결손금)",102520,108517,118303
"비지배주주지분",22171,24409,28227
"영업활동으로인한현금흐름",14374,16906,25927
"당기순손익",7142,3788,5811
"법인세비용차감전계속사업이익",3553,5356,10156
"현금유출이없는비용등가산",22472,29031,32851
"퇴직급여",1423,1754,2278
"종업원급여",28,13,31
"주식보상비",188,181,162
"감가상각비",6736,8011,11601
"무형자산상각비",994,1121,1247
"계약부채전입액",2,6,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",71,105,177
"배당금지급",0,0,0
"금융부채관련손실",41,21,36
"사채상환손실",3,11,12
"투자자산평가손실",0,0,0
"자산재평가손실",0,36,0
"지분법관련손실",265,219,215
"종속기업관련손실",0,366,0
"관계기업관련손익",64,187,1011
"(현금유입이없는수익등차감)",7402,7594,7262
"금융부채관련이익",3,1,1
"사채상환이익",25,5,21
"퇴직급여충당부채환입액",14,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",2,0,67
"투자자산평가이익",0,0,21
"자산재평가이익",78,51,30
"지분법관련이익",394,557,809
"종속회사관련이익",72,81,42
"법인세수익",151,746,362
"영업활동으로인한자산부채변동(운전자본변동)",-5485,-8521,-7602
"자산의감소(증가)",-2235,-9992,-4531
"부채의증가(감소)",-3309,1573,-3023
"정부보조금등의변동",-15,-49,-40
"기타운전자본의변동",71,-49,-3
"*영업에서창출된현금흐름",20276,22063,33962
"기타영업활동으로인한현금흐름",-5904,-5157,-8036
"이자수입",701,735,826
"이자지급(-)",-2418,-3025,-3602
"배당금수입",139,210,452
"배당금지급(-)",0,0,0
"법인세환입",10,379,51
"법인세납부(-)",-4559,-3517,-5763
"중단영업관련현금흐름",218,62,0
"투자활동으로인한현금흐름",-19127,-11565,-16245
"투자활동으로인한현금유입액",21197,29025,28365
"유동금융자산의감소",15363,19001,21166
"장기금융상품의감소",75,336,151
"매도가능금융자산의감소",1750,25,77
"만기보유금융자산의감소",386,1031,172
"장기대여금의감소",48,21,39
"파생상품의변동",31,50,120
"기타비유동금융자산의감소",694,1798,1324
"관계기업등지분관련투자자산의감소",57,283,225
"유형자산의감소",673,2594,1906
"무형자산의감소",127,119,41
"생물자산의감소",0,0,0
"투자부동산의감소",673,890,1402
"기타투자활동으로인한현금유입액",1320,2867,1743
"(투자활동으로인한현금유출액)",40358,40634,44652
"유동금융자산의증가",15410,19646,24438
"장기금융상품의증가",129,294,90
"매도가능금융자산의증가",1284,111,90
"만기보유금융자산의증가",484,917,60
"장기대여금의증가",108,231,75
"기타비유동금융자산의증가",1469,1091,1181
"관계기업등지분관련투자자산의증가",385,821,1229
"유형자산의증가",12730,12740,12761
"무형자산의증가",746,850,1063
"생물자산의증가",0,0,0
"투자부동산의증가",745,250,370
"기타투자활동으로인한현금유출액",6824,3680,3266
"기타투자활동으로인한현금흐름",30,44,46
"재무활동으로인한현금흐름",393,-3478,-8335
"재무활동으로인한현금유입액",79499,100906,118362
"사채의증가",2966,4103,2597
"차입금의증가",73514,89593,109277
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",1181,3915,4624
"기타부채의증가",97,93,35
"유상증자",1327,2058,1669
"자기주식의처분",100,36,120
"주식매입선택권의행사",1,22,4
"자본구성항목의증가",285,44,28
"기타재무활동으로인한현금유입액",30,1043,6
"(재무활동으로인한현금유출액)",77239,102126,124074
"사채의감소",1400,1121,1718
"차입금의감소",69493,89401,111153
"미지급금의감소",0,0,0
"유동성장기부채의감소",3579,6221,3113
"기타금융부채의감소",1922,4495,6695
"기타부채의감소",49,100,93
"유상감자",0,0,0
"자기주식의취득",363,541,943
"자본구성항목의감소",420,204,292
"기타재무활동으로인한현금유출액",14,41,63
"기타재무활동으로인한현금흐름",-1863,-2262,-2626
"영업투자재무활동기타현금흐름",-13,-2,1
"연결범위변동으로인한현금의증가",-116,48,45
"환율변동효과",-1107,-377,-150
"현금및현금성자산의증가",-5593,1536,1248
"기초현금및현금성자산",27363,24609,26143
"기말현금및현금성자산",21768,26143,27391
