"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",30758,27534,28274,28684
"매출원가",22937,19707,19980,20611
"매출총이익",7820,7828,8292,8072
"판매비와관리비",6839,6755,7238,7048
"인건비",1791,1400,1384,1435
"유무형자산상각비",472,320,346,326
"연구개발비",53,33,26,24
"광고선전비",1110,898,1002,1064
"판매비",523,380,341,324
"관리비",5439,2425,2395,2393
"기타원가성비용",106,89,536,389
"기타",-2657,1207,1207,1089
"영업이익",982,1072,1056,1027
"영업이익(발표기준)",982,1072,1056,1027
"금융수익",458,272,101,165
"이자수익",89,71,67,69
"배당금수익",13,16,7,1
"외환이익",2,11,3,2
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",-11,3,0,0
"금융자산평가이익",403,116,27,108
"금융자산손상차손환입",0,0,0,0
"파생상품이익",5,0,7,1
"기타금융수익",-44,53,-11,-18
"금융원가",151,168,139,88
"이자비용",133,58,54,47
"외환손실",12,5,8,3
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",0,0,0,1
"금융자산평가손실",32,25,66,25
"금융자산손상차손",0,0,0,0
"파생상품손실",4,0,1,2
"기타금융원가",-33,80,10,9
"기타수익",13,199,81,81
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-30,0,0,0
"자산처분(폐기)이익",12,6,14,1
"자산평가이익",0,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",0,0,0,0
"로열티수익",0,0,0,0
"수수료수익",2,0,0,0
"대손충당금환입",0,0,0,0
"충당부채환입액",0,0,0,7
"기타비용",994,241,257,122
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",2,0,2,1
"당기손익-공정가치측정<U+00A0>금융자산평가손실",13,24,-11,-6
"자산처분(폐기)손실",8,9,8,17
"자산평가손실",10,0,0,0
"자산손상차손",757,0,30,1
"기타대손상각비",65,46,103,33
"충당부채전입액",0,0,10,0
"종속기업,공동지배기업및관계기업관련손익",-50,73,36,166
"지분법손익",75,2,-60,-25
"종속기업,공동지배기업및관계기업투자주식처분손익",9,7,7,93
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-317,0,0,0
"세전계속사업이익",261,1208,877,1229
"법인세비용",483,378,317,386
"계속영업이익",-221,829,561,843
"중단영업이익",5,-9,0,0
"당기순이익",-216,821,561,843
"지배주주순이익",-178,828,555,766
"비지배주주순이익",-15,51,1,69
"자산",88422,88347,89210,92340
"유동자산",42811,41738,42067,44643
"재고자산",4148,4252,4121,4519
"유동생물자산",0,0,0,0
"유동금융자산",15361,15574,15768,16767
"매출채권및기타유동채권",15483,15672,15174,15373
"당기법인세자산",11,16,8,12
"계약자산",4,4,3,3
"반품(환불)자산",7,2,2,3
"배출권",0,0,0,0
"기타유동자산",1318,1493,1353,1426
"현금및현금성자산",6478,4724,5382,6544
"매각예정비유동자산및처분자산집단",5,1,258,1
"비유동자산",45610,46609,47143,47698
"유형자산",12640,13144,13672,14037
"무형자산",9283,9520,9455,9269
"비유동생물자산",0,0,0,0
"투자부동산",5525,5560,5619,5608
"장기금융자산",4906,4872,5101,5592
"관계기업등지분관련투자자산",11022,11169,10950,10883
"장기매출채권및기타비유동채권",506,575,597,659
"이연법인세자산",710,738,792,722
"장기당기법인세자산",0,0,0,0
"기타비유동자산",1016,1033,958,925
"기타금융업자산",0,0,0,0
"부채",38137,38898,39116,41155
"유동부채",29361,30450,30338,32260
"단기사채",86,61,253,54
"단기차입금",2230,3366,3054,4061
"유동성장기부채",970,797,2589,2105
"유동금융부채",517,742,536,653
"매입채무및기타유동채무",22422,22116,20432,22192
"유동종업원급여충당부채",49,32,46,39
"기타단기충당부채",100,93,83,92
"당기법인세부채",848,775,819,668
"계약부채",580,522,511,543
"반품(환불)부채",120,99,51,49
"배출부채",0,0,0,0
"기타유동부채",1435,1845,1963,1804
"매각예정으로분류된처분자산집단에포함된부채",0,0,0,0
"비유동부채",8776,8450,8779,8894
"사채",3127,2240,2384,0
"장기차입금",1572,2099,2125,4562
"비유동금융부채",1566,1534,1665,1563
"장기매입채무및기타비유동채무",62,51,41,116
"비유동종업원급여충당부채",1040,1123,1176,1264
"기타장기충당부채",93,72,74,73
"이연법인세부채",1308,1306,1305,1318
"장기당기법인세부채",0,0,0,0
"기타비유동부채",9,22,1,2
"기타금융업부채",0,0,0,0
"자본",50283,49447,50094,51186
"지배기업주주지분",43771,43392,44013,45346
"자본금",2243,2244,2244,2358
"신종자본증권",0,0,0,0
"자본잉여금",10650,10670,10684,10998
"기타자본",-2364,-2658,-2729,-2517
