"","012750","047810","012450","030190","272210","079550","029960","034950","060150","025770","072520","094280","143240","036800","065450","063570","099320","036120","130580","030960","068940","005360","041460","010820","058850","009440","049720","058860","043910","274090","119650","111820","052600","069140","215090"
"2016-01-25",98000,68500,32650,9010,NA,120500,2355,45350,6010,12000,1313,14400,20000,29200,2180,5720,12043,1385,5090,7150,1550,4000,8330,5420,2805,7740,2570,4030,1269,NA,5482,10573,3105,4755,2648
"2016-01-26",99300,67700,32350,8770,NA,118000,2305,45950,5930,12000,1523,13900,19050,30100,2170,6100,11866,1395,4905,7000,1506,3915,8440,5440,2825,7740,2575,4190,1280,NA,5750,10573,3060,4750,2635
"2016-01-27",104500,68200,33000,8900,NA,119500,2320,45050,6080,12850,1488,14150,19150,30950,2215,5990,12647,1385,4995,7030,1462,3960,8390,5510,2840,7850,2580,4140,1253,NA,5538,9837,3020,4730,2628
"2016-01-28",97800,70100,33000,9290,NA,127500,2320,45350,6210,12950,1529,14100,19000,31900,2410,6200,12798,1365,5130,7030,1500,3990,8780,5570,2880,7820,2600,4175,1212,NA,5501,11494,3005,4740,2641
"2016-01-29",102000,70800,32300,9610,NA,127000,2360,46350,6180,12700,1395,14000,19200,32750,2430,6090,12975,1185,5050,6900,1496,4050,8620,5380,2920,7850,2590,4140,1177,NA,5556,11642,3005,4865,2641
"2016-02-01",103500,72700,33850,9450,NA,122000,2370,47000,6200,12600,1148,13950,19150,33150,2390,6250,13101,1150,5140,6890,1488,4105,8640,5450,2955,7780,2600,4050,1200,NA,5492,10095,3040,4890,2654
"2016-02-02",102500,72200,33500,9130,NA,122000,2400,46650,6260,12600,1285,13950,20100,33200,2510,6200,13076,1185,5140,6720,1474,4105,8690,5360,2935,7700,2615,4050,1177,NA,5473,9873,3175,4845,2654
"2016-02-03",99600,71100,32650,9050,NA,122500,2345,46100,6210,12500,1303,13900,20150,32200,2585,6300,13453,1185,5100,7000,1468,4580,8420,5350,2885,7490,2625,4005,1173,NA,5362,9468,3230,4790,2635
"2016-02-04",102500,72000,32850,8870,NA,122000,2390,45850,6250,12850,1285,13900,20050,31750,2805,7800,14814,1195,5230,6820,1460,4380,8850,5380,2915,7770,2640,4035,1162,NA,5381,9468,3250,4805,2648
"2016-02-05",104000,70600,33600,8840,NA,117500,2420,44850,6250,12700,1300,13700,19850,31750,2790,7290,14713,1205,5190,6920,1560,4220,9050,5500,2935,7820,2680,4425,1177,NA,5445,8989,3280,4820,2635
"2016-02-11",104500,69400,32100,8760,NA,116500,2300,44750,5970,12250,1179,12700,18400,31350,3625,6880,14537,1120,4940,6700,1560,4090,8880,5910,2890,7450,2690,4305,1108,NA,5261,8584,3065,4720,2668
"2016-02-12",99800,68000,32200,8380,NA,114000,2155,44650,5730,11400,1027,11800,17350,29700,3920,7180,14058,993,4515,6910,1630,3920,9140,5410,2800,6920,2655,4120,994,NA,4606,8805,2860,4790,2674
"2016-02-15",99600,70900,33200,8680,NA,114500,2195,44750,5990,11900,1189,12150,16800,30550,3645,8110,15318,1010,4660,7110,1710,4005,9440,5210,2920,7190,2670,4235,1124,NA,4615,9579,3040,5000,2648
"2016-02-16",101500,73300,33300,8640,NA,118000,2245,44050,5800,12050,1144,12450,16950,30350,3150,8210,16376,1035,4870,7260,1704,4050,9390,5230,2950,7400,2670,4230,1143,NA,4707,9468,3040,5600,2648
"2016-02-17",98300,70000,33850,8260,NA,111000,2210,44050,6020,11600,1182,12450,16300,30300,3230,7760,16829,1030,4730,7210,1664,4150,8780,5270,2895,7200,2670,4410,1124,NA,4735,8989,3050,5430,2635
"2016-02-18",98000,71800,34000,8200,NA,112500,2295,44100,6500,11750,1202,12650,15450,30850,3020,7940,16628,1060,4835,7170,1750,4165,8850,5360,2920,7410,2730,4290,1143,NA,4855,9137,3080,5500,2648
"2016-02-19",98500,70700,33950,8110,NA,109500,2310,44000,6400,12800,1148,13300,15700,31750,2875,7910,18089,1065,4855,7080,1764,4260,9090,5370,2920,7400,2710,4290,1177,NA,4882,9431,3250,5450,2648
"2016-02-22",99000,72800,36900,8210,NA,112500,2290,44150,6410,13150,1208,13550,16250,31450,2815,8040,18240,1095,5040,7150,1778,4265,9450,5300,2950,7440,2685,4225,1173,NA,4956,9358,3260,5700,2648
"2016-02-23",96300,73000,37300,7840,NA,111000,2310,44150,6510,13000,1323,13450,16400,31600,2805,8040,18064,1075,4955,7120,1740,4150,9660,5100,2965,7700,2660,4360,1143,NA,5030,9284,3235,5630,2635
