"","X2017.12","X2018.12","X2019.12"
"매출액",157746,173041,194038
"매출원가",114369,123199,139152
"매출총이익",43378,49844,54892
"판매비와관리비",39212,42323,44197
"인건비",15075,16842,18487
"유무형자산상각비",1494,1736,3063
"연구개발비",2862,2503,2829
"광고선전비",978,773,959
"판매비",2402,2547,2569
"관리비",9024,10197,9253
"기타원가성비용",609,582,479
"기타",6772,7145,6570
"영업이익",4168,7522,10685
"영업이익(발표기준)",4168,7522,10685
"금융수익",857,1051,1346
"이자수익",284,405,552
"배당금수익",7,7,48
"외환이익",514,370,459
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",8,11,10
"금융자산평가이익",0,61,56
"금융자산손상차손환입",0,0,0
"파생상품이익",38,192,216
"기타금융수익",6,3,0
"금융원가",2098,1855,2222
"이자비용",928,1204,1418
"외환손실",1106,304,401
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",9,1,3
"금융자산평가손실",1,130,24
"금융자산손상차손",15,0,0
"파생상품손실",27,200,356
"기타금융원가",11,13,15
"기타수익",1501,1918,1983
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,3,1
"자산처분(폐기)이익",78,446,86
"자산평가이익",0,0,0
"자산손상차손환입",1,2,1
"임대료수익",52,65,79
"로열티수익",0,0,0
"수수료수익",1,0,0
"대손충당금환입",12,17,7
"충당부채환입액",3,1,6
"기타비용",3198,2513,3576
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",171,159,127
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,2
"자산처분(폐기)손실",72,78,70
"자산평가손실",2,0,0
"자산손상차손",256,664,1793
"기타대손상각비",194,228,86
"충당부채전입액",85,16,16
"종속기업,공동지배기업및관계기업관련손익",170,18,159
"지분법손익",118,30,105
"종속기업,공동지배기업및관계기업투자주식처분손익",21,-33,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-51,0,0
"세전계속사업이익",1391,6138,8378
"법인세비용",866,2163,1070
"계속영업이익",529,3972,7306
"중단영업이익",-196,-212,-108
"당기순이익",333,3760,7198
"지배주주순이익",143,4354,6850
"비지배주주순이익",91,131,346
"자산",179990,220075,255696
"유동자산",97459,123709,143194
"재고자산",16612,33396,32320
"유동생물자산",0,0,0
"유동금융자산",6033,8297,13263
"매출채권및기타유동채권",39111,32602,32888
"당기법인세자산",21,52,618
"계약자산",1842,5858,7667
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",14370,22138,27400
"현금및현금성자산",19030,21230,28886
"매각예정비유동자산및처분자산집단",436,134,151
"비유동자산",82531,96365,112508
"유형자산",42519,47315,52777
"무형자산",22008,32308,36492
"비유동생물자산",0,0,0
"투자부동산",843,974,1084
"장기금융자산",6666,3841,4562
"관계기업등지분관련투자자산",2447,2344,2245
"장기매출채권및기타비유동채권",1947,2233,2388
"이연법인세자산",4791,5844,6589
"장기당기법인세자산",0,0,0
"기타비유동자산",1309,1491,6334
"기타금융업자산",0,0,0
"부채",101008,130479,158420
"유동부채",69917,92657,108464
"단기사채",453,1137,912
"단기차입금",14901,12907,11734
"유동성장기부채",2035,6635,5067
"유동금융부채",87,311,1756
"매입채무및기타유동채무",32985,26638,30430
"유동종업원급여충당부채",0,23,33
"기타단기충당부채",1129,1243,2027
"당기법인세부채",1944,1097,1422
"계약부채",1936,11607,23680
"반품(환불)부채",0,0,0
"배출부채",0,10,9
"기타유동부채",14450,31035,31361
"매각예정으로분류된처분자산집단에포함된부채",3,11,25
"비유동부채",31088,37822,49956
"사채",9891,9999,14846
"장기차입금",8276,8591,11400
"비유동금융부채",120,190,2729
"장기매입채무및기타비유동채무",2107,3002,4406
"비유동종업원급여충당부채",8200,10846,12210
"기타장기충당부채",988,3606,2583
"이연법인세부채",1062,944,1142
"장기당기법인세부채",0,0,0
"기타비유동부채",431,646,644
"기타금융업부채",0,0,0
"자본",78980,89594,97281
"지배기업주주지분",72214,80608,86826
"자본금",15147,17668,18249
"신종자본증권",0,0,0
"자본잉여금",13029,18587,20431
