"","X2017.12","X2018.12","X2019.12"
"매출액",1273391,1347442,1335501
"매출원가",1112294,1204528,1216072
"매출총이익",161094,142915,119429
"판매비와관리비",73615,58521,59551
"인건비",19977,21289,22731
"유무형자산상각비",3317,3034,3814
"연구개발비",1945,1808,1822
"광고선전비",1494,1390,1207
"판매비",32638,16012,14746
"관리비",12491,13556,13631
"기타원가성비용",0,2,7
"기타",1751,1429,1587
"영업이익",87479,84391,59881
"영업이익(발표기준)",87479,84391,59881
"금융수익",32469,24129,26079
"이자수익",3195,4701,5013
"배당금수익",1407,1117,1281
"외환이익",18331,11174,12825
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,5
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,11,10
"금융자산처분이익",4777,222,251
"금융자산평가이익",240,519,883
"금융자산손상차손환입",0,0,0
"파생상품이익",4137,4769,5019
"기타금융수익",369,1612,788
"금융원가",38475,36076,35921
"이자비용",14911,16252,16166
"외환손실",14810,14313,13871
"대손상각비",198,0,2
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,21,4
"매출채권처분손실",22,421,384
"금융자산처분손실",123,325,101
"금융자산평가손실",50,1155,938
"금융자산손상차손",1340,0,11
"파생상품손실",6303,3321,3894
"기타금융원가",717,267,545
"기타수익",11157,12552,11279
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",5,7,42
"자산처분(폐기)이익",1202,2260,1545
"자산평가이익",171,275,492
"자산손상차손환입",51,10,28
"임대료수익",194,191,256
"로열티수익",0,0,0
"수수료수익",45,44,56
"대손충당금환입",28,3,13
"충당부채환입액",1,38,365
"기타비용",19904,31092,19247
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",9,27,17
"당기손익-공정가치측정<U+00A0>금융자산평가손실",35,44,15
"자산처분(폐기)손실",2172,1925,1711
"자산평가손실",22,4,25
"자산손상차손",8011,17496,8773
"기타대손상각비",1186,712,1079
"충당부채전입액",344,1381,231
"종속기업,공동지배기업및관계기업관련손익",-744,148,2337
"지분법손익",401,1294,2750
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,2
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-23,0,0
"세전계속사업이익",71981,54055,44413
"법인세비용",21623,23077,15630
"계속영업이익",50359,30990,28785
"중단영업이익",278,1434,134
"당기순이익",50638,32424,28921
"지배주주순이익",46704,28992,26583
"비지배주주순이익",2923,2714,2363
"자산",1629780,1638558,1661507
"유동자산",618718,665788,692196
"재고자산",229773,261995,260781
"유동생물자산",49,102,132
"유동금융자산",111766,122892,138446
"매출채권및기타유동채권",201865,204408,201218
"당기법인세자산",585,681,835
"계약자산",151,296,272
"반품(환불)자산",0,9,9
"배출권",7,4,5
"기타유동자산",11376,10863,10723
"현금및현금성자산",61238,63335,76911
"매각예정비유동자산및처분자산집단",1913,1200,2855
"비유동자산",1011054,972778,969312
"유형자산",756507,738012,729490
"무형자산",82313,73810,70310
"비유동생물자산",0,0,0
"투자부동산",26020,25177,24635
"장기금융자산",58708,50770,53857
"관계기업등지분관련투자자산",53455,53991,57712
"장기매출채권및기타비유동채권",11661,8342,8848
"이연법인세자산",15794,15424,14390
"장기당기법인세자산",0,0,0
"기타비유동자산",6597,7249,10082
"기타금융업자산",0,0,0
"부채",694182,700821,692272
"유동부채",417058,411426,370286
"단기사채",581,3472,2674
"단기차입금",157359,155190,128909
"유동성장기부채",84457,66819,67255
"유동금융부채",2474,2772,4984
"매입채무및기타유동채무",151385,157807,144745
"유동종업원급여충당부채",499,858,1059
"기타단기충당부채",876,2901,3394
"당기법인세부채",10258,12979,6964
"계약부채",0,488,1067
"반품(환불)부채",0,3,9
"배출부채",8,617,1358
"기타유동부채",8939,7517,7774
"매각예정으로분류된처분자산집단에포함된부채",234,0,82
"비유동부채",277119,289397,321985
"사채",103794,109240,138703
"장기차입금",110144,116041,113929
"비유동금융부채",4270,4309,9815
"장기매입채무및기타비유동채무",3811,2854,2634
"비유동종업원급여충당부채",7059,8171,8088
"기타장기충당부채",5633,8888,9100
"이연법인세부채",41784,38301,38624
"장기당기법인세부채",0,0,5
"기타비유동부채",622,1593,1088
"기타금융업부채",0,0,0
"자본",935602,937730,969237
"지배기업주주지분",836042,833018,862738
"자본금",36512,37207,41445
"신종자본증권",9969,1994,1994
"자본잉여금",101245,102321,116538
"기타자본",-10238,-9641,-9511
"기타포괄손익누계액",4764,-6223,-637
"이익잉여금(결손금)",725246,745240,750857
"비지배주주지분",68100,66769,68551
