"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",1273391,1347442,1335501,308401,287746,303137
"매출원가",1112294,1204528,1216072,281896,266311,275730
"매출총이익",161094,142915,119429,26506,21429,27409
"판매비와관리비",73615,58521,59551,14981,14663,14112
"인건비",19977,21289,22731,5663,5292,5395
"유무형자산상각비",3317,3034,3814,978,999,975
"연구개발비",1945,1808,1822,385,412,433
"광고선전비",1494,1390,1207,232,237,232
"판매비",32638,16012,14746,4108,3681,3367
"관리비",12491,13556,13631,3100,3055,2625
"기타원가성비용",0,2,7,1,2,1
"기타",1751,1429,1587,508,977,1082
"영업이익",87479,84391,59881,11524,6775,13307
"영업이익(발표기준)",87479,84391,59881,11524,6775,13307
"금융수익",32469,24129,26079,16581,4509,5194
"이자수익",3195,4701,5013,1261,1320,1162
"배당금수익",1407,1117,1281,520,55,84
"외환이익",18331,11174,12825,9625,1804,3053
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,5,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,11,10,4,2,1
"금융자산처분이익",4777,222,251,10,18,10
"금융자산평가이익",240,519,883,115,502,-22
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",4137,4769,5019,4725,489,301
"기타금융수익",369,1612,788,315,312,598
"금융원가",38475,36076,35921,19347,6038,7413
"이자비용",14911,16252,16166,3631,3437,3176
"외환손실",14810,14313,13871,12368,765,2259
"대손상각비",198,0,2,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,21,4,2,0,0
"매출채권처분손실",22,421,384,62,39,28
"금융자산처분손실",123,325,101,144,41,2
"금융자산평가손실",50,1155,938,607,-1,0
"금융자산손상차손",1340,0,11,0,0,0
"파생상품손실",6303,3321,3894,2330,1040,1902
"기타금융원가",717,267,545,206,712,43
"기타수익",11157,12552,11279,3147,2957,2489
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",5,7,42,7,35,4
"자산처분(폐기)이익",1202,2260,1545,213,634,72
"자산평가이익",171,275,492,0,-1,0
"자산손상차손환입",51,10,28,0,2,4
"임대료수익",194,191,256,62,44,45
"로열티수익",0,0,0,0,0,0
"수수료수익",45,44,56,9,24,7
"대손충당금환입",28,3,13,6,2,3
"충당부채환입액",1,38,365,0,6,27
"기타비용",19904,31092,19247,3347,2617,1748
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",9,27,17,17,-1,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",35,44,15,25,0,5
"자산처분(폐기)손실",2172,1925,1711,449,454,502
"자산평가손실",22,4,25,0,-1,0
"자산손상차손",8011,17496,8773,74,272,7
"기타대손상각비",1186,712,1079,17,78,-178
"충당부채전입액",344,1381,231,9,5,66
"종속기업,공동지배기업및관계기업관련손익",-744,148,2337,-610,-208,940
"지분법손익",401,1294,2750,404,-156,967
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,2,0,0,2
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-23,0,0,0,0,0
"세전계속사업이익",71981,54055,44413,7947,5379,12762
"법인세비용",21623,23077,15630,2881,1940,3384
"계속영업이익",50359,30990,28785,5071,3434,9379
"중단영업이익",278,1434,134,-16,6,0
"당기순이익",50638,32424,28921,5055,3440,9379
"지배주주순이익",46704,28992,26583,4078,2415,8189
"비지배주주순이익",2923,2714,2363,702,836,755
"자산",1629780,1638558,1661507,1702314,1694045,1704625
"유동자산",618718,665788,692196,732350,725663,738901
"재고자산",229773,261995,260781,259098,247726,236359
"유동생물자산",49,102,132,178,173,160
"유동금융자산",111766,122892,138446,140466,159226,175464
"매출채권및기타유동채권",201865,204408,201218,205498,186126,195896
"당기법인세자산",585,681,835,845,535,953
"계약자산",151,296,272,386,317,216
"반품(환불)자산",0,9,9,8,7,8
"배출권",7,4,5,5,28,25
"기타유동자산",11376,10863,10723,11762,11995,11603
"현금및현금성자산",61238,63335,76911,111457,117328,117001
"매각예정비유동자산및처분자산집단",1913,1200,2855,2639,2200,1206
"비유동자산",1011054,972778,969312,969971,968384,965722
"유형자산",756507,738012,729490,735585,730697,726851
"무형자산",82313,73810,70310,70002,69247,68380
"비유동생물자산",0,0,0,0,0,0
"투자부동산",26020,25177,24635,25155,24994,24916
"장기금융자산",58708,50770,53857,48775,51769,52330
"관계기업등지분관련투자자산",53455,53991,57712,56768,59157,59587
"장기매출채권및기타비유동채권",11661,8342,8848,9041,7592,9627
"이연법인세자산",15794,15424,14390,14744,15024,14730
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",6597,7249,10082,9899,9906,9294
"기타금융업자산",0,0,0,0,0,0
"부채",694182,700821,692272,738221,724336,724470
"유동부채",417058,411426,370286,398499,384672,385467
"단기사채",581,3472,2674,1893,2803,1243
"단기차입금",157359,155190,128909,148031,150076,144662
"유동성장기부채",84457,66819,67255,70283,76970,76286
"유동금융부채",2474,2772,4984,6905,6388,6992
"매입채무및기타유동채무",151385,157807,144745,147590,126039,134926
"유동종업원급여충당부채",499,858,1059,423,589,975
"기타단기충당부채",876,2901,3394,3269,2929,3223
"당기법인세부채",10258,12979,6964,7562,6460,6451
"계약부채",0,488,1067,1104,1019,762
"반품(환불)부채",0,3,9,5,7,6
"배출부채",8,617,1358,1676,1570,749
"기타유동부채",8939,7517,7774,9667,9592,9199
"매각예정으로분류된처분자산집단에포함된부채",234,0,82,85,232,0
"비유동부채",277119,289397,321985,339727,339656,339000
"사채",103794,109240,138703,157876,150543,153841
"장기차입금",110144,116041,113929,113031,120816,115243
"비유동금융부채",4270,4309,9815,11370,10360,10127
"장기매입채무및기타비유동채무",3811,2854,2634,2362,2459,2492
"비유동종업원급여충당부채",7059,8171,8088,9065,9453,10671
"기타장기충당부채",5633,8888,9100,9249,9409,9186
"이연법인세부채",41784,38301,38624,35791,35641,36398
"장기당기법인세부채",0,0,5,5,5,5
"기타비유동부채",622,1593,1088,956,971,1037
"기타금융업부채",0,0,0,0,0,0
"자본",935602,937730,969237,964099,969722,980158
"지배기업주주지분",836042,833018,862738,860348,865454,871688
"자본금",36512,37207,41445,41707,42004,41381
"신종자본증권",9969,1994,1994,1994,1994,2074
"자본잉여금",101245,102321,116538,111349,111324,113427
"기타자본",-10238,-9641,-9511,-10593,-9704,-13661
"기타포괄손익누계액",4764,-6223,-637,-4955,-2118,-1367
"이익잉여금(결손금)",725246,745240,750857,758694,760096,768698
"비지배주주지분",68100,66769,68551,65895,66120,69609
"영업활동으로인한현금흐름",97878,98994,91769,28025,32893,36730
"당기순손익",47659,34047,28613,6177,2718,8582
"법인세비용차감전계속사업이익",4308,-1325,669,-1065,1019,1283
"현금유출이없는비용등가산",137270,150530,128703,40922,23705,24420
"퇴직급여",5151,5341,5730,1389,1393,1353
"종업원급여",27,52,61,3,-1,4
"주식보상비",19,2,4,0,4,9
"감가상각비",59434,60285,62313,15416,15567,15529
"무형자산상각비",5311,4800,5507,1415,1442,1336
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",-4,22,27,1,1,-2
"기타의대손상각비",304,52,252,6,84,-86
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",7,13,2,0,29,1
"사채상환손실",0,0,44,3,15,0
"투자자산평가손실",22,0,0,1,-1,0
"자산재평가손실",2,0,0,0,0,0
"지분법관련손실",152,213,588,74,215,4
"종속기업관련손실",8,13,20,0,0,23
"관계기업관련손익",1854,1743,787,1164,74,228
"(현금유입이없는수익등차감)",24580,21520,21110,13692,-604,3982
"금융부채관련이익",6,7,11,1,0,0
"사채상환이익",0,1,113,1,-1,1
"퇴직급여충당부채환입액",0,0,0,0,0,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,0
"주식보상비환입",0,0,0,0,0,2
"투자자산평가이익",171,275,238,0,0,1
"자산재평가이익",1,0,0,0,0,0
"지분법관련이익",848,1720,3321,426,-7,995
"종속회사관련이익",1,115,20,0,0,0
"법인세수익",227,59,187,197,-173,23
"영업활동으로인한자산부채변동(운전자본변동)",-42572,-35898,-16075,313,9018,10959
"자산의감소(증가)",-38843,-28216,10228,3789,25040,2801
"부채의증가(감소)",-3979,-7586,-26310,-2757,-16111,7611
"정부보조금등의변동",0,0,2,0,2,2
"기타운전자본의변동",251,-97,12,-720,87,543
"*영업에서창출된현금흐름",122085,125835,120805,32648,37067,41256
"기타영업활동으로인한현금흐름",-24208,-26835,-29032,-4626,-4170,-4532
"이자수입",3466,5065,4602,1105,1273,1310
"이자지급(-)",-14188,-14775,-14569,-3144,-3815,-2560
"배당금수입",3115,3152,3533,503,1446,164
"배당금지급(-)",-291,-344,-280,0,-205,0
"법인세환입",7,0,5,85,672,-79
"법인세납부(-)",-16319,-19933,-22328,-3179,-3545,-3368
"중단영업관련현금흐름",-7,0,0,0,1,0
"투자활동으로인한현금흐름",-67470,-57206,-67123,-18957,-32138,-28848
"투자활동으로인한현금유입액",247001,385810,422987,112106,137452,123485
"유동금융자산의감소",212512,359376,408176,101901,131180,118837
"장기금융상품의감소",757,904,1102,567,97,-55
"매도가능금융자산의감소",16685,1,0,0,84,-71
"만기보유금융자산의감소",998,365,40,30,0,154
"장기대여금의감소",6921,9849,4275,4838,705,334
"파생상품의변동",243,120,78,90,53,-83
"기타비유동금융자산의감소",321,2886,1299,3408,2229,2207
"관계기업등지분관련투자자산의감소",1965,1430,767,141,64,49
"유형자산의감소",2140,1958,1525,390,396,39
"무형자산의감소",496,898,364,120,677,73
"생물자산의감소",0,0,0,0,0,0
"투자부동산의감소",431,772,1162,5,26,18
"기타투자활동으로인한현금유입액",3524,7242,4193,603,1934,1973
"(투자활동으로인한현금유출액)",314502,443061,490146,131063,169601,152331
"유동금융자산의증가",234637,375531,419611,102674,145201,138947
"장기금융상품의증가",1141,745,1127,100,1790,-28
"매도가능금융자산의증가",4082,0,0,8,144,-84
"만기보유금융자산의증가",1081,160,0,0,0,161
"장기대여금의증가",11143,6547,4830,4122,1211,866
"기타비유동금융자산의증가",540,4374,3752,3990,5133,-1341
"관계기업등지분관련투자자산의증가",1049,2159,5071,1508,1405,-78
"유형자산의증가",51136,46765,49488,15449,12977,12720
"무형자산의증가",4385,4819,3367,1148,1029,705
"생물자산의증가",0,0,0,0,0,0
"투자부동산의증가",1130,694,363,75,44,-27
"기타투자활동으로인한현금유출액",3878,1131,2424,1923,662,367
"기타투자활동으로인한현금흐름",32,49,35,6,13,4
"재무활동으로인한현금흐름",-24845,-40136,-11867,24116,5812,-7952
"재무활동으로인한현금유입액",357386,400259,385373,87606,85753,47763
"사채의증가",34346,46122,77652,8028,369,5582
"차입금의증가",318825,352290,301041,78033,84041,38763
"미지급금의증가",0,1,3,3,-3,0
"유동성장기부채의증가",0,1,0,20,-19,-1
"기타금융부채의증가",367,1061,178,65,-38,205
"기타부채의증가",11,0,0,0,13,14
"유상증자",416,450,4708,1,111,1367
"자기주식의처분",24,229,173,39,54,28
"주식매입선택권의행사",0,0,0,0,0,0
"자본구성항목의증가",3320,68,414,1414,141,557
"기타재무활동으로인한현금유입액",80,32,1203,3,1084,1247
"(재무활동으로인한현금유출액)",367509,426983,382006,60407,72480,55087
"사채의감소",34287,32036,40342,190,114,3494
"차입금의감소",297486,349054,306447,45376,59882,42515
"미지급금의감소",1,0,61,57,-1,4
"유동성장기부채의감소",33770,30040,30131,8959,10707,5058
"기타금융부채의감소",366,665,2843,3522,758,857
"기타부채의감소",288,1048,469,0,1,0
"유상감자",0,0,0,0,0,0
"자기주식의취득",163,95,69,148,748,2721
"자본구성항목의감소",83,55,137,66,-61,6
"기타재무활동으로인한현금유출액",1063,13992,1506,2085,330,425
"기타재무활동으로인한현금흐름",-14721,-13404,-15231,-3081,-7458,-632
"영업투자재무활동기타현금흐름",-33,0,0,-2,-11,10
"연결범위변동으로인한현금의증가",0,117,10,0,3,0
"환율변동효과",-1163,155,796,885,-657,-298
"현금및현금성자산의증가",4358,1929,13578,34069,5901,-355
"기초현금및현금성자산",56878,61408,63335,77392,111459,117359
"기말현금및현금성자산",61239,63335,76916,111459,117359,117003
