"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",10720,0,10,14
"매출원가",9783,0,0,0
"매출총이익",938,0,10,14
"판매비와관리비",880,282,365,360
"인건비",245,5,6,10
"유무형자산상각비",24,0,2,1
"연구개발비",7,0,0,0
"광고선전비",0,0,0,0
"판매비",51,0,0,0
"관리비",135,0,4,8
"기타원가성비용",0,0,0,0
"기타",2754,2714,2964,3123
"영업이익",1237,109,725,867
"영업이익(발표기준)",473,-4,-3,-8
"금융수익",20,17,15,25
"이자수익",39,6,28,24
"배당금수익",-1,1,6,0
"외환이익",0,0,0,0
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",-16,17,0,0
"금융자산평가이익",-1,0,1,9
"금융자산손상차손환입",-1,0,0,0
"파생상품이익",9,0,1,4
"기타금융수익",0,0,0,0
"금융원가",4,0,1,5
"이자비용",20,7,30,3
"외환손실",0,0,0,0
"대손상각비",8,1,3,22
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",0,0,0,0
"금융자산평가손실",-3,0,1,5
"금융자산손상차손",0,0,0,0
"파생상품손실",1,0,1,0
"기타금융원가",0,0,0,0
"기타수익",495,0,0,0
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",656,79,472,351
"자산처분(폐기)이익",209,0,0,0
"자산평가이익",0,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",14,0,0,0
"로열티수익",0,0,0,0
"수수료수익",8,59,25,40
"대손충당금환입",0,0,0,0
"충당부채환입액",0,0,0,0
"기타비용",258,0,0,0
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",201,159,161,41
"자산처분(폐기)손실",58,0,0,0
"자산평가손실",0,0,0,0
"자산손상차손",2,0,0,0
"기타대손상각비",0,0,0,0
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-24,4,-3,786
"지분법손익",-24,4,-3,786
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",1454,129,732,1673
"법인세비용",235,27,109,128
"계속영업이익",1218,99,625,1544
"중단영업이익",-352,62,446,0
"당기순이익",866,161,1070,1544
"지배주주순이익",497,150,889,1089
"비지배주주순이익",4,0,-2,-1
"자산",61913,65931,59291,65894
"유동자산",7570,12789,4341,4481
"재고자산",991,0,0,0
"유동생물자산",0,0,0,0
"유동금융자산",2586,2881,2244,2461
"매출채권및기타유동채권",1686,27,33,33
"당기법인세자산",11,21,2,0
"계약자산",0,0,0,0
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",547,380,344,360
"현금및현금성자산",1763,1449,1715,1628
"매각예정비유동자산및처분자산집단",0,8046,0,0
"비유동자산",11294,6543,7433,5573
"유형자산",4842,198,189,214
"무형자산",261,150,151,168
"비유동생물자산",0,0,0,0
"투자부동산",58,58,58,57
"장기금융자산",616,602,1179,604
"관계기업등지분관련투자자산",2999,3120,3194,5552
"장기매출채권및기타비유동채권",6,0,0,0
"이연법인세자산",451,456,609,451
"장기당기법인세자산",0,0,0,0
"기타비유동자산",412,368,340,337
"기타금융업자산",31,21,34,24
"부채",37183,48064,39505,43884
"유동부채",2029,9710,853,976
"단기사채",0,0,0,0
"단기차입금",326,145,140,169
"유동성장기부채",196,403,324,343
"유동금융부채",6,210,1,2
"매입채무및기타유동채무",1128,6943,5,28
"유동종업원급여충당부채",0,0,0,0
"기타단기충당부채",15,0,0,0
"당기법인세부채",256,233,123,154
"계약부채",0,0,0,0
"반품(환불)부채",0,0,0,0
"배출부채",0,0,0,0
"기타유동부채",33,19,23,50
"매각예정으로분류된처분자산집단에포함된부채",0,1474,0,0
"비유동부채",3063,2893,3155,3313
"사채",25,30,15,4
"장기차입금",10,11,30,41
"비유동금융부채",54,1,1,2
"장기매입채무및기타비유동채무",0,0,0,0
"비유동종업원급여충당부채",161,86,98,103
"기타장기충당부채",0,0,0,0
"이연법인세부채",130,119,154,199
"장기당기법인세부채",0,0,0,0
"기타비유동부채",0,0,0,0
"기타금융업부채",0,0,0,0
"자본",24728,17866,19783,22005
