"","X2017.12","X2018.12","X2019.12"
"매출액",11800,11839,12057
"매출원가",7631,7610,7760
"매출총이익",4169,4228,4299
"판매비와관리비",3855,3983,4167
"인건비",1549,1659,1666
"유무형자산상각비",287,285,607
"연구개발비",109,61,48
"광고선전비",208,164,156
"판매비",527,361,429
"관리비",1183,1304,1093
"기타원가성비용",0,0,0
"기타",-9,149,168
"영업이익",316,244,134
"영업이익(발표기준)",316,244,134
"금융수익",118,106,103
"이자수익",24,30,45
"배당금수익",8,1,1
"외환이익",72,49,47
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",4,13,0
"금융자산평가이익",9,0,1
"금융자산손상차손환입",0,0,0
"파생상품이익",2,2,2
"기타금융수익",-5,10,6
"금융원가",363,422,504
"이자비용",284,322,401
"외환손실",70,84,47
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",20,1,0
"금융자산평가손실",0,1,26
"금융자산손상차손",0,0,0
"파생상품손실",4,18,17
"기타금융원가",-17,-3,12
"기타수익",588,829,347
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,23,57
"자산처분(폐기)이익",403,609,82
"자산평가이익",0,0,0
"자산손상차손환입",0,0,0
"임대료수익",5,7,7
"로열티수익",0,0,0
"수수료수익",4,4,3
"대손충당금환입",0,8,5
"충당부채환입액",0,0,1
"기타비용",761,1035,763
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",14,19,24
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,33,16
"자산처분(폐기)손실",4,8,26
"자산평가손실",0,0,0
"자산손상차손",298,196,470
"기타대손상각비",20,4,12
"충당부채전입액",0,0,0
"종속기업,공동지배기업및관계기업관련손익",59,56,166
"지분법손익",52,55,131
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",-46,-223,-520
"법인세비용",144,102,138
"계속영업이익",-190,-323,-655
"중단영업이익",1516,-110,0
"당기순이익",1326,-432,-655
"지배주주순이익",1393,-373,-561
"비지배주주순이익",-66,-61,-98
"자산",25187,24760,28887
"유동자산",7559,6780,10329
"재고자산",3183,3186,3211
"유동생물자산",0,0,0
"유동금융자산",425,312,791
"매출채권및기타유동채권",1702,1560,3465
"당기법인세자산",39,43,24
"계약자산",0,8,44
"반품(환불)자산",0,3,4
"배출권",0,0,0
"기타유동자산",271,285,240
"현금및현금성자산",1785,1381,2315
"매각예정비유동자산및처분자산집단",155,0,232
"비유동자산",17627,17983,18559
"유형자산",8633,8812,8419
"무형자산",1012,1309,1115
"비유동생물자산",0,0,0
"투자부동산",2715,2674,3205
"장기금융자산",822,580,337
"관계기업등지분관련투자자산",3357,3691,3860
"장기매출채권및기타비유동채권",179,667,515
"이연법인세자산",176,179,164
"장기당기법인세자산",0,0,0
"기타비유동자산",733,74,943
"기타금융업자산",0,0,0
"부채",11053,11233,15864
"유동부채",6337,7473,8166
"단기사채",0,82,378
"단기차입금",3976,5171,3272
"유동성장기부채",480,652,761
"유동금융부채",8,48,234
"매입채무및기타유동채무",1571,1372,3254
"유동종업원급여충당부채",0,2,2
"기타단기충당부채",76,17,19
"당기법인세부채",39,29,64
"계약부채",0,32,63
"반품(환불)부채",0,6,26
"배출부채",0,0,0
"기타유동부채",47,65,94
"매각예정으로분류된처분자산집단에포함된부채",140,0,0
"비유동부채",4714,3760,7697
"사채",0,0,0
"장기차입금",3660,2640,4616
"비유동금융부채",136,138,742
"장기매입채무및기타비유동채무",202,200,1465
"비유동종업원급여충당부채",134,132,159
"기타장기충당부채",9,36,39
"이연법인세부채",390,434,504
"장기당기법인세부채",0,0,0
"기타비유동부채",182,180,169
"기타금융업부채",0,0,0
"자본",14133,13527,13022
"지배기업주주지분",13701,13008,12436
"자본금",1543,1543,1580
"신종자본증권",0,0,0
"자본잉여금",6295,6287,6336
"기타자본",-2549,-2720,-2732
"기타포괄손익누계액",-168,-186,-119
"이익잉여금(결손금)",8581,8086,7370
"비지배주주지분",432,519,586
"영업활동으로인한현금흐름",229,-166,1542
"당기순손익",1196,-492,-693
"법인세비용차감전계속사업이익",174,93,68
"현금유출이없는비용등가산",1939,1979,2347
"퇴직급여",70,69,61
"종업원급여",0,0,0
"주식보상비",6,4,4
"감가상각비",430,392,729
"무형자산상각비",90,87,135
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",21,4,12
"배당금지급",0,0,0
"금융부채관련손실",0,1,14
"사채상환손실",0,0,3
"투자자산평가손실",0,0,0
"자산재평가손실",0,0,0
"지분법관련손실",3,18,16
"종속기업관련손실",4,0,0
"관계기업관련손익",289,648,72
"(현금유입이없는수익등차감)",2389,1182,742
"금융부채관련이익",0,10,3
"사채상환이익",0,0,3
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",0,0,0
"자산재평가이익",0,0,0
"지분법관련이익",225,348,300
"종속회사관련이익",0,0,11
"법인세수익",2,41,17
"영업활동으로인한자산부채변동(운전자본변동)",-278,-172,915
"자산의감소(증가)",-120,179,-1856
"부채의증가(감소)",-148,-353,2765
"정부보조금등의변동",0,0,0
"기타운전자본의변동",-9,2,3
"*영업에서창출된현금흐름",645,224,1891
"기타영업활동으로인한현금흐름",-414,-387,-352
"이자수입",28,26,71
"이자지급(-)",-326,-330,-369
"배당금수입",44,13,11
"배당금지급(-)",0,0,0
"법인세환입",8,4,3
"법인세납부(-)",-165,-105,-71
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-1036,-586,-372
"투자활동으로인한현금유입액",1824,1378,15226
"유동금융자산의감소",1254,967,14268
"장기금융상품의감소",51,41,35
"매도가능금융자산의감소",111,0,0
"만기보유금융자산의감소",0,0,0
"장기대여금의감소",190,39,28
"파생상품의변동",-1,0,0
"기타비유동금융자산의감소",6,64,15
"관계기업등지분관련투자자산의감소",9,32,176
"유형자산의감소",30,87,160
"무형자산의감소",20,24,43
"생물자산의감소",12,11,8
"투자부동산의감소",0,0,1
"기타투자활동으로인한현금유입액",140,112,496
"(투자활동으로인한현금유출액)",2860,1964,15602
"유동금융자산의증가",1251,657,14578
"장기금융상품의증가",25,38,17
"매도가능금융자산의증가",43,0,0
"만기보유금융자산의증가",0,0,0
"장기대여금의증가",407,86,6
"기타비유동금융자산의증가",5,16,17
"관계기업등지분관련투자자산의증가",1,156,44
"유형자산의증가",645,503,384
"무형자산의증가",61,44,62
"생물자산의증가",11,13,3
"투자부동산의증가",38,0,199
"기타투자활동으로인한현금유출액",374,450,291
"기타투자활동으로인한현금흐름",0,0,0
"재무활동으로인한현금흐름",543,330,-239
"재무활동으로인한현금유입액",5315,3997,5146
"사채의증가",0,100,416
"차입금의증가",5047,3711,4529
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",168,187,139
"기타부채의증가",0,0,0
"유상증자",0,0,62
"자기주식의처분",0,0,0
"주식매입선택권의행사",1,0,0
"자본구성항목의증가",100,0,0
"기타재무활동으로인한현금유입액",1,0,0
"(재무활동으로인한현금유출액)",4630,3524,5268
"사채의감소",0,0,34
"차입금의감소",3593,3145,4357
"미지급금의감소",0,0,0
"유동성장기부채의감소",630,52,382
"기타금융부채의감소",92,201,465
"기타부채의감소",0,0,0
"유상감자",0,0,0
"자기주식의취득",1,83,22
"자본구성항목의감소",0,2,10
"기타재무활동으로인한현금유출액",313,44,1
"기타재무활동으로인한현금흐름",-142,-142,-117
"영업투자재무활동기타현금흐름",0,0,1
"연결범위변동으로인한현금의증가",0,0,0
"환율변동효과",-43,10,9
"현금및현금성자산의증가",-304,-414,936
"기초현금및현금성자산",2100,1796,1381
"기말현금및현금성자산",1796,1381,2315
