"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",14931,13395,16920,17852
"매출원가",8125,6936,8092,8428
"매출총이익",6804,6464,8822,9425
"판매비와관리비",5961,5462,5489,5712
"인건비",2630,2184,2076,2131
"유무형자산상각비",459,374,273,344
"연구개발비",933,789,816,830
"광고선전비",409,205,121,164
"판매비",602,379,363,382
"관리비",1698,1328,1118,1176
"기타원가성비용",142,0,3,8
"기타",-910,195,703,675
"영업이익",848,1008,3342,3710
"영업이익(발표기준)",848,1008,3342,3710
"금융수익",174,639,357,377
"이자수익",106,69,47,42
"배당금수익",8,2,4,5
"외환이익",-38,418,65,38
"대손충당금환입액",0,2,5,-3
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",0,19,11,98
"금융자산평가이익",127,20,81,8
"금융자산손상차손환입",0,0,0,0
"파생상품이익",138,42,45,44
"기타금융수익",-178,53,91,133
"금융원가",523,764,934,937
"이자비용",338,207,194,159
"외환손실",161,173,122,211
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",14,19,3,0
"금융자산평가손실",36,207,-28,-1
"금융자산손상차손",0,0,0,0
"파생상품손실",82,118,527,433
"기타금융원가",-109,37,116,134
"기타수익",59,601,234,374
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",11,2,5,10
"자산처분(폐기)이익",30,79,12,138
"자산평가이익",5,1,0,1
"자산손상차손환입",4,0,0,0
"임대료수익",9,6,7,8
"로열티수익",0,0,0,0
"수수료수익",2,0,0,0
"대손충당금환입",-15,3,39,-3
"충당부채환입액",0,0,0,2
"기타비용",1414,285,453,200
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",22,2,-2,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",20,16,-1,0
"자산처분(폐기)손실",36,6,13,25
"자산평가손실",58,0,0,0
"자산손상차손",758,25,93,0
"기타대손상각비",121,0,41,-13
"충당부채전입액",15,0,1,0
"종속기업,공동지배기업및관계기업관련손익",25,-429,305,-69
"지분법손익",-36,2,86,-4
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-129,0,0,0
"세전계속사업이익",-841,758,2849,3253
"법인세비용",310,431,696,826
"계속영업이익",-1147,326,2159,2419
"중단영업이익",-3,-5,10,-10
"당기순이익",-1151,321,2169,2409
"지배주주순이익",-949,432,2206,2549
"비지배주주순이익",-58,-27,33,40
"자산",97108,99445,105239,110622
"유동자산",50982,52199,56499,59781
"재고자산",10000,11065,12449,12515
"유동생물자산",0,0,0,0
"유동금융자산",11790,11763,11382,11395
"매출채권및기타유동채권",14436,14971,15705,15644
"당기법인세자산",57,68,153,274
"계약자산",26,3,84,71
"반품(환불)자산",453,414,416,390
"배출권",0,0,0,0
"기타유동자산",1497,1717,1668,1748
"현금및현금성자산",12449,11981,14469,17379
"매각예정비유동자산및처분자산집단",271,202,169,353
"비유동자산",46133,47249,48749,50839
"유형자산",27125,28535,29599,30756
"무형자산",4515,4673,4417,4438
"비유동생물자산",0,0,0,0
"투자부동산",2777,2824,2898,2713
"장기금융자산",3951,3825,3728,4601
"관계기업등지분관련투자자산",4021,3611,4059,4121
"장기매출채권및기타비유동채권",773,888,862,870
"이연법인세자산",1621,1679,1694,1644
"장기당기법인세자산",0,0,0,0
"기타비유동자산",1326,1207,1480,1680
"기타금융업자산",0,0,0,0
"부채",38742,40641,43424,45030
"유동부채",26460,27646,29560,29083
"단기사채",2424,2411,1914,1321
"단기차입금",6259,7201,7831,8234
"유동성장기부채",1720,1848,2106,1804
"유동금융부채",1603,1508,1857,1431
"매입채무및기타유동채무",7741,8046,8195,7835
"유동종업원급여충당부채",12,6,3,1
"기타단기충당부채",736,695,732,725
"당기법인세부채",1145,914,1242,1889
"계약부채",97,90,247,217
"반품(환불)부채",668,653,612,652
"배출부채",0,0,0,0
"기타유동부채",4048,4271,4825,4968
"매각예정으로분류된처분자산집단에포함된부채",1,5,0,0
"비유동부채",12285,12992,13869,15947
"사채",884,1163,1059,1691
"장기차입금",7086,7362,7626,8516
"비유동금융부채",1356,1394,1980,2097
"장기매입채무및기타비유동채무",593,560,455,610
"비유동종업원급여충당부채",1267,1392,1453,1547
"기타장기충당부채",280,291,296,316
"이연법인세부채",262,247,282,298
"장기당기법인세부채",0,0,0,0
"기타비유동부채",422,456,581,737
"기타금융업부채",0,0,0,0
"자본",58367,58799,61817,65589
"지배기업주주지분",48229,48323,51274,53837
"자본금",7213,7324,7024,7363
"신종자본증권",11,0,0,0
"자본잉여금",37315,36463,37913,39430
"기타자본",-2529,-2822,-3069,-2901
"기타포괄손익누계액",211,323,167,110
"이익잉여금(결손금)",11592,12756,15050,16903
"비지배주주지분",4550,4767,4732,4675
"영업활동으로인한현금흐름",1572,-189,2086,4003
"당기순손익",-1109,178,1927,1826
"법인세비용차감전계속사업이익",91,229,274,579
"현금유출이없는비용등가산",3618,2834,2916,3282
"퇴직급여",172,148,177,172
"종업원급여",13,5,22,33
"주식보상비",27,41,33,30
"감가상각비",598,571,618,611
"무형자산상각비",168,138,156,116
"계약부채전입액",1,0,0,0
"반품(환불)부채전입액",-54,1,-1,5
"배출부채전입액",0,0,0,0
"기타의대손상각비",125,0,41,2
"배당금지급",-9,0,0,0
"금융부채관련손실",0,0,32,17
"사채상환손실",52,0,7,6
"투자자산평가손실",0,0,0,0
"자산재평가손실",0,0,0,0
"지분법관련손실",64,28,60,-10
"종속기업관련손실",13,21,-19,16
"관계기업관련손익",207,472,-119,188
"(현금유입이없는수익등차감)",547,1099,375,556
"금융부채관련이익",73,10,16,7
"사채상환이익",8,1,2,86
"퇴직급여충당부채환입액",0,0,0,0
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",33,6,32,-20
"배출부채환입액",0,0,0,0
"주식보상비환입",0,4,-4,0
"투자자산평가이익",0,0,0,0
"자산재평가이익",0,0,0,0
"지분법관련이익",-127,93,177,165
"종속회사관련이익",2,-2,7,0
"법인세수익",94,5,31,-18
"영업활동으로인한자산부채변동(운전자본변동)",118,-1544,-2158,-733
"자산의감소(증가)",-111,-1258,-3329,-778
"부채의증가(감소)",247,-256,1215,31
"정부보조금등의변동",-9,-26,2,7
"기타운전자본의변동",-12,-8,-41,8
"*영업에서창출된현금흐름",2178,599,2586,4407
"기타영업활동으로인한현금흐름",-608,-784,-497,-402
"이자수입",68,59,49,57
"이자지급(-)",-139,-122,-99,-172
"배당금수입",-39,5,16,0
"배당금지급(-)",-1,-14,-6,0
"법인세환입",-5,1,11,14
"법인세납부(-)",-448,-717,-477,-298
"중단영업관련현금흐름",-45,0,0,0
"투자활동으로인한현금흐름",-1363,-1705,-1101,-3401
"투자활동으로인한현금유입액",4497,6363,4343,9465
"유동금융자산의감소",3819,5583,3885,8623
"장기금융상품의감소",216,65,85,-11
"매도가능금융자산의감소",197,25,14,5
"만기보유금융자산의감소",0,0,0,0
"장기대여금의감소",7,14,7,8
"파생상품의변동",1,7,-7,1
"기타비유동금융자산의감소",71,286,185,357
"관계기업등지분관련투자자산의감소",44,29,9,29
"유형자산의감소",59,36,53,278
"무형자산의감소",16,24,11,8
"생물자산의감소",0,0,0,0
"투자부동산의감소",0,58,7,80
"기타투자활동으로인한현금유입액",65,225,89,84
"(투자활동으로인한현금유출액)",5918,8075,5465,12875
"유동금융자산의증가",4298,5358,2957,9915
"장기금융상품의증가",109,160,316,-205
"매도가능금융자산의증가",-45,35,0,27
"만기보유금융자산의증가",0,0,0,0
"장기대여금의증가",57,15,11,39
"기타비유동금융자산의증가",-212,310,179,63
"관계기업등지분관련투자자산의증가",149,286,154,133
"유형자산의증가",1369,1620,1481,2570
"무형자산의증가",233,162,150,134
"생물자산의증가",0,0,0,0
"투자부동산의증가",-139,29,113,0
"기타투자활동으로인한현금유출액",98,74,97,130
"기타투자활동으로인한현금흐름",55,7,14,4
"재무활동으로인한현금흐름",1742,1244,1679,2410
"재무활동으로인한현금유입액",4333,3210,4597,3944
"사채의증가",331,516,586,942
"차입금의증가",2205,2525,3052,2460
"미지급금의증가",1,1,1,19
"유동성장기부채의증가",0,0,0,0
"기타금융부채의증가",38,14,506,94
"기타부채의증가",0,0,1,0
"유상증자",1777,19,324,232
"자기주식의처분",0,6,10,41
"주식매입선택권의행사",17,23,54,57
"자본구성항목의증가",-218,81,-6,78
"기타재무활동으로인한현금유입액",182,23,72,21
"(재무활동으로인한현금유출액)",2588,1909,2554,1525
"사채의감소",157,40,288,157
"차입금의감소",1704,1203,1720,930
"미지급금의감소",0,0,2,2
"유동성장기부채의감소",312,106,104,242
"기타금융부채의감소",248,140,188,183
"기타부채의감소",1,0,1,0
"유상감자",0,0,0,0
"자기주식의취득",39,278,234,41
"자본구성항목의감소",83,0,2,0
"기타재무활동으로인한현금유출액",45,138,13,-30
"기타재무활동으로인한현금흐름",-3,-57,-366,-8
"영업투자재무활동기타현금흐름",-3,11,-11,0
"연결범위변동으로인한현금의증가",8,25,-7,16
"환율변동효과",-127,141,-76,-68
"현금및현금성자산의증가",1827,-466,2567,2958
"기초현금및현금성자산",10374,12534,11984,14367
"기말현금및현금성자산",12201,12062,14475,17403
