"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",40581,44695,52247,13395,16920,17852
"매출원가",21965,24067,27393,6936,8092,8428
"매출총이익",18624,20628,24845,6464,8822,9425
"판매비와관리비",15752,18206,21183,5462,5489,5712
"인건비",6129,7062,8212,2184,2076,2131
"유무형자산상각비",722,843,1356,374,273,344
"연구개발비",2295,2639,3015,789,816,830
"광고선전비",879,1023,1233,205,121,164
"판매비",1059,1224,1501,379,363,382
"관리비",4105,4774,5230,1328,1118,1176
"기타원가성비용",0,155,155,0,3,8
"기타",561,478,475,195,703,675
"영업이익",2868,2430,3664,1008,3342,3710
"영업이익(발표기준)",2868,2430,3664,1008,3342,3710
"금융수익",624,1310,1414,639,357,377
"이자수익",182,263,327,69,47,42
"배당금수익",1,1,51,2,4,5
"외환이익",220,342,432,418,65,38
"대손충당금환입액",0,0,3,2,5,-3
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",10,61,24,19,11,98
"금융자산평가이익",31,108,186,20,81,8
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",166,433,288,42,45,44
"기타금융수익",6,105,103,53,91,133
"금융원가",1832,2009,1808,764,934,937
"이자비용",580,705,820,207,194,159
"외환손실",582,251,287,173,122,211
"대손상각비",0,16,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",13,6,16,19,3,0
"금융자산평가손실",51,146,70,207,-28,-1
"금융자산손상차손",2,0,0,0,0,0
"파생상품손실",500,801,308,118,527,433
"기타금융원가",99,80,308,37,116,134
"기타수익",625,1009,1541,601,234,374
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,8,21,2,5,10
"자산처분(폐기)이익",213,259,62,79,12,138
"자산평가이익",3,13,12,1,0,1
"자산손상차손환입",0,0,4,0,0,0
"임대료수익",21,24,24,6,7,8
"로열티수익",0,0,0,0,0,0
"수수료수익",3,2,2,0,0,0
"대손충당금환입",12,8,0,3,39,-3
"충당부채환입액",0,0,0,0,0,2
"기타비용",1650,1747,2122,285,453,200
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",31,20,45,2,-2,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,10,31,16,-1,0
"자산처분(폐기)손실",86,51,74,6,13,25
"자산평가손실",4,2,54,0,0,0
"자산손상차손",470,1038,855,25,93,0
"기타대손상각비",104,140,224,0,41,-13
"충당부채전입액",0,4,26,0,1,0
"종속기업,공동지배기업및관계기업관련손익",62,-902,293,-429,305,-69
"지분법손익",-35,-18,-29,2,86,-4
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-2,0,-129,0,0,0
"세전계속사업이익",695,90,2976,758,2849,3253
"법인세비용",645,842,1662,431,696,826
"계속영업이익",54,-756,1312,326,2159,2419
"중단영업이익",346,-199,-90,-5,10,-10
"당기순이익",398,-952,1222,321,2169,2409
"지배주주순이익",1042,171,1728,432,2206,2549
"비지배주주순이익",-28,6,11,-27,33,40
"자산",69517,80213,95156,99445,105239,110622
"유동자산",36848,42797,50009,52199,56499,59781
"재고자산",7889,8725,9838,11065,12449,12515
"유동생물자산",0,0,0,0,0,0
"유동금융자산",7405,10000,11539,11763,11382,11395
"매출채권및기타유동채권",11091,12775,14087,14971,15705,15644
"당기법인세자산",102,97,53,68,153,274
"계약자산",0,20,26,3,84,71
"반품(환불)자산",62,418,449,414,416,390
"배출권",0,0,0,0,0,0
"기타유동자산",1015,1049,1464,1717,1668,1748
