"","X2017.12","X2018.12","X2019.12"
"매출액",40581,44695,52247
"매출원가",21965,24067,27393
"매출총이익",18624,20628,24845
"판매비와관리비",15752,18206,21183
"인건비",6129,7062,8212
"유무형자산상각비",722,843,1356
"연구개발비",2295,2639,3015
"광고선전비",879,1023,1233
"판매비",1059,1224,1501
"관리비",4105,4774,5230
"기타원가성비용",0,155,155
"기타",561,478,475
"영업이익",2868,2430,3664
"영업이익(발표기준)",2868,2430,3664
"금융수익",624,1310,1414
"이자수익",182,263,327
"배당금수익",1,1,51
"외환이익",220,342,432
"대손충당금환입액",0,0,3
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",10,61,24
"금융자산평가이익",31,108,186
"금융자산손상차손환입",0,0,0
"파생상품이익",166,433,288
"기타금융수익",6,105,103
"금융원가",1832,2009,1808
"이자비용",580,705,820
"외환손실",582,251,287
"대손상각비",0,16,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",13,6,16
"금융자산평가손실",51,146,70
"금융자산손상차손",2,0,0
"파생상품손실",500,801,308
"기타금융원가",99,80,308
"기타수익",625,1009,1541
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,8,21
"자산처분(폐기)이익",213,259,62
"자산평가이익",3,13,12
"자산손상차손환입",0,0,4
"임대료수익",21,24,24
"로열티수익",0,0,0
"수수료수익",3,2,2
"대손충당금환입",12,8,0
"충당부채환입액",0,0,0
"기타비용",1650,1747,2122
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",31,20,45
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,10,31
"자산처분(폐기)손실",86,51,74
"자산평가손실",4,2,54
"자산손상차손",470,1038,855
"기타대손상각비",104,140,224
"충당부채전입액",0,4,26
"종속기업,공동지배기업및관계기업관련손익",62,-902,293
"지분법손익",-35,-18,-29
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-2,0,-129
"세전계속사업이익",695,90,2976
"법인세비용",645,842,1662
"계속영업이익",54,-756,1312
"중단영업이익",346,-199,-90
"당기순이익",398,-952,1222
"지배주주순이익",1042,171,1728
"비지배주주순이익",-28,6,11
"자산",69517,80213,95156
"유동자산",36848,42797,50009
"재고자산",7889,8725,9838
"유동생물자산",0,0,0
"유동금융자산",7405,10000,11539
"매출채권및기타유동채권",11091,12775,14087
"당기법인세자산",102,97,53
"계약자산",0,20,26
"반품(환불)자산",62,418,449
"배출권",0,0,0
"기타유동자산",1015,1049,1464
"현금및현금성자산",9190,9667,12280
"매각예정비유동자산및처분자산집단",89,37,271
"비유동자산",32671,37418,45153
"유형자산",17796,21806,26663
"무형자산",4390,4288,4259
"비유동생물자산",0,0,0
"투자부동산",2083,2256,2596
"장기금융자산",2428,3187,3930
"관계기업등지분관련투자자산",3447,2732,4021
"장기매출채권및기타비유동채권",919,1322,753
"이연법인세자산",1164,1348,1581
"장기당기법인세자산",0,0,0
"기타비유동자산",432,456,1326
"기타금융업자산",0,0,0
"부채",27763,31288,38068
"유동부채",18842,22097,26094
"단기사채",844,1758,2424
"단기차입금",5631,5280,6159
"유동성장기부채",1406,1931,1720
"유동금융부채",1102,1211,1547
"매입채무및기타유동채무",5438,6435,7583
"유동종업원급여충당부채",5,10,12
"기타단기충당부채",468,478,728
"당기법인세부채",609,820,1125
"계약부채",0,68,84
"반품(환불)부채",169,655,668
"배출부채",0,0,0
"기타유동부채",3135,3448,4037
"매각예정으로분류된처분자산집단에포함된부채",41,0,1
"비유동부채",8926,9186,11978
"사채",1802,1479,726
"장기차입금",3940,4679,7006
"비유동금융부채",812,369,1356
"장기매입채무및기타비유동채무",626,656,565
"비유동종업원급여충당부채",955,1074,1227
"기타장기충당부채",279,279,280
"이연법인세부채",315,347,262
"장기당기법인세부채",0,0,0
"기타비유동부채",191,175,422
"기타금융업부채",0,0,0
"자본",41751,48926,57089
"지배기업주주지분",36290,41303,47040
"자본금",5608,6559,7131
"신종자본증권",0,0,11
"자본잉여금",24584,30711,36882
"기타자본",-1934,-2057,-2517
"기타포괄손익누계액",396,145,246
"이익잉여금(결손금)",10471,10120,10869
"비지배주주지분",2626,3443,4461
"영업활동으로인한현금흐름",2680,2557,4309
"당기순손익",142,-927,1232
"법인세비용차감전계속사업이익",525,262,682
"현금유출이없는비용등가산",6571,8711,9354
"퇴직급여",509,518,595
"종업원급여",11,32,24
"주식보상비",112,145,153
"감가상각비",1176,1353,2097
"무형자산상각비",549,587,578
"계약부채전입액",0,2,1
"반품(환불)부채전입액",0,13,-26
"배출부채전입액",0,0,0
"기타의대손상각비",124,193,224
"배당금지급",0,0,0
"금융부채관련손실",117,71,181
"사채상환손실",10,1,78
"투자자산평가손실",0,1,0
"자산재평가손실",0,0,1
"지분법관련손실",66,73,117
"종속기업관련손실",5,0,23
"관계기업관련손익",125,1169,220
"(현금유입이없는수익등차감)",2157,2305,3085
"금융부채관련이익",11,107,86
"사채상환이익",0,0,12
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,34
"배출부채환입액",0,0,0
"주식보상비환입",1,3,0
"투자자산평가이익",0,0,0
"자산재평가이익",0,0,0
"지분법관련이익",224,265,144
"종속회사관련이익",1,24,543
"법인세수익",107,73,127
"영업활동으로인한자산부채변동(운전자본변동)",-1438,-2191,-2306
"자산의감소(증가)",-1809,-2526,-2866
"부채의증가(감소)",430,313,522
"정부보조금등의변동",-40,28,-22
"기타운전자본의변동",-17,-14,60
"*영업에서창출된현금흐름",3650,3556,5871
"기타영업활동으로인한현금흐름",-967,-995,-1560
"이자수입",165,220,241
"이자지급(-)",-304,-349,-450
"배당금수입",1,1,1
"배당금지급(-)",-8,-7,-8
"법인세환입",45,36,38
"법인세납부(-)",-858,-856,-1349
"중단영업관련현금흐름",0,-41,-45
"투자활동으로인한현금흐름",-6024,-9967,-9296
"투자활동으로인한현금유입액",13770,15047,17819
"유동금융자산의감소",10576,12884,14652
"장기금융상품의감소",199,472,415
"매도가능금융자산의감소",301,35,262
"만기보유금융자산의감소",71,0,0
"장기대여금의감소",18,30,54
"파생상품의변동",1,0,2
"기타비유동금융자산의감소",1066,269,979
"관계기업등지분관련투자자산의감소",77,86,716
"유형자산의감소",466,226,169
