"","X2017.12","X2018.12","X2019.12"
"매출액",337391,397409,426905
"매출원가",281506,319926,347761
"매출총이익",55878,77484,79137
"판매비와관리비",40876,49279,55279
"인건비",13555,16014,16289
"유무형자산상각비",2678,2933,3346
"연구개발비",10833,13545,15236
"광고선전비",162,265,286
"판매비",3308,3268,3984
"관리비",6931,8564,8889
"기타원가성비용",0,0,0
"기타",3411,4685,7241
"영업이익",15005,28197,23869
"영업이익(발표기준)",15005,28197,23869
"금융수익",5161,6955,6377
"이자수익",582,678,882
"배당금수익",15,21,19
"외환이익",4081,4195,4627
"대손충당금환입액",0,11,1
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",217,95,134
"금융자산평가이익",70,1290,227
"금융자산손상차손환입",0,0,0
"파생상품이익",168,617,414
"기타금융수익",25,41,70
"금융원가",7283,8740,9844
"이자비용",2483,3396,4003
"외환손실",4360,4422,4676
"대손상각비",35,40,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",2,3,2
"금융자산처분손실",9,47,21
"금융자산평가손실",26,203,270
"금융자산손상차손",24,11,0
"파생상품손실",305,452,729
"기타금융원가",41,168,143
"기타수익",7368,7878,6708
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,1,8
"자산처분(폐기)이익",1150,641,1064
"자산평가이익",3,4,16
"자산손상차손환입",0,2,31
"임대료수익",92,92,90
"로열티수익",0,0,0
"수수료수익",23,5,24
"대손충당금환입",15,58,97
"충당부채환입액",2,41,5
"기타비용",9041,9041,9534
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",22,24,7
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,4
"자산처분(폐기)손실",697,1121,928
"자산평가손실",1,4,9
"자산손상차손",1600,1552,2797
"기타대손상각비",115,301,100
"충당부채전입액",38,11,69
"종속기업,공동지배기업및관계기업관련손익",7114,2928,1965
"지분법손익",7054,3212,1834
"종속기업,공동지배기업및관계기업투자주식처분손익",112,-83,259
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,-2
"세전계속사업이익",18316,28169,19534
"법인세비용",4266,7706,4454
"계속영업이익",14051,20466,15077
"중단영업이익",-14,-1167,-892
"당기순이익",14036,19299,14185
"지배주주순이익",13532,17770,13124
"비지배주주순이익",238,879,501
"자산",424532,487837,523452
"유동자산",152483,186827,202195
"재고자산",44653,58785,64441
"유동생물자산",0,0,0
"유동금융자산",9741,12829,12089
"매출채권및기타유동채권",58785,58047,67105
"당기법인세자산",423,248,291
"계약자산",103,1103,1417
"반품(환불)자산",0,141,163
"배출권",0,1,0
"기타유동자산",4568,8169,6258
"현금및현금성자산",33879,45688,48090
"매각예정비유동자산및처분자산집단",328,1822,2340
"비유동자산",272047,301006,321257
"유형자산",146076,179612,195106
"무형자산",17245,17131,16406
"비유동생물자산",0,0,0
"투자부동산",3420,3960,4146
"장기금융자산",30183,22074,20318
"관계기업등지분관련투자자산",66066,69365,71595
"장기매출채권및기타비유동채권",1071,1088,1069
"이연법인세자산",4765,5056,6359
"장기당기법인세자산",0,0,0
"기타비유동자산",3216,2718,6252
"기타금융업자산",0,0,0
"부채",180727,219261,229262
"유동부채",125364,138863,142083
"단기사채",763,1847,3372
"단기차입금",37997,44304,39595
"유동성장기부채",14012,14704,17779
"유동금융부채",191,861,1204
"매입채무및기타유동채무",64798,66064,63108
"유동종업원급여충당부채",20,70,96
"기타단기충당부채",2196,2184,4442
"당기법인세부채",1661,3479,3310
"계약부채",75,680,844
"반품(환불)부채",3,235,257
"배출부채",13,7,50
"기타유동부채",3622,4399,7824
"매각예정으로분류된처분자산집단에포함된부채",6,21,200
"비유동부채",55367,80399,87176
"사채",9583,15500,13410
"장기차입금",24937,38676,44644
"비유동금융부채",1590,1707,4362
"장기매입채무및기타비유동채무",2621,4115,4369
"비유동종업원급여충당부채",3876,4832,5446
"기타장기충당부채",404,151,295
"이연법인세부채",10823,12558,13143
"장기당기법인세부채",0,0,0
"기타비유동부채",1534,2848,1331
"기타금융업부채",0,0,0
"자본",243800,268577,294192
"지배기업주주지분",234629,255743,274644
"자본금",15083,15966,16711
"신종자본증권",0,0,0
"자본잉여금",101006,104838,111972
"기타자본",-9407,-9681,-9539
"기타포괄손익누계액",10523,7568,9914
"이익잉여금(결손금)",120647,141477,152722
"비지배주주지분",5957,8402,12415
"영업활동으로인한현금흐름",18886,36953,37538
"당기순손익",12359,17606,13120
"법인세비용차감전계속사업이익",2388,1945,1638
"현금유출이없는비용등가산",36143,48046,55733
"퇴직급여",2687,2758,3132
"종업원급여",31,309,107
"주식보상비",78,100,83
"감가상각비",18056,22834,28882
"무형자산상각비",2141,2271,2387
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,20
"기타의대손상각비",150,332,89
"배당금지급",0,0,0
"금융부채관련손실",16,34,3
"사채상환손실",4,18,27
"투자자산평가손실",0,0,8
"자산재평가손실",0,0,0
"지분법관련손실",304,408,228
"종속기업관련손실",60,218,134
"관계기업관련손익",20,490,138
"(현금유입이없는수익등차감)",11675,9121,10754
"금융부채관련이익",3,28,69
"사채상환이익",22,19,2
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,7
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",1,1,9
"자산재평가이익",0,0,0
"지분법관련이익",7431,3660,2013
"종속회사관련이익",18,0,16
"법인세수익",124,93,332
"영업활동으로인한자산부채변동(운전자본변동)",-16730,-16133,-14232
"자산의감소(증가)",-19205,-14402,-9941
"부채의증가(감소)",2458,-1627,-4225
"정부보조금등의변동",4,-10,-3
"기타운전자본의변동",13,-92,-58
"*영업에서창출된현금흐름",22489,42340,45508
"기타영업활동으로인한현금흐름",-3607,-5389,-7969
"이자수입",719,650,832
"이자지급(-)",-1447,-2173,-2525
"배당금수입",91,284,200
"배당금지급(-)",-29,-26,-26
"법인세환입",5,22,8
"법인세납부(-)",-2936,-4155,-6456
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-31986,-54627,-42343
"투자활동으로인한현금유입액",27719,33152,38624
"유동금융자산의감소",7591,21875,17423
"장기금융상품의감소",231,228,624
"매도가능금융자산의감소",1197,5,3
"만기보유금융자산의감소",432,0,0
"장기대여금의감소",108,200,274
"파생상품의변동",8,7,1
"기타비유동금융자산의감소",3802,1247,3473
"관계기업등지분관련투자자산의감소",342,468,395
"유형자산의감소",2909,1813,2105
"무형자산의감소",232,55,221
"생물자산의감소",0,0,0
"투자부동산의감소",13,74,18
"기타투자활동으로인한현금유입액",10847,7172,14074
"(투자활동으로인한현금유출액)",59762,87911,81016
"유동금융자산의증가",7727,17606,18994
"장기금융상품의증가",243,601,730
"매도가능금융자산의증가",1248,9,2
"만기보유금융자산의증가",2115,54,0
"장기대여금의증가",643,414,398
"기타비유동금융자산의증가",1322,2433,1557
"관계기업등지분관련투자자산의증가",1230,1053,534
"유형자산의증가",42318,61595,55859
"무형자산의증가",2082,1552,2152
"생물자산의증가",0,0,0
"투자부동산의증가",49,315,0
"기타투자활동으로인한현금유출액",777,2252,713
"기타투자활동으로인한현금흐름",55,132,47
"재무활동으로인한현금흐름",14961,29899,7289
"재무활동으로인한현금유입액",61673,89742,72566
"사채의증가",1737,9706,2950
"차입금의증가",54395,70393,56119
"미지급금의증가",0,0,0
"유동성장기부채의증가",1351,3935,3900
"기타금융부채의증가",655,341,566
"기타부채의증가",1,0,1
"유상증자",2800,3801,4288
"자기주식의처분",86,787,57
"주식매입선택권의행사",71,44,23
"자본구성항목의증가",215,0,84
"기타재무활동으로인한현금유입액",360,729,4578
"(재무활동으로인한현금유출액)",44393,56638,62236
"사채의감소",799,1070,622
"차입금의감소",32589,43713,49014
"미지급금의감소",0,0,99
"유동성장기부채의감소",9354,10062,10168
"기타금융부채의감소",147,287,1676
"기타부채의감소",0,7,16
"유상감자",0,0,0
"자기주식의취득",1168,901,311
"자본구성항목의감소",57,478,197
"기타재무활동으로인한현금유출액",278,120,125
"기타재무활동으로인한현금흐름",-2322,-3207,-3049
"영업투자재무활동기타현금흐름",-62,12,0
"연결범위변동으로인한현금의증가",191,0,54
"환율변동효과",-679,-677,-191
"현금및현금성자산의증가",1305,11556,2341
"기초현금및현금성자산",32572,34131,46274
"기말현금및현금성자산",33879,45688,48607
