"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",120630,105663,100405,127378
"매출원가",99089,86783,82515,103674
"매출총이익",21536,18876,17886,23707
"판매비와관리비",15859,13780,13032,13756
"인건비",4907,4390,3681,3306
"유무형자산상각비",1135,854,797,670
"연구개발비",3686,4021,3893,4717
"광고선전비",101,66,67,56
"판매비",1186,985,773,1165
"관리비",2960,2395,2029,2038
"기타원가성비용",0,0,0,0
"기타",1885,1073,1790,1794
"영업이익",5675,5095,4852,9952
"영업이익(발표기준)",5675,5095,4852,9952
"금융수익",936,3239,1627,1355
"이자수익",274,204,136,124
"배당금수익",2,9,6,2
"외환이익",741,2859,1007,1154
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",55,12,20,34
"금융자산평가이익",26,16,50,11
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-8,86,260,-12
"기타금융수익",-143,53,105,36
"금융원가",2345,4187,2555,2241
"이자비용",1236,808,822,716
"외환손실",1171,2565,1210,1223
"대손상각비",-3,279,134,-1
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",11,14,8,6
"금융자산평가손실",208,100,1,-19
"금융자산손상차손",0,0,0,0
"파생상품손실",50,220,116,130
"기타금융원가",-328,194,263,185
"기타수익",1854,2898,1122,1542
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",6,1,2,1
"자산처분(폐기)이익",547,35,47,40
"자산평가이익",13,3,8,7
"자산손상차손환입",18,3,16,4
"임대료수익",35,19,20,34
"로열티수익",0,0,0,0
"수수료수익",6,6,13,19
"대손충당금환입",86,7,8,0
"충당부채환입액",2,1,1,1
"기타비용",4662,2424,1836,2160
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",3,1,6,3
"당기손익-공정가치측정<U+00A0>금융자산평가손실",1,7,19,19
"자산처분(폐기)손실",281,140,215,121
"자산평가손실",2,6,0,3
"자산손상차손",2450,72,229,381
"기타대손상각비",64,2,15,2
"충당부채전입액",69,1,1,0
"종속기업,공동지배기업및관계기업관련손익",122,-365,292,557
"지분법손익",203,-369,321,554
"종속기업,공동지배기업및관계기업투자주식처분손익",34,0,-1,-1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-2,0,-3,0
"세전계속사업이익",1578,4252,3496,9008
"법인세비용",-32,1008,1044,1771
"계속영업이익",1611,3244,2448,7239
"중단영업이익",-2539,78,-26,35
"당기순이익",-927,3323,2422,7274
"지배주주순이익",-1416,3151,1925,6708
"비지배주주순이익",165,116,302,416
"자산",527140,541227,562528,577402
"유동자산",204079,218173,227943,236945
"재고자산",64684,69526,71302,72946
"유동생물자산",0,0,0,0
"유동금융자산",12909,15899,14600,13620
"매출채권및기타유동채권",67412,69347,63041,72261
"당기법인세자산",294,154,157,148
"계약자산",1421,333,1065,834
"반품(환불)자산",164,285,240,264
"배출권",0,2,10,2
"기타유동자산",6273,7297,7206,9410
"현금및현금성자산",48580,53143,68530,65750
"매각예정비유동자산및처분자산집단",2340,2194,1782,1694
"비유동자산",323062,323050,334589,340458
"유형자산",196216,201041,209867,213428
"무형자산",16459,16585,16735,16226
"비유동생물자산",0,0,0,0
"투자부동산",4386,4343,4165,4052
"장기금융자산",20343,16640,18108,18521
"관계기업등지분관련투자자산",71935,70912,71650,73335
"장기매출채권및기타비유동채권",1101,1106,966,939
"이연법인세자산",6364,6276,6335,6685
"장기당기법인세자산",0,0,0,0
"기타비유동자산",6252,6150,6725,6826
"기타금융업자산",0,0,0,0
"부채",230115,242732,251781,254489
"유동부채",142656,153218,168397,171615
"단기사채",3372,3029,2939,4207
"단기차입금",39842,46601,48770,41153
"유동성장기부채",17779,16649,25353,26169
"유동금융부채",1204,1862,1733,1751
"매입채무및기타유동채무",63295,67009,72558,80916
"유동종업원급여충당부채",96,54,171,53
"기타단기충당부채",4442,3762,3368,3093
"당기법인세부채",3320,2863,1650,1809
"계약부채",844,869,222,3269
"반품(환불)부채",257,350,307,382
"배출부채",50,29,11,12
"기타유동부채",7954,10058,11286,8790
"매각예정으로분류된처분자산집단에포함된부채",200,76,11,11
"비유동부채",87457,89520,83387,82867
"사채",13410,13579,12261,4645
"장기차입금",44686,47464,42113,47451
"비유동금융부채",4362,4128,3976,3995
"장기매입채무및기타비유동채무",4381,3757,3534,3397
"비유동종업원급여충당부채",5470,6600,6506,7303
"기타장기충당부채",298,343,899,1005
"이연법인세부채",13342,12289,12936,13523
"장기당기법인세부채",0,0,0,0
"기타비유동부채",1331,1185,1002,1397
"기타금융업부채",0,0,0,0
"자본",297026,298500,310749,322916
"지배기업주주지분",277390,278421,282523,292275
"자본금",16945,17005,17341,17572
"신종자본증권",0,0,0,0
"자본잉여금",112508,113574,109023,123350
